material_id,Name,Coeff_A,unscaled_Coeff_A
mp-755877,BaNdO3,0.32167915277076986,8.9671103994209e-08
mp-1096852,BaNiCl3,0.9864620437997615,1.0810918827322554e-07
mp-19138,BaNiO3,-0.41688116460441904,6.918676608379327e-08
mp-19241,BaNiO3,-0.42048200724993023,6.908689492123877e-08
mp-1120765,BaNiO3,-0.32711944517235736,7.167635203772182e-08
mp-8558,BaNpO3,0.26616322094439226,8.81313420002466e-08
mp-781625,BaOsO3,-0.4968213676991411,6.69695847726727e-08
mp-8557,BaPaO3,0.19870527475811173,8.626036229565947e-08
mp-22230,BaPbO3,0.26007031346767917,8.796235217954589e-08
mp-21280,BaPbO3,0.35540227983044304,9.060643170385535e-08
mp-20461,BaPbO3,0.26397870011606983,8.807075322805433e-08
mp-561598,BaPbO3,0.3322120639349464,8.996323952652974e-08
mp-20991,BaPbO3,0.24672957350659885,8.759234011836588e-08
mp-1178510,BaPdO3,-0.19821961719414105,7.525145290732203e-08
mp-6910,BaPrO3,0.1883879901971568,8.597420727447497e-08
mp-4783,BaPrO3,0.2868984602306739,8.870644417971794e-08
mp-6909,BaPrO3,0.18114988849680458,8.577345492213237e-08
mp-22705,BaPrO3,0.2008059569414229,8.631862576131419e-08
mp-11006,BaPS3,0.36202213679897,9.079003673092188e-08
mp-11008,BaPSe3,0.7888368455185173,1.0262795506048928e-07
mp-1183290,BaPtO3,-0.017256801008144862,8.02705466614362e-08
mp-1214788,BaPtO3,-0.05377489138476221,7.925769925341912e-08
mp-7143,BaPuO3,0.15607612131519488,8.507802151263027e-08
mp-505025,BaPuO3,0.17609213904435705,8.563317572432987e-08
mp-989637,BaReN3,-0.27047777288147756,7.324733700363626e-08
mp-1183298,BaReO3,-0.5329471027391577,6.596761953515247e-08
mp-1016850,BaRhO3,-0.32453176867659295,7.174812253296108e-08
mp-7685,BaRhO3,-0.31319230324176317,7.206262824932023e-08
mp-1017591,BaRuO3,-0.44484738946013636,6.841110892141128e-08
mp-3598,BaRuO3,-0.399308934456883,6.967414063088644e-08
mp-5773,BaRuO3,-0.3938364588089769,6.982592246608797e-08
mp-3597,BaRuO3,-0.38853295214462946,6.997301786245144e-08
mp-1183289,BaScO3,-0.19604473817645385,7.531177425909856e-08
mp-6989,BaSeO3,-0.04032526066140463,7.9630731454075e-08
mp-7339,BaSiO3,-0.7279893017495311,6.055802709249565e-08
mp-12958,BaSiO3,-0.7957342891559023,5.867908615683744e-08
mp-776076,BaSiO3,-0.6386494576924946,6.303591212297246e-08
mp-1016821,BaSiO3,-0.7821213829507627,5.9056646884226505e-08
mp-18407,BaSiO3,-0.786918160413066,5.8923605874430455e-08
mp-776084,BaSiO3,-0.6174582302349307,6.362366136127428e-08
mp-3163,BaSnO3,0.1054659929412054,8.367432441855032e-08
mp-1178513,BaSnO3,0.011452587526449065,8.106681583825048e-08
mp-1183370,BaSnS3,0.840347171608613,1.0405661958616431e-07
mp-768307,BaSO3,-0.20796112403822065,7.498126736762239e-08
mp-754678,BaTaO3,-0.5265287276429405,6.6145636362233e-08
mp-4001,BaTaS3,0.42145939756753137,9.243855873435116e-08
mp-1078588,BaTaSe3,0.8758909805442556,1.0504244481361298e-07
mp-548824,BaTbO3,0.02724408399035383,8.15048008505341e-08
mp-20129,BaTbO3,0.09095368900081269,8.327181844743321e-08
mp-5735,BaTbO3,0.026982708279859935,8.149755146514285e-08
mp-2929,BaTbO3,0.11011529061157432,8.380327500293104e-08
mp-2939,BaTbO3,0.01622836442497544,8.119927438696029e-08
mp-1182811,BaTbO3,0.015588717579944955,8.118153346342475e-08
mp-555174,BaTcO3,-0.32314210550671874,7.178666553247468e-08
mp-1189614,BaThO3,0.2693827800268309,8.822063807345238e-08
mp-8037,BaThO3,0.3151430297624387,8.948982137019457e-08
mp-558125,BaTiO3,-0.4540878025557049,6.815482146617111e-08
mp-5933,BaTiO3,-0.4210700386924202,6.907058557657655e-08
mp-1076932,BaTiO3,-0.19714314263460153,7.528130946488517e-08
mp-2998,BaTiO3,-0.47230020145498486,6.764969152020001e-08
mp-5020,BaTiO3,-0.49708980892862087,6.696213942159658e-08
mp-19990,BaTiO3,-0.5746058675905772,6.481219296257435e-08
mp-5986,BaTiO3,-0.47646110638338257,6.753428675154235e-08
mp-995191,BaTiO3,-0.5786024790571389,6.470134495483322e-08
mp-644497,BaTiO3,-0.4537665178604726,6.816373245706482e-08
mp-5777,BaTiO3,-0.4887747844798298,6.719276076224447e-08
mp-504715,BaTiO3,-0.2826218024892171,7.291051629958986e-08
mp-7073,BaTiS3,0.40961894324456694,9.211015784188723e-08
mp-1079893,BaTiSe3,0.8598194023243764,1.0459669159445859e-07
mp-1183393,BaTlO3,0.37820128919229035,9.123877357330563e-08
mp-1183394,BaTmO3,0.10321450251971953,8.361187821136756e-08
mp-1183212,BAuO3,-0.802979261132954,5.8478143253951924e-08
mp-35730,BaUO3,0.1953377190163934,8.616696146146535e-08
mp-3601,BaUS3,0.8929362875940114,1.05515204886392e-07
mp-19150,BaVO3,-0.4608877466592105,6.79662216328045e-08
mp-1017465,BaVO3,-0.48110064921141316,6.740560672256789e-08
mp-555857,BaVS3,0.36489768436142356,9.086979147344056e-08
mp-3451,BaVS3,0.3681372329612316,9.095964196585737e-08
mp-4227,BaVS3,0.38433722515168256,9.140895681038443e-08
mp-542818,BaVS3,0.45909040545542723,9.348227346333189e-08
mp-27363,BaVSe3,0.8516558494096671,1.0437027139218076e-07
mp-676597,BaVSe3,0.8172390233845732,1.0341570359654347e-07
mp-989622,BaWN3,-0.44387097221262195,6.843819033963685e-08
mp-989636,BaWN3,-0.5483765028928929,6.553967744421074e-08
mp-1183395,BaWO3,-0.5017339705706689,6.683333128751702e-08
mp-1183406,BaYbO3,0.235643547862324,8.728486368070954e-08
mp-1183405,BaZnO3,-0.20281441631999542,7.512401386719192e-08
mp-1019544,BaZrO3,-0.2440078964959156,7.398149219661467e-08
mp-3834,BaZrO3,-0.18933470198740565,7.549788045171946e-08
mp-540771,BaZrS3,0.6187443344464612,9.791035462777996e-08
mp-1079300,BaZrSe3,1.0263483431030522,1.0921545463184648e-07
mp-998427,BaZrSe3,1.0743199787209647,1.1054597181642122e-07
mp-998350,BaZrSe3,1.0399166590807027,1.0959177862708801e-07
mp-1183417,BeAgO3,-1.1610893381507879,4.854578207209358e-08
mp-1183414,BeAuO3,-0.9130934639157573,5.5424071046883796e-08
mp-1183403,BeBiO3,-0.7459978498680755,6.00585510493645e-08
mp-1183422,BeBO3,-1.7679838383944713,3.1713261116802245e-08
mp-1183418,BeCdO3,-0.8370175638603996,5.753407399032831e-08
mp-1183426,BeCuO3,-1.407591566832977,4.170892009995025e-08
mp-984722,BeGaO3,-1.217979173353811,4.696791418432485e-08
mp-1183415,BeGeO3,-1.4071930044247978,4.171997442666598e-08
mp-1183436,BeInO3,-0.9577603374795558,5.418521308233131e-08
mp-1183431,BeOsO3,-1.21895356494462,4.694088894869598e-08
mp-1183499,BePbO3,-0.807205461788584,5.836092747580829e-08
mp-1183447,BePdO3,-1.1902662328549098,4.7736546379036113e-08
mp-1183451,BePtO3,-0.973397784076127,5.3751500719773496e-08
mp-1183476,BeReO3,-1.2016942110550843,4.7419585717086116e-08
mp-1183443,BeSbO3,-1.1047550596372844,5.010824131863317e-08
mp-1183445,BeSiO3,-1.6756069615918392,3.427537976170729e-08
mp-1183449,BeVO3,-1.3642883646226238,4.290995596095133e-08
mp-984552,BeZnO3,-1.1845618356132661,4.7894760675044267e-08
mp-31250,BiBO3,-0.6303121942477219,6.326715027324005e-08
mp-1178485,BiCO3,-0.5911054165987224,6.43545697606489e-08
mp-1183479,BiMoO3,-0.17670666681244995,7.584812529101402e-08
mp-1183469,BiPtO3,0.1856172013081192,8.589735806589147e-08
mp-573119,BiRhO3,-0.13976201230448737,7.68728036674725e-08
mp-1183221,BIrO3,-0.9911732415740317,5.325848956099181e-08
mp-755382,BiSbO3,-0.09741995813027415,7.804718160942344e-08
mp-1227486,BiSbS3,0.6482261726898457,9.872804808163894e-08
mp-1227508,BiSbSe3,0.9671739304626854,1.0757422285204606e-07
mp-1246423,BMoN3,-1.0232686389788057,5.236830774328323e-08
mp-984553,BOsO3,-1.0881693190071076,5.056825508808466e-08
mp-984554,BPbO3,-0.53518577582944,6.590552882302855e-08
mp-1183242,BPdO3,-1.0100756295168054,5.2734222425560476e-08
mp-1183277,BPtO3,-0.7807917113214913,5.909352598850968e-08
mp-755829,BSbO3,-0.9301352935571714,5.49514074217555e-08
mp-753806,BSbO3,-1.009841136064665,5.274072621813966e-08
mp-1183211,BSbO3,-0.9639676550508938,5.401305004072566e-08
mp-984632,CaBeO3,-1.3234987229018458,4.404127697102497e-08
mp-1378965,CaBiO3,-0.20599942101702595,7.50356761770597e-08
mp-755893,CaBiO3,-0.21280438451341865,7.484693712833373e-08
mp-1178493,CaBiO3,-0.17454173018633412,7.590817088561298e-08
mp-867749,CaBiO3,-0.2569976526576454,7.362121484575938e-08
mp-1189809,CaBO3,-1.1470525610765634,4.893509906895509e-08
mp-1084760,CaBO3,-1.3126554619677933,4.4342020208643446e-08
mp-984628,CaBO3,-1.3702506107379122,4.27445900981269e-08
mp-756365,CaCeO3,-0.28186257237632617,7.293157392456422e-08
mp-1079918,CaCO3,-1.2561854416304499,4.590824432221244e-08
mp-641635,CaCO3,-1.0502440806042301,5.1620130446807686e-08
mp-553939,CaCO3,-1.0935901822898728,5.0417904747512655e-08
mp-556235,CaCO3,-1.1269437109253744,4.949282803407307e-08
mp-4626,CaCO3,-1.1563877648956549,4.86761825458301e-08
mp-560265,CaCO3,-1.0139155011470677,5.262772167517295e-08
mp-1197230,CaCO3,-0.9970136624174089,5.309650258270416e-08
mp-3205,CaCO3,-1.2438684595212095,4.62498619499492e-08
mp-1194399,CaCO3,-1.0339199946212574,5.2072887094419483e-08
mp-1197939,CaCO3,-1.0171698073146302,5.2537461874271086e-08
mp-561412,CaCO3,-1.152141408215897,4.879395736133257e-08
mp-1188902,CaCO3,-1.1775592097813643,4.808898198700248e-08
mp-548403,CaCO3,-1.3270903699025638,4.394166085425456e-08
mp-3953,CaCO3,-1.2192869560253001,4.693164218117773e-08
mp-2717324,CaCO3,-1.1532730185308395,4.8762571586157735e-08
mp-696740,CaCO3,-1.324039318677876,4.402628327817602e-08
mp-1099934,CaCoO3,-0.8958233234188668,5.590306698719634e-08
mp-1368304,CaCoO3,-0.8859058308336643,5.617813357899663e-08
mp-1399298,CaCoO3,-0.88771481497281,5.612796050374593e-08
mp-20772,CaCrO3,-0.9153883019052387,5.53604225733329e-08
mp-1099873,CaCuO3,-0.9596799646349439,5.413197126796911e-08
mp-19115,CaFeO3,-0.8652276714145302,5.675165261994966e-08
mp-1272846,CaFeO3,-0.858485373572023,5.693865360558266e-08
mp-1278982,CaFeO3,-0.8274947105780086,5.7798195064692385e-08
mp-1001571,CaFeO3,-0.8760586007874593,5.645125140431514e-08
mp-554549,CaGeO3,-0.7495567305769129,5.995984372200394e-08
mp-1016884,CaGeO3,-0.9280142195200796,5.501023646562183e-08
mp-776074,CaGeO3,-0.8387211254704425,5.748682486138059e-08
mp-776086,CaGeO3,-0.8907050081164414,5.604502600898558e-08
mp-17761,CaGeO3,-0.8493953378017522,5.719077027087786e-08
mp-8130,CaGeO3,-1.0070968037299082,5.28168416410254e-08
mp-1207169,CaPdH3,7.947485699079707e-07,8.07491946671377e-08
mp-754853,CaHfO3,-0.5666391592913271,6.503315358149243e-08
mp-1016873,CaHfO3,-0.6210800032147858,6.35232096854818e-08
mp-1190098,CaHfS3,0.24791046633501423,8.76250927685749e-08
mp-1183539,CaHoO3,-0.13226978227547193,7.708060439546497e-08
mp-28534,CaInBr3,1.2213247133652203,1.1462322128141541e-07
mp-1206105,CaInI3,1.4535307119754037,1.210635701986998e-07
mp-1183543,CaInO3,-0.30060775124928796,7.241166706091143e-08
mp-1016872,CaIrO3,-0.7049658299611963,6.119659453903718e-08
mp-1079054,CaIrO3,-0.7019311133112751,6.12807639153994e-08
mp-20198,CaIrO3,-0.7298220840525147,6.050719396332894e-08
mp-555735,CaIrO3,-0.6493672476506447,6.273864888530507e-08
mp-4243,CaIrO3,-0.7080649518624256,6.111063885098185e-08
mp-1183562,CaLaO3,0.13046891692340523,8.436779295666518e-08
mp-1183532,CaMgO3,-0.8356999964194927,5.757061737892414e-08
mp-1188497,CaMnO3,-0.8715675788114368,5.6575812133555096e-08
mp-19201,CaMnO3,-0.8579590449537875,5.695325159171083e-08
mp-1017467,CaMnO3,-0.8784161920282401,5.638586243811341e-08
mp-989401,CaMoN3,-0.9100816253498607,5.550760588820144e-08
mp-989649,CaMoN3,-0.8484791467577253,5.7216181285381106e-08
