material_id,Name,Coeff_A,unscaled_Coeff_A
mp-998433,CsSrBr3,1.9694261549316963,1.3537218701894505e-07
mp-1213642,CsSrCl3,1.7536039510227965,1.2938625080028589e-07
mp-1213084,CsSrCl3,1.6476822787205805,1.264484605123023e-07
mp-1080233,CsSrCl3,1.7394420186943478,1.2899346256017116e-07
mp-1213645,CsSrCl3,1.738340630840412,1.2896291501999103e-07
mp-998561,CsSrCl3,1.611252498188236,1.2543806242175915e-07
mp-8397,CsSrF3,1.1274171125556194,1.1201864724448798e-07
mp-1080232,CsSrI3,2.0453432156765814,1.3747778447507507e-07
mp-998417,CsSrI3,2.0671773629887795,1.3808336541546244e-07
mp-1183972,CsSrO3,0.711488004015834,1.0048264645258683e-07
mp-1185552,CsTaO3,-0.3366432401419104,7.141220484519572e-08
mp-1225870,CsTaS3,0.7175685504301725,1.0065129343307172e-07
mp-685607,CsTaSe3,1.1711094786241887,1.1323047675874482e-07
mp-1225880,CsTaSe3,1.1704904871815813,1.1321330872307363e-07
mp-1185551,CsTbO3,0.42711657758447075,9.259546343713682e-08
mp-1183997,CsThO3,0.5369980919325883,9.564308191468304e-08
mp-22962,CsTiBr3,1.7388952168647904,1.2897829673933948e-07
mp-28283,CsTiCl3,1.3732126156256186,1.1883590783011017e-07
mp-567698,CsTiI3,1.848254857103015,1.32011440778763e-07
mp-1183977,CsTiO3,-0.18637193630267745,7.558005423225922e-08
mp-1112177,CsTlBr3,2.2016159354777614,1.41812086120151e-07
mp-1080231,CsTlCl3,1.9523836349826382,1.3489950424779075e-07
mp-1395579,CsTlCl3,1.949445731692947,1.3481802003814888e-07
mp-1112176,CsTlCl3,1.9315315530254935,1.3432116137870203e-07
mp-1078203,CsTlF3,1.2383462264009637,1.1509532141537588e-07
mp-998240,CsTlF3,1.0058470682763243,1.086468415730817e-07
mp-2695837,CsTlF3,1.3764692300304944,1.1892623165112249e-07
mp-998235,CsTlF3,1.3664965431836436,1.1864963421901071e-07
mp-998234,CsTlF3,1.3630734113866794,1.1855469195526966e-07
mp-1112542,CsTlI3,2.2410103616980095,1.4290471013405747e-07
mp-1185544,CsTlO3,0.7128106234555815,1.0051932996088438e-07
mp-1206103,CsTmBr3,1.9790526465114766,1.3563918255305768e-07
mp-579768,CsTmCl3,1.6823903820463784,1.2741110702881436e-07
mp-1207081,CsTmH3,8.08302946484396e-07,8.074919504307508e-08
mp-1213177,CsTmI3,2.054007051130668,1.377180802625234e-07
mp-2647024,CsUBr3,2.0180297711479085,1.3672023249988752e-07
mp-865424,CsUO3,0.3116456290979528,8.939281922245658e-08
mp-23038,CsVBr3,1.6683806674766544,1.2702254062398147e-07
mp-22977,CsVCl3,1.2607500306175439,1.1571670207346786e-07
mp-22991,CsVI3,1.8313170210445406,1.3154166146740479e-07
mp-504651,CsVO3,-0.05386875995517926,7.925509576190956e-08
mp-568005,CsYbBr3,2.036307006544689,1.3722716071837948e-07
mp-1070599,CsYbCl3,1.740764813210177,1.2903015092429093e-07
mp-8398,CsYbF3,1.0841389259721979,1.1081830520434765e-07
mp-1206323,CsYbH3,8.089875071564875e-07,8.074919506206172e-08
mp-1185576,CsYbI3,2.0859158448125044,1.3860308653312217e-07
mp-1185564,CsYbO3,0.5752940768179968,9.670524011158271e-08
mp-1188802,CuAgF3,-0.055052495800659074,7.922226425920758e-08
mp-998414,CuAgF3,-0.09687866950492463,7.806219451879303e-08
mp-998422,CuAgF3,-0.10231280438704005,7.791147608380909e-08
mp-776320,CuAsO3,-0.8892873097641143,5.608434657823485e-08
mp-1178368,CuAsO3,-0.812406279771217,5.8216680201130106e-08
mp-1184051,CuBiO3,-0.4491153799214871,6.829273408221135e-08
mp-1184042,CuBO3,-1.1720887231231316,4.824070865658569e-08
mp-1178374,CuCO3,-1.1649382838080626,4.8439029649051616e-08
mp-1080068,CuCO3,-1.016774893703527,5.2548414999784256e-08
mp-758727,CuCO3,-0.8745173545839862,5.6493998634693416e-08
mp-27249,CuCO3,-1.2404237903174504,4.6345401564384724e-08
mp-760595,CuCO3,-1.0730796856628757,5.0986773577496676e-08
mp-760536,CuCO3,-1.0752416577484425,5.0926810205904997e-08
mp-1096939,CuGeI3,0.7213008934586966,1.0075481182418374e-07
mp-1096949,CuGeI3,0.5494938079701086,9.598965681685875e-08
mp-554874,CuGeO3,-0.8290337369602341,5.7755509402160996e-08
mp-1202570,CuGeO3,-0.5911281993118322,6.43539378707641e-08
mp-1181636,CuGeO3,-0.7773199686405121,5.9189816499307675e-08
mp-561216,CuGeO3,-0.5847372714473664,6.453119343521423e-08
mp-554624,CuGeO3,-0.5877219910541669,6.444841075172153e-08
mp-21344,CuGeO3,-0.805560369404624,5.840655493167628e-08
mp-1181557,CuGeO3,-0.7503590271357723,5.993759162772077e-08
mp-1096790,CuPbBr3,0.8962311682047854,1.0560659003966619e-07
mp-1184117,CuPbO3,-0.3924303747218616,6.986492090791233e-08
mp-1184073,CuPdO3,-0.6157787005800159,6.367024395198821e-08
mp-772255,CuPO3,-0.8321415388864253,5.7669312969294165e-08
mp-772192,CuPO3,-0.8872061724400027,5.614206795749414e-08
mp-766856,CuPO3,-0.8403648270320616,5.744123598066229e-08
mp-1105187,CuPS3,-0.34715812810388513,7.112056919535639e-08
mp-554440,CuSeO3,-0.5857134644565534,6.450411823635026e-08
mp-560049,CuSeO3,-0.6224260643748423,6.348587600940687e-08
mp-22688,CuSeO3,-0.6040473282843664,6.399561940014528e-08
mp-22414,CuSeO3,-0.6847623618089429,6.175694778149665e-08
mp-16053,CuSiO3,-1.0326365278399336,5.210848468425327e-08
mp-556982,CuSiO3,-0.8979930757769026,5.584288782587627e-08
mp-754936,DyAlO3,-1.0752275599648442,5.092720121494816e-08
mp-984723,DyAlO3,-1.0202672884115458,5.245155169473985e-08
mp-756630,DyAlO3,-1.0697059480694833,5.108034586842307e-08
mp-1207000,DyBiO3,0.08852073375248892,8.32043392229811e-08
mp-753318,DyBO3,-1.1903521782994346,4.7734162639365715e-08
mp-10792,DyBO3,-0.9838559997283056,5.346143690464654e-08
mp-12315,DyBO3,-1.2339713289512702,4.6524363791124015e-08
mp-22137,DyCoO3,-0.7369957631253641,6.030822840461686e-08
mp-19381,DyCrO3,-0.7327735919607363,6.042533242282248e-08
mp-1225651,DyCrS3,0.011922479028697808,8.107984851288362e-08
mp-1212890,DyCrSe3,0.42669670214058897,9.258381798277051e-08
mp-1183771,DyCuO3,-0.8692123216219017,5.6641136363684106e-08
mp-772188,DyErO3,-0.24492990519401303,7.395591982658091e-08
mp-22283,DyFeO3,-0.7594453777768848,5.96855771713165e-08
mp-755612,DyGaO3,-0.6476111161357778,6.27873560667219e-08
mp-769015,DyGaO3,-0.5844352136991233,6.453957115716586e-08
mp-1225852,DyGaSe3,0.5172272821510404,9.509472866742613e-08
mp-768145,DyHoO3,-0.12233585245324718,7.735612688221324e-08
mp-1183823,DyInO3,-0.24005776321762085,7.409105110867664e-08
mp-768149,DyInO3,-0.3326761958655595,7.15222327922037e-08
mp-1178360,DyInO3,-0.3570874343906212,7.084517494466557e-08
mp-756469,DyLuO3,-0.17828550696808065,7.580433537366588e-08
mp-1232195,DyMgS3,0.026125453072339155,8.14737750653916e-08
mp-1232163,DyMgS3,-0.05346276310092435,7.926635628668657e-08
mp-1238023,DyMgSe3,0.3782209287095384,9.123931828508914e-08
mp-1232192,DyMgSe3,0.4312628356660895,9.271046196821078e-08
mp-1232257,DyMgSe3,0.41072922808182,9.214095214432678e-08
mp-1188804,DyMnO3,-0.5442898120312805,6.565302384879715e-08
mp-22103,DyMnO3,-0.6742784891659284,6.204772320603138e-08
mp-542479,DyMnO3,-0.5745583312625939,6.481351140628507e-08
mp-19265,DyNiO3,-0.6813126971697585,6.185262594681943e-08
mp-1183790,DyPaO3,-0.15034336226585765,7.65793246610084e-08
mp-1183821,DyRhO3,-0.5961008470756184,6.421601901064327e-08
mp-1212884,DyRhO3,-0.6123071072190669,6.376653032132088e-08
mp-1207184,DySbO3,-0.29149597631256086,7.266438667280571e-08
mp-31120,DyScO3,-0.5570238244734043,6.529983967726333e-08
mp-1184176,DyScS3,0.1314073044273414,8.439381960102898e-08
mp-769393,DySeO3,-0.5254627368719156,6.617520214670496e-08
mp-1184153,DySnO3,-0.2649103414680951,7.340175248424331e-08
mp-779599,DyTiO3,-0.7151924821841362,6.091295325084625e-08
mp-752435,DyTmO3,-0.2574424166194689,7.360887909596341e-08
mp-22789,DyVO3,-0.7219134938616492,6.072654264759137e-08
mp-768333,DyYO3,-0.1905948955639758,7.546292835580027e-08
mp-1184150,ErAlO3,-1.044445150496017,5.178096665890975e-08
mp-754184,ErAlO3,-0.9937093727610886,5.3188148700538527e-08
mp-756458,ErAlO3,-1.0950006643071646,5.037878432690645e-08
mp-1184148,ErBeO3,-1.2636705941130657,4.570063989349115e-08
mp-754636,ErBiO3,-0.20108828254828381,7.517188904627544e-08
mp-754943,ErBiO3,-0.18003647562187552,7.575577138676993e-08
mp-10791,ErBO3,-1.0108304847077108,5.271328614122437e-08
mp-760405,ErBO3,-1.2211340817062677,4.688041123128536e-08
mp-1194043,ErBO3,-1.151380918516864,4.881504992155534e-08
mp-562779,ErCoO3,-0.7690083295896954,5.942034394425818e-08
mp-19063,ErCrO3,-0.7649567827760819,5.953271561118564e-08
mp-1184157,ErCuO3,-0.8917079969863693,5.6017207613590324e-08
mp-19935,ErFeO3,-0.791397582834918,5.879936686459737e-08
mp-1184164,ErGaO3,-0.6071550562762411,6.39094250178835e-08
mp-1213088,ErGaO3,-0.6191974164191976,6.357542416703365e-08
mp-1213082,ErGaO3,-0.681093177340216,6.185871443852498e-08
mp-754208,ErInO3,-0.3918633876195088,6.988064657732916e-08
mp-772217,ErInO3,-0.3703373885216905,7.0477680873656e-08
mp-1184162,ErIrO3,-0.543238865230876,6.568217238125806e-08
mp-778151,ErLuO3,-0.2135099709966113,7.482736733612216e-08
mp-1232164,ErMgS3,-0.045076883620296826,7.949894282689996e-08
mp-1232145,ErMgSe3,0.39077058125947417,9.158738914327554e-08
mp-1232210,ErMgSe3,0.36001749681874884,9.07344370435605e-08
mp-19319,ErMnO3,-0.6949853372282462,6.147340847128416e-08
mp-19217,ErMnO3,-0.5990021977975601,6.413554860465652e-08
mp-18983,ErNiO3,-0.7146319789208633,6.092849908775985e-08
mp-1189736,ErNiO3,-0.7179919801537835,6.083530778162636e-08
mp-1213022,ErRhO3,-0.6446214007100082,6.287027731173964e-08
mp-1212985,ErScO3,-0.592513356320211,6.431551985188185e-08
mp-1184204,ErTaO3,-0.635602641265649,6.312041709266853e-08
mp-756296,ErTiO3,-0.7469273512784298,6.003277086522793e-08
mp-1184219,ErTlO3,-0.11797048974618463,7.747720238910048e-08
mp-19205,ErVO3,-0.7393330742687141,6.024340191700875e-08
mp-1184207,ErZnO3,-0.619854694142191,6.355719424232468e-08
mp-1077622,EuAgO3,-0.5478572704385698,6.555407861470173e-08
mp-973892,EuAlO3,-1.009200554990997,5.275849305297133e-08
mp-21455,EuAlO3,-1.05165504872582,5.158099654385688e-08
mp-983564,EuAsO3,-0.6711970656721178,6.213318801995022e-08
mp-1184383,EuAuO3,-0.2559777375842316,7.36495026978308e-08
mp-1184325,EuBeO3,-1.2355039003683146,4.648185716026392e-08
mp-22030,EuBO3,-1.1960175828568822,4.757702982485653e-08
mp-1225223,EuBO3,-1.189120607707153,4.776832086257284e-08
mp-1183878,EuCdO3,-0.16215170478373864,7.625181440543734e-08
mp-554518,EuCO3,-1.0856068720903096,5.0639325828397033e-08
mp-1075975,EuCoO3,-0.7276824190792013,6.056653863606225e-08
mp-1212757,EuCoO3,-0.7016702152749588,6.128800005225964e-08
mp-1189762,EuCrO3,-0.7184580309005213,6.08223816322585e-08
mp-754941,EuCrO3,-0.772848127025938,5.9313845251678706e-08
mp-1075902,EuCuO3,-0.8614732761067074,5.685578264200127e-08
mp-1338333,EuCuO3,-0.8208348436803306,5.7982909787052875e-08
mp-1183905,EuErO3,-0.1841934711567319,7.564047504708745e-08
mp-1011260,EuFeO3,-0.7925748065010509,5.876671598043003e-08
mp-1075904,EuFeO3,-0.7531357554129983,5.986057768725041e-08
mp-504703,EuFeO3,-0.7613836099231861,5.963181933827347e-08
mp-1206706,EuGaO3,-0.5361325077349051,6.587927074253616e-08
mp-1212729,EuGaO3,-0.6294638048022989,6.329068077666791e-08
mp-865181,EuGeO3,-0.7356331824687175,6.034602025714983e-08
mp-581575,EuGeS3,0.12184178799081735,8.412851524285582e-08
mp-644246,EuPdH3,7.954627254988089e-07,8.074919468694516e-08
mp-753781,EuHfO3,-0.48181893730406955,6.738568464489752e-08
mp-1190059,EuHfS3,0.2917834905175454,8.884193292551804e-08
mp-1212795,EuInO3,-0.30501741434679275,7.228936286065139e-08
mp-1212980,EuInO3,-0.297517163828914,7.249738604089348e-08
mp-1184304,EuInO3,-0.208094832283507,7.497755890290607e-08
mp-1184445,EuIrO3,-0.5246666533922024,6.619728191814637e-08
mp-1184309,EuLuO3,-0.11184000289665619,7.764723449240574e-08
mp-972931,EuMgO3,-0.7463737541354902,6.004812515745759e-08
mp-20614,EuMnO3,-0.6630730636561282,6.23585112583715e-08
mp-1099619,EuMnO3,-0.6742878092390043,6.204746470916694e-08
mp-1184411,EuMoO3,-0.6531648443976792,6.263332064983986e-08
mp-1078341,EuNbO3,-0.6512248500068978,6.268712735961045e-08
mp-755572,EuNbO3,-0.597948140816186,6.416478339953426e-08
mp-977412,EuNiO3,-0.6884827696973019,6.165376041743603e-08
mp-20718,EuNiO3,-0.680347973122295,6.187938304832304e-08
mp-1213363,EuNpO3,0.0592328763518708,8.239202592432121e-08
mp-977370,EuOsO3,-0.6740228166200097,6.205481441131522e-08
mp-1184348,EuPbO3,-0.019147854587117763,8.02180973494341e-08
mp-1184369,EuPdO3,-0.44858336428077905,6.830748980073765e-08
mp-20217,EuPS3,-0.11581797027533014,7.753690358771948e-08
mp-20742,EuPSe3,0.3289076129437234,8.987158893399156e-08
mp-976258,EuPtO3,-0.29485060030621923,7.257134450707888e-08
mp-976320,EuReO3,-0.6760883066367853,6.1997527017911e-08
mp-19801,EuRhO3,-0.5936155791393816,6.428494915352547e-08
mp-866036,EuRuO3,-0.6706072015843887,6.214954819394008e-08
mp-976284,EuSbO3,-0.30686651508966634,7.223807713143426e-08
mp-22487,EuScO3,-0.5391785930951727,6.579478604933541e-08
mp-755177,EuSeO3,-0.47835987327673024,6.748162350692791e-08
mp-866030,EuSiO3,-1.1196990305923293,4.9693762848066935e-08
mp-862606,EuSnO3,-0.2761622629412699,7.308967484322257e-08
mp-1184447,EuTcO3,-0.6889944771442487,6.163956795676906e-08
mp-22246,EuTiO3,-0.719114171985936,6.080418323275836e-08
mp-1079111,EuTiO3,-0.766109087809582,5.950075585769391e-08
mp-1178346,EuTmO3,-0.23651948376051735,7.418918705006918e-08
mp-1184353,EuTmO3,-0.18615976531894773,7.558593890006935e-08
mp-1213318,EuUO3,-0.011425196988142261,8.043228910074029e-08
mp-756315,EuVO3,-0.7403431858805334,6.021538596882286e-08
mp-1178351,EuVO3,-0.6974085588205128,6.140619921462626e-08
mp-1184400,EuWO3,-0.6853355960334966,6.174104884503699e-08
mp-1106293,EuZrO3,-0.446325960503529,6.837010001778503e-08
mp-1178354,EuZrO3,-0.3522260320680317,7.098000835711902e-08
mp-771055,EuZrO3,-0.4442419207749566,6.842790189667628e-08
mp-1189927,EuZrS3,0.2859246047209183,8.867943381256385e-08
mp-1106192,EuZrSe3,0.6514385510204335,9.8817144993119e-08
mp-1184234,FeAgO3,-0.9206820706749284,5.5213597262323345e-08
mp-1184215,FeAsO3,-1.0161917543063907,5.256458866113431e-08
mp-1193035,FeBiO3,-0.38225042683873767,7.014726682799835e-08
mp-655631,FeBiO3,-0.4138364799846954,6.927121192675803e-08
mp-654759,FeBiO3,-0.467692917573828,6.777747683123085e-08
mp-1181635,FeBiO3,-0.3830666460284675,7.012462858262009e-08
mp-1181670,FeBiO3,-0.3684367002794886,7.053039740783696e-08
mp-1181856,FeBiO3,-0.42324243573085596,6.901033306372958e-08
mp-1069079,FeBiO3,-0.47541333878555747,6.756334710723775e-08
mp-555351,FeBiO3,-0.49066421761850165,6.714035639396046e-08
mp-547069,FeBiO3,-0.4765411232206418,6.753206744474454e-08
mp-22949,FeBiO3,-0.49921423528869013,6.690321739938434e-08
mp-1181394,FeBiO3,-0.4683460476611998,6.77593619432597e-08
mp-23501,FeBiO3,-0.5069849317147117,6.668769326730588e-08
mp-645159,FeBiO3,-0.4495841701497767,6.827973195195946e-08
mp-548231,FeBiO3,-0.5271246513044474,6.612910812294915e-08
mp-551451,FeBiO3,-0.506519212893977,6.670061021054089e-08
mp-1274711,FeBO3,-1.553895758860719,3.7651100533015456e-08
mp-19097,FeBO3,-1.5893326083742494,3.666824187836214e-08
mp-849295,FeBO3,-1.5664633435937105,3.7302532316808953e-08
mp-1199904,FeBO3,-1.29110723820952,4.4939670916986994e-08
mp-18969,FeCO3,-1.5418366049427945,3.798556716757063e-08
mp-675126,FeCO3,-1.6055736924650645,3.6217787329531116e-08
mp-22334,FeGeO3,-1.1220549435857237,4.962842042889156e-08
mp-1096837,FeGeS3,-0.43099266238887424,6.879537667085245e-08
mp-768499,FeNiO3,-1.1035283782527614,5.014226393723024e-08
mp-1272388,FeNiO3,-1.060231734970671,5.134311788309221e-08
mp-973579,FePbO3,-0.5161431556164899,6.643368537025288e-08
mp-5864,FePS3,-0.542099633216182,6.571376954806807e-08
mp-1232490,FePS3,-0.5723255019788667,6.487544003752631e-08
mp-2928,FePSe3,-0.09738989165269629,7.804801551814017e-08
mp-1184349,FeRhO3,-0.8582201003681433,5.6946011089892364e-08
mp-973648,FeRhO3,-0.9782987222432808,5.3615570760997995e-08
mp-21939,FeSiO3,-1.2887828416093896,4.500413921331262e-08
mp-18269,FeSiO3,-1.2897672536195017,4.497683605636821e-08
mp-561362,FeSiO3,-1.4504527685444941,4.0520143342724086e-08
mp-650392,FeSiO3,-1.2171342514979528,4.699134851243065e-08
mp-1199561,FeSiO3,-1.275495354936936,4.53726742680337e-08
mp-1178214,FeSnO3,-0.7511739347281718,5.99149897601471e-08
mp-1178212,FeSnO3,-0.746567109873439,6.004276233985167e-08
mp-1207083,FeSnO3,-0.6004839898625249,6.409445036439419e-08
mp-540655,FeSO3,-1.0385183667887787,5.194534895420079e-08
mp-558285,GaBiO3,-0.30699124733948224,7.223461762041878e-08
mp-755568,GaBiO3,-0.40099787084680827,6.96272971396962e-08
mp-22979,GaBiO3,-0.3500355762273415,7.104076173983258e-08
mp-1078259,GaBO3,-1.4901012065884487,3.9420474184490715e-08
mp-1184023,GaBO3,-1.4677012579528537,4.004174790612554e-08
mp-1096988,GaCuBr3,0.46649158965857396,9.368754899003945e-08
mp-1184033,GaFeO3,-0.9039324334802643,5.567815678454591e-08
mp-861324,GaFeO3,-0.6919323895725285,6.15580834936639e-08
mp-649086,GaFeO3,-0.8035743019460568,5.846163950090789e-08
mp-1184032,GaFeO3,-1.0029636373605229,5.293147706694613e-08
mp-868005,GaFeO3,-0.8060951418391937,5.839172275210044e-08
mp-1183980,GaGeO3,-0.8530179126538542,5.70902963547596e-08
mp-1246681,GaMoN3,-0.8472395647854967,5.7250561708197534e-08
mp-1183983,GaNiO3,-0.8484101632065801,5.721809457849837e-08
mp-1184206,GaSiO3,-1.309497763283332,4.4429600552929555e-08
mp-1184243,GaSnO3,-0.6236078937133982,6.34530973846231e-08
mp-5223,GdAlO3,-1.0870201131098867,5.0600128885489564e-08
mp-1178268,GdAlO3,-1.0513805660372384,5.1588609457807435e-08
mp-753953,GdAsO3,-0.7937547274760419,5.8733990285059335e-08
mp-1184468,GdBeO3,-1.2760078760056501,4.535845924116215e-08
mp-29762,GdBO3,-1.1056112297180647,5.008449501541203e-08
mp-1224628,GdBO3,-1.2055927876464096,4.731145675539188e-08
mp-561949,GdBO3,-1.1497115017281487,4.8861352026893054e-08
mp-1194303,GdBO3,-1.1474050111606573,4.892532369049339e-08
mp-1184471,GdCdO3,-0.21356862626210216,7.482574050314688e-08
mp-20951,GdCoO3,-0.7741663433872077,5.927728386495371e-08
mp-18331,GdCrO3,-0.7603830421997344,5.965957058196644e-08
mp-1147577,GdCrO3,-0.7879592950252885,5.889472948789132e-08
mp-1184481,GdCuO3,-0.9063162962478941,5.5612039164474295e-08
mp-1184486,GdErO3,-0.24839396604302522,7.3859842375215e-08
mp-766236,GdErO3,-0.15711980807589043,7.639137656450404e-08
mp-600576,GdFeO3,-0.7770801963633289,5.9196466702726167e-08
mp-18656,GdGaO3,-0.666214439456553,6.227138363739642e-08
mp-1212640,GdInO3,-0.34478905077979505,7.118627673379419e-08
mp-1212778,GdInO3,-0.3509411023946285,7.101564652099257e-08
mp-756424,GdLuO3,-0.19585467923836575,7.531704563831986e-08
mp-510575,GdMnO3,-0.6913113909134836,6.157530720048178e-08
mp-505604,GdNiO3,-0.7186855115827484,6.081607234234241e-08
mp-1184503,GdRhO3,-0.6351778814209439,6.313219801832216e-08
mp-5690,GdScO3,-0.5722775091809211,6.487677114165857e-08
mp-510490,GdScS3,0.14452462599241755,8.47576350418227e-08
mp-1184484,GdSiO3,-1.145535927316061,4.8977163660980405e-08
mp-1184491,GdThO3,0.03626914830381622,8.175511550014487e-08
mp-510278,GdTiO3,-0.7328660580670743,6.042276782935201e-08
mp-756030,GdTmO3,-0.27882888868342093,7.30157146513496e-08
mp-541177,GdVO3,-0.7247633216297373,6.06475012563676e-08
mp-1184599,GdZrO3,-0.4704184851455011,6.77018818583866e-08
mp-1184562,GeBiO3,-0.321396489218003,7.183508106886183e-08
mp-973738,GeBO3,-1.2704153798131657,4.551356990588985e-08
mp-28369,GeClH3,8.052475120923002e-07,8.074919495833108e-08
mp-553898,GePbO3,-0.252846985071578,7.37363356766334e-08
mp-554699,GePbO3,-0.2621324935309275,7.34787974790393e-08
mp-1017566,GePbO3,-0.38804427103741546,6.9986571676128e-08
mp-624190,GePbS3,0.22336829612727627,8.694440346566607e-08
mp-1184557,GePdO3,-0.7339177918592554,6.039359746928256e-08
mp-541785,GePdS3,-0.003777774956091662,8.064439415616057e-08
mp-1078197,CBrH3,8.031055288574207e-07,8.074919489892211e-08
mp-1078233,CClH3,8.081416668737442e-07,8.074919503860191e-08
mp-1096983,CIH3,8.115216289824971e-07,8.074919513234684e-08
mp-1181198,CIH3,8.140071380064633e-07,8.074919520128367e-08
mp-554676,CSH3,8.047660169099792e-07,8.074919494497658e-08
mp-559204,CSH3,8.042236509516821e-07,8.074919492993379e-08
mp-1200055,CSeH3,8.066470953512123e-07,8.074919499714923e-08
mp-1184563,HfBeO3,-1.4238580522820712,4.125776103180764e-08
mp-1184625,HfBO3,-1.4512605595120007,4.049773885828307e-08
mp-1017446,HfCdO3,-0.6069506341004143,6.391509476865065e-08
mp-1212404,HfCdO3,-0.5945332813067807,6.425949622726356e-08
mp-753534,HfCoO3,-0.9522963973931127,5.433675817948837e-08
mp-756322,HfCrO3,-0.9185621646360431,5.5272393911178226e-08
mp-753790,HfFeO3,-0.9759276304052236,5.368133417298309e-08
mp-753856,HfFeO3,-0.9787557843257702,5.360289391670581e-08
mp-1016825,HfMgO3,-1.0276221708188729,5.224756037137916e-08
mp-754657,HfMnO3,-0.9217053884984239,5.518521503328519e-08
mp-1178219,HfNiO3,-0.9060888504209288,5.561834748766234e-08
mp-1184669,HfNpO3,-0.39518640334342336,6.978848108269196e-08
mp-755790,HfPbO3,-0.35697450144549236,7.084830719609422e-08
mp-22734,HfPbO3,-0.2980005761996338,7.248397835824531e-08
mp-669414,HfPbO3,-0.30306281879710184,7.234357454082988e-08
mp-1181854,HfPbO3,-0.28077883274755777,7.296163198243753e-08
mp-22535,HfPbO3,-0.37526055444877926,7.034113441689815e-08
mp-22147,HfPbS3,0.13583261018317927,8.451655765820169e-08
mp-776083,HfSnO3,-0.6833607394465417,6.179582247516589e-08
mp-8725,HfSnS3,-0.11387725637834478,7.759073025335266e-08
mp-1184597,HfThO3,-0.47754024334859935,6.750435635083292e-08
mp-1016819,HfZnO3,-0.8856348836029326,5.6185648435264455e-08
mp-4891,HoAlO3,-1.0808426389515233,5.077146420518627e-08
mp-1184610,HoBeO3,-1.2508695363170688,4.605568360127643e-08
mp-754300,HoBiO3,-0.1792196444654337,7.577842660534946e-08
mp-1178162,HoBiO3,-0.15816493739021098,7.636238938291444e-08
mp-770830,HoBiO3,-0.0867375166720592,7.83434644388557e-08
mp-753056,HoBO3,-1.2017400894814614,4.7418313256101416e-08
mp-780393,HoBO3,-0.9921858310438978,5.323040488818e-08
mp-754409,HoBO3,-1.2233547363306485,4.6818820270279207e-08
mp-752713,HoBO3,-1.1357539061726527,4.9248472884931865e-08
mp-850193,HoBO3,-1.2464614019950204,4.6177945400188476e-08
mp-1184546,HoBO3,-1.2896817720522336,4.4979206930172065e-08
mp-1188609,HoCoO3,-0.6202202369852898,6.354705572967702e-08
mp-20570,HoCoO3,-0.7496352023058108,5.995766726955537e-08
mp-756834,HoCrO3,-0.7590019120384,5.969787691424216e-08
mp-1184736,HoCuO3,-0.8797385687709607,5.634918566113866e-08
mp-1184778,HoErO3,-0.21848752980852737,7.46893122656377e-08
mp-770415,HoErO3,-0.2619308082613827,7.348439132034881e-08
mp-19785,HoFeO3,-0.7728070242934137,5.9314985256418007e-08
mp-755416,HoGaO3,-0.6604470285151933,6.243134564972184e-08
mp-769045,HoGaO3,-0.598699870836171,6.414393379336872e-08
mp-982558,HoGeO3,-0.6469688905132074,6.280516851393572e-08
mp-768267,HoInO3,-0.348574415708768,7.108128775388948e-08
mp-776984,HoInO3,-0.3703802968355916,7.047649079021875e-08
mp-770472,HoLuO3,-0.19328032944338247,7.538844651088159e-08
mp-1232153,HoMgS3,0.005260114876136868,8.089506452791632e-08
mp-1232139,HoMgS3,-0.013206102373047202,8.038289480371048e-08
mp-1232140,HoMgSe3,0.41173295062034754,9.216879088838572e-08
mp-1232172,HoMgSe3,0.3939984604893709,9.167691597991118e-08
mp-1181443,HoMnO3,-0.5605731277795059,6.520139798393336e-08
mp-19056,HoMnO3,-0.5786970821999091,6.469872108959391e-08
mp-22081,HoMnO3,-0.6872283124303635,6.168855341395319e-08
mp-1193069,HoMnO3,-0.6059678127137857,6.394235380886124e-08
mp-18974,HoNiO3,-0.6941941371067486,6.14953528003555e-08
mp-1212108,HoRhO3,-0.6263381072787695,6.337737355283178e-08
mp-1184833,HoRhO3,-0.6064927477352455,6.39277944748331e-08
mp-1207180,HoSbO3,-0.30444570774825763,7.230521942764328e-08
mp-31121,HoScO3,-0.5704710650946936,6.492687376727765e-08
mp-1184813,HoSiO3,-1.1129454090320934,4.988107790264583e-08
mp-973977,HoSnO3,-0.33580000139251354,7.143559249150631e-08
mp-755236,HoTiO3,-0.7285666382127687,6.054201437840483e-08
mp-1178178,HoTmO3,-0.2730384567328912,7.317631516281962e-08
mp-19024,HoVO3,-0.7202590263860174,6.077243012629193e-08
mp-1184913,InAsO3,-0.7702933323198238,5.938470375412002e-08
mp-561102,InBiO3,-0.20279065654459316,7.512467285638557e-08
mp-556892,InBiO3,-0.23457972427351592,7.424298724466654e-08
mp-545379,InBiO3,-0.1999229254073498,7.520421080646159e-08
mp-1078776,InBiS3,0.4417325126605931,9.300084366937029e-08
mp-1223842,InBiSe3,0.8114701354633667,1.0325570061944703e-07
mp-7027,InBO3,-1.3582944990848347,4.307619880419265e-08
mp-755167,InCoO3,-0.8726484272920914,5.654583426311335e-08
mp-975443,InCuO3,-0.9002677115110487,5.577979967192975e-08
mp-1224030,InCuO3,-0.962739855781436,5.404710366441766e-08
mp-617426,InFeBr3,0.6905690330466001,9.990244838346382e-08
