material_id,Name,Coeff_B,unscaled_Coeff_B
mp-759939,AgGeO3,0.7234082440220675,-0.00020822311427310498
mp-779664,AgGeO3,0.6427151814559835,-0.00021274472681479602
mp-27384,AgIO3,0.2340459898329712,-0.00023564438737399296
mp-1202188,AgIO3,0.2369795053528847,-0.00023548000867594537
mp-849271,AgIO3,0.2905031080760949,-0.00023248082899861487
mp-1178556,AgPbO3,0.26724048210836315,-0.0002337843435509622
mp-776166,AgPdO3,0.4418715639484816,-0.0002239989411296487
mp-18702,AgPO3,0.37970870499480114,-0.00022748221904393218
mp-775762,AgPO3,0.736963741137366,-0.00020746353589280497
mp-5470,AgPS3,0.37781556021474216,-0.00022758830086693575
mp-776168,AgRuO3,0.5431851812878961,-0.0002183218617347401
mp-540872,AgSbO3,0.49787467138799,-0.00022086082311901088
mp-860791,AgSbO3,0.3723454528651473,-0.00022789481675826245
mp-677054,AgSbO3,0.1658237482967415,-0.00023946720104771948
mp-545999,AgSbO3,0.5935910562614879,-0.00021549738303474218
mp-755834,AgSnO3,0.41564580621299285,-0.00022546849391796956
mp-1404877,AlAgO3,0.791468209833603,-0.00020440939367291733
mp-1183169,AlAgO3,0.8419542644740332,-0.0002015804221283596
mp-1253488,AlAgO3,0.7392254438751067,-0.0002073368020306942
mp-1343733,AlAgO3,0.757597181004563,-0.00020630734702706027
mp-1343327,AlAgO3,0.6018762675599589,-0.00021503312360367834
mp-1418444,AlAgO3,0.7075838630072866,-0.00020910982890984755
mp-1183159,AlAuO3,0.5902112597147422,-0.0002156867689617122
mp-1376082,AlBiO3,0.36620469517036724,-0.00022823891234870387
mp-23080,AlBiO3,0.4764881051059078,-0.00022205921320670369
mp-551918,AlBiO3,0.5928832284830463,-0.0002155370459606317
mp-1413511,AlBiO3,0.2792793685196031,-0.00023310974801506372
mp-1344602,AlBiO3,0.40970919444951903,-0.00022580115024989266
mp-1392353,AlBiO3,0.3787537068904925,-0.00022753573208790913
mp-775763,AlBiO3,0.3851978848138984,-0.00022717463443226496
mp-8110,AlBO3,1.582416051616569,-0.00016008885895160262
mp-1435808,AlCoO3,0.981124395474751,-0.00019378206388354405
mp-1386773,AlCoO3,0.9642536484830018,-0.00019472741133671722
mp-1348445,AlCoO3,0.5991752409608466,-0.00021518447485194687
mp-1378752,AlCoO3,0.8761282405208348,-0.00019966549321404154
mp-1404938,AlCoO3,0.9975758765445093,-0.00019286020987566708
mp-1248478,AlCoO3,0.6079377740097343,-0.00021469346883394645
mp-776216,AlCoO3,1.139888274663015,-0.00018488577559708474
mp-1178576,AlCoO3,1.1506031355195887,-0.0001842853714521574
mp-756947,AlCoO3,0.8417906045664765,-0.00020158959276418684
mp-754022,AlCoO3,1.1407847748807,-0.00018483554046535216
mp-1385937,AlCrO3,0.9457214526870388,-0.00019576585759555732
mp-1345463,AlCrO3,0.8148892482877272,-0.00020309700252247773
mp-1383064,AlCrO3,1.022290103452491,-0.0001914753552823269
mp-1251690,AlCrO3,0.5409014188928865,-0.00021844983170339833
mp-776172,AlCuO3,0.9742626757009134,-0.0001941665583766307
mp-1504314,AlCuO3,1.0316917415042823,-0.00019094853719938938
mp-1347317,AlCuO3,0.9541069585216491,-0.00019529597818902043
mp-1412082,AlCuO3,1.0660204673963278,-0.00018902493692202194
mp-1253258,AlCuO3,0.6986523450736684,-0.00020961030394723895
mp-1178579,AlCuO3,1.183999435967145,-0.00018241401936626916
mp-1178577,AlFeO3,1.182751616806776,-0.000182483940553864
mp-1254277,AlFeO3,0.8426429899987582,-0.00020154182959176043
mp-1259818,AlFeO3,0.8438489082592753,-0.0002014742563090319
mp-776154,AlFeO3,0.8353552667630311,-0.00020195019506625273
mp-1421498,AlFeO3,1.0098758173373241,-0.00019217098623261472
mp-1398131,AlFeO3,0.9605659041452981,-0.0001949340530295425
mp-21216,AlFeO3,0.31092662184743247,-0.00023133640328124603
mp-1264966,AlFeO3,0.844471557246365,-0.0002014393663522058
mp-756686,AlGaO3,0.7783230999920079,-0.0002051459761204231
mp-772187,AlGaO3,0.32772882724948005,-0.00023039489653632915
mp-772898,AlGaO3,0.3283956159930561,-0.00023035753322094943
mp-1178550,AlInO3,0.5741506365807467,-0.00021658672135762698
mp-1183160,AlInO3,0.655699126207395,-0.0002120171752067439
mp-754157,AlInO3,0.5995852941746307,-0.00021516149763810413
mp-504482,AlInS3,0.1106098466141745,-0.0002425610961408588
mp-862787,AlInSe3,-0.13391590802314823,-0.00025626302644037014
mp-1183133,AlIrO3,0.8725795797763638,-0.00019986434139774092
mp-1246835,AlMoN3,0.6912821320940665,-0.0002100232917107931
mp-1433892,AlMoO3,0.9116996114203602,-0.00019767226168124753
mp-1389151,AlMoO3,0.8274699127410159,-0.00020239204860988816
mp-1248370,AlMoO3,0.5219443396371162,-0.00021951208618464974
mp-1373731,AlMoO3,0.7250694421376451,-0.00020813002951470362
mp-1416557,AlNiO3,0.9582777477883297,-0.00019506226921259473
mp-1400395,AlNiO3,0.9582416925216393,-0.00019506428955908895
mp-1333178,AlNiO3,0.6348480071205529,-0.00021318556166492481
mp-1376903,AlNiO3,0.8751090798808505,-0.00019972260158724247
mp-1183176,AlNiO3,1.0122879479746487,-0.00019203582318643597
mp-1183154,AlPbO3,0.31494210138464496,-0.00023111139704082114
mp-776116,AlPdO3,0.7073512430037994,-0.0002091228637048072
mp-1178574,AlPdO3,0.7612169174776042,-0.0002061045161353623
mp-1178547,AlRhO3,0.8394597343648442,-0.00020172020240523403
mp-1371447,AlSbO3,0.681348017395635,-0.00021057994696940642
mp-1374707,AlSbO3,0.5035329697663187,-0.0002205437619975405
mp-1261047,AlSbO3,0.6309697702927153,-0.0002134028775496211
mp-1183134,AlSbO3,0.822937725446387,-0.00020264600842081866
mp-1384267,AlSbO3,0.7346953039111028,-0.00020759064712004227
mp-1421511,AlSbO3,0.6914962639391362,-0.00021001129289447044
mp-1079481,AlSBr3,-0.4665654908177075,-0.00027490295009329114
mp-1183132,AlSiO3,1.4413951423824898,-0.00016799092502216837
mp-1406914,AlSnO3,0.6582460762900837,-0.00021187445759173807
mp-1248301,AlSnO3,0.4551382899791321,-0.00022325554395398394
mp-1340379,AlSnO3,0.5790080685122234,-0.00021631453655705893
mp-1426094,AlSnO3,0.5948784685221824,-0.00021542524325916337
mp-768539,AlTlO3,0.413942063698471,-0.00022556396263952373
mp-765647,AlVO3,0.2653840672067318,-0.000233888367225797
mp-1395974,AlVO3,1.0152876550495762,-0.0001918677354636496
mp-1248251,AlVO3,0.7766945188002197,-0.00020523723319888535
mp-1178549,AlVO3,1.1692314128752344,-0.0001832415412907677
mp-802021,AlVO3,0.45951406833864894,-0.0002230103484727262
mp-1183128,AlVO3,1.103404765406495,-0.00018693011854024774
mp-1384488,AlVO3,0.9228293800729901,-0.00019704860829735673
mp-756082,AlVO3,0.7875855315060036,-0.00020462695843577472
mp-1246403,AlWN3,0.5747372426438275,-0.00021655385105567648
mp-1417649,AlWO3,0.8853923823293357,-0.00019914637969353267
mp-1400236,AlWO3,0.7775059519690899,-0.0002051917647747553
mp-1251647,AlWO3,0.5025078115486465,-0.0002206012064432814
mp-1046804,AlWO3,0.7103531878791927,-0.00020895465058751566
mp-755240,AsAuO3,0.4846092879454247,-0.00022160414506313864
mp-27274,AsCF3,0.5216705752689528,-0.00021952742649224486
mp-1183283,BaAlO3,0.6021598429924495,-0.00021501723353591675
mp-1183287,BaAuO3,-0.08763008455856891,-0.0002536694136411466
mp-1183282,BaBeO3,0.8491517324701903,-0.00020117711408024588
mp-545783,BaBiO3,-0.0025607546868684494,-0.00024890257822024383
mp-644369,BaBiO3,0.02693513929247615,-0.0002472497842884709
mp-1227955,BaBiO3,-0.3871317161854222,-0.000270451901388614
mp-23438,BaBiO3,-0.0010850443932639564,-0.00024881988721857314
mp-559051,BaBiO3,0.22252204508900775,-0.00023629012830173862
mp-22942,BaBiO3,-0.01213441397149495,-0.00024943903546346464
mp-23482,BaBiO3,-0.003560778690797406,-0.0002489586142775499
mp-1182285,BaBiO3,0.004150762082275605,-0.0002485265003093047
mp-27365,BaBiSe3,-0.24649058026955117,-0.0002625711158066553
mp-1214407,BaBO3,0.880235305465618,-0.00019943535501165688
mp-1183285,BaCaO3,-0.03594489605302442,-0.0002507732489755046
mp-1183292,BaCdO3,-0.1561021668023841,-0.00025750622706703175
mp-4900,BaCeO3,0.25346140221279256,-0.00023455645032801942
mp-3316,BaCeO3,0.26011193538140276,-0.00023418378961558836
mp-3187,BaCeO3,0.36066174897727166,-0.00022854950974366696
mp-5663,BaCeO3,-0.13960386555935145,-0.00025658174950421767
mp-1080782,BaClO3,0.4128694872688996,-0.00022562406415112393
mp-1182237,BaClO3,0.38787391196418497,-0.00022702468402091786
mp-1182337,BaClO3,0.3888040060234417,-0.00022697256646793932
mp-2626703,BaCO3,1.0595985482444021,-0.0001893847873138111
mp-675324,BaCO3,1.0122122670770821,-0.00019204006394375414
mp-674478,BaCO3,0.9729851324553067,-0.00019423814514478883
mp-762225,BaCO3,1.0161542312494944,-0.000191819177115642
mp-1227982,BaCO3,1.0685226261585186,-0.00018888472917577166
mp-4559,BaCO3,1.0793015256710845,-0.00018828073664318274
mp-5504,BaCO3,0.9553706044357639,-0.0001952251701538335
mp-676020,BaCO3,1.0159218687962053,-0.00019183219747885043
mp-2506699,BaCO3,1.019223927582729,-0.0001916471675649056
mp-34195,BaCO3,1.0568048919992492,-0.0001895413290376416
mp-545643,BaCO3,1.1047732986626428,-0.00018685343317303106
mp-18965,BaCoO3,0.7269396670957349,-0.00020802523199732898
mp-1283250,BaCoO3,0.7452300761481112,-0.0002070003341890923
mp-1076782,BaCoO3,0.40720483109699046,-0.00022594148152972816
mp-557081,BaCrO3,0.07019716198318449,-0.00024482560929552116
mp-540926,BaCrO3,0.49189687812600624,-0.00022119578704435312
mp-19271,BaCrO3,0.7289543502016826,-0.00020791233980920653
mp-1076800,BaCuO3,0.47227144367231233,-0.00022229549261680286
mp-1183286,BaDyO3,-0.025046789900812882,-0.0002501625767331645
mp-1183291,BaErO3,0.07024438166452285,-0.0002448229633542647
mp-1183310,BaEuO3,-0.19913938950226395,-0.00025991780545718096
mp-19035,BaFeO3,0.42592271117750613,-0.00022489263050543326
mp-705845,BaFeO3,0.6292252874647843,-0.0002135006291429142
mp-1192651,BaFeO3,0.5605289526653578,-0.00021735000849622496
mp-676865,BaGeO3,0.5704168466511916,-0.00021679594320194215
mp-1016823,BaGeO3,0.4070077063336299,-0.00022595252735912097
mp-13863,BaGeO3,0.6624429825043592,-0.000211639285159669
mp-1195469,BaGeS3,0.21918896257529497,-0.00023647689662130948
mp-998552,BaHfO3,0.5051657605521171,-0.0002204522690356892
mp-1383356,BaHfS3,-0.40698198864039625,-0.00027156420569376895
mp-998419,BaHfS3,0.10916426575933258,-0.00024264209884809808
mp-998361,BaHfS3,-0.362391049841122,-0.00026906556526906753
mp-998352,BaHfS3,-0.40365734218363514,-0.0002713779100862219
mp-1105549,BaHfS3,0.2349079666010354,-0.00023559608675382586
mp-1183288,BaInO3,-0.1907416130369768,-0.0002594472384693849
mp-1227991,BaInO3,0.052310554075916116,-0.00024582788022278437
mp-5660,BaIrO3,0.3727847292876021,-0.00022787020203033075
mp-542897,BaIrO3,0.5191701587098407,-0.00021966753661464692
mp-4307,BaIrO3,0.5227199633177477,-0.00021946862433488905
mp-10250,BaLiF3,-0.3403552016822857,-0.0002678307928582398
mp-23818,BaLiH3,-5.571361397725119e-07,-0.0002487591182871783
mp-632808,BaLiH3,-5.573482839931051e-07,-0.00024875911829906573
mp-1183284,BaLiO3,0.3600523311501007,-0.00022858365829625426
mp-1016852,BaMnO3,0.45434417712046127,-0.00022330004183951583
mp-19156,BaMnO3,0.7607603598836761,-0.0002061300992087649
mp-19267,BaMnO3,0.48299625238927035,-0.00022169453104638136
mp-18840,BaMnO3,0.7542586289287669,-0.00020649442183196865
mp-557535,BaMnO3,0.34991321418414856,-0.00022915180079793927
mp-675227,BaMnO3,0.6104386012835761,-0.00021455333569726266
mp-35078,BaMnO3,0.7208033038670578,-0.0002083690813451268
mp-1205336,BaMnO3,0.7664019423204707,-0.00020581397476026844
mp-757501,BaMnO3,0.5306474118628302,-0.00021902441203676615
mp-19322,BaMoO3,0.4771157195465179,-0.00022202404501211836
mp-3020,BaNbO3,0.5282251966179246,-0.00021916014017102887
mp-35143,BaNbS3,-0.08112661556135947,-0.0002533049936272427
mp-754307,BaNdO3,0.1677660979376867,-0.0002393583620444947
mp-755877,BaNdO3,-0.1904186823784073,-0.0002594291431428543
mp-1096852,BaNiCl3,-0.7621061712818005,-0.00029146348708210566
mp-19138,BaNiO3,0.6386433946255181,-0.00021297288821819606
mp-19241,BaNiO3,0.6417617389146528,-0.00021279815269324912
mp-1120765,BaNiO3,0.3178101750963549,-0.00023095068535566553
mp-8558,BaNpO3,-0.10852062609313862,-0.00025484000912484226
mp-781625,BaOsO3,0.5427770831826138,-0.00021834472939464053
mp-8557,BaPaO3,-0.015590223618005439,-0.00024963268076260743
mp-22230,BaPbO3,0.019551745080889305,-0.0002476635106585665
mp-21280,BaPbO3,-0.3468187413645296,-0.00026819297544446917
mp-20461,BaPbO3,0.017573361315456282,-0.00024777436882358824
mp-561598,BaPbO3,-0.3620317303795417,-0.000269045430906431
mp-20991,BaPbO3,0.027954629863998548,-0.0002471926574276512
mp-1178510,BaPdO3,0.18234396607140013,-0.0002385414953983622
mp-6910,BaPrO3,0.20834522702658376,-0.00023708452222252744
mp-4783,BaPrO3,-0.1569115447037177,-0.00025755158032483676
mp-6909,BaPrO3,0.22361850256422144,-0.00023622868862261754
mp-22705,BaPrO3,0.33954351724301546,-0.00022973286378218485
mp-11006,BaPS3,0.20004807063875063,-0.00023754945099323647
mp-11008,BaPSe3,-0.22768544554237735,-0.0002615173754933422
mp-1183290,BaPtO3,0.038779129562357184,-0.0002465861097017727
mp-1214788,BaPtO3,0.14239647814834022,-0.00024077994138935473
mp-7143,BaPuO3,-0.004165387650701291,-0.0002489924933666436
mp-505025,BaPuO3,0.35907118887590883,-0.0002286386363212677
mp-989637,BaReN3,0.6104151301822824,-0.0002145546508936699
mp-1183298,BaReO3,0.6128870858149185,-0.00021441613557109335
mp-1016850,BaRhO3,0.30312688782262853,-0.00023177345913297462
mp-7685,BaRhO3,0.6358115305780174,-0.00021313157090523693
mp-1017591,BaRuO3,0.45732891155057587,-0.0002231327931045732
mp-3598,BaRuO3,0.5471819278686709,-0.00021809790519013885
mp-5773,BaRuO3,0.7176705669616439,-0.00020854462335618553
mp-3597,BaRuO3,0.6926085044184376,-0.0002099489688192568
mp-1183289,BaScO3,0.26337197633803555,-0.00023400111415865097
mp-6989,BaSeO3,0.256076436909197,-0.0002344099176112752
mp-7339,BaSiO3,0.8625854015831393,-0.00020042436229700188
mp-12958,BaSiO3,1.0796475686742966,-0.00018826134622307065
mp-776076,BaSiO3,0.4100672492553379,-0.00022578108675187786
mp-1016821,BaSiO3,0.8124051603135314,-0.00020323619767732254
mp-18407,BaSiO3,0.6908040808562674,-0.00021005007917434529
mp-776084,BaSiO3,0.6266088610421647,-0.00021364723984463644
mp-3163,BaSnO3,-0.10047675573278525,-0.0002543892731638007
mp-1178513,BaSnO3,0.2789661983541123,-0.0002331272964151732
mp-1183370,BaSnS3,-0.23728747428737762,-0.0002620554224111118
mp-768307,BaSO3,0.42576705599039144,-0.00022490135259905388
mp-754678,BaTaO3,0.711818573746541,-0.0002088725381120994
mp-4001,BaTaS3,0.03711108680226971,-0.0002466795779978596
mp-1078588,BaTaSe3,-0.42584797703586474,-0.00027262135592487444
mp-548824,BaTbO3,0.40214647877236587,-0.00022622492484671198
mp-20129,BaTbO3,0.44458477724816703,-0.00022384690700312024
mp-5735,BaTbO3,0.412243882309582,-0.00022565911974500326
mp-2929,BaTbO3,0.05150347993350124,-0.0002458731043901213
mp-2939,BaTbO3,0.41269930384582665,-0.00022563360033026603
mp-1182811,BaTbO3,0.4196830888929668,-0.00022524226594471385
mp-555174,BaTcO3,0.46727789955291854,-0.00022257530442465495
mp-1189614,BaThO3,0.3195329040876871,-0.0002308541527323466
mp-8037,BaThO3,-0.10153019417153075,-0.00025444830228359193
mp-558125,BaTiO3,0.48696450065015284,-0.00022147217139693496
mp-5933,BaTiO3,0.4634912178577153,-0.00022278749004383877
mp-1076932,BaTiO3,0.2712945883206572,-0.00023355717287591385
mp-2998,BaTiO3,0.5284915714654943,-0.0002191452139330939
mp-5020,BaTiO3,0.547434025437397,-0.00021808377897541563
mp-19990,BaTiO3,0.5416934048142963,-0.00021840545300018383
mp-5986,BaTiO3,0.5241227051013198,-0.00021939002210268155
mp-995191,BaTiO3,0.5449932897673762,-0.00021822054489637052
mp-644497,BaTiO3,0.48849577398418376,-0.0002213863669362821
mp-5777,BaTiO3,0.5345106376227591,-0.00021880793729294075
mp-504715,BaTiO3,0.2911731805934181,-0.00023244328167791812
mp-7073,BaTiS3,-0.06188188208015788,-0.00025222662052424097
mp-1079893,BaTiSe3,-0.5049043632109473,-0.00027705125777594474
mp-1183393,BaTlO3,-0.3224314192909645,-0.0002668264388694596
mp-1183394,BaTmO3,0.06250249056250823,-0.0002452567779944589
mp-1183212,BAuO3,0.7183967271804406,-0.00020850393317727581
mp-35730,BaUO3,0.3541444820689392,-0.00022891470291955035
mp-3601,BaUS3,-0.03833512174077924,-0.00025090718458413723
mp-19150,BaVO3,0.6264551579378548,-0.00021365585255385882
mp-1017465,BaVO3,0.5264461543059866,-0.00021925982829506396
mp-555857,BaVS3,-0.025715568681690115,-0.00025020005155971175
mp-3451,BaVS3,-0.030106523265047258,-0.0002504460974363054
mp-4227,BaVS3,-0.03280792028094481,-0.0002505974694407719
mp-542818,BaVS3,0.16645380462186665,-0.000239431896022838
mp-27363,BaVSe3,-0.4919364233749235,-0.000276324602998721
mp-676597,BaVSe3,-0.4674674206518503,-0.0002749534894720196
mp-989622,BaWN3,0.6854567134560483,-0.00021034971736792678
mp-989636,BaWN3,0.7795434048481411,-0.00020507759668894894
mp-1183395,BaWO3,0.5268059894825399,-0.00021923966503448734
mp-1183406,BaYbO3,-0.12309440364818158,-0.000255656646556576
mp-1183405,BaZnO3,0.20207950059665336,-0.0002374356204000836
mp-1019544,BaZrO3,0.6518819834395231,-0.0002122310677033696
mp-3834,BaZrO3,0.3329141843665724,-0.00023010433654234466
mp-540771,BaZrS3,0.16158574149975635,-0.00023970467653911413
mp-1079300,BaZrSe3,-0.6277746099721995,-0.0002839362566976472
mp-998427,BaZrSe3,-0.33163048790404304,-0.0002673419060321876
mp-998350,BaZrSe3,-0.8677164013664225,-0.0002973813259358538
mp-1183417,BeAgO3,1.0636936446975298,-0.00018915531976241247
mp-1183414,BeAuO3,0.8362718829869777,-0.0002018988327398976
mp-1183403,BeBiO3,0.7236669713870754,-0.00020820861655965482
mp-1183422,BeBO3,1.776224092964469,-0.0001492288811223862
mp-1183418,BeCdO3,0.7928267720661211,-0.0002043332670291406
mp-1183426,BeCuO3,1.3095331064551203,-0.0001753797762624324
mp-984722,BeGaO3,1.131355921192295,-0.0001853638835686561
mp-1183415,BeGeO3,1.3778227796471398,-0.00017155318407527698
mp-1183436,BeInO3,0.8788402403739681,-0.00019951352708264146
mp-1183431,BeOsO3,1.2271168599486728,-0.00017999794692038048
mp-1183499,BePbO3,0.750377923517334,-0.00020671187604303634
mp-1183447,BePdO3,1.142404050973191,-0.00018474480479545153
mp-1183451,BePtO3,0.9600730562567534,-0.0001949616696191615
mp-1183476,BeReO3,1.220886378773777,-0.0001803470701402125
mp-1183443,BeSbO3,1.0771754084159824,-0.0001883998730117882
mp-1183445,BeSiO3,1.6931612572382235,-0.00015388328322121143
mp-1183449,BeVO3,1.3461026017106974,-0.00017333061511855448
mp-984552,BeZnO3,1.1302030150006601,-0.00018542848633535888
mp-31250,BiBO3,0.7124731744575996,-0.00020883585774961473
mp-1178485,BiCO3,0.7558780682935122,-0.00020640367701315422
mp-1183479,BiMoO3,0.1320128325973755,-0.00024136178597993852
mp-1183469,BiPtO3,-0.21781535624106851,-0.0002609643078794335
mp-573119,BiRhO3,0.291895425124558,-0.00023240281091343952
mp-1183221,BIrO3,0.9534698403958686,-0.0001953316789198696
mp-755382,BiSbO3,0.16935025875028487,-0.00023926959404919852
mp-1227486,BiSbS3,-0.2939485564857449,-0.00026523040984803196
mp-1227508,BiSbSe3,-0.5907874051048836,-0.0002818636893158702
mp-1246423,BMoN3,0.7406048038010695,-0.00020725950999414978
mp-984553,BOsO3,1.0611807065234657,-0.00018929613152990533
mp-984554,BPbO3,0.4671296981831574,-0.000222583608845765
mp-1183242,BPdO3,0.9435863373462396,-0.00019588549816930564
mp-1183277,BPtO3,0.745466780258802,-0.00020698707054236066
mp-755829,BSbO3,0.7285573001241872,-0.00020793458839604896
mp-753806,BSbO3,0.96925335540395,-0.00019444725419805336
mp-1183211,BSbO3,0.9185810040884874,-0.0001972866648231902
mp-984632,CaBeO3,1.3472660875003726,-0.00017326541952711978
mp-1378965,CaBiO3,0.46613824832900974,-0.0002226391644530553
mp-755893,CaBiO3,0.4726310537061664,-0.0002222753419720326
mp-1178493,CaBiO3,0.44383200983647697,-0.00022388908810842763
mp-867749,CaBiO3,0.4822586069038266,-0.0002217358647989028
mp-1189809,CaBO3,1.1068377110635623,-0.00018673775441817433
mp-1084760,CaBO3,1.4165420166462468,-0.00016938356277138245
mp-984628,CaBO3,1.4272573594458038,-0.0001687831316209187
mp-756365,CaCeO3,0.5234889871712269,-0.00021942553230454377
mp-1079918,CaCO3,1.432006649061627,-0.00016851700654389065
mp-641635,CaCO3,1.230780461296682,-0.00017979265807303564
mp-553939,CaCO3,1.1448512806930466,-0.00018460767498228284
mp-556235,CaCO3,1.1784444092220596,-0.00018272529369148683
mp-4626,CaCO3,1.204393797983215,-0.00018127122715911839
mp-560265,CaCO3,0.030887153571043546,-0.00024702833430555226
mp-1197230,CaCO3,0.30529125754290654,-0.00023165217929849006
mp-3205,CaCO3,1.4342759822463194,-0.00016838984511188059
mp-1194399,CaCO3,0.804473653180743,-0.0002036806373972397
mp-1197939,CaCO3,0.030928683823102432,-0.0002470260071698284
mp-561412,CaCO3,1.3194579185378927,-0.00017482364227321072
mp-1188902,CaCO3,1.2295255550593467,-0.00017986297638294903
mp-548403,CaCO3,1.5183105094120393,-0.00016368099456284585
mp-3953,CaCO3,1.4088730153298386,-0.00016981329305341405
mp-2717324,CaCO3,1.3204802549000831,-0.00017476635594932977
mp-696740,CaCO3,1.4878182962462745,-0.0001653896169535418
mp-1099934,CaCoO3,0.9472354449604978,-0.00019568102147416103
mp-1368304,CaCoO3,0.9539623430114119,-0.00019530408167752386
mp-1399298,CaCoO3,0.8593268006229948,-0.0002006069570641504
mp-20772,CaCrO3,0.877239974890486,-0.00019960319749853653
mp-1099873,CaCuO3,0.9444036002607135,-0.00019583970307705817
mp-19115,CaFeO3,0.935030385284378,-0.00019636492848114118
mp-1272846,CaFeO3,0.9154154409518611,-0.00019746404624266926
mp-1278982,CaFeO3,0.9186417762471777,-0.00019728325947276503
mp-1001571,CaFeO3,0.9385270272354234,-0.00019616899515556313
mp-554549,CaGeO3,0.07014873077916661,-0.0002448283231241024
mp-1016884,CaGeO3,1.000023370407149,-0.00019272306526133348
mp-776074,CaGeO3,0.662108087188571,-0.00021165805092232401
mp-776086,CaGeO3,0.6662942772571441,-0.0002114234789663958
mp-17761,CaGeO3,0.6504091932853839,-0.00021231359507586562
mp-8130,CaGeO3,0.9965729319563223,-0.00019291640958707168
mp-1207169,CaPdH3,-5.571357501851153e-07,-0.00024875911828715647
mp-754853,CaHfO3,0.6744976150521182,-0.00021096380729354158
mp-1016873,CaHfO3,0.8730066079908596,-0.00019984041299461782
mp-1190098,CaHfS3,0.2947775903840366,-0.0002322413096124595
mp-1183539,CaHoO3,0.3112143515353125,-0.00023132028043097906
mp-28534,CaInBr3,-1.0480361643419087,-0.00030748549196768586
mp-1206105,CaInI3,-1.292366295873002,-0.0003211764605827296
mp-1183543,CaInO3,0.3195541824743202,-0.00023085296040407442
mp-1016872,CaIrO3,0.8166497469676699,-0.00020299835348552565
mp-1079054,CaIrO3,0.8836420494247648,-0.000199244459094187
mp-20198,CaIrO3,0.807882687106158,-0.00020348961316216888
mp-555735,CaIrO3,0.7766039070770887,-0.00020524231060071774
mp-4243,CaIrO3,0.8397183973329732,-0.00020170570830024446
mp-1183562,CaLaO3,0.004733599245952291,-0.0002484938411965478
mp-1183532,CaMgO3,0.8526703505358881,-0.00020097994932940686
mp-1188497,CaMnO3,0.8696936731463865,-0.00020002605234534026
mp-19201,CaMnO3,0.8965092381659403,-0.00019852344987557222
mp-1017467,CaMnO3,0.9691549484972626,-0.00019445276840075328
mp-989401,CaMoN3,1.0103361151813885,-0.00019214519357537197
mp-989649,CaMoN3,0.9242969814522226,-0.00019696637167636956
mp-989635,CaMoN3,1.1258651343355837,-0.0001856715582302136
mp-607467,CaMoO3,0.8315975327942198,-0.0002021607586079178
mp-19012,CaMoO3,0.8484656345740831,-0.00020121555937843152
mp-1045305,CaMoO3,0.8529850176982805,-0.00020096231704550677
mp-4957,CaNbO3,0.7731859214135426,-0.00020543383644385887
mp-1207078,CaNiH3,-5.569925351939253e-07,-0.0002487591182791315
mp-1368210,CaNiO3,0.9546685384581224,-0.00019526451021887318
mp-754103,CaNiO3,1.1319874170253428,-0.0001853284978813624
mp-1016900,CaOsO3,0.961743782081129,-0.00019486805097833923
mp-1213970,CaOsO3,0.8042201934203632,-0.00020369483994198026
mp-20079,CaPbO3,0.5046140962224541,-0.00022048318138766202
