material_id,Name,A_site,B_site,X_site,Spacegroup,Ehull,Energy,density_MP
mp-1213256,CsEuCl3,Cs,Eu,Cl,Pnma,0,-27.9101521725,3.59572683991455
mp-8396,CsEuF3,Cs,Eu,F,Pm-3m,0,-33.4485166,5.00873535956755
mp-1185550,CsEuO3,Cs,Eu,O,Pm-3m,0.156326099875,-33.78362282,5.66934535810931
mp-1079847,CsFeBr3,Cs,Fe,Br,P6_3/mmc,0.120567678,-18.30644062,4.58218264074826
mp-29400,CsFeCl3,Cs,Fe,Cl,P6_3/mmc,0,-21.25729848,3.43991799748313
mp-558694,CsFeF3,Cs,Fe,F,Pm-3m,0.31336022525001,-23.62937148,5.07451461804732
mp-555302,CsFeF3,Cs,Fe,F,P6_3/mmc,0.00748031558334361,-25.092658145,4.7962437320917
mp-562726,CsGaS3,Cs,Ga,S,P2_1/c,0,-20.48177631,3.22286408786616
mp-510283,CsGaSe3,Cs,Ga,Se,P2_1/c,0,-18.344336375,4.15689001805687
mp-984082,CsGdO3,Cs,Gd,O,Pm-3m,0.2189109055,-39.09972497,5.97903630799801
mp-642739,CsGeBr3,Cs,Ge,Br,Cm,0.000624390000000474,-16.06134545,3.85606148725534
mp-1068340,CsGeBr3,Cs,Ge,Br,R3m,0,-15.96942006,3.95362641711812
mp-570223,CsGeBr3,Cs,Ge,Br,Pm-3m,0.0125155320000006,-15.99708111,4.18141481918231
mp-22988,CsGeCl3,Cs,Ge,Cl,R3m,0,-17.78034267,3.08223521109876
mp-642690,CsGeI3,Cs,Ge,I,Cm,0.00863977399999971,-14.24290912,4.15733140473216
mp-28377,CsGeI3,Cs,Ge,I,R3m,0,-14.282119,4.29530969284653
mp-984051,CsGeO3,Cs,Ge,O,Pm-3m,0.574003545291667,-24.71626396,6.26994130240647
mp-998323,CsInBr3,Cs,In,Br,P4mm,0.0189945980000004,-14.59955986,4.20440073383139
mp-2649045,CsInBr3,Cs,In,Br,Pm-3m,0.019845686,-14.60812473,4.24639546890495
mp-1112338,CsInBr3,Cs,In,Br,Fm-3m,0,-14.7055515,4.06980935234462
mp-1112961,CsInCl3,Cs,In,Cl,Fm-3m,0,-16.44123308,3.37559447543241
mp-998322,CsInF3,Cs,In,F,Pm-3m,0.106408643999999,-21.24779519,4.95453620151374
mp-1112960,CsInF3,Cs,In,F,Fm-3m,0,-21.883085095,4.60693939590314
mp-1112643,CsInI3,Cs,In,I,Fm-3m,0.0218313262499996,-12.85040938,4.31478561661284
mp-998430,CsInI3,Cs,In,I,P-1,0.01784049775,-12.855994965,3.33214975353127
mp-28295,CsIO3,Cs,I,O,Pmn2_1,0,-22.05686034,4.66025300373762
mp-613384,CsIO3,Cs,I,O,Pm-3m,1.966420805,-12.17193783,5.28441340172726
mp-984356,CsIrO3,Cs,Ir,O,Pm-3m,0.210786145833332,-27.70752673,9.03145488058813
mp-984357,CsKO3,Cs,K,O,Pm-3m,0.688046468999998,-16.8544586,4.02729687846906
mp-1183918,CsLaO3,Cs,La,O,Pm-3m,0.249896992625,-29.70555749,4.90743067174873
mp-29750,CsMgBr3,Cs,Mg,Br,P6_3/mmc,0,-15.712676385,3.75860016668519
mp-23004,CsMgCl3,Cs,Mg,Cl,P6_3/mmc,0,-17.80948034,2.93354125374656
mp-8401,CsMgF3,Cs,Mg,F,Pm-3m,0.0576306187500011,-23.973048,4.62600486493075
mp-23751,CsMgH3,Cs,Mg,H,R-3m,0.00410364699999999,-13.7717765,3.15497586922502
mp-571020,CsMgH3,Cs,Mg,H,Pmmn,0,-13.7924951716667,3.0049430150761
mp-29751,CsMgI3,Cs,Mg,I,P6_3/mmc,0,-13.41709031,4.07493801636011
mp-984756,CsMgO3,Cs,Mg,O,Pm-3m,0.4803329,-21.91358855,4.30867744223999
mp-23048,CsMnBr3,Cs,Mn,Br,P6_3/mmc,0,-21.21697277,4.02460790544706
mp-23336,CsMnCl3,Cs,Mn,Cl,R-3m,0,-23.0510636333333,3.33808245309695
mp-558702,CsMnF3,Cs,Mn,F,P6_3/mmc,0,-27.6953791616666,4.55945301053994
mp-540609,CsMnI3,Cs,Mn,I,P6_3/mmc,0.00220943633333093,-19.170194525,4.44990296259163
mp-1183917,CsMoO3,Cs,Mo,O,Pm-3m,0.37378243525,-30.22164904,6.51121561650134
mp-1214236,CSN3,C,S,N,P-1,0.287041587035715,-35.754208835,1.10318690713404
mp-998609,CsNaF3,Cs,Na,F,Pnma,0,-18.5953146175,3.57761766361562
mp-1183929,CsNaO3,Cs,Na,O,Pm-3m,0.839094736666669,-16.43607156,3.84642278663723
mp-27556,CsNbO3,Cs,Nb,O,P2_1/c,0,-37.95097884875,4.58832400269017
mp-1096944,CsNbO3,Cs,Nb,O,Pm-3m,0.251293346750001,-36.69175933,6.26618374547612
mp-1183922,CsNdO3,Cs,Nd,O,Pm-3m,0.280901470749999,-29.22429292,5.14245874957031
mp-1080570,CsNiBr3,Cs,Ni,Br,P6_3/mmc,0,-16.348327305,4.40737667897919
mp-22950,CsNiCl3,Cs,Ni,Cl,P6_3/mmc,0,-18.124296335,3.57974709718525
mp-611601,CsNiF3,Cs,Ni,F,P6_3/mmc,0.0947646200000003,-22.49615547,3.20282273526942
mp-1194078,CsNiF3,Cs,Ni,F,P6_3/mmc,0.0286103363333341,-21.1163320916667,5.20737007736514
mp-557772,CsNiF3,Cs,Ni,F,P6_3/mmc,0,-21.286097225,4.50961484661745
mp-505492,CsNiF3,Cs,Ni,F,R-3m,0.00741919166666705,-22.9461871266666,4.90150348698499
mp-1183933,CsNpO3,Cs,Np,O,Pm-3m,0.0890512839999982,-41.5039359,8.19637525748561
mp-1183914,CsOsO3,Cs,Os,O,Pm-3m,0.241042682999997,-31.47916616,9.24113897957299
mp-1183920,CsPaO3,Cs,Pa,O,Pm-3m,0,-40.51939859,7.72807540903155
mp-567629,CsPbBr3,Cs,Pb,Br,Pnma,0.00127027600000362,-16.101727055,4.54651785974123
mp-567681,CsPbBr3,Cs,Pb,Br,Pnma,0,-16.10101736,4.78146946226117
mp-1014168,CsPbBr3,Cs,Pb,Br,I4/mcm,0.00898189350000367,-16.058449615,4.50482688723043
mp-1120725,CsPbBr3,Cs,Pb,Br,Amm2,0.00765578850000326,-16.05533238,4.48815948840638
mp-600089,CsPbBr3,Cs,Pb,Br,Pm-3m,0.00886406850000343,-16.0334893,4.44975136294405
mp-23037,CsPbCl3,Cs,Pb,Cl,Pm-3m,0.00829049499999268,-17.71325849,3.93260411251791
mp-675524,CsPbCl3,Cs,Pb,Cl,Amm2,0.0031603229999928,-17.740699365,3.93499924273304
mp-675022,CsPbCl3,Cs,Pb,Cl,R32,0.0117529949999935,-17.69625835,3.93645136270408
mp-1539667,CsPbCl3,Cs,Pb,Cl,P4/mbm,0,-17.753404315,4.01878495797937
mp-5811,CsPbF3,Cs,Pb,F,Pm-3m,0.00443717100000107,-22.86037071,5.59630026242375
mp-20282,CsPbF3,Cs,Pb,F,R3c,0,-22.883224515,5.68089848661004
mp-1120768,CsPbI3,Cs,Pb,I,Pnma,0.0158233169999988,-14.290666655,4.7465073542957
mp-1069538,CsPbI3,Cs,Pb,I,Pm-3m,0.0250493439999993,-14.17621032,4.53585168564608
mp-540839,CsPbI3,Cs,Pb,I,Pnma,0,-14.3693643525,4.9835850470074
mp-1185545,CsPbO3,Cs,Pb,O,Pm-3m,0.207904502333333,-22.99580546,7.16466494796264
mp-998306,CsPdBr3,Cs,Pd,Br,Amm2,5.9052000000559E-05,-15.60912084,5.24572727402026
mp-998307,CsPdBr3,Cs,Pd,Br,Pm-3m,0,-15.60925859,5.23748242302366
mp-29882,CsPdCl3,Cs,Pd,Cl,Ibam,0.00971832200000078,-17.180335325,3.33023489116747
mp-1147710,CsPdCl3,Cs,Pd,Cl,Pm-3m,0.0522066935000005,-16.987007195,4.42229211950473
mp-1207302,CsPdF3,Cs,Pd,F,Pm-3m,0.0735917179999985,-20.91536805,5.72052753539677
mp-1183913,CsPdO3,Cs,Pd,O,Pm-3m,0.238677719000002,-22.28817307,6.4411617052941
mp-1213226,CsPO3,Cs,P,O,P2_1/c,0,-32.466902335,3.59587162334466
mp-1213232,CsPO3,Cs,P,O,Pnma,0.0048607779999994,-32.51065326,3.36448106108443
mp-1183919,CsPrO3,Cs,Pr,O,Pm-3m,0.280466315875,-29.12625468,4.97066217880337
mp-504838,CsPS3,Cs,P,S,Immm,0,-22.21898914,2.58840803633071
mp-1213235,CsPtBr3,Cs,Pt,Br,Pnma,0.254459914,-15.3908024375,3.96618788897629
mp-2647156,CsPuO3,Cs,Pu,O,P4/mbm,0.0809525219999987,-42.46738707,8.10734636639799
mp-1183926,CsRbO3,Cs,Rb,O,Pm-3m,0.662632292000002,-16.85387759,4.66561318022616
mp-1183971,CsRuO3,Cs,Ru,O,Pm-3m,0.378263058999989,-29.29161671,6.94288135886065
mp-1185561,CsSbO3,Cs,Sb,O,Pm-3m,0.325578187500001,-25.87410611,6.80785598856546
mp-998308,CsScBr3,Cs,Sc,Br,Pm,0.0976127783333318,-20.16188481,4.11789498213642
mp-998435,CsScBr3,Cs,Sc,Br,Pnma,0.0838518238333323,-20.1900247,4.10696275099965
mp-1213644,CsScBr3,Cs,Sc,Br,P6_3/mmc,0.0139035333333322,-20.600822495,3.9575939642966
mp-27359,CsScCl3,Cs,Sc,Cl,P6_3/mmc,0.0188085583333324,-22.628300785,3.10760623649072
mp-1206489,CsScI3,Cs,Sc,I,P6_3/mmc,0,-18.38015201,4.33944462308572
mp-998415,CsSeBr3,Cs,Se,Br,Pm,0.0535486631176467,-13.27711221,4.3508950423144
mp-1147745,CsSiI3,Cs,Si,I,R3m,0.105111749333333,-14.40763479,3.93141176496978
mp-1213166,CsSmBr3,Cs,Sm,Br,Pnma,0.085970407833333,-18.7120457525,4.45003989042719
mp-567939,CsSmCl3,Cs,Sm,Cl,Pm-3m,0.116181794,-20.76927421,3.88916174165138
mp-1205876,CsSmI3,Cs,Sm,I,Cmcm,0.0590912799999996,-16.656410905,4.82066238583341
mp-1184022,CsSmO3,Cs,Sm,O,Pm-3m,0.282108052124999,-29.36179894,5.45403672377057
mp-27214,CsSnBr3,Cs,Sn,Br,Pm-3m,0,-15.99072169,4.00091335161877
mp-1247749,CsSnBr3,Cs,Sn,Br,Pnma,0.00729488899999975,-15.990929825,4.03842834988728
mp-27394,CsSnCl3,Cs,Sn,Cl,P2_1/c,0,-17.661281535,3.14498356293851
mp-1070375,CsSnCl3,Cs,Sn,Cl,Pm-3m,0.00389860000000031,-17.64620834,3.3401112897581
mp-998457,CsSnF3,Cs,Sn,F,R3c,0.0135669005000008,-23.09137739,4.27230683424147
mp-1105915,CsSnF3,Cs,Sn,F,P2_1/c,0,-23.166922245,4.24377563565092
mp-27381,CsSnI3,Cs,Sn,I,Pnma,0.00324933849999987,-14.243647505,4.44910366648218
mp-616378,CsSnI3,Cs,Sn,I,P4/mbm,0.0118439939999999,-14.229024295,4.281712123515
mp-614013,CsSnI3,Cs,Sn,I,Pm-3m,0,-14.20968933,4.22689743095273
mp-568570,CsSnI3,Cs,Sn,I,Pnma,0.0110591609999999,-14.22730849,4.2806419235805
mp-984745,CsSnO3,Cs,Sn,O,Pm-3m,0.268921915333332,-25.33497383,6.37234404469197
mp-561710,CsSnS3,Cs,Sn,S,P-1,0,-20.81967208,3.50019563400713
mp-1542038,CsSnSe3,Cs,Sn,Se,P-1,0,-18.818694745,4.20521349976506
mp-613162,CsSnSe3,Cs,Sn,Se,P-1,0.00395393900000229,-18.79182366,4.34847247267849
mp-1068320,CsSO3,Cs,S,O,R3m,0.187430760500003,-27.2338846,2.9530935455208
mp-561681,CsSO3,Cs,S,O,P6_3mc,0,-28.17307271,3.24736677595281
mp-998297,CsSrBr3,Cs,Sr,Br,Cm,0.0194296700000001,-17.53770859,3.47015131541912
mp-1213104,CsSrBr3,Cs,Sr,Br,Pnma,0,-17.6466985675,3.618270048854
mp-998433,CsSrBr3,Cs,Sr,Br,Cmcm,0.00550485400000023,-17.61064516,3.70918169040738
mp-1213642,CsSrCl3,Cs,Sr,Cl,Pm-3m,0.0128225359999989,-19.54883186,2.88615192898408
mp-1213084,CsSrCl3,Cs,Sr,Cl,Pnma,0,-19.6124422825,2.96258215177075
mp-1080233,CsSrCl3,Cs,Sr,Cl,Cm,0.0128969439999995,-19.54846765,2.88508421961342
mp-1213645,CsSrCl3,Cs,Sr,Cl,P4/mbm,0.0095993089999995,-19.56543621,2.90709971135443
mp-998561,CsSrCl3,Cs,Sr,Cl,R3c,0.00356382299999947,-19.584744535,2.9425082014524
mp-8397,CsSrF3,Cs,Sr,F,Pm-3m,0.00339882600000063,-25.29870598,4.081814300567
mp-1080232,CsSrI3,Cs,Sr,I,Cmcm,0,-15.489934955,3.99617971196434
mp-998417,CsSrI3,Cs,Sr,I,Cm,0.0316930179999999,-15.32131266,3.68662280261724
mp-1183972,CsSrO3,Cs,Sr,O,Pm-3m,0.433773939999997,-22.28873484,3.72207823438673
mp-1185552,CsTaO3,Cs,Ta,O,Pm-3m,0.253415689863633,-39.43617929,8.44249119514519
mp-1225870,CsTaS3,Cs,Ta,S,P6_3mc,0,-30.8446139,4.626240019616
mp-685607,CsTaSe3,Cs,Ta,Se,Pnma,0.00317039799999996,-28.14390352,5.66696054678385
mp-1225880,CsTaSe3,Cs,Ta,Se,P6_3mc,0,-28.140171075,5.62449996944873
mp-1185551,CsTbO3,Cs,Tb,O,Pm-3m,0.281882618875001,-29.57225153,5.82034343222468
mp-1183997,CsThO3,Cs,Th,O,Pm-3m,0.146533562,-35.96363648,7.15928195035281
mp-22962,CsTiBr3,Cs,Ti,Br,P6_3/mmc,0,-20.673972635,4.11454083459244
mp-28283,CsTiCl3,Cs,Ti,Cl,P6_3/mmc,0.00951331577777737,-22.76456484,3.31156589888051
mp-567698,CsTiI3,Cs,Ti,I,P6_3/mmc,0.00952249444444409,-18.540768445,4.42179161222002
mp-1183977,CsTiO3,Cs,Ti,O,Pm-3m,0.34868673833334,-33.37760169,5.48379728394949
mp-1112177,CsTlBr3,Cs,Tl,Br,Fm-3m,0.0113081332499991,-13.79723304,4.58396078448924
mp-1080231,CsTlCl3,Cs,Tl,Cl,Cm,0.0263848450000008,-15.28283432,4.21440268419777
mp-1395579,CsTlCl3,Cs,Tl,Cl,P4mm,0.0264673270000006,-15.24259289,4.24029231377944
mp-1112176,CsTlCl3,Cs,Tl,Cl,Fm-3m,0,-15.37908956,4.03546748551176
mp-1078203,CsTlF3,Cs,Tl,F,Fm-3m,0,-20.18904858,5.68806773297705
mp-998240,CsTlF3,Cs,Tl,F,Amm2,0.877708656999999,-15.802431815,6.33688329667085
mp-2695837,CsTlF3,Cs,Tl,F,Pm-3m,0.0633824039999995,-19.87406308,5.95849275188876
mp-998235,CsTlF3,Cs,Tl,F,Amm2,0.064264036,-19.86032886,5.93313210788295
mp-998234,CsTlF3,Cs,Tl,F,R3m,0.0648219439999993,-19.8591774,5.98710952477592
mp-1112542,CsTlI3,Cs,Tl,I,Fm-3m,0.0602546797500003,-12.102042805,4.73348133181484
mp-1185544,CsTlO3,Cs,Tl,O,Pm-3m,0.354172761166667,-19.82931741,6.85962921843169
mp-1206103,CsTmBr3,Cs,Tm,Br,P4/mbm,0.121960370888888,-18.11861674,5.10449251277652
mp-579768,CsTmCl3,Cs,Tm,Cl,Pm-3m,0.201543684777778,-20.22683534,4.52168647789624
mp-1207081,CsTmH3,Cs,Tm,H,Pm-3m,0.318203782747123,-16.35237207,5.73783167288917
mp-1213177,CsTmI3,Cs,Tm,I,Pnma,0.203302871888889,-15.885827395,5.15122156566602
mp-2647024,CsUBr3,Cs,U,Br,Pm-3m,0.285750126999998,-21.89524954,5.23456207486916
mp-865424,CsUO3,Cs,U,O,Pm-3m,0.0214696040000018,-41.01327203,8.08122952205393
mp-23038,CsVBr3,Cs,V,Br,P6_3/mmc,0,-21.18824438,4.1329241612024
mp-22977,CsVCl3,Cs,V,Cl,P6_3/mmc,0,-23.168007275,3.26669839407025
mp-22991,CsVI3,Cs,V,I,P6_3/mmc,0,-19.104214585,4.52394089459161
mp-504651,CsVO3,Cs,V,O,Pbcm,0,-36.562782255,3.75403219531825
mp-568005,CsYbBr3,Cs,Yb,Br,Pm-3m,0,-17.47350228,4.79782669528077
mp-1070599,CsYbCl3,Cs,Yb,Cl,Pm-3m,0,-19.64308433,4.28641020529038
mp-8398,CsYbF3,Cs,Yb,F,Pm-3m,0,-26.23601798,6.56318692939604
mp-1206323,CsYbH3,Cs,Yb,H,Pm-3m,0.0499967945000006,-14.4359161,5.22909253722082
mp-1185576,CsYbI3,Cs,Yb,I,Pnma,0,-15.1177921725,4.88529100679441
mp-1185564,CsYbO3,Cs,Yb,O,Pm-3m,0.431311846,-23.26622381,6.03320852779758
mp-1188802,CuAgF3,Cu,Ag,F,P-1,0.0173620945000019,-19.0883752025,5.90511599141549
mp-998414,CuAgF3,Cu,Ag,F,Pm-3m,0.0349288620000019,-18.99651787,5.88909055464991
mp-998422,CuAgF3,Cu,Ag,F,R-3c,0.0127575390000017,-19.085303485,5.9344486203441
mp-776320,CuAsO3,Cu,As,O,R-3,0.0916785578750039,-27.837959855,5.6746332684858
mp-1178368,CuAsO3,Cu,As,O,Pmma,0.075245013875004,-27.895729795,4.35316735218885
mp-1184051,CuBiO3,Cu,Bi,O,Pm-3m,0.167379187562501,-26.22833144,9.32628432293125
mp-1184042,CuBO3,Cu,B,O,Pm-3m,1.11873884229167,-26.87975265,5.39963424024369
mp-1178374,CuCO3,Cu,C,O,P-1,0.0851143270000039,-32.853988815,3.42701802145853
mp-1080068,CuCO3,Cu,C,O,P2_1,0.129320376000004,-32.64348366,2.89377922662436
mp-758727,CuCO3,Cu,C,O,P1,0.125428172444449,-32.6367133277778,3.28840113202952
mp-27249,CuCO3,Cu,C,O,Cm,0.140410678000004,-32.4908587,3.56024264966773
mp-760595,CuCO3,Cu,C,O,P2_1/c,0.103005435000004,-32.7480302325,2.93565313582585
mp-760536,CuCO3,Cu,C,O,P-6,0.131750988000004,-32.6079631666666,3.3176373050607
mp-1096939,CuGeI3,Cu,Ge,I,I4/mcm,0.457582302000001,-12.32807766,4.75653825543258
mp-1096949,CuGeI3,Cu,Ge,I,Cm,0.254386665000001,-13.34780086,5.08679438318477
mp-554874,CuGeO3,Cu,Ge,O,P2_1/c,0.0928725298333388,-29.103940465,5.75466931413941
mp-1202570,CuGeO3,Cu,Ge,O,Pbam,0.021574157458339,-29.464603936875,4.79182896982995
mp-1181636,CuGeO3,Cu,Ge,O,Pmna,0.039667415333339,-29.3543537725,4.94652645942447
mp-561216,CuGeO3,Cu,Ge,O,Cmce,0.0195386968333393,-29.449709968125,4.71094692008231
mp-554624,CuGeO3,Cu,Ge,O,Pnnm,0.0247483522083396,-29.4453323125,4.74725731774878
mp-21344,CuGeO3,Cu,Ge,O,Pmma,0.0323943933333393,-29.38875297,4.82817306981936
mp-1181557,CuGeO3,Cu,Ge,O,Pmma,0.336104681333339,-27.93115775,3.9289601932833
mp-1096790,CuPbBr3,Cu,Pb,Br,I4/mcm,0.465794449500002,-13.706020625,4.64468304371153
mp-1184117,CuPbO3,Cu,Pb,O,Pm-3m,0.250703104499999,-25.16596454,9.10930587518634
mp-1184073,CuPdO3,Cu,Pd,O,Pm-3m,0.718975018999994,-22.51367091,6.63203536234592
mp-772255,CuPO3,Cu,P,O,R-3,0.0279811328333226,-32.188053765,2.75122671825034
mp-772192,CuPO3,Cu,P,O,P2_1/c,0.088344154749989,-31.888277275,3.59116345178458
mp-766856,CuPO3,Cu,P,O,P2_1/c,0.10602788574999,-31.80203140125,3.50722657689544
mp-1105187,CuPS3,Cu,P,S,P4_2/mnm,0,-23.01268541,2.95554676568756
mp-554440,CuSeO3,Cu,Se,O,P2_1/c,0.0149179150000149,-25.68346032625,4.43259502453357
mp-560049,CuSeO3,Cu,Se,O,P-1,0.00601543375001423,-25.7804935516666,4.48954970916325
mp-22688,CuSeO3,Cu,Se,O,Pbca,0.0163446385000148,-25.75474959125,4.66885136641555
mp-22414,CuSeO3,Cu,Se,O,Pnma,0.0324154342500149,-25.64747088,5.14019180697086
mp-16053,CuSiO3,Cu,Si,O,Pmma,0.0878122940000035,-33.49265702,3.67980818769305
mp-556982,CuSiO3,Cu,Si,O,R-3,0.0535852096666707,-33.6680189133333,2.89116443713656
mp-754936,DyAlO3,Dy,Al,O,R-3c,0.040794405000014,-39.73609067,7.6076489762867
mp-984723,DyAlO3,Dy,Al,O,Pm-3m,0.141749853000015,-39.23184852,7.7146471472437
mp-756630,DyAlO3,Dy,Al,O,Pnma,0.0128234830000142,-39.8761329075,7.54727574522128
mp-1207000,DyBiO3,Dy,Bi,O,Pm-3m,1.13872127,-29.63903497,8.05478868039098
mp-753318,DyBO3,Dy,B,O,Ama2,0.0600060184999922,-41.39526046,6.09758521520345
mp-10792,DyBO3,Dy,B,O,P-1,0.0284027228333272,-41.55497915,7.04695401805377
mp-12315,DyBO3,Dy,B,O,P-1,0,-41.69598029,6.4134712453501
mp-22137,DyCoO3,Dy,Co,O,Pnma,0.00681508300000999,-37.9845733625,8.51643724940164
mp-19381,DyCrO3,Dy,Cr,O,Pnma,0,-41.05902256,7.64211852496385
mp-1225651,DyCrS3,Dy,Cr,S,Pnnm,0.115568589500019,-32.95231907375,5.29707369749355
mp-1212890,DyCrSe3,Dy,Cr,Se,Pnma,0.0375198549999984,-30.47423531,7.05557231498803
mp-1183771,DyCuO3,Dy,Cu,O,Pm-3m,0.2257026035625,-32.63997065,8.45565230800223
mp-772188,DyErO3,Dy,Er,O,P6_3cm,0.0841932066666686,-41.7008661833334,8.32328991852539
mp-22283,DyFeO3,Dy,Fe,O,Pnma,0.00632567099999903,-39.962370095,7.85826416382276
mp-755612,DyGaO3,Dy,Ga,O,Pnma,0.048170022599999,-36.08512837,8.20835470518136
mp-769015,DyGaO3,Dy,Ga,O,P6_3cm,0.0248613147666656,-36.1983413283333,7.3415310575623
mp-1225852,DyGaSe3,Dy,Ga,Se,Pnma,0.216811332499999,-23.14231314,6.14828790701011
mp-768145,DyHoO3,Dy,Ho,O,P6_3cm,0.0901036765416681,-41.6295515233333,8.21168561146614
mp-1183823,DyInO3,Dy,In,O,Pm-3m,0.698763193,-31.6639434,7.71462100689973
mp-768149,DyInO3,Dy,In,O,P6_3cm,0.00432180299999985,-35.1341907516667,7.46939895641304
mp-1178360,DyInO3,Dy,In,O,Pnma,0.0640329069999996,-34.8363993125,8.14303411997001
mp-756469,DyLuO3,Dy,Lu,O,Pnma,0.0753125326250004,-41.867815665,9.42859744544911
mp-1232195,DyMgS3,Dy,Mg,S,R-3,0.234246009666667,-25.3152950633334,4.02828328072642
mp-1232163,DyMgS3,Dy,Mg,S,C2/m,0.31352235,-24.8520683925,3.61863540019625
mp-1238023,DyMgSe3,Dy,Mg,Se,C2/m,0.295868827000002,-22.4173932625,4.88523990397608
mp-1232192,DyMgSe3,Dy,Mg,Se,C2/m,0.343004320500002,-22.2675836675,4.78874617525705
mp-1232257,DyMgSe3,Dy,Mg,Se,R-3,0.222958180333335,-22.8548556633333,5.28027223594398
mp-1188804,DyMnO3,Dy,Mn,O,Pnma,0.323793291166666,-38.5239444025,6.64115824053657
mp-22103,DyMnO3,Dy,Mn,O,Pnma,0.0223025711666658,-41.92487946,7.7005350607867
mp-542479,DyMnO3,Dy,Mn,O,P6_3cm,0,-41.9857663383334,6.90483818307084
mp-19265,DyNiO3,Dy,Ni,O,Pnma,0,-32.967175335,8.19448487419507
mp-1183790,DyPaO3,Dy,Pa,O,Pm-3m,0.989808113000002,-41.02157879,9.17021446724306
mp-1183821,DyRhO3,Dy,Rh,O,Pm-3m,0.569480333,-34.80333205,8.50647949252616
mp-1212884,DyRhO3,Dy,Rh,O,Pnma,0,-37.65660261,8.81578835912541
mp-1207184,DySbO3,Dy,Sb,O,Pm-3m,1.0392703892,-30.9972413,7.19720566872304
mp-31120,DyScO3,Dy,Sc,O,Pnma,0.0258335093749977,-43.537488845,6.77605326639092
mp-1184176,DyScS3,Dy,Sc,S,Pnma,0.006247523249999,-33.264636965,4.73401428708473
mp-769393,DySeO3,Dy,Se,O,P2_1/c,0,-33.50052032125,6.02680799119888
mp-1184153,DySnO3,Dy,Sn,O,Pm-3m,0.848425574249995,-32.15262116,7.71247347106767
mp-779599,DyTiO3,Dy,Ti,O,Pnma,0.057282459499989,-43.4503901425,7.31311838995214
mp-752435,DyTmO3,Dy,Tm,O,Pnma,0.0880620897500002,-41.679342795,9.08536566982134
mp-22789,DyVO3,Dy,V,O,Pnma,0,-43.245141625,7.63690378372664
mp-768333,DyYO3,Dy,Y,O,P6_3cm,0.096604434541673,-43.324449485,6.47726185832941
mp-1184150,ErAlO3,Er,Al,O,Pm-3m,0.186070174199971,-39.07107442,7.97053000815751
mp-754184,ErAlO3,Er,Al,O,P6_3/mmc,0.0856427571999703,-39.5727112,6.83330333864785
mp-756458,ErAlO3,Er,Al,O,Pnma,0.0178320446999702,-39.9114250575,7.79771318289804
mp-1184148,ErBeO3,Er,Be,O,Pm-3m,0.381895812125,-35.52313329,8.3010455931653
mp-754636,ErBiO3,Er,Bi,O,R-3,0.0515171800000021,-35.226838895,8.99993770675164
mp-754943,ErBiO3,Er,Bi,O,R3c,0.0308655520000025,-35.3290913,8.9257168401802
mp-10791,ErBO3,Er,B,O,P-1,0.0621952066666669,-41.5511599991667,7.36347302523621
mp-760405,ErBO3,Er,B,O,Ama2,0.0931726309999998,-41.39511755,6.40548448547745
mp-1194043,ErBO3,Er,B,O,C2/c,0,-41.8621736283334,6.91226885170628
mp-562779,ErCoO3,Er,Co,O,Pnma,0,-38.0455744225,8.81586433855081
mp-19063,ErCrO3,Er,Cr,O,Pnma,0,-41.08700937,7.90899015925403
mp-1184157,ErCuO3,Er,Cu,O,Pm-3m,0.2747095850625,-32.43098319,8.66924107900493
mp-19935,ErFeO3,Er,Fe,O,Pnma,0.0179546204999994,-39.97255151,8.14939521601233
mp-1184164,ErGaO3,Er,Ga,O,Pm-3m,0.382683968299992,-34.45685048,8.50068710370872
mp-1213088,ErGaO3,Er,Ga,O,P6_3cm,0.0135107316333256,-36.2970949916666,7.61426900057417
mp-1213082,ErGaO3,Er,Ga,O,Pnma,0.0506748862999924,-36.1138466775,8.46425395969035
mp-754208,ErInO3,Er,In,O,Pnma,0.0797644929999999,-34.8352254,8.31501518606861
mp-772217,ErInO3,Er,In,O,P6_3cm,0.0153704933333323,-35.1578676033334,7.72981491419803
mp-1184162,ErIrO3,Er,Ir,O,Pm-3m,0.82667653425,-35.00068676,10.8728924972293
mp-778151,ErLuO3,Er,Lu,O,Pnma,0.0913835496249984,-41.864923645,9.65748996049761
mp-1232164,ErMgS3,Er,Mg,S,C2/m,0.371650319000001,-24.6301162975,3.64928832086993
mp-1232145,ErMgSe3,Er,Mg,Se,C2/m,0.32935558425,-22.197213465,4.87901002547547
mp-1232210,ErMgSe3,Er,Mg,Se,R-3,0.214553871916666,-22.8123422583334,5.43673318941552
mp-19319,ErMnO3,Er,Mn,O,Pnma,0.034405180666667,-40.056762555,7.78613746548626
mp-19217,ErMnO3,Er,Mn,O,P6_3cm,0,-40.2295519516666,7.07261334434385
mp-18983,ErNiO3,Er,Ni,O,Pnma,0,-33.000876255,8.45470516534837
mp-1189736,ErNiO3,Er,Ni,O,P2_1/c,0.00157670700000079,-32.9944050525,8.50710024048122
mp-1213022,ErRhO3,Er,Rh,O,Pnma,0,-37.68029454,9.07529122381724
mp-1212985,ErScO3,Er,Sc,O,Pnma,0.0408890393749992,-43.5410892725,7.01621123377791
mp-1184204,ErTaO3,Er,Ta,O,Pm-3m,0.720544205599992,-43.15240648,10.1053378017221
