material_id,Name,Coeff_D,unscaled_Coeff_D
mp-1183115,AcAlO3,0.49860277254696683,31.560423238998325
mp-1183052,AcBO3,1.3663659204245846,40.892859006540064
mp-866101,AcCrO3,0.23293829810088695,28.70331107705683
mp-864606,AcCuO3,0.23787977325883958,28.756454610083427
mp-861502,AcFeO3,0.2248454724791884,28.616276065859203
mp-1183053,AcGaO3,0.22996605401485937,28.671345814316474
mp-1183142,AcMgO3,0.3295507609461197,29.74233838082326
mp-864911,AcMnO3,0.13751113236804713,27.677031156253044
mp-1183139,AcNiO3,0.34781411978288546,29.938753293879373
mp-1183145,AcPdO3,0.015859792765201775,26.368721030781945
mp-1183152,AcScO3,-0.0931744116146156,25.19610300554268
mp-1183150,AcSiO3,0.7974649399167681,34.77456293500709
mp-865927,AcTiO3,0.035396113983594546,26.57882613071692
mp-1183168,AcVO3,0.15854487600527634,27.903240418452626
mp-558950,AgAsO3,0.31393868663874613,29.57443694247801
mp-1178563,AgAsO3,1.0693148210171728,37.698196601622755
mp-775767,AgAsO3,1.0384751490567439,37.36652861322443
mp-776165,AgAuO3,0.6779022205661072,33.48871506135433
mp-752678,AgAuO3,0.600852775588038,32.66007996900078
mp-775774,AgBiO3,0.5408170527767346,32.0144204612598
mp-23548,AgBiO3,0.4015969256202183,30.517165251223595
mp-780275,AgBO3,1.6663193766021962,44.1187350648588
mp-985292,AgBO3,1.6503559694209144,43.94705518594852
mp-1178562,AgBrO3,0.9706750209258139,36.63736611956408
mp-776199,AgClO3,1.1572963142042383,38.64440137640364
mp-775761,AgClO3,1.1892113945527107,38.98763493972852
mp-27941,AgClO3,1.1733179428363343,38.81670740307249
mp-1178561,AgClO3,1.2113819159837647,39.226069779574246
mp-753176,AgCO3,2.0066407599399767,47.77875157753134
mp-891880,AgGeO3,1.0423584161275095,37.40829155348615
mp-891854,AgGeO3,1.112963034358664,38.1676151847623
mp-779706,AgGeO3,1.0434507487262792,37.4200391413386
mp-759939,AgGeO3,1.1870203877558865,38.96407156273145
mp-779664,AgGeO3,1.1117534076211157,38.15460614668724
mp-27384,AgIO3,0.6863066884059528,33.579101656437985
mp-1202188,AgIO3,0.6995440616205251,33.721464161181494
mp-849271,AgIO3,0.6428755621558331,33.11201775568399
mp-1178556,AgPbO3,0.4383517061451947,30.912447799506936
mp-776166,AgPdO3,0.7798036374313213,34.584622890399665
mp-18702,AgPO3,0.9585829089761493,36.50732042870918
mp-775762,AgPO3,1.2643421082208448,39.79563486596683
mp-5470,AgPS3,0.6919338081121538,33.639619014593634
mp-776168,AgRuO3,0.8574827307160398,35.42002959133363
mp-540872,AgSbO3,0.822155511297062,35.04009987562743
mp-860791,AgSbO3,0.7270362427677846,34.01713126261803
mp-677054,AgSbO3,0.6155832967962382,32.81850066632374
mp-545999,AgSbO3,0.6795231372972559,33.50614735415793
mp-755834,AgSnO3,0.7392882870976969,34.148896960446564
mp-1404877,AlAgO3,0.5516134150451037,32.13053089719972
mp-1183169,AlAgO3,0.5585315301907947,32.20493238035503
mp-1253488,AlAgO3,0.6003690542773121,32.65487774524563
mp-1343733,AlAgO3,0.610445270438003,32.763243305974385
mp-1343327,AlAgO3,0.6981642600673439,33.70662496295268
mp-1418444,AlAgO3,0.43178036343923054,30.841775711322608
mp-1183159,AlAuO3,0.5067634088631259,31.64818752632614
mp-1376082,AlBiO3,0.5400708196431694,32.00639503081413
mp-23080,AlBiO3,0.34881551413486633,29.949522878288086
mp-551918,AlBiO3,0.31675955494497643,29.604774220963478
mp-1413511,AlBiO3,0.18858513669882626,28.22631106745223
mp-1344602,AlBiO3,0.43861793561692153,30.915310987982263
mp-1392353,AlBiO3,0.35027417391560434,29.965210164321988
mp-775763,AlBiO3,0.48116775327584804,31.37291677729673
mp-8110,AlBO3,1.8314020149569004,45.894130946269144
mp-1435808,AlCoO3,0.8786621780290602,35.647805836642306
mp-1386773,AlCoO3,0.9426572620715916,36.336046646045276
mp-1348445,AlCoO3,0.9541108615226577,36.45922539758094
mp-1378752,AlCoO3,0.9749957957310365,36.68383427557459
mp-1404938,AlCoO3,1.0262381067494672,37.234924255979415
mp-1248478,AlCoO3,0.9545486195355544,36.46393330497143
mp-776216,AlCoO3,0.9120699087958499,36.007092241328806
mp-1178576,AlCoO3,0.8996410338639151,35.873424803101244
mp-756947,AlCoO3,0.9866185219282357,36.80883191570759
mp-754022,AlCoO3,0.907280858357872,35.955587973477314
mp-1385937,AlCrO3,0.8824946381574321,35.68902236913412
mp-1345463,AlCrO3,0.9078767649538442,35.961996703836476
mp-1383064,AlCrO3,0.7916641899638392,34.71217825495738
mp-1251690,AlCrO3,0.8809843757616349,35.672780118198034
mp-776172,AlCuO3,0.9695357530279161,36.62511376187275
mp-1504314,AlCuO3,0.8393356041830167,35.22486470890102
mp-1347317,AlCuO3,0.9558723591461522,36.478169580064545
mp-1412082,AlCuO3,0.9108301786221489,35.993759453178676
mp-1253258,AlCuO3,0.9396717687171119,36.303938892871784
mp-1178579,AlCuO3,0.8751340281947826,35.60986203620875
mp-1178577,AlFeO3,0.8475006204026876,35.31267610028977
mp-1254277,AlFeO3,0.9327984034193229,36.23001867592623
mp-1259818,AlFeO3,0.9243040456175144,36.13866535127102
mp-776154,AlFeO3,0.9319662293744564,36.221068986324724
mp-1421498,AlFeO3,0.7969696333551468,34.769236116643256
mp-1398131,AlFeO3,0.8901113065559194,35.7709365052269
mp-21216,AlFeO3,0.7469156577592528,34.230926194977094
