CsCaF3,1.0324823933339667e-07,-0.00029592536311807304,-0.019956036031931485,17.254751004838642
NaCoF3,8.970482632011552e-08,-0.00027037596917891616,0.004591053491185218,20.347021397871544
CsSnS3,1.0765312157196692e-07,-0.0003039081459303717,-0.043553632461153756,16.436372870824805
RbReO3,6.514154546512155e-08,-0.00022078816464231703,0.01426475994146376,29.034234000177182
KSbO3,6.53675873352092e-08,-0.00021916005573518465,0.007330229348325234,29.347208185082934
TiPbO3,7.502886281605896e-08,-0.00023937473865122982,-0.0017620037512987956,26.96431458073694
CsIO3,9.068404765051883e-08,-0.0002676013993201049,-0.03682925505243234,24.612482388140357
KMgF3,8.380113954214375e-08,-0.0002584887957134776,0.007469095551424061,22.41563604862362
RbBiO3,9.969972555922412e-08,-0.00028854566976311777,-0.01382833728840812,18.73071955572546
CaWN3,5.964333603746411e-08,-0.0002060118839720161,0.008564551817473653,35.135085601743306
InBO3,4.432491977633836e-08,-0.0001718871317085457,0.011732107470557591,45.2801900107047
LaCrO3,6.730724505453562e-08,-0.00022534885906168068,0.013282121436602448,28.081651226349962
LaCoN3,6.661752348015136e-08,-0.000217540044231258,-0.0002805777962087439,36.6942620063263
RbWO3,6.48675291626049e-08,-0.0002202385531724259,0.014133118528816085,29.127693471279603
CaTcN3,5.674471352761321e-08,-0.00020128663517539704,0.013672272839526595,35.23755743614367
CsMgBr3,1.247459325747639e-07,-0.00033649373404965634,-0.07281415144909306,12.263672219441611
CsPbF3,1.1455602867490053e-07,-0.0003132468101862225,-0.05416002805726138,13.034629241522794
KNbO3,6.846214907680816e-08,-0.00022621450137050859,0.012797744225302958,28.470810589591185
KZnF3,9.798395998437183e-08,-0.00028592696785319135,-0.007173972289760414,18.55294536383105
BaHfO3,6.964720971417324e-08,-0.00021315462207497645,-0.006524142891547052,20.16279563319043
MgTiO3,5.084850526621703e-08,-0.0001919752471971834,0.02253171949654613,34.170559935868845
LaAlO3,5.876063069866086e-08,-0.0002075853715768703,0.0152270187631997,31.6428662356705
SrWN3,6.363992697111942e-08,-0.0002142082624403671,0.003273897569117961,33.05202238884563
CsSrBr3,1.3294536034880376e-07,-0.00035188729219772104,-0.0857862844729647,10.439517182559777
CdSnO3,6.961570682489999e-08,-0.0002291251386985604,0.006375844496537722,27.83483143932378
CsGeCl3,1.240992113103167e-07,-0.0003346441787098197,-0.08202975267549165,12.286303930596663
CsMgCl3,1.1293734791145446e-07,-0.0003143947516214498,-0.043142081108314176,14.845541683087388
CaCO3,5.1102261009022274e-08,-0.00018199527501077382,0.0041692133521234786,46.87246196955155
