Coef_a,Coef_b,Coef_c,Coef_d,BulkModulus,s_A,s_B,s_X,density,mean_A2B,mean_A2X,mean_B2X,mean_X2X,std_A2B,std_A2X,std_B2X,std_X2X,E_coh,TF,OF
1.03248239333397E-07,-0.000295925363118073,-0.0199560360319315,17.2547510048386,117,1.88,1.34,1.285,3.97381549395653,3.96679976288577,3.23887844362114,2.29023291092344,3.23887844362114,0,0,0,0,-25.21092025,0.852568747602066,1.04280155642023
5.3171181051643E-08,-0.000189704216259794,-0.0086065540177012,41.3590499056883,27.56,1.88,1.34,1.3,2.95130558025568,4.0066906110412,3.27144918475036,2.31326390284418,3.27144918475036,0,0,0,0,-14.42288505,0.851742259156523,1.03076923076923
1.2661736020088E-07,-0.000340118929009696,-0.0666733676026977,11.7619195762204,35,1.88,1.31,1.81,3.85229439759069,4.61765191983887,3.77029700446279,2.66600257894297,3.77029700446279,0,0,0,0,-13.8806868,0.836289750826397,0.723756906077348
1.08670340480365E-07,-0.000306223513058632,-0.0268010310182152,15.9538235995976,30,1.88,1.31,1.285,5.28416950798948,3.95160067263638,3.22646843839931,2.28145771207652,3.22646843839931,0,0,0,0,-19.11520431,0.862425033701512,1.01945525291829
1.24099211310317E-07,-0.00033464417870982,-0.0820297526754916,12.2863039305967,26.89,1.88,0.73,1.81,3.07153867959504,4.74157461608405,3.9266123213221,2.76809720615324,3.81930930519951,0.052307413091896,0.048775770708392,0.353380225171405,0.189674542586045,-16.9125171766667,1.0272535521962,0.403314917127072
9.06840476505188E-08,-0.000267601399320105,-0.0368292550524323,24.6124823881404,44.22,1.88,0.95,1.35,4.66025308026867,4.03330957481575,3.36834443919003,2.29562853858838,3.45250924705501,0.018534899514686,0.068097877425266,0.566296326078975,0.732340487260683,-21.228439,0.993023870970673,0.703703703703704
1.24745932574764E-07,-0.000336493734049656,-0.0728141514490931,12.2636722194416,11,1.88,0.72,1.96,3.76584324934374,4.80642145514891,3.99400924731792,2.69538426021293,3.80985026054365,0,0.083602942409952,2.50246345454425E-06,0.12342452209855,-15.03194265,1.01316792528222,0.36734693877551
1.12937347911454E-07,-0.00031439475162145,-0.0431420811083142,14.8455416830874,13,1.88,0.72,1.81,2.90268344171698,4.58096188673894,3.81817136134825,2.5194973683542,3.56030604925112,0,0.085562147798479,1.32721783419288E-08,0.141261509100403,-17.115412605,1.03131384291635,0.397790055248619
1.14556028674901E-07,-0.000313246810186223,-0.0541600280572614,13.0346292415228,50,1.88,1.19,1.285,5.76049787662999,4.19516395220591,3.33118852595307,2.45035636441551,3.67498015752237,0.035598653020743,0.166005017106817,0.019710857350993,0.427857251014134,-21.927125955,0.90423958079007,0.926070038910506
7.06058010903843E-08,-0.000232297115104914,0.0127422039950498,26.5958630884366,193.6,1.88,0.58,1.35,9.11320358853926,3.51551510804443,2.87040606591804,2.02968359396965,2.87040606591804,0,2.09345661157837E-16,2.09345661157837E-16,2.09345661157837E-16,-32.94121741,1.18339632291842,0.42962962962963
8.88828543220692E-08,-0.000268697384544033,0.00548125218848687,20.6971165533867,80.19,1.88,0.6,1.35,6.79482525962674,3.63530613427553,2.96821502926156,2.09884497521067,2.96821502926156,0,0,0,0,-24.95276488,1.17125892473464,0.444444444444444
1.555142674126E-07,-0.000363825065876569,-0.0157197755271715,15.6806608009355,28.84,1.88,0.69,1.84,3.50019556987208,4.48601980515699,3.65470353069895,2.72110333249058,3.62261175874179,0.002079292986501,0.049039961314564,0.438833628464344,0.508901621741368,-19.94345202,1.03969850830591,0.375
1.32945360348804E-07,-0.000351887292197721,-0.0857862844729647,10.4395171825598,20.31,1.88,1.18,1.96,3.69978193167858,5.10478832013843,4.00232460460132,3.07734514712614,4.39464884398747,0.197459105580565,0.4374860581183,0.027570676151766,0.153959474086365,-16.8969823075,0.864742050877816,0.602040816326531
7.08489430407725E-08,-0.000232581203635796,0.011517864223501,26.715686395793,188.05,1.88,0.62,1.35,8.92449840725149,3.53249568001238,2.88427064487207,2.03948733176634,2.88427064487207,0,0,0,0,-35.20402222,1.15936797118403,0.459259259259259
4.43249197763384E-08,-0.000171887131708546,0.0117321074705576,45.2801900107047,139,0.92,0.27,1.35,5.23976868137616,3.53789745983662,3.19810371728896,2.57943976953757,2.94008624792768,0.411000973066378,0.987142430306692,0.843509221965766,0.318474429925951,-33.7007496133333,0.990822464995965,0.2
5.94313267657905E-08,-0.000208986420156338,0.0136659473357065,31.3300452072331,170,0.92,0.62,1.35,6.34837104984266,3.63106162830822,2.64370533525251,3.01458754583052,3.59926681462875,0,0.415389158214084,1.2671675936903,0.797759026058003,-28.38383331,0.814788016900235,0.459259259259259
1.26198921547645E-07,-0.000339455871517491,-0.0597282528807539,11.7608105402195,26.95,1.64,1.34,1.96,3.13777036430892,4.76068752593163,3.73385465876272,2.92311756099882,4.27497420442761,0.192462476192585,0.457337439135846,0.018625398730668,0.270801047431459,-17.07937964,0.77138921583987,0.683673469387755
8.38011395421438E-08,-0.000258488795713478,0.00746909555142406,22.4156360486236,64,1.64,0.72,1.285,3.00240512441052,3.51019252399305,2.86606019423839,2.0266105986348,2.86606019423839,0,0,0,0,-24.16707869,1.03156475559633,0.560311284046693
3.66520221851852E-08,-0.000153936128574297,0.0082916857346252,50.8020443171692,35,1.64,0.72,1.3,1.69724850090877,3.48187888854885,2.84294220770457,2.01026371358935,2.84294220770457,0,0,0,0,-13.65108557,1.0291554142022,0.553846153846154
6.84621490768082E-08,-0.000226214501370509,0.012797744225303,28.4708105895912,103,1.64,0.64,1.35,4.46052494282257,3.48798174205071,2.87566314080518,2.81695602644176,3.16286659861326,0.046015908024282,0.078893724838069,1.10751201146121,0.519263668235972,-37.39370057,1.06243682198381,0.474074074074074
6.53675873352092E-08,-0.000219160055735185,0.00733022934832523,29.3472081850829,66.05,1.64,0.6,1.35,4.3047497817505,4.15030209790179,3.30471224726176,2.03710534006055,3.45338446719934,0.396721083908322,0.746552958177864,0.008723884857936,0.699315471789855,-27.364688415,1.08423039781937,0.444444444444444
5.92772658241238E-08,-0.000186726343069505,0.00590784121577288,19.4733877458115,188,1.64,0.64,1.35,6.82033694044167,3.48669497666519,2.846874527185,2.01304428335976,2.846874527185,0,0,0,0,-38.12573855,1.06243682198381,0.474074074074074
9.79839599843718E-08,-0.000285926967853191,-0.00717397228976041,18.5529453638311,69,1.64,0.74,1.285,3.80167373381582,3.5783416920147,2.92170375692114,2.06595653913715,2.92170375692114,0,0,0,0,-20.29370065,1.0213764617139,0.575875486381323
5.87606306986609E-08,-0.00020758537157687,0.0152270187631997,31.6428662356705,181,1.36,0.535,1.35,6.374048435127,3.30405758637033,3.44829451362348,3.02736646242642,3.50436731912211,0.007447836715382,1.000151911119,1.10586314787837,0.881519200486432,-39.0343504716667,1.01658322388093,0.396296296296296
6.66175234801514E-08,-0.000217540044231258,-0.000280577796208744,36.6942620063263,124.88,1.36,0.53,1.46,4.98265390233578,3.57571799447595,3.52908383015603,3.38492809572185,3.35258111279656,0.510926334540829,0.800208585168594,1.17766291424267,0.87059431694833,-38.5883754275,1.00203071504827,0.363013698630137
6.73072450545356E-08,-0.000225348859061681,0.0132821214366024,28.08165122635,165,1.36,0.615,1.35,6.58036487184458,3.29878082790245,3.04780602415902,3.05083065113215,3.19265064934897,0.062848718274933,0.776086795097466,1.04317378659481,0.607754547803894,-41.5054164625,0.975195611712745,0.455555555555555
7.05937165732025E-08,-0.000231900009286854,0.0109156848109494,27.0026902910612,154,1.36,0.745,1.35,5.72822632497826,3.39134859718475,3.14954089448693,3.1286225576859,3.31215537647335,0.057644855411643,0.84336387266819,1.01368490317224,0.599099775001655,-41.10151599,0.91468228019835,0.551851851851852
4.46713554043745E-08,-0.000178085963571529,0.0204638544212991,36.3980006660099,108.57,0.92,0.46,1.35,4.30149035639572,3.46023080972489,3.04625889170661,3.00787471531693,3.25193394812744,0.365471785209356,0.893795451024286,1.14065846242881,0.835011273046396,-28.52310609,0.886813476957714,0.340740740740741
5.66365897109149E-08,-0.000200664518220545,0.0176497132368932,31.1584588560371,102,0.92,0.64,1.35,4.51213540234183,3.3710315275096,3.02799713098253,3.01583848090264,3.2411002207516,0.355716380723938,0.901741233350652,1.01574778191862,0.729203461297469,-38.587258115,0.80659919260978,0.474074074074074
5.04066536736226E-08,-0.000189765345397668,0.0175860754516541,34.0345316998514,93.7,0.92,0.6,1.35,4.84459865761437,3.49616440650547,3.08945111507497,3.05803761010994,3.19268340050845,0.00200872211615,0.853098576273744,1.07941263012532,0.531471826263228,-28.6500243625,0.823144817073571,0.444444444444444
5.90900343867015E-08,-0.000206796446062217,0.0145950384715826,31.4619197982873,123,0.92,0.64,1.35,7.23319140035621,3.36058103688067,3.02582646770904,3.00064711228656,3.22814801958891,0.361931438665431,0.904859896104258,1.00262796615245,0.721663480011965,-39.2605626516667,0.80659919260978,0.474074074074074
3.9509390502145E-08,-0.000159940461523475,0.0156941846704113,50.8764311824427,105,0.89,0.16,1.35,2.89897309510078,3.39496133227548,3.07262555007192,2.47102495003128,2.81148633225512,0.404529667729958,0.942251155892647,0.829917308900252,0.333582755122291,-35.18296034,1.04895310586614,0.118518518518519
3.63271942706267E-08,-0.000161421380664763,0.0231877966893063,40.5614143113091,139,0.89,0.4,1.35,3.97537050981649,3.00570669078926,3.20783336746959,3.26807246912525,3.43155767831046,0.076545521672268,0.912667594264186,1.11202542021882,0.918110039970443,-33.9551852875,0.905096679918781,0.296296296296296
5.0848505266217E-08,-0.000191975247197183,0.0225317194965461,34.1705599358688,163,0.89,0.605,1.35,3.78449682162997,3.47137987961145,3.00826042684078,2.98809289687465,3.21680140079972,0.333783749529839,0.906313913067192,1.01062798716533,0.743125378743189,-36.9249649066667,0.810188843917067,0.448148148148148
7.27227545510157E-08,-0.000234996472504912,0.00489291117694764,26.2829399497208,58,1.39,0.76,1.35,6.21110982428489,3.9171581376967,3.43624023464427,3.38934625934898,3.21615807301888,0.405122617430029,0.997571293960874,1.23682062797679,0.275097386452116,-25.2183674716667,0.918233450450777,0.562962962962963
9.37259555531543E-08,-0.00027804645216087,-0.00144284855214147,19.3501682644218,63.59,1.39,0.95,1.285,4.31428159549477,3.72584374165522,3.32602819008695,3.31883205726286,3.15520596077931,0.472617191035308,1.02778839483152,1.05478032631346,0.122838370901789,-19.1581641333333,0.846313485312758,0.739299610894942
8.97048263201155E-08,-0.000270375969178916,0.00459105349118522,20.3470213978715,83.24,1.39,0.745,1.285,3.94215355923996,3.33434569308248,3.42246727970859,3.61177081405179,3.3175884343953,0.161368409714912,0.937236651097345,1.19086320223231,0.666087650010579,-23.692840365,0.931778640233505,0.579766536964981
7.7135432393253E-08,-0.000245861607029742,0.0160441899431824,23.9970598429806,84.84,1.39,0.72,1.285,3.2710277882102,3.23298214020568,3.31836170691175,3.5080205100556,3.47434394267085,0.13085141617344,0.906744864011408,1.17371194616887,0.856184618749419,-24.035219825,0.943396827767588,0.560311284046693
9.35018208037061E-08,-0.000277473911077731,-0.00300138080839021,19.4975137600353,60,1.39,0.83,1.285,3.45112611848735,3.32414727287389,3.11253807355836,3.07059470844099,3.29177194541171,0.061094474759687,0.887687215620426,0.937897389245102,0.576225368290938,-27.4931740175,0.894331271713482,0.64591439688716
6.55162995240048E-08,-0.000217966561013091,0.0119163171389488,28.6313585350269,103,1.39,0.64,1.35,4.45758884531189,3.43382651528883,3.16183346279721,3.11393101095804,3.33237608442613,0.127397904369931,0.852057933785399,1.11013692968916,0.736828864523264,-37.7408969283333,0.973604311784492,0.474074074074074
6.1053052070031E-08,-0.000211205795375791,0.0119821702506016,30.8614375963326,83.26,1.39,0.6,1.35,4.77581142729532,3.80311941643327,3.36384491755172,3.32593560819506,3.14192935724599,0.395508237155835,0.947640515109058,1.30196003182099,0.370170404421623,-27.8220007833333,0.993575682282636,0.444444444444444
1.30637707537444E-07,-0.000347385356340194,-0.0998120240888639,11.0763008467857,23.56,1.72,1.11,1.96,4.74623446483681,4.69613002743255,3.74381066602236,2.91745364747587,4.26306574872665,0.170382954072121,0.093869651628196,0.45352171987374,0.467200669257601,-12.80842309,0.847606825656838,0.566326530612245
1.35678831804716E-07,-0.000356719516091003,-0.122676058838022,10.0522522619581,17.74,1.72,1.11,2.2,4.97668658658794,4.98431484159895,3.96784532455832,3.11678559697207,4.35596404530141,0.249126774456435,0.121965842818156,0.472548706507012,0.391271349048382,-11.55174763,0.837419511254159,0.504545454545455
9.96997255592241E-08,-0.000288545669763118,-0.0138283372884081,18.7307195557255,70.77,1.72,0.895,1.35,6.93926977406871,3.76160574707262,3.07133823128288,2.17176409065762,3.07133823128288,0,0,0,0,-23.99254258,0.966956711912116,0.662962962962963
8.73545372446485E-08,-0.000260832051323079,-0.0322977538175904,25.9627473843867,15,1.72,0.39,1.35,3.60691826426169,3.98185806807409,3.35880409078699,3.15157676337757,3.53570935545816,0.111216310471301,0.295209029519129,1.25188545527906,0.698461721696124,-19.84921039,1.24759644726592,0.288888888888889
5.73160952314567E-08,-0.000197325290277691,-0.00824978845771751,41.2189144566355,26.9,1.72,1,1.3,2.27962043318297,3.93283389274298,3.21114542678132,2.27062270665324,3.21114542678132,0,0,0,0,-14.50427741,0.928461947471032,0.769230769230769
8.97568617460347E-08,-0.000266073470324279,-0.0320821466757422,24.6729546732876,47.5,1.72,0.95,1.35,4.36406914114821,3.9909084335022,3.31645227380424,3.16443846978428,3.52918066910888,0.026982940529642,0.182455220981886,1.2455646419786,0.667956480229555,-21.33813369,0.943833834018566,0.703703703703704
8.70294955696452E-08,-0.000265072885130665,0.00552341935555799,21.2176887926348,65,1.72,0.72,1.285,3.93279152174014,3.5761654604763,2.91992687131073,2.06470009127263,2.91992687131073,0,0,0,0,-23.81685517,1.05977849250153,0.560311284046693
1.35615984669588E-07,-0.000356784636508958,-0.0961337223132951,9.93530864028419,22.36,1.72,1.19,1.96,4.62278158795039,4.95837873906035,3.87649429421235,3.05467320155683,4.46030783569935,0.217118512826162,0.46392276777545,0.026308228536817,0.275020057883089,-15.24042934,0.826080303100474,0.607142857142857
1.27846125166763E-07,-0.000342512564941389,-0.0665684630269555,11.4212682120076,27.83,1.72,1.19,1.81,3.97308015523047,4.73965417868543,3.71520068213388,2.91169919992734,4.25363982527374,0.20723744304104,0.465620064053928,0.026789187779083,0.267663277898884,-16.899116335,0.832028979196171,0.657458563535912
6.51415454651215E-08,-0.000220788164642317,0.0142647599414638,29.0342340001772,175,1.72,0.58,1.35,8.40813122383076,3.4483855991429,2.81559505142058,1.99092635393478,2.81559505142058,0,0,0,0,-34.07811628,1.12477607162834,0.42962962962963
8.06379934232657E-08,-0.000251721721627435,0.008528191147674,23.954972374457,89,1.72,0.6,1.35,6.17787518277281,3.54521239476304,2.89465379898662,2.04682933045084,2.89465379898662,0,0,0,0,-25.96438079,1.11323990679113,0.444444444444444
6.48675291626049E-08,-0.000220238553172426,0.0141331185288161,29.1276934712796,175,1.72,0.62,1.35,8.2067075479995,3.46776857367924,2.83142118385772,2.00211711950103,2.83142118385772,0,0,0,0,-36.32050124,1.1019379788034,0.459259259259259
7.40122035827452E-08,-0.000238164067851399,0.00223952058025568,26.3705584814523,207.49,1.7,0.58,1.35,11.4936388712812,3.45260499918063,1.99336242568238,2.81904017712496,2.81904017712496,0,0,0,0,-33.70790334,1.11744854021708,0.42962962962963
4.03804114191208E-08,-0.00016466019735495,0.0169534309328114,45.7357231795258,161,0.745,0.27,1.35,3.40175522952773,3.44213017841888,3.1088511321432,2.51397945587762,2.87332701122684,0.400595325007418,0.976907241739378,0.79610156698295,0.276905598023337,-40.5384598633333,0.914437473201122,0.2
6.36399269711194E-08,-0.000214208262440367,0.00327389756911796,33.0520223888456,102,1.44,0.6,1.46,6.66903092059445,4.24750855911119,3.27681408528917,3.35561431179625,3.4409567855983,0.967268419226048,0.61601900174985,1.25788289104929,0.73937855468894,-40.406952355,0.995441585165528,0.410958904109589
6.61867860400526E-08,-0.000221877922247146,0.00882657351982297,29.0724431139432,150,0.74,0.95,1.35,5.6265870646441,3.68091887787094,3.17567222865791,3.22692761512615,3.01936041609552,0.327409376168137,1.19069310177434,0.907574467729298,0.291161464192059,-32.6693974133333,0.642544857686906,0.703703703703704
7.5028862816059E-08,-0.00023937473865123,-0.0017620037512988,26.9643145807369,63,0.74,1.19,1.35,7.29511216565533,3.42885512404814,1.91149631847679,2.61377850458427,2.88177736279831,0,0.113330855980372,0.163870222844839,0.107116815104568,-36.17090159,0.581831957747986,0.881481481481481
7.14007206577176E-08,-0.000233587975660897,0.0077548620403108,26.6088060195381,66,1.7,0.49,1.35,8.7763515247503,3.22070411246618,2.99599330511681,2.98183682830141,3.14716098245357,0.050159024874806,0.790081984915022,0.98778449859335,0.582494363660654,-31.72019175,1.17210634924944,0.362962962962963
9.18423500069739E-08,-0.000270098652442555,-0.0447152536876522,24.0013656623184,57.27,1.7,0.95,1.35,6.4867328234981,3.8428500806453,2.86627703531448,1.84051398783701,2.83715151487123,0,5.04218667223275E-12,4.12242127806061E-12,2.03864665805383E-12,-20.75735856,0.937685079399552,0.703703703703704
6.48691027138969E-08,-0.000220901207171312,0.016973646463804,28.4659383076556,177.47,1.075,0.64,1.35,5.50276438822843,3.14224266136581,2.96912971604719,2.94938129216235,3.24280220060231,0.054070085031967,0.814031817530132,0.930268801131471,0.679293257790135,-41.454188195,0.861675348933355,0.474074074074074
5.97285312024693E-08,-0.000205822344343838,0.00746129458442837,32.9844579025113,181.17,1.075,0.62,1.46,7.87984041334493,3.41997060445229,2.74882403775597,2.52939223004245,3.04767788118608,0.105719408774741,0.582836765291173,0.820555296675862,0.331927271655625,-44.84656275,0.861786389571105,0.424657534246575
