   -0.2220941476E-01    0.2359634231E-01    0.2851934130E+00    0.2377919295E-01    0.3990064766E-01   -0.3990064766E-01    0.1620580278E+00    0.5946031008E-02    0.1485709619E+00    0.2910020744E-01    0.1008510399E-01    0.5886956656E-01    0.1299447412E-02    0.5278910774E-02    0.2634207539E-02    0.1327476467E+00    0.7785408173E-03    0.1568546685E-01    0.7873350716E-03    0.0000000000E+00    0.1570051167E+00    0.2990845920E-01    0.2999366103E+00    0.1775397443E-02    0.3033246393E+00    0.6283254083E-05    0.1987022086E-02    0.5219947207E-02   -0.2795501520E-02    0.6961753221E+00    0.8446020610E-02    0.2203506194E+00    0.0000000000E+00    0.3540102508E+00    0.7475757151E+00    0.2384040130E-01    0.2513918764E+01    0.1401491102E-01    0.1756959382E+01    0.1056469040E-02    0.8253455961E+00
   -0.5691640484E-01    0.2662040917E-01    0.1285466340E+01    0.2818408658E-01    0.1008142329E+01    0.1008142329E+01    0.5222464962E-01    0.7759621034E-01    0.4270218242E-01    0.7881096745E-02    0.1379800046E+00    0.2487972254E-01    0.4536758647E-04    0.4593139988E-02    0.6186065939E-03    0.2828730919E-01    0.0000000000E+00    0.6701919965E-02    0.1277840345E+01    0.4861378940E-01    0.1096047631E+00    0.8875727697E-02    0.0000000000E+00    0.1452856432E+01    0.1401899536E+01    0.1693032184E-08    0.2193214631E+01    0.0000000000E+00   -0.4723625786E-03    0.5826335127E+00    0.3350959983E-02    0.3341883822E+01    0.2052155321E-01    0.3615478120E+01    0.2415504770E+01    0.8243291868E-02    0.1000000000E+01    0.4439568928E-02    0.1000000000E+01    0.3096366076E-05   -0.2544204347E-01
   -0.2676837753E-01    0.2326788660E-01    0.1250706762E+00    0.1282477223E-01    0.1206052858E+00    0.1206052858E+00    0.6652975159E-01    0.1540474833E-01    0.4616914836E-01    0.2228606316E-01    0.2010828104E-01    0.2034754655E-01    0.4337263205E-04    0.5789750597E-02    0.8071981677E-03    0.2941999935E-01    0.7152682256E-01    0.1565210075E-01    0.8045451619E-01    0.3406171345E-02    0.1115609578E+00    0.1473878250E-01    0.4407173897E+00    0.1163271360E+00    0.4957259821E+00    0.2817908552E-07    0.1825535322E+00    0.5147286731E-02   -0.1061582189E-01    0.0000000000E+00    0.1023406588E-01    0.3080433260E-01    0.1917619214E-02    0.1457700446E+00    0.9708548046E+00    0.1313710494E-01    0.1000000000E+01    0.9973863723E-02    0.0000000000E+00    0.2303475189E-04    0.9936221143E-01
    0.5027700222E-01    0.6189824016E-01    0.3332900208E+00    0.3411701480E-01   -0.1129554961E+00   -0.1129554961E+00    0.1140193940E+00    0.1180492730E+00    0.1228211690E+00    0.2393850704E-01    0.4333898242E-01    0.7377129121E-01    0.1112842847E-02    0.2099109965E-01    0.5712456339E-02    0.1110307439E+00    0.0000000000E+00    0.8286406281E-02    0.0000000000E+00    0.1821310166E-01    0.2052577447E+00    0.4628279909E-01    0.3869506866E+00    0.0000000000E+00    0.5931862662E+00    0.2480729269E-04    0.0000000000E+00    0.1369303520E-01   -0.7721926695E-02    0.9875905583E+00    0.2868371405E-02    0.2764126974E+00    0.3854414619E-02    0.3901673442E+00    0.1434256233E+01    0.5321034176E-01    0.2288461538E+01    0.7490938741E-02    0.1644230769E+01    0.1457962196E-02   -0.4676730546E-01
   -0.9159190143E-01    0.2662040917E-01    0.1783958046E+01    0.2818408658E-01    0.1008142329E+01    0.1008142329E+01    0.5222464962E-01    0.1237166070E+00    0.4270218242E-01    0.7881096745E-02    0.6331022565E-01    0.2419563793E-01    0.4412017434E-04    0.4466848532E-02    0.6186065939E-03    0.2844659363E-01    0.0000000000E+00    0.6701919965E-02    0.1242705270E+01    0.1661127553E-01    0.6135485961E-01    0.8875727697E-02    0.0000000000E+00    0.1461037395E+01    0.1325867058E+01    0.1373910545E-08    0.2193214631E+01    0.0000000000E+00   -0.1651825444E-02    0.5666136146E+00    0.3350959983E-02    0.2724594357E+00    0.7012190961E-02    0.5460537339E+00    0.3851764827E+01    0.8081139841E-02    0.1000000000E+01    0.4464567922E-02    0.1000000000E+01    0.6571612388E-05   -0.4321479351E-01
   -0.2263075202E-01    0.1740681035E-01    0.3189185330E+01    0.9594269642E-02    0.4370556458E+00    0.4370556458E+00    0.1540809575E+00    0.1147379387E+00    0.3453934702E-01    0.2022764375E-01    0.1583252699E+00    0.1792233207E-01    0.2138074162E-04    0.5099672952E-02    0.4517567868E-03    0.2407417329E-01    0.5214483616E+00    0.1381067714E-01    0.6905784343E+00    0.1155941849E+00    0.4088583203E-01    0.1072432252E-01    0.1606390786E+01    0.9276195106E+00    0.2127418390E+01    0.7312400530E-05    0.1330860744E+01    0.3850708295E-02   -0.9607105748E-02    0.1087494698E+01    0.7967698347E-02    0.4246727910E+01    0.8699005572E-01    0.4793364238E+01    0.3996792150E+01    0.2090485849E-01    0.5191570227E+01    0.9626141296E-02    0.2095785113E+01    0.3650312378E-04   -0.1353650896E-01
   -0.1032940510E+00    0.0000000000E+00    0.2868202691E+00    0.0000000000E+00    0.3308906934E+00    0.3308906934E+00    0.0000000000E+00    0.2020681163E-01    0.0000000000E+00    0.2717189886E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.3028635738E+00    0.2405069007E-01    0.1894236137E+00    0.3085092686E-01    0.7950017497E-01    0.0000000000E+00    0.5870377111E+00    0.2942809493E+00    0.3671580679E+00    0.0000000000E+00    0.3226770787E+00    0.0000000000E+00   -0.1898484762E-01    0.0000000000E+00    0.1572545120E-01    0.5703075483E+00    0.1247309287E-01    0.6486871473E+00    0.5624836129E+00    0.0000000000E+00    0.1000000000E+01    0.2193418861E-01    0.0000000000E+00    0.0000000000E+00    0.1569371681E+00
    0.6931077931E-01    0.1955651119E-01    0.3962088261E+00    0.2159216083E-01    0.1383470238E+01    0.1383470238E+01    0.2642688156E-01    0.2815305405E-01    0.4665482483E-01    0.0000000000E+00    0.1078290294E+00    0.3691700913E-01    0.8035624521E-04    0.8765378651E-02    0.6866930020E-03    0.4365173405E-01    0.4998124297E+00    0.0000000000E+00    0.3954913580E+00    0.2028634237E-02    0.2427891025E+00    0.1271567724E-01    0.7912795571E+00    0.4676403637E+00    0.6261233375E+00    0.0000000000E+00    0.4998124297E+00    0.1107747391E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.1036036036E+00    0.0000000000E+00    0.1036036036E+00    0.1153000120E+01    0.1637346991E-01    0.1000000000E+01    0.0000000000E+00    0.0000000000E+00    0.7752732985E-04    0.0000000000E+00
    0.9910683844E-01    0.3282144089E-01    0.4293794821E+01    0.1809049145E-01    0.1308133619E+00    0.1308133619E+00    0.4976799620E+00    0.4566973909E+00    0.6512572456E-01    0.2221650188E-01    0.9974993118E-01    0.3765513969E-01    0.1597090032E-03    0.1071450393E-01    0.1606133263E-02    0.5321121581E-01    0.3958956994E+00    0.1381067714E-01    0.5842164571E+00    0.2133531822E+00    0.2677115486E+00    0.2171802393E-01    0.3066233639E+01    0.8255677242E+00    0.4524788110E+01    0.5510008496E-06    0.1010420367E+01    0.7260709580E-02   -0.1230940164E-01    0.2488042149E+01    0.7967698347E-02    0.4836015375E+01    0.8515189193E-01    0.5772415002E+01    0.1214208702E+02    0.3064629521E-01    0.9606291149E+01    0.1128406519E-01    0.4303145574E+01    0.2243142202E-03   -0.4732370136E-01
    0.1275597683E+00    0.2326788660E-01    0.7224686930E+00    0.1282477223E-01    0.4676798742E+00    0.4676798742E+00    0.8797256332E-01    0.4450593392E-02    0.4616914836E-01    0.2003882525E-01    0.1218069099E+00    0.1792224358E-01    0.3820287986E-04    0.5099647773E-02    0.8071981677E-03    0.3197466554E-01    0.2351277267E+00    0.1381067714E-01    0.2329515822E+00    0.3771344591E-01    0.9224547010E-01    0.1473878250E-01    0.5133007000E+00    0.4156035987E+00    0.5085500204E+00    0.5232545418E-08    0.6001021086E+00    0.5147286731E-02   -0.1230940164E-01    0.1251141249E+00    0.7967698347E-02    0.1205828290E+01    0.2123205827E-01    0.1439313313E+01    0.7925740530E+00    0.2172587499E-01    0.1644608201E+01    0.9564650809E-02    0.3223041004E+00    0.7991985601E-04    0.3439192091E+00
