Name,X_EA,X_Rvdw,X_Z,mean_A2B,X_G,X_IEII,mean_X2X,A_Rvdw,A_ChiA,A_IEI,B_Z,B_Hf,B_Ra,mean_A2X,std_B2X,OF,A_EA,std_A2X,B_Rho,E_coh,A_ChiP,B_CvM,B_MP,B_Rc,TF,B_Rvdw,A_MP,std_X2X,A_Kappa,X_MV
AlBiO3,-0.4490500668675767,-0.15893609704876788,-0.36220405714056436,-0.9303292421635466,0.1875186870247729,0.5713558484042306,0.4748268634320361,-1.5179158956416772,2.8320957871252754,0.8492769934426458,1.4518059747588838,-0.4267956449833793,0.748870175543916,-0.4149756705139152,0.38606349872618695,-0.640492302331146,0.29015973321177085,1.685227819887046,0.2123579609237968,-5.699699148339683,2.1891108443651186,-0.5890269308599383,-0.8763832949270711,0.2990699421589671,-0.18063213073678663,0.13407615606579815,0.5387772185931886,1.738662742311038,3.0627026582967307,0.3591888364420176
BaHfO3,-0.4490500668675767,-0.15893609704876788,-0.36220405714056436,-0.36941974533282274,0.1875186870247729,0.5713558484042306,-0.8470350827048564,-0.031411258697335666,0.013949732969792905,0.17785060411310089,1.035788632594176,0.3350026010745977,0.5356687020794559,-0.6060703447521631,-1.1221536505463567,0.06358509297014818,-1.314734030181664,-0.9990721113509434,0.7939644081675696,-1.2151697631492056,-0.35359503656714303,-0.5522167188634416,0.9718766467275072,1.5225378873547426,0.31374990954118626,1.051816689564322,0.660890883587452,-1.1928947500599572,-0.9832997880948108,0.3591888364420176
BaLiF3,1.4123489357201058,-0.4466032410284384,-0.26625596253379236,-0.6362155695713592,0.4554025256315916,0.5426881507425069,-1.1182576087331668,-0.031411258697335666,0.013949732969792905,0.17785060411310089,-1.5737746955299001,-0.8104874917924983,0.10926575515053574,-0.8771903804860146,-1.1221536505463567,0.41942009453098034,-1.314734030181664,-0.9990721113509434,-1.3108577911353194,0.1282058644004702,-0.35359503656714303,5.200215501316378,-0.9618521261401046,-0.6072026098379036,0.20874138851933308,-1.2998934275256429,0.660890883587452,-1.1928947500599572,-0.9832997880948108,-1.653641031634246
BaLiH3,-1.127913232517202,-2.5753401064779977,-1.0338407193879684,-0.676717434897744,-3.8307388920775076,,-1.1594314848762153,-0.031411258697335666,0.013949732969792905,0.17785060411310089,-1.5737746955299001,-0.8104874917924983,0.10926575515053574,-0.9183486977344841,-1.1221536505463567,0.3823541994142509,-1.314734030181664,-0.9990721113509434,-1.3108577911353194,0.9666994870546702,-0.35359503656714303,5.200215501316378,-0.9618521261401046,-0.6072026098379036,0.19378207407208675,-1.2998934275256429,0.660890883587452,-1.1928947500599572,-0.9832997880948108,-1.581754250631522
BaSeO3,-0.4490500668675767,-0.15893609704876788,-0.36220405714056436,-0.25688388856087796,0.1875186870247729,0.5713558484042306,-0.0025960969421910604,-0.031411258697335666,0.013949732969792905,0.17785060411310089,-0.40136218579299643,-0.6358239197809452,-1.1699430856362238,-0.7622682800387369,0.7913629763451508,-0.7813077813914052,-1.314734030181664,-0.699702008812623,-0.6050215248485423,-0.2492460930936852,-0.35359503656714303,-0.2560618314370808,-0.9238712134932368,-0.969711630636652,1.1199337638935496,-0.8410231607763822,0.660890883587452,0.7109803400895165,-0.9832997880948108,0.3591888364420176
BaTiO3,-0.4490500668675767,-0.15893609704876788,-0.36220405714056436,-0.6427051781433981,0.1875186870247729,0.5713558484042306,-0.3878756888972581,-0.031411258697335666,0.013949732969792905,0.17785060411310089,-0.855199286336314,-0.2827100316491875,-0.10393571831392436,-0.8176196486047016,1.0282227202348933,-0.3588613442106287,-1.314734030181664,-0.834523486001273,-0.6564269672111648,-0.7975872865209309,-0.35359503656714303,0.08359603380332162,0.43952200407108555,0.8428334733570896,0.6951923981733793,0.3635112894404291,0.660890883587452,0.4769995592313337,-0.9832997880948108,0.3591888364420176
CaCO3,-0.4490500668675767,-0.15893609704876788,-0.36220405714056436,-0.08766893861560139,0.1875186870247729,0.5713558484042306,-0.5492577999307504,-0.6861811583037719,0.6029884574039308,0.9597716435019001,-1.460315420394071,4.604556583579229,-3.088756346816363,0.5308315437243128,0.8382942173911012,-2.1492295779767767,-1.965685686227057,1.5674970445947736,-1.0254916816094797,-0.7121023953675566,0.034873917464174606,0.39313645286477195,2.191110111501683,-2.9635112450297676,2.0168164798164576,-1.9881988276495357,0.8719696672089804,0.3953974768501866,2.41012161855616,0.3591888364420176
CaSnO3,-0.4490500668675767,-0.15893609704876788,-0.36220405714056436,-0.052343547942318304,0.1875186870247729,0.5713558484042306,-0.5053382927496057,-0.6861811583037719,0.6029884574039308,0.9597716435019001,0.2037539482647604,-0.6140501411561988,0.10926575515053574,0.237680423593461,1.1428420475399559,-0.016880895064285566,-1.965685686227057,1.3271812880185707,-0.19460179111363068,-0.2735563067076899,0.034873917464174606,-0.41334182814938536,-0.9134314091735322,-0.10875270623962474,-0.27079924955825574,0.7076639895023755,0.8719696672089804,-0.4022562299938637,2.41012161855616,0.3591888364420176
CaTcN3,-1.782886785299392,0.01366418933903443,-0.45815215174733637,0.5423399948163858,-0.0803651515820458,-0.48147154715918444,0.3654899736611833,-0.6861811583037719,0.6029884574039308,0.9597716435019001,-0.060984360385508196,0.6232684963456975,-0.3171371917783835,-0.17631021722544396,1.205352304461182,-0.709659983826498,-1.965685686227057,0.6199460566395295,0.4957469380510742,-0.8433022113570441,0.034873917464174606,,0.9002678806356699,0.25375631455912356,0.06288647537213483,0.6503052061587191,0.8719696672089804,1.4497724125414326,2.41012161855616,-0.8890270882416395
CaWN3,-1.782886785299392,0.01366418933903443,-0.45815215174733637,-0.09776162614225656,-0.0803651515820458,-0.48147154715918444,-0.2949859307202157,-0.6861811583037719,0.6029884574039308,0.9597716435019001,1.1114281493513956,1.5235669081776053,-0.3171371917783835,0.2043854051414731,1.0689098107441468,-0.5608530196532306,-1.965685686227057,0.93272411084275,1.772644945455958,-1.0377487872646376,0.034873917464174606,-0.5722950163160762,2.0921769478221712,0.9334607285567766,-0.07014716395993628,0.7650227728460346,0.8719696672089804,0.8275763709757142,2.41012161855616,-0.8890270882416395
