Name,prediction,unscaled_prediction
AlBiO3,0.40012056740138036,30.501287625766828
BaHfO3,-0.5512082465865369,20.27013748754269
BaLiF3,-0.44704111969162597,21.390412096131193
BaLiH3,1.9996706886176554,47.70379132706455
BaSeO3,0.08954519008843675,27.161177174150996
BaTiO3,0.07817441495371469,27.03888916407417
CaCO3,1.9290652791748073,46.944459186632045
CaSnO3,0.2613587582093757,29.008961436944965
CaTcN3,0.8729942763285834,35.58684988491076
CaWN3,0.7946147002311825,34.74390977941633
CdSnO3,0.16955964330914242,28.021699710725137
CsAuBr3,-1.4521013833782774,10.58140231471205
CsAuCl3,-1.2440299167203435,12.819125364362955
CsAuI3,-1.5206475410028482,9.84421658066966
CsAuSe3,-1.2757862091961343,12.477599499303539
CsBeH3,2.8060050933289453,56.37558622585921
CsBiO3,-0.782120660695913,17.786769441925166
CsBrO3,-0.06990316038031352,25.446375741721468
CsCaF3,-0.8509391408119455,17.046654991486093
CsCaH3,1.3832716633361137,41.07467331867154
CsCdCl3,-1.3623098495633386,11.547073332024198
CsCdF3,-0.9878454875003371,15.57428353878826
CsGeCl3,-1.2178246458020254,13.100952275559147
CsIO3,-0.19409133618434282,24.110782986239833
CsMgBr3,-1.3005168829328824,12.211631274332566
CsMgCl3,-1.0516089022060129,14.888534237823741
CsPbF3,-1.1883744259211113,13.417677278286934
CsReO3,0.04797933588265835,26.714153507097162
CsSbO3,-0.4112576757489741,21.77524831895651
CsSnS3,-0.9323774679621479,16.17081927640166
CsSrBr3,-1.4770371042434363,10.313228892205448
CsWO3,0.08101525002117782,27.0694411768649
InBO3,1.7514978955309601,45.03479500428035
InGaO3,0.4935511489666453,31.506095104990266
KCaBr3,-1.3259947295486043,11.937627512340544
KMgF3,-0.38514687436332906,22.056059249181608
KMgH3,2.2643534502835543,50.55034557180753
KNbO3,0.13144620769631388,27.611805385750618
KSbO3,0.20221794184947584,28.37292628003763
KTaO3,-0.31415776006373264,22.819517977540855
KZnF3,-0.6837031440737178,18.84520935669226
LaAlO3,0.5069741912319046,31.65045440401318
LaCoN3,0.9127874904919082,36.014809537347666
LaCrO3,0.2722384902876449,29.125968480902575
LaScO3,0.047193546027891387,26.70570266038359
LiAsO3,0.9819943501235002,36.759100849746424
LiNbO3,0.5099917774217353,31.68290730243194
LiSbO3,0.6191553061035933,32.85691615735201
LiTaO3,0.4315690072414853,30.839502662341037
MgCO3,2.303064503019396,50.96666702315604
MgSiO3,1.3095096681005387,40.28139339625796
MgTiO3,0.7142149486104508,33.87924351701288
NaBiO3,0.042766737413046485,26.65809415435947
NaCdF3,-0.6636803544076812,19.060546224710116
NaCoF3,-0.4822558320790762,21.011692347277922
NaMgF3,-0.23387500564980712,23.682925983102937
NaMnF3,-0.5649184715116817,20.122689657123292
NaNbO3,0.26889288326457006,29.089987853328513
NaSbO3,0.3858944958406383,30.348292076935568
RbAuBr3,-1.4255225221722228,10.86724703580511
RbAuI3,-1.4851784851693814,10.225671688680151
RbBiO3,-0.6737269246620698,18.952499493511063
RbBrO3,0.04147765755097055,26.644230630607076
RbCaH3,1.4265034196017936,41.53961307723845
RbIO3,-0.11148475532018409,24.999182789546214
RbMgF3,-0.47006829191857946,21.142764329293243
RbPbBr3,-1.521891311085703,9.83084034495808
RbPbCl3,-1.3624869017459744,11.545169208616798
RbReO3,0.09289160801574425,27.197166522666578
RbSbO3,-0.2777643931654552,23.210913670908848
RbWO3,0.1137447223669028,27.421433191182487
ReTlO3,0.0034571397384475233,26.235335598360223
ScBO3,1.7683285011076748,45.21580124527789
SrWN3,0.6563852173251838,33.25730854086883
TiCdO3,0.27188818404925286,29.1222010813803
TiPbO3,0.06319340662472683,26.877774580785825
TlCrO3,0.08521451130323499,27.114602504909048
TlIO3,-0.20360083589930156,24.008512227809533
YVO3,0.260310389492588,28.99768666256206
YWN3,0.6507690181114363,33.1969086281182
