   -0.1441635390E-01    0.2645296234E+00    0.6981780290E-01    0.4396632779E-01   -0.7145789085E-01    0.2811154872E+01    0.6981780290E-01   -0.4872511329E+00    0.1056668264E-01   -0.1926879309E+01    0.2610021094E+00    0.4126230722E-02    0.8512696558E-01   -0.6877766618E-01    0.1669054852E-01   -0.1957505638E+00   -0.5231410850E-01    0.5670900871E+00   -0.6050427522E+00   -0.4339881716E+00    0.1821250193E-01
    0.2966270400E-02    0.4554478818E+00    0.1745189025E-01    0.7896559146E+00    0.1082708175E+00    0.4905428300E+00    0.1745189025E-01    0.6590326640E-01    0.2116221311E+00    0.4497660837E+00    0.4858594652E+00    0.2029001117E-02    0.3091253015E-01    0.1907950558E+00    0.8293828819E-02    0.1724809984E+00    0.4763473877E-01    0.7822550796E-01    0.1430019680E+01    0.1430019680E+01    0.6940855953E-02
   -0.1166192800E-02    0.2628141232E+00    0.3445205632E-01    0.2762118978E+00    0.0000000000E+00    0.1441586160E+01    0.3445205632E-01    0.3552763222E+00    0.7700182078E-01    0.1896401767E+01    0.2747051049E+00    0.5451273740E-03    0.0000000000E+00    0.0000000000E+00    0.1768214757E-01   -0.2484749030E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.2033825928E-01
    0.1346161180E-01    0.2628465108E+00    0.3667710084E-01    0.2762118978E+00    0.0000000000E+00    0.2430149587E+00    0.8034591969E-02    0.7580036997E-01    0.7821424373E-01    0.7178272162E+00    0.9415877309E-01    0.5423442682E-03    0.0000000000E+00    0.0000000000E+00    0.1882412775E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.2165178123E-01
   -0.5323631160E-01    0.4788258260E+00    0.2156189987E-01    0.3708788752E+00   -0.2382124269E-01    0.1369998657E+01    0.2156189987E-01   -0.1238745711E+00    0.1862513463E+00   -0.8453993823E+00    0.5458566478E+00    0.3565274252E-02    0.4292322996E-01   -0.4197784254E-01    0.1393890604E-01   -0.1221009687E+00   -0.1048037411E-01    0.5410801841E+00   -0.1796187679E+00   -0.3572137302E+00    0.1361388017E-01
    0.7030197850E-01    0.1087745525E+01    0.2401609127E-01    0.1219240555E+01    0.3385648491E-01    0.6854946578E+00    0.2401609127E-01    0.1369507436E+00    0.3821099847E+00    0.9346395557E+00    0.1195868865E+01    0.7045980178E-02    0.3561884732E-01    0.5966196688E-01    0.1280931252E-01    0.1632773172E+00    0.1489547093E-01    0.5951543395E-01    0.4979812604E+00    0.1155613316E+01    0.1083467493E-01
   -0.1082275500E-01    0.6890208862E-01    0.0000000000E+00    0.0000000000E+00   -0.4951107556E-02    0.2728336701E+00    0.0000000000E+00   -0.1570461082E-01    0.9311245330E-01   -0.4350164340E+00    0.4418117297E-01    0.7041385233E-03    0.5271767777E-01   -0.7433843792E-02    0.0000000000E+00   -0.2341696155E+00   -0.3153147165E-03    0.2194753805E-01   -0.9780128395E-01   -0.8370118930E-01    0.0000000000E+00
   -0.2322132300E-02    0.2320949232E+00    0.5197958895E-01    0.1291660224E+00   -0.4544108530E-01    0.1877187657E+01    0.5197958895E-01   -0.2218238770E-01    0.3664717932E-01   -0.6144503232E+00    0.8384438946E-01    0.1257006283E-02    0.7004164633E-01   -0.6822754828E-01    0.2416097807E-01   -0.2065959685E+00   -0.2893947014E-02    0.4283334027E+00   -0.1225445173E+01   -0.1219855520E+01    0.2533660448E-01
    0.2394616630E-01    0.2842338441E+00    0.0000000000E+00    0.6987882070E+00    0.0000000000E+00    0.4425307215E+00    0.0000000000E+00    0.0000000000E+00    0.1585716913E+00   -0.1561030048E-02    0.2776786061E+00    0.3461430515E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00   -0.4331455777E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1623701510E-01    0.7215308526E+00    0.0000000000E+00    0.7273582029E+00    0.0000000000E+00    0.6534434871E+00    0.0000000000E+00    0.0000000000E+00    0.1886598311E+00    0.1433754984E-01    0.6146022235E+00    0.3490346463E-02    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00   -0.2215997175E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
   -0.5390815750E-01    0.2215161664E+00    0.1005362072E+00    0.1182094633E+00   -0.5219703806E-01    0.2007243480E+01    0.1005362072E+00    0.0000000000E+00    0.3431917019E-01   -0.5553825532E+00    0.9172886331E-01    0.1170615866E-02    0.7275773350E-01   -0.5331309315E-01    0.2509789669E-01   -0.2643916454E+00    0.0000000000E+00    0.3833566804E+00   -0.7820140638E+00   -0.7704295319E+00    0.2631911174E-01
   -0.2001852936E-01    0.1572920301E+00    0.5579948962E-01    0.2958086850E+00   -0.4096584214E+00    0.1486875953E+01    0.6227462518E-01   -0.7525277705E+00    0.3364599677E-01   -0.1796070301E+01    0.1257263128E+00    0.4725016634E-03    0.1118529777E+00   -0.1029429963E+01    0.3384410125E-01   -0.5747601264E+00   -0.7858903244E+00    0.4088870639E+00   -0.1287117013E+01   -0.1631180497E+01    0.3370219747E-01
   -0.4526074670E-02    0.1848406245E+00    0.5211545561E-01    0.3067715348E+00   -0.6085521457E+00    0.1414633878E+01    0.8835548329E-01   -0.9257869121E+00    0.2099434106E-02   -0.2138466032E+01    0.1138334025E+00    0.5799491218E-03    0.9455787154E-01   -0.1529229671E+01    0.3160962167E-01   -0.6106990467E+00   -0.1167448826E+01    0.4621964526E+00   -0.1494219855E+01   -0.2008372184E+01    0.3147708676E-01
    0.2650249772E-01    0.1536638914E+00    0.4618106408E-01    0.2961521619E+00   -0.2535421410E+00    0.1541255347E+01    0.4618106408E-01   -0.6539859282E+00    0.3626907477E-01   -0.1632719052E+01    0.1536638914E+00    0.4486993745E-03    0.1073879394E+00   -0.6371256228E+00    0.2801023126E-01   -0.4567432817E+00   -0.4863962389E+00    0.2778222972E+00   -0.1085716257E+01   -0.1335585204E+01    0.2789278812E-01
   -0.8497772741E-01    0.7220646555E-01    0.1304471851E+00    0.1815520494E+00   -0.7869366533E-01    0.2082776222E+01    0.1304471851E+00   -0.6229013836E+00    0.1811766503E-02   -0.1949082751E+01    0.8202293578E-01    0.3313525273E-03    0.2648717362E+00   -0.1853898565E+00    0.7912021722E-01   -0.8237402311E+00   -0.1509662366E+00    0.9530467267E+00   -0.9626936643E+00   -0.9907661076E+00    0.7878847675E-01
    0.2328895500E-01    0.7779847500E+00    0.4273021323E-03    0.1173313012E+01   -0.2183559192E-03    0.9791709105E+00    0.1083535321E-03   -0.6807652344E-01    0.9128497016E-01   -0.4430051511E+00    0.1619985888E+00    0.1103729144E-03    0.3467395886E-01    0.0000000000E+00    0.3264447005E-03    0.0000000000E+00   -0.4188948529E-03    0.1053059277E-01   -0.1065578246E-02   -0.1233185886E-01    0.3611972132E-03
   -0.6199144790E-01    0.2471850013E+00    0.1588258574E-01    0.3937622503E+00   -0.3487769998E-01    0.1026940374E+01    0.1588258574E-01   -0.3820471052E+00    0.9767327777E-01   -0.1475515172E+01    0.2305980668E+00    0.1524686412E-02    0.2068217793E-01   -0.8216635692E-01    0.7947962290E-02   -0.1638537649E+00   -0.6690951660E-01    0.2104843909E+00   -0.2395726496E+00   -0.2395726496E+00    0.8672709493E-02
   -0.1498033000E-02    0.8806222906E+00    0.2677387527E-02    0.5660652819E+00   -0.3900042180E-02    0.1244486413E+01    0.2582457027E-02   -0.2477100240E+00    0.1432712648E+00   -0.9566880466E+00    0.6705137620E+00    0.0000000000E+00    0.7284632801E-02   -0.9187883892E-02    0.1893993702E-02   -0.2560009129E+00   -0.7481856234E-02    0.5901964205E-02   -0.3810058621E-01   -0.8349464797E-01    0.1849829766E-02
    0.5959909920E-01    0.2983159878E+00    0.3168753555E-01    0.7303579253E+00    0.7016010303E-01    0.3496684333E+00    0.2056626079E-01    0.3349461762E+00    0.1880255970E+00    0.7956012264E+00    0.1887230546E+00    0.1244496194E-02    0.1163853960E-01    0.1763052058E+00    0.1359591741E-01    0.2558155302E+00    0.1345954172E+00    0.6001104958E-02    0.9559566957E-01    0.9559566957E-01    0.1367524507E-01
   -0.3585727560E-01    0.2936247407E+00    0.8961284676E-01    0.7303579253E+00    0.2151049151E-03    0.5257605442E+00    0.7904107112E-01    0.6561487061E-01    0.1869999565E+00    0.4269860474E+00    0.1806501790E+00    0.1240697073E-02    0.3334809811E-01    0.0000000000E+00    0.3844946734E-01    0.0000000000E+00    0.4126581139E-03    0.1813183967E-01    0.0000000000E+00    0.0000000000E+00    0.3867380719E-01
    0.5081059730E-02    0.8483724670E-01    0.8458193773E-01    0.2755774837E+00   -0.3216408951E+00    0.1366707504E+01    0.8458193773E-01   -0.5371732006E+00    0.7664492223E-01   -0.1240811063E+01    0.1035658747E+00    0.4867717255E-04    0.9486521599E-01   -0.8082508685E+00    0.4398614016E-01   -0.4624004003E+00   -0.6170371564E+00    0.5424597033E+00   -0.7610639046E+00   -0.7610639046E+00    0.4776495303E-01
   -0.4250520000E-01    0.9517638827E-02    0.9741117959E-01    0.2755774837E+00   -0.7581075545E+00    0.9207272882E+00    0.9741117959E-01   -0.7758924837E+00    0.4766001232E-01   -0.1842985696E+01    0.6206257660E-01    0.5367679020E-04    0.7339565362E-01   -0.1905047208E+01    0.5065788174E-01   -0.3995582018E+00   -0.1454356510E+01    0.3013683429E+00   -0.2358394273E+01   -0.2358394273E+01    0.5500985840E-01
   -0.4425963745E-01    0.4653060472E-01    0.6253598737E-01    0.1283710559E+00   -0.1216297421E+00    0.1735713192E+01    0.8192543410E-01   -0.1011928332E+01    0.4066111920E-01   -0.2337443247E+01    0.1062477911E+00    0.8084224362E-04    0.1250181954E+00   -0.3056431760E+00    0.4096283802E-01   -0.6251963602E+00   -0.2333349750E+00    0.2043679567E+00   -0.3436103207E+00   -0.4321359926E+00    0.4320664444E-01
    0.5355677010E-01    0.5887934784E+00    0.9742635533E-02    0.5240187042E+00   -0.1074323302E-01    0.1076242763E+01    0.9742635533E-02   -0.1778753105E-01    0.2086062121E+00   -0.6869773799E-01    0.4720447431E+00    0.3354417730E-02    0.9219161676E-02   -0.2530936155E-01    0.5686245174E-02   -0.1837120245E+00   -0.2060986041E-01    0.2435797008E-01   -0.8342507055E-01   -0.1349851849E+00    0.5737937958E-02
    0.1191382379E-01    0.5437368285E+00    0.7112174483E-01    0.6816900084E+00   -0.1705006224E-01    0.1264987338E+01    0.7112174483E-01   -0.1347482003E+00    0.1430813756E-01   -0.3216057268E+00    0.5371928807E+00    0.3603306710E-02    0.1026874312E+00   -0.4284507295E-01    0.3843653768E-01   -0.2496307324E+00   -0.3270890636E-01    0.2365300436E-01   -0.3504360193E-01   -0.3237637535E-01    0.4118914032E-01
    0.3223240060E-01    0.5449420836E+00    0.9006903583E-01    0.6793311446E+00   -0.2374774248E-01    0.1205446502E+01    0.9006903583E-01   -0.4845027286E-03    0.1250527649E-01   -0.1119148061E-02    0.5161873976E+00    0.3754878905E-02    0.1158680527E+00   -0.5967566245E-01    0.4867627892E-01   -0.2728039182E+00   -0.4555776244E-01    0.3002997618E-01   -0.3600466325E-01   -0.3281246434E-01    0.5216219265E-01
   -0.3963508390E-01    0.3646971791E-01    0.1517552439E+00    0.3108701248E+00   -0.5393381437E+00    0.5942080927E+00    0.2412378179E-01    0.2768146126E-01    0.3733282305E-01    0.6575207031E-01    0.6505588398E-01    0.2193756375E-02    0.1403378176E+00   -0.1355301921E+01    0.6511240858E-01   -0.3499414598E+00   -0.1034668413E+01    0.1163180624E+01   -0.6935998611E+00   -0.5375903156E+00    0.8427065405E-01
   -0.2874029870E-01    0.1939131740E+00    0.3654473698E-01    0.3814815948E+00   -0.1254728183E+00    0.1093927083E+01    0.3654473698E-01    0.4847906656E-01    0.8088620999E-01    0.1872324048E+00    0.2439050527E+00    0.2027839461E-02    0.1085711159E+00   -0.2955941585E+00    0.2216550343E-01   -0.2039379845E+00   -0.2407075474E+00    0.4203332337E+00   -0.1134906231E+01   -0.1134906231E+01    0.1945852116E-01
   -0.7550334800E-01    0.1551726178E+00    0.3048283054E-01    0.2687671138E+00   -0.1819263649E-01    0.1417267963E+01    0.3048283054E-01   -0.2460396802E+00    0.6418569020E-01   -0.9502369633E+00    0.1756763356E+00    0.6014958320E-03    0.5792107434E-01   -0.4285898051E-01    0.1711988263E-01   -0.2298417030E+00   -0.3490082529E-01    0.2290228283E+00   -0.1507643753E+00   -0.1507643753E+00    0.1795290297E-01
   -0.1446109700E-02    0.2193694513E+00    0.4321813152E-01    0.3316701078E+00   -0.3946322654E-01    0.1561284413E+01    0.4321813152E-01   -0.2219238740E+00    0.6846159365E-01   -0.6839495918E+00    0.2791204444E+00    0.1093257279E-02    0.1077058767E+00   -0.9296913384E-01    0.2427233056E-01   -0.5344573788E+00   -0.7570640876E-01    0.9072917287E+00   -0.3378995169E+00   -0.4425458892E+00    0.2545337516E-01
    0.3306794489E-01    0.7774485773E+00    0.3836098870E-01    0.5620393855E+00    0.2206356183E+00    0.3785888150E+00    0.3836098870E-01    0.5538575974E+00    0.2605510938E+00    0.1321900959E+01    0.7931710466E+00    0.1213657802E-01    0.3429211632E-01    0.5544348770E+00    0.1411221908E-01    0.9285714284E-01    0.4232682367E+00    0.5668652294E-01    0.7841383218E+00    0.5600532241E+00    0.1411221908E-01
