Name,desc1,desc2,desc3,desc4,desc5,desc6,desc7,ZPE,unscaled_ZPE
AlBiO3,3.1822470328376857,0.8160750086419413,-0.4872511328646548,0.3243692579474131,0.0,-0.0009291337880498288,-3.0165401141265966,0.5028806095335621,29.854843165356137
BaHfO3,3.7178147181301515,0.4572457864490204,0.06590326640132024,0.009052201105036017,0.07577932075771007,-0.006506840273201983,-0.2125760948342284,0.3364220179108379,21.70965425229146
BaLiF3,3.662395424689902,0.48438793606508224,0.3552763221581884,0.3418536585620606,32.23580120634534,-0.00046465084247956456,-0.2205153166387805,0.32208442488062916,21.00808395392936
BaLiH3,1.9626089540840943,0.3605505914167332,0.0758003699944775,0.12535822029764798,26.000012093616412,-0.00045914922521937684,-0.1977783501800029,0.876420960699176,48.133002900074736
BaSeO3,3.010722182373971,0.18430132203213,-0.12387457130807647,0.3109610199327193,99.51275982171559,5.9134856060876985e-05,1.1203248605874212,0.4194310135748329,25.771468932902422
BaTiO3,3.395209445110724,0.4140073465987066,0.13695074362075643,0.014155755736792397,1.5903553581408572,0.0002716039479022054,1.513043472429213,0.4561146828128939,27.566482413766188
CaCO3,2.3699013823419213,1.0220906371453875,-0.015704610819652128,0.20442937747839762,0.0,-0.007523956514148437,0.4703645653323724,0.8514118050582641,46.909249321087614
CaSnO3,3.237033954305162,0.7156866334955296,-0.022182387698836202,0.6419587090132373,-2.465084773978247,0.0006714960993252924,-0.1998272548122968,0.4695763664391255,28.225192517910774
CaTcN3,2.991656037350685,0.7979769842116966,-0.0,0.019450889676769112,,-0.00355394237464227,-0.238482265724224,,
CaWN3,3.02715175487127,0.868298439811324,0.0,0.48931173592041755,0.3024799382147778,0.007964581000910614,-3.2993034651785735,0.5846720111055094,33.85707826042286
CdSnO3,3.2215638839258363,0.7767345475205291,-0.0,0.7242225330611545,-7.959914174133018,0.001216852522181956,-0.6631083328504719,0.47927613947241654,28.699823974297676
CsAuBr3,4.357219938801451,0.34886922055848685,-0.7525277702359475,0.1198771177282365,0.004341905837400055,-0.0,-5.301220042658059,0.03674082908079357,7.045587514030713
CsAuCl3,4.257701848513759,0.43307387936634445,-0.9257869119420068,0.1396091601539512,0.00691858780624626,-0.0,0.15158478966118946,0.09308993679098476,9.802874614130625
CsAuI3,4.523034285998916,0.21961604633104376,-0.6539859282251241,0.22828698449587947,0.002351799104080041,-0.0,4.85464169103245,-0.008889831993308173,4.8127778341376475
CsAuSe3,3.8848933244470167,0.06037539950540127,-0.6229013835519976,0.728835819584402,-0.012452486012564568,-0.0,-2.320686430932652,0.08423155267156357,9.369414187643828
CsBeH3,1.711150091797175,0.5694269374977281,-0.06807652343287869,0.1581731131988402,-0.665351834758353,0.0,-0.9833153057993762,0.9999201849531361,54.176094472334086
CsBiO3,3.887884991233581,0.720200075321809,-0.38204710445553713,0.6001527163947984,0.0,-0.0,1.565179121468726,0.24422851150195335,17.198421044454506
CsBrO3,3.3991031465084465,0.40092764173077766,-0.2477100241641701,0.2647477336256785,-1.2270468126941936,0.0,-2.3655835251053117,0.3850224392903323,24.087780905481818
CsCaF3,4.394851802593388,0.9716351167073956,0.3349461763378968,0.055772672086670694,1.4010118711124824,-0.0,0.39844022742041424,0.22577723171330244,16.29555890858469
CsCaH3,2.3753239783414335,0.6056537525914387,0.06561487061954788,0.6037399890322412,1.6683668586677027,-0.0,0.41757921691135885,0.7426453702998453,41.5870658887312
CsCdCl3,4.4390392946810815,0.5509320704912225,-0.5371732008101195,0.027695957158203832,0.3034564760252778,-0.0,-4.641852406449904,0.07163577170149371,8.753074625301897
CsCdF3,4.072437162691666,0.7608495807525707,-0.7758924838648071,0.3464763358580163,2.1303941930639887,-0.0,1.344562016688676,0.19736245216077664,14.905160581155767
CsGeCl3,4.127659229740125,0.2961344315606574,-1.0119283324066253,0.15591248346061304,0.13858510023505344,-0.0,-2.485458391393968,0.09453139248053244,9.873408245268081
