Name,prediction,unscaled_prediction
AlBiO3,-0.6916994441923237,6.156454434969763e-08
BaHfO3,-0.3602651481589447,7.075703947206902e-08
BaLiF3,0.23348797673101274,8.722507784276925e-08
BaLiH3,-1.647410246492015,3.505742968570165e-08
BaSeO3,-0.040648095502604065,7.962177746911154e-08
BaTiO3,-0.37641314106258505,7.030916685363651e-08
CaCO3,-1.08532096674314,5.0647255555467434e-08
CaSnO3,-0.5823681464418371,6.459690229612049e-08
CaTcN3,-0.8578366697019248,5.695664573021524e-08
CaWN3,-0.7769078924675199,5.9201245637014943e-08
CdSnO3,-0.4154999367948733,6.922507512439073e-08
CsAuBr3,1.8469776290268811,1.3197601622252204e-07
CsAuCl3,1.499778023157944,1.223462623870347e-07
CsAuI3,2.032834665452029,1.3713085361033574e-07
CsAuSe3,1.424225330665081,1.2025077086568437e-07
CsBeH3,-0.893970780059604,5.595444819909207e-08
CsBiO3,0.7377680166403735,1.0121153567967699e-07
CsBrO3,0.34572743758862146,9.033809514007169e-08
CsCaF3,0.78602840489215,1.025500615622354e-07
CsCaH3,-0.8908743661393572,5.604032877994737e-08
CsCdCl3,1.6585224252455504,1.2674911737023513e-07
CsCdF3,1.0410315296984294,1.096227001184309e-07
CsGeCl3,1.503160922638358,1.224400887874566e-07
CsIO3,0.4084383539621683,9.207741361067804e-08
CsMgBr3,1.5733170724952572,1.2438590451347596e-07
CsMgCl3,1.1723884474080677,1.1326594959438127e-07
CsPbF3,1.2371545501314642,1.1506226968106256e-07
CsReO3,-0.34869660229050226,7.107789884824497e-08
CsSbO3,0.2503729763620015,8.769339170951971e-08
CsSnS3,1.003907123426714,1.0859303623736015e-07
CsSrBr3,1.8922058361935115,1.3323044305386897e-07
CsWO3,-0.3773217165346665,7.028396706081069e-08
InBO3,-1.3020250032094935,4.463686127202694e-08
InGaO3,-0.7312072598917467,6.046877542216359e-08
KCaBr3,1.5990765941714784,1.2510035766511793e-07
KMgF3,0.15318868394005847,8.499793700024045e-08
KMgH3,-1.541438609025505,3.799660578237964e-08
KNbO3,-0.4383131075558566,6.85923404814887e-08
KSbO3,-0.48115364835376795,6.740413676498227e-08
KTaO3,-0.6882576713563822,6.16600036319305e-08
KZnF3,0.503652121954886,9.47182148443787e-08
LaAlO3,-0.7568795854528361,5.975674069816364e-08
LaCoN3,-0.5243676914713973,6.620557377578352e-08
LaCrO3,-0.4903060502026051,6.715029034546465e-08
LaScO3,-0.36126904746221555,7.072919582535196e-08
LiAsO3,-1.2940615515320246,4.485773156691942e-08
LiNbO3,-0.8939918140305139,5.595386481144238e-08
LiSbO3,-1.0254032864861813,5.230910223246441e-08
LiTaO3,-0.8108807958346347,5.8258990257192855e-08
MgCO3,-1.4937345550702048,3.931970145639303e-08
MgSiO3,-1.5462273391818258,3.7863787968619354e-08
MgTiO3,-1.0973713228278967,5.031303293319298e-08
NaBiO3,-0.27629447950634756,7.30860077509991e-08
NaCdF3,0.45612985854172905,9.340016122151073e-08
NaCoF3,0.32066000048368437,8.964283729839595e-08
NaMgF3,-0.08916709654057797,7.827607883224207e-08
NaMnF3,0.39166026337467486,9.161206491944693e-08
NaNbO3,-0.6073011532016181,6.390537294696026e-08
NaSbO3,-0.6645851237122002,6.231657352031445e-08
RbAuBr3,1.7691485477984799,1.2981738792685927e-07
RbAuI3,1.974130510293591,1.3550266465579699e-07
RbBiO3,0.5743279946745616,9.667844534261154e-08
RbBrO3,0.17143773347362412,8.550408346979086e-08
RbCaH3,-0.9684728853100353,5.388809523768335e-08
RbIO3,0.31425897528514213,8.946530167936076e-08
RbMgF3,0.2973377891080844,8.899598416074864e-08
RbPbBr3,1.9850525245120423,1.3580559215494593e-07
RbPbCl3,1.6921553666740436,1.2768194373652431e-07
RbReO3,-0.5379145471991507,6.582984499125151e-08
RbSbO3,0.028903224994138554,8.155081795186353e-08
RbWO3,-0.5624183984647146,6.51502184832714e-08
ReTlO3,-0.23618292871849178,7.419852157162974e-08
ScBO3,-1.4174714030792614,4.1434897925447675e-08
SrWN3,-0.6068571131782221,6.39176886179637e-08
TiCdO3,-0.5387508218851167,6.58066504967055e-08
TiPbO3,-0.20664495847667297,7.50177718743966e-08
TlCrO3,-0.3620591437533278,7.070728211156562e-08
TlIO3,0.3907594556523435,9.158708056902565e-08
YVO3,-0.620140878956633,6.354925676409042e-08
YWN3,-0.7539776010463015,5.983722867970789e-08
