Name,mean_A2B,X_EA,X_Z,X_IEII,X_Rvdw,mean_X2X,A_Rvdw,mean_A2X,A_IEI,E_coh,A_ChiA,std_A2X,A_ChiP,A_EA,B_Hf,std_B2X,X_G,B_MP,X_Kappa,A_MP,B_Kappa,B_Z,OF,A_Kappa,A_Z,B_Ra,B_Rho,A_CvM,X_MV,A_G,B_EA,A_B,std_X2X,B_CvM,B_ChiP,TF,std_A2B,X_IEI,B_IEI,B_MV
AlBiO3,-0.9303292421635466,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,0.4748268634320361,-1.5179158956416772,-0.4149756705139152,0.8492769934426458,-5.699699148339683,2.8320957871252754,1.685227819887046,2.1891108443651186,0.29015973321177085,-0.4267956449833793,0.38606349872618695,0.1875186870247729,-0.8763832949270711,-0.36743055569971245,0.5387772185931886,-1.0000545798004203,1.4518059747588838,-0.640492302331146,3.0627026582967307,-1.242015554113184,0.748870175543916,0.2123579609237968,0.36787983521735285,0.3591888364420176,3.39240949459789,0.12185541883098232,0.7257069527487126,1.738662742311038,-0.5890269308599383,0.2500902190218291,-0.18063213073678663,0.43157544051806046,-0.13972707114795316,-0.4754053470236032,1.1881006331686277
BaHfO3,-0.36941974533282274,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.8470350827048564,-0.031411258697335666,-0.6060703447521631,0.17785060411310089,-1.2151697631492056,0.013949732969792905,-0.9990721113509434,-0.35359503656714303,-1.314734030181664,0.3350026010745977,-1.1221536505463567,0.1875186870247729,0.9718766467275072,-0.36743055569971245,0.660890883587452,-0.8316221362947711,1.035788632594176,0.06358509297014818,-0.9832997880948108,0.9136522088279629,0.5356687020794559,0.7939644081675696,-0.5535232849294756,0.3591888364420176,-0.1197320998093373,-0.9428964174674724,-0.45912072520836905,-1.1928947500599572,-0.5522167188634416,-1.1875541537982628,0.31374990954118626,-0.7205654257996832,-0.13972707114795316,-0.8006503814886471,-0.10291636454105674
BaLiF3,-0.6362155695713592,1.4123489357201058,-0.26625596253379236,0.5426881507425069,-0.4466032410284384,-1.1182576087331668,-0.031411258697335666,-0.8771903804860146,0.17785060411310089,0.1282058644004702,0.013949732969792905,-0.9990721113509434,-0.35359503656714303,-1.314734030181664,-0.8104874917924983,-1.1221536505463567,0.4554025256315916,-0.9618521261401046,-0.3555324224381685,0.660890883587452,-0.1354347031380878,-1.5737746955299001,0.41942009453098034,-0.9832997880948108,0.9136522088279629,0.10926575515053574,-1.3108577911353194,-0.5535232849294756,-1.653641031634246,-0.1197320998093373,-0.2470717525180437,-0.45912072520836905,-1.1928947500599572,5.200215501316378,-1.8265072083849705,0.20874138851933308,-0.7205654257996832,2.1225636079289667,-1.8131610680110402,-0.1718143491710526
BaLiH3,-0.676717434897744,-1.127913232517202,-1.0338407193879684,,-2.5753401064779977,-1.1594314848762153,-0.031411258697335666,-0.9183486977344841,0.17785060411310089,0.9666994870546702,0.013949732969792905,-0.9990721113509434,-0.35359503656714303,-1.314734030181664,-0.8104874917924983,-1.1221536505463567,-3.8307388920775076,-0.9618521261401046,1.2677129011010397,0.660890883587452,-0.1354347031380878,-1.5737746955299001,0.3823541994142509,-0.9832997880948108,0.9136522088279629,0.10926575515053574,-1.3108577911353194,-0.5535232849294756,-1.581754250631522,-0.1197320998093373,-0.2470717525180437,-0.45912072520836905,-1.1928947500599572,5.200215501316378,-1.8265072083849705,0.19378207407208675,-0.7205654257996832,-0.15138532289765091,-1.8131610680110402,-0.1718143491710526
BaSeO3,-0.25688388856087796,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.0025960969421910604,-0.031411258697335666,-0.7622682800387369,0.17785060411310089,-0.2492460930936852,0.013949732969792905,-0.699702008812623,-0.35359503656714303,-1.314734030181664,-0.6358239197809452,0.7913629763451508,0.1875186870247729,-0.9238712134932368,-0.36743055569971245,0.660890883587452,-1.084046224961904,-0.40136218579299643,-0.7813077813914052,-0.9832997880948108,0.9136522088279629,-1.1699430856362238,-0.6050215248485423,-0.5535232849294756,0.3591888364420176,-0.1197320998093373,1.3337111272496183,-0.45912072520836905,0.7109803400895165,-0.2560618314370808,1.308356215681063,1.1199337638935496,-0.44263954321744725,-0.13972707114795316,1.2671911889785528,0.3859312406908191
BaTiO3,-0.6427051781433981,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.3878756888972581,-0.031411258697335666,-0.8176196486047016,0.17785060411310089,-0.7975872865209309,0.013949732969792905,-0.834523486001273,-0.35359503656714303,-1.314734030181664,-0.2827100316491875,1.0282227202348933,0.1875186870247729,0.43952200407108555,-0.36743055569971245,0.660890883587452,-0.8428509658618144,-0.855199286336314,-0.3588613442106287,-0.9832997880948108,0.9136522088279629,-0.10393571831392436,-0.6564269672111648,-0.5535232849294756,0.3591888364420176,-0.1197320998093373,-0.8541670977759346,-0.45912072520836905,0.4769995592313337,0.08359603380332162,-0.7083393628582322,0.6951923981733793,-0.5035264563540335,-0.13972707114795316,-0.7984958794902578,-0.5622362620743624
CaCO3,-0.08766893861560139,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.5492577999307504,-0.6861811583037719,0.5308315437243128,0.9597716435019001,-0.7121023953675566,0.6029884574039308,1.5674970445947736,0.034873917464174606,-1.965685686227057,4.604556583579229,0.8382942173911012,0.1875186870247729,2.191110111501683,-0.36743055569971245,0.8719696672089804,0.4821509230492926,-1.460315420394071,-2.1492295779767767,2.41012161855616,-0.8910928950297415,-3.088756346816363,-1.0254916816094797,0.03548332722787656,0.3591888364420176,-0.1197320998093373,0.85387230628617,-0.45912072520836905,0.3953974768501866,0.39313645286477195,1.308356215681063,2.0168164798164576,1.8955309578682187,-0.13972707114795316,2.332369913041244,-1.4398653520040718
CaSnO3,-0.052343547942318304,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.5053382927496057,-0.6861811583037719,0.237680423593461,0.9597716435019001,-0.2735563067076899,0.6029884574039308,1.3271812880185707,0.034873917464174606,-1.965685686227057,-0.6140501411561988,1.1428420475399559,0.1875186870247729,-0.9134314091735322,-0.36743055569971245,0.8719696672089804,-0.3375536353448668,0.2037539482647604,-0.016880895064285566,2.41012161855616,-0.8910928950297415,0.10926575515053574,-0.19460179111363068,0.03548332722787656,0.3591888364420176,-0.1197320998093373,0.3098214776512138,-0.45912072520836905,-0.4022562299938637,-0.41334182814938536,0.13028652128682133,-0.27079924955825574,1.1724990543518627,-0.13972707114795316,-0.4341378038282253,0.36460567401962946
CaTcN3,0.5423399948163858,-1.782886785299392,-0.45815215174733637,-0.48147154715918444,0.01366418933903443,0.3654899736611833,-0.6861811583037719,-0.17631021722544396,0.9597716435019001,-0.8433022113570441,0.6029884574039308,0.6199460566395295,0.034873917464174606,-1.965685686227057,0.6232684963456975,1.205352304461182,-0.0803651515820458,0.9002678806356699,-0.3753980556516392,0.8719696672089804,-0.5172149084175593,-0.060984360385508196,-0.709659983826498,2.41012161855616,-0.8910928950297415,-0.3171371917783835,0.4957469380510742,0.03548332722787656,-0.8890270882416395,-0.1197320998093373,-0.32412616172385295,-0.45912072520836905,1.4497724125414326,,0.010482823551813568,0.06288647537213483,3.954205365751095,0.4049529673745289,-0.47929051456168204,-0.8919623313750569
CaWN3,-0.09776162614225656,-1.782886785299392,-0.45815215174733637,-0.48147154715918444,0.01366418933903443,-0.2949859307202157,-0.6861811583037719,0.2043854051414731,0.9597716435019001,-1.0377487872646376,0.6029884574039308,0.93272411084275,0.034873917464174606,-1.965685686227057,1.5235669081776053,1.0689098107441468,-0.0803651515820458,2.0921769478221712,-0.3753980556516392,0.8719696672089804,0.819015810060591,1.1114281493513956,-0.5608530196532306,2.41012161855616,-0.8910928950297415,-0.3171371917783835,1.772644945455958,0.03548332722787656,-0.8890270882416395,-0.1197320998093373,-0.02524845328919903,-0.45912072520836905,0.8275763709757142,-0.5722950163160762,0.9289778395202055,-0.07014716395993628,0.662083607396017,0.4049529673745289,-0.06673516960453436,-0.7541663621150652
