RbBrO3,0.0,24.23063636666667
RbBrO3,10.0,24.229094633333332
RbBrO3,20.0,24.20304126666667
RbBrO3,30.0,24.108439533333335
RbBrO3,40.0,23.919902066666666
RbBrO3,50.0,23.631260666666666
RbBrO3,60.0,23.245136433333332
RbBrO3,70.0,22.767126833333332
RbBrO3,80.0,22.203333266666665
RbBrO3,90.0,21.559469333333336
RbBrO3,100.0,20.840626566666668
RbBrO3,110.0,20.051279666666666
RbBrO3,120.0,19.1953611
RbBrO3,130.0,18.2763437
RbBrO3,140.0,17.297312966666667
RbBrO3,150.0,16.2610271
RbBrO3,160.0,15.169966033333333
RbBrO3,170.0,14.026371500000002
RbBrO3,180.0,12.832280833333334
RbBrO3,190.0,11.589554666666666
RbBrO3,200.0,10.299900833333334
RbBrO3,210.0,8.964894166666665
RbBrO3,220.0,7.585993299999999
RbBrO3,230.0,6.164554966666667
RbBrO3,240.0,4.701846033333333
RbBrO3,250.0,3.1990537
RbBrO3,260.0,1.6572940666666665
RbBrO3,270.0,0.07761966666666667
RbBrO3,280.0,-1.5389743999999999
RbBrO3,290.0,-3.1915449333333332
RbBrO3,300.0,-4.879196100000001
RbBrO3,310.0,-6.601075433333333
RbBrO3,320.0,-8.356370166666666
RbBrO3,330.0,-10.144304366666667
RbBrO3,340.0,-11.964136066666667
RbBrO3,350.0,-13.815154999999999
RbBrO3,360.0,-15.696680366666667
RbBrO3,370.0,-17.608058966666665
RbBrO3,380.0,-19.548663566666665
RbBrO3,390.0,-21.517891133333332
RbBrO3,400.0,-23.515161566666666
RbBrO3,410.0,-25.53991643333333
RbBrO3,420.0,-27.591617666666664
RbBrO3,430.0,-29.669746533333335
RbBrO3,440.0,-31.773802633333332
RbBrO3,450.0,-33.90330293333333
RbBrO3,460.0,-36.057780900000004
RbBrO3,470.0,-38.236785766666664
RbBrO3,480.0,-40.439881633333336
RbBrO3,490.0,-42.66664693333333
RbBrO3,500.0,-44.916673599999996
RbBrO3,510.0,-47.18956656666666
RbBrO3,520.0,-49.484943200000004
RbBrO3,530.0,-51.8024326
RbBrO3,540.0,-54.14167526666666
RbBrO3,550.0,-56.5023225
RbBrO3,560.0,-58.884036
RbBrO3,570.0,-61.286487300000005
RbBrO3,580.0,-63.709357600000004
RbBrO3,590.0,-66.15233713333333
RbBrO3,600.0,-68.61512493333333
RbBrO3,610.0,-71.09742843333333
RbBrO3,620.0,-73.5989632
RbBrO3,630.0,-76.11945246666666
RbBrO3,640.0,-78.65862706666667
RbBrO3,650.0,-81.21622486666666
RbBrO3,660.0,-83.79199076666667
RbBrO3,670.0,-86.38567626666666
RbBrO3,680.0,-88.99703926666666
RbBrO3,690.0,-91.62584386666667
RbBrO3,700.0,-94.27186006666666
RbBrO3,710.0,-96.93486366666667
RbBrO3,720.0,-99.61463593333333
RbBrO3,730.0,-102.31096353333334
RbBrO3,740.0,-105.02363823333333
RbBrO3,750.0,-107.7524568
RbBrO3,760.0,-110.49722076666666
RbBrO3,770.0,-113.25773636666666
RbBrO3,780.0,-116.0338143
RbBrO3,790.0,-118.8252696
RbBrO3,800.0,-121.63192146666667
RbBrO3,810.0,-124.45359316666666
RbBrO3,820.0,-127.29011196666666
RbBrO3,830.0,-130.14130886666666
RbBrO3,840.0,-133.00701853333334
RbBrO3,850.0,-135.88707926666666
RbBrO3,860.0,-138.78133273333333
RbBrO3,870.0,-141.6896241
RbBrO3,880.0,-144.6118016
RbBrO3,890.0,-147.54771673333332
RbBrO3,900.0,-150.49722403333334
RbBrO3,910.0,-153.46018096666668
RbBrO3,920.0,-156.43644793333334
RbBrO3,930.0,-159.42588806666666
RbBrO3,940.0,-162.42836726666667
RbBrO3,950.0,-165.44375399999998
RbBrO3,960.0,-168.47191933333332
RbBrO3,970.0,-171.51273686666664
RbBrO3,980.0,-174.56608253333332
RbBrO3,990.0,-177.63183466666666
RbBrO3,1000.0,-180.70987390000002
