,Name,Coef_c,density,E_coh,TF,OF,B_Hf,mean_A2B,mean_A2X,mean_B2X,mean_X2X,std_A2B,std_A2X,std_B2X,std_X2X,A_Rvdw,B_Ra,X_Ra,A_Z,B_Z,X_Z,A_G,B_G,A_EA,B_EA,X_EA,B_MP,A_BP,A_Kappa,B_Kappa,X_Kappa,A_CvM,B_CvM,A_B,B_B,B_MV,X_MV,A_Rho,B_Rho,A_ChiP,B_ChiP,A_ChiA,X_ChiA,s_A,s_B,s_X,A_IEI,B_IEI,X_IEI,A_IEII,B_IEII,X_IEII
10,LiSbO3,0.9638748555585033,0.32127651489106046,0.8021831556270574,0.2518122385924523,0.3526256704502936,0.14676573426573425,0.21758647339134507,0.48885705682345537,0.6873783656065329,0.2311936540474795,0.002076695647478352,0.716472258890623,0.738634841095758,0.5779587003563781,0.05294117647058827,0.5769230769230769,0.3043478260869565,0.0,0.6000000000000001,0.13461538461538464,0.0,0.875,1.0,0.31792975970425136,0.39181286549707595,0.1805160998245713,0.13624365482233505,0.3243243243243243,0.07465299487307742,0.03459205634905106,1.0,0.024566473988439308,0.0,0.5,0.46700507614213216,0.4242424242424243,0.0,0.3008054674151818,0.1711711711711711,0.5472636815920399,0.25376128385155483,0.6920232435287903,0.1578947368421053,0.3728813559322033,0.0710382513661203,0.29369391450641824,0.500876740732482,0.5039704526876663,1.0,0.0866724758899178,0.19772544878302728
11,TlCrO3,0.900473984745301,0.7226236150461206,0.7666631535944801,0.6159568798910645,0.2644692528377205,0.15734265734265732,0.0953813739123257,0.45007160423626535,0.6443576242432529,0.20358459026477882,0.051856365697269785,0.6635479652461767,0.6759343237170052,0.633444086308889,0.1352941176470588,0.5384615384615383,0.3043478260869565,0.9999999999999999,0.26250000000000007,0.13461538461538464,0.9999999999999999,0.3125,0.3221476510067114,0.1980899568699938,0.39181286549707595,0.5416218663346727,0.16284263959390863,0.14864864864864863,0.2934850568963361,0.03459205634905106,0.0,0.09450867052023121,0.3333333333333333,1.0,0.09610829103214893,0.4242424242424243,0.5523553819868197,0.32243104710763976,0.7477477477477478,0.3532338308457712,,0.6920232435287903,0.8421052631578947,0.27966101694915246,0.0710382513661203,0.4341815500846583,0.21407251014118323,0.5039704526876663,0.1588220336439497,0.08443907203075693,0.19772544878302728
12,NaBiO3,0.882017445417972,0.46076780862342426,0.8418853751978159,0.3510381219636519,0.480853186977674,0.07085664335664334,0.40435597125926526,0.6327762537405464,0.8744255765674949,0.24543089710950494,0.41883163905442566,0.8378072338491918,0.8463480809035258,0.2991596545449882,0.31764705882352917,0.6923076923076925,0.3043478260869565,0.10256410256410256,1.0,0.13461538461538464,0.0,0.875,0.8859060402684563,0.2809611829944547,0.39181286549707595,0.07882972101182728,0.04304568527918781,0.5720720720720721,0.024634237839189697,0.03459205634905106,0.3182739646684043,0.0,0.0,0.5,0.5725888324873097,0.4242424242424243,0.021137417622650725,0.4513058335367342,0.12612612612612617,0.5323383084577115,0.2106318956870612,0.6920232435287903,0.5701754385964912,0.5084745762711864,0.0710382513661203,0.24415524572468372,0.2948858788919043,0.5039704526876663,0.5680186701935839,0.08780233369808652,0.19772544878302728
13,CsAuI3,0.0,0.3650877752307763,0.998960246234239,0.30237557285975236,0.41765013550750274,0.08347902097902098,1.0,1.0,0.6749774812153349,0.8748245446299938,3.9760683759782175e-16,0.0255637854363674,0.2615891204084937,0.2853270308056205,1.0,0.5000000000000002,1.0,0.6666666666666666,0.9500000000000001,1.0000000000000002,0.0,0.625,0.7634228187919463,0.6863832409118915,0.842690058479532,0.30318884047309147,0.0,0.10360360360360361,1.0,0.8610839366073176,0.03272516652186505,0.002023121387283236,0.0,1.0,0.19695431472081226,1.0,0.06560898218208445,0.9160361239931658,0.0,0.7910447761194032,0.0,0.03116745905969376,1.0,0.8050847457627118,1.0,0.0,0.5969733175274491,0.09111246986797328,0.20040185160103036,0.14192716596063457,0.0
14,KNbO3,0.9329952116335294,0.28207087890973337,0.7010240468673568,0.5015156965935182,0.384682549582139,0.23601398601398596,0.21395631926265346,0.40013399190823273,0.5512707271770583,0.21310994890844182,0.047573049124359154,0.06625865617303368,0.7578630597478916,0.5646827169485887,0.5999999999999999,0.5769230769230769,0.3043478260869565,0.20512820512820512,0.4750000000000001,0.13461538461538464,0.0,0.25,0.8120805369127516,0.2652495378927911,0.39181286549707595,0.7029030615132138,0.01786802030456852,0.3918918918918919,0.16843816431161687,0.03459205634905106,0.1818708369533739,0.04132947976878613,0.0,1.0,0.21793570219966163,0.4242424242424243,0.015670002440810352,0.3922382230900659,0.027027027027026862,0.3233830845771145,0.07522567703109329,0.6920232435287903,0.7894736842105263,0.40677966101694907,0.0710382513661203,0.08760112668544473,0.21287975034883544,0.5039704526876663,0.3294855565155615,0.04596663978740104,0.19772544878302728
15,CsAuSe3,0.36788901873780566,0.38913277931705226,0.9448468235946244,0.3145966167327393,0.47830320795582304,0.08347902097902098,0.5441711127546216,0.8975545718671276,0.6745775332136812,0.5484320590961143,0.3008545197282198,0.3111336124979528,0.3467157347190067,0.8641156015654875,1.0,0.5000000000000002,0.7826086956521738,0.6666666666666666,0.9500000000000001,0.6346153846153846,0.0,0.625,0.7634228187919463,0.6863832409118915,0.5497076023391813,0.30318884047309147,0.0,0.10360360360360361,1.0,1.0000000000000002,0.03272516652186505,0.002023121387283236,0.0,1.0,0.19695431472081226,0.359504132231405,0.06560898218208445,0.9160361239931658,0.0,0.7910447761194032,0.0,0.06550449022715266,1.0,0.8050847457627118,0.7595628415300544,0.0,0.5969733175274491,0.0,0.20040185160103036,0.14192716596063457,0.025457315376653744
16,CsReO3,0.9326370362165299,0.7570089397477285,0.7525366163569305,0.6277380736126966,0.3365972308843721,0.2716783216783217,0.2261712112200942,0.3979522798728903,0.10679964832479993,0.03573445248005469,0.0,1.7581832030930178e-16,1.4325383532472913e-16,2.276567454172153e-16,1.0,0.5000000000000002,0.3043478260869565,0.6666666666666666,0.9,0.13461538461538464,0.0,0.375,0.7634228187919463,0.04467036352433764,0.39181286549707595,0.9035142323581009,0.0,0.10360360360360361,0.149681130423909,0.03459205634905106,0.03272516652186505,0.004335260115606941,0.0,1.0,0.15126903553299492,0.4242424242424243,0.06560898218208445,1.0000000000000002,0.0,0.4726368159203981,0.0,0.6920232435287903,1.0,0.3559322033898304,0.0710382513661203,0.0,0.3802195892577499,0.5039704526876663,0.20040185160103036,0.030489135565911762,0.19772544878302728
17,CsMgBr3,0.38088953447845675,0.21115887283249699,0.9597362232797264,0.45010313944227065,0.2692123625051871,0.0479020979020979,0.798868409254375,0.8642531480241029,0.4826348498556243,0.605501521057946,0.0,0.07021367830666782,1.7124189994706967e-06,0.13422024058309068,1.0,0.6153846153846154,0.7826086956521738,0.6666666666666666,0.11250000000000002,0.6538461538461539,0.0,0.0625,0.7634228187919463,0.0,0.928654970760234,0.18595438854620563,0.0,0.10360360360360361,0.4998124296611229,0.21737429074545098,0.03272516652186505,0.26040462427745664,0.0,0.0,0.3252115059221659,0.590909090909091,0.06560898218208445,0.05872589699780327,0.0,0.17910447761194037,0.0,0.20338087691494988,1.0,0.4745762711864405,0.7377049180327866,0.0,0.35105692376038233,0.26874834591632024,0.20040185160103036,0.06199003558278224,0.03041597057947021
18,CsSbO3,0.8858116192300944,0.5203525549711404,0.8449582384671837,0.6150725844386536,0.3526256704502936,0.14676573426573425,0.27931525627501363,0.4385434825991328,0.14584614921469075,0.0950549811965995,0.0,0.0,0.0,0.0,1.0,0.5769230769230769,0.3043478260869565,0.6666666666666666,0.6000000000000001,0.13461538461538464,0.0,0.875,0.7634228187919463,0.31792975970425136,0.39181286549707595,0.1805160998245713,0.0,0.10360360360360361,0.07465299487307742,0.03459205634905106,0.03272516652186505,0.024566473988439308,0.0,0.5,0.46700507614213216,0.4242424242424243,0.06560898218208445,0.3008054674151818,0.0,0.5472636815920399,0.0,0.6920232435287903,1.0,0.3728813559322033,0.0710382513661203,0.0,0.500876740732482,0.5039704526876663,0.20040185160103036,0.0866724758899178,0.19772544878302728
19,CaSnO3,0.9503799199928782,0.3328820770283877,0.7710191117027345,0.36583191516090585,0.4247536484969451,0.036276223776223776,0.3560319968612129,0.5884636890277211,0.812808577445344,0.18564017881759343,0.4012008726418922,0.8097554117568032,0.8038848584978489,0.2696991350582853,0.3411764705882352,0.5769230769230769,0.3043478260869565,0.21794871794871792,0.5875,0.13461538461538464,0.08333333333333333,0.8125,0.03976510067114094,0.33056069008009853,0.39181286549707595,0.0677041480391602,0.16507614213197971,0.8423423423423424,0.20907840440165062,0.03459205634905106,0.15001448016217783,0.03034682080924856,0.0,0.5,0.40270727580372256,0.4242424242424243,0.04954845008542837,0.3307298022943617,0.18918918918918914,0.5024875621890548,0.3761283851554664,0.6920232435287903,0.5263157894736843,0.44915254237288127,0.0710382513661203,0.4351552918038829,0.30398261871813814,0.5039704526876663,0.028458241850491867,0.05575151795622654,0.19772544878302728
20,MgSiO3,1.0,0.2325470834438698,0.7408056139313279,0.33732977834374545,0.19234127479106897,0.4126748251748252,0.0,0.5379862760879757,0.8059579278172595,0.37606941974014196,0.07913576019934082,0.7665011184696984,0.7609515551642279,0.9984154554650819,0.0,0.3076923076923078,0.3043478260869565,0.11538461538461539,0.1375,0.13461538461538464,0.08333333333333333,0.8125,0.0,0.4115834873690696,0.39181286549707595,0.4021277799784958,0.0850761421319797,0.6621621621621622,0.46855070651494307,0.03459205634905106,0.25890529973935705,0.17052023121387283,0.0,0.5,0.25956006768189516,0.4242424242424243,0.05872589699780327,0.0876250915303881,0.46846846846846846,0.4726368159203981,0.6359077231695087,0.6920232435287903,0.13157894736842113,0.2033898305084746,0.0710382513661203,0.7357632431128754,0.4297611630871675,0.5039704526876663,0.07665651423597691,0.08227438829033942,0.19772544878302728
21,KZnF3,0.8041988804270016,0.21481639188976562,0.8988608274899486,0.458668824421537,0.4948235000623691,0.03555944055944055,0.25404357290035406,0.41924107492515805,0.12727829638456,0.0668461834320977,0.0,0.0,0.0,0.0,0.5999999999999999,0.5000000000000002,0.2173913043478261,0.20512820512820512,0.3375,0.15384615384615385,0.0,0.6875,0.8120805369127516,0.0,0.9385964912280701,0.120785467715466,0.01786802030456852,0.3918918918918919,0.37476553707640364,0.036783408334963796,0.1818708369533739,0.07687861271676302,0.0,1.0,0.16142131979695434,0.0,0.015670002440810352,0.32243104710763976,0.027027027027026862,0.34825870646766166,0.07522567703109329,0.9999999999999998,0.7894736842105263,0.49152542372881347,0.0,0.08760112668544473,0.6232372341613256,1.0000000000000002,0.3294855565155615,0.10732550274803096,0.19586688051124845
22,YVO3,0.9599253399172148,0.38846102936330673,0.6540466314728499,0.29201921102187933,0.384682549582139,0.1617132867132867,0.06057276575908932,0.4389230821315,0.6260341741039426,0.2615903949858809,0.05589977296605088,0.6836621597261988,0.6365767167466899,0.7387098036665964,0.3470588235294114,0.5000000000000002,0.3043478260869565,0.46153846153846156,0.25,0.13461538461538464,0.16666666666666669,0.25,0.4966442953020134,0.1558841651263093,0.39181286549707595,0.5424707147303492,0.5411167512690356,0.018018018018018014,0.09653620107540328,0.03459205634905106,0.048942948161019406,0.1060693641618497,0.6666666666666667,1.0,0.13299492385786804,0.4242424242424243,0.1921894068830852,0.2721503539175006,0.3873873873873873,0.3383084577114428,0.4623871614844537,0.6920232435287903,0.29385964912280704,0.40677966101694907,0.0710382513661203,0.4555752399794898,0.21090842672336263,0.5039704526876663,0.0338254044987695,0.05553173739628142,0.19772544878302728
23,RbMgF3,0.8860835526120866,0.22820068783624645,0.8581000350259956,0.49874170477343827,0.47798428339778154,0.0479020979020979,0.2530781103731061,0.4185036586233395,0.12656894252580608,0.06576851334670764,0.0,0.0,0.0,0.0,0.7647058823529409,0.6153846153846154,0.2173913043478261,0.4358974358974359,0.11250000000000002,0.15384615384615385,0.0,0.0625,0.7869127516778524,0.0,0.9385964912280701,0.18595438854620563,0.003451776649746191,0.2027027027027027,0.4998124296611229,0.036783408334963796,0.0677671589921807,0.26040462427745664,0.0,0.0,0.3252115059221659,0.0,0.04866975835977544,0.05872589699780327,0.027027027027026862,0.17910447761194037,0.04714142427281842,0.9999999999999998,0.8596491228070176,0.4745762711864405,0.0,0.05553484714941315,0.35105692376038233,1.0000000000000002,0.2633558600387561,0.06199003558278224,0.19586688051124845
24,NaCoF3,0.8800707843764253,0.2291563497837464,0.8595348122122834,0.36517265491345363,0.49903330422851655,0.11538461538461536,0.1457972812669701,0.6270604094372991,1.0,0.30694778123828526,0.16682898615053476,0.7871353665362629,0.8148997219400005,0.7243491253906643,0.31764705882352917,0.5000000000000002,0.2173913043478261,0.10256410256410256,0.30000000000000004,0.15384615384615385,0.0,0.5,0.8859060402684563,0.196241528034504,0.9385964912280701,0.42504668666176226,0.04304568527918781,0.5720720720720721,0.312242090784044,0.036783408334963796,0.3182739646684043,0.08641618497109826,0.0,1.0,0.07715736040609139,0.0,0.021137417622650725,0.4083475713937027,0.12612612612612617,0.4626865671641791,0.2106318956870612,0.9999999999999998,0.5701754385964912,0.4957627118644067,0.0,0.24415524572468372,0.38761438854477215,1.0000000000000002,0.5680186701935839,0.09369926280647398,0.19586688051124845
25,RbBiO3,0.7612853032345489,0.5350972220353295,0.8560674366778711,0.40188130360923247,0.5890451540476507,0.07085664335664334,0.3353467681844162,0.4813401206160919,0.18701415735881732,0.15759856266124284,0.0,0.0,0.0,0.0,0.7647058823529409,0.6923076923076925,0.3043478260869565,0.4358974358974359,1.0,0.13461538461538464,0.0,0.875,0.7869127516778524,0.2809611829944547,0.39181286549707595,0.07882972101182728,0.003451776649746191,0.2027027027027027,0.024634237839189697,0.03459205634905106,0.0677671589921807,0.0,0.0,0.5,0.5725888324873097,0.4242424242424243,0.04866975835977544,0.4513058335367342,0.027027027027026862,0.5323383084577115,0.04714142427281842,0.6920232435287903,0.8596491228070176,0.6228813559322033,0.0710382513661203,0.05553484714941315,0.2948858788919043,0.5039704526876663,0.2633558600387561,0.08780233369808652,0.19772544878302728
26,CsSnS3,0.7490875381765119,0.18404197881048376,0.9029129948408754,0.4777880523848689,0.2774923599850324,0.036276223776223776,0.6567255438114166,0.7234396002812309,0.4971550887600029,0.4919425327679843,0.002149654578989284,0.041186063177393,0.30029091598696894,0.5534143210918203,1.0,0.5769230769230769,0.6521739130434783,0.6666666666666666,0.5875,0.2884615384615385,0.0,0.8125,0.7634228187919463,0.33056069008009853,0.5643274853801169,0.0677041480391602,0.0,0.10360360360360361,0.20907840440165062,0.38368225396204264,0.03272516652186505,0.03034682080924856,0.0,0.5,0.40270727580372256,0.29820936639118445,0.06560898218208445,0.3307298022943617,0.0,0.5024875621890548,0.0,0.15266772319070276,1.0,0.44915254237288127,0.6065573770491803,0.0,0.30398261871813814,0.07921610448463667,0.20040185160103036,0.05575151795622654,0.05201740599267701
27,RbAuBr3,0.2067819687236092,0.3112356540169322,0.9854610158797115,0.27733857464862255,0.4844922969811616,0.08347902097902098,0.7499387624507654,0.7604195014132356,0.6080087560990841,0.8803738994423105,0.17614857539590878,0.07883614298958637,0.3103418786692563,0.5080658621328612,0.7647058823529409,0.5000000000000002,0.7826086956521738,0.4358974358974359,0.9500000000000001,0.6538461538461539,0.0,0.625,0.7869127516778524,0.6863832409118915,0.928654970760234,0.30318884047309147,0.003451776649746191,0.2027027027027027,1.0,0.21737429074545098,0.0677671589921807,0.002023121387283236,0.0,1.0,0.19695431472081226,0.590909090909091,0.04866975835977544,0.9160361239931658,0.027027027027026862,0.7910447761194032,0.04714142427281842,0.20338087691494988,0.8596491228070176,0.8050847457627118,0.7377049180327866,0.05553484714941315,0.5969733175274491,0.26874834591632024,0.2633558600387561,0.14192716596063457,0.03041597057947021
28,CdSnO3,0.8915807882004047,0.5230421599486428,0.8325443949952909,0.35498084784472816,0.4247536484969451,0.036276223776223776,0.34600800817042865,0.5759002869607581,0.7953993431709625,0.1708609651428039,0.3964366401348469,0.8055246588786417,0.7865216666150744,0.25058485454784307,0.2647058823529411,0.5769230769230769,0.3043478260869565,0.576923076923077,0.5875,0.13461538461538464,0.9166666666666666,0.8125,0.0,0.33056069008009853,0.39181286549707595,0.0677041480391602,0.01949238578680204,0.37837837837837834,0.20907840440165062,0.03459205634905106,0.029539530842745437,0.03034682080924856,0.6666666666666667,0.5,0.40270727580372256,0.4242424242424243,0.3961435196485233,0.3307298022943617,0.8108108108108109,0.5024875621890548,0.8635907723169511,0.6920232435287903,0.5,0.44915254237288127,0.0710382513661203,0.9999999999999999,0.30398261871813814,0.5039704526876663,0.10519321892182315,0.05575151795622654,0.19772544878302728
29,RbCaH3,0.7972610102954567,0.05944760368425986,0.9658409947894591,0.36171165481766154,0.7040183840109021,0.048426573426573416,0.4113103572317356,0.5393607970558711,0.2428268517871477,0.2423907583030369,0.0,0.0,0.0,0.0,0.7647058823529409,0.8461538461538463,0.0,0.4358974358974359,0.2125,0.0,0.0,0.0625,0.7869127516778524,0.007301293900184843,0.19239766081871343,0.2402806858695037,0.003451776649746191,0.2027027027027027,0.6248593222458423,0.33574642927020154,0.0677671589921807,0.1517341040462428,0.0,0.0,0.7380710659898478,0.015151515151515138,0.04866975835977544,0.04954845008542837,0.027027027027026862,0.02487562189054726,0.04714142427281842,0.0,0.8596491228070176,0.7118644067796609,0.016393442622950838,0.05553484714941315,0.11233757406672373,0.5014142659909968,0.2633558600387561,0.013026177102889835,1.0
30,BaLiH3,0.8889550578537226,0.2114155806478996,0.9472512803537196,0.43518744250540864,0.5042793678817149,0.0,0.21056903212271072,0.3860353997396906,0.09533626612683777,0.018318963835366908,0.0,0.0,0.0,0.0,0.5588235294117647,0.5769230769230769,0.0,0.6794871794871795,0.0,0.0,0.08333333333333333,0.0,0.23406040268456374,0.1836105976586568,0.19239766081871343,0.053163375021221204,0.24345177664974618,0.02252252252252253,0.26534950606477425,0.33574642927020154,0.021720243266724587,1.0000000000000002,0.0,0.0,0.2920473773265652,0.015151515151515138,0.14522821576763487,0.0,0.09009009009009006,0.014925373134328346,0.22266800401203624,0.0,0.7631578947368423,0.5084745762711864,0.016393442622950838,0.2583884241207942,0.0,0.5014142659909968,0.0,1.0000000000000002,1.0
