material_id,Name,A_site,B_site,X_site,Spacegroup,Ehull,Energy,nsites,density_MP,s_A,s_B,s_X
mp-772180,LuScO3,Lu,Sc,O,P6_3cm,0.0400438891666699,-261.99885915,30,6.81771784994086,1.032,0.87,1.42
mp-776593,LuScO3,Lu,Sc,O,Pnma,0.0634593465000037,-174.19390539,20,7.32115423466293,1.032,0.87,1.42
mp-768293,LuSeO3,Lu,Se,O,P2_1/c,0.03757851950781,-267.96224086,40,6.61421055028375,1.032,0.5,1.42
mp-973655,LuSiO3,Lu,Si,O,Pm-3m,0.878017376874994,-36.31272523,5,8.36207813802816,1.032,0.4,1.42
mp-754231,LuTiO3,Lu,Ti,O,Pnma,0.0619414232500013,-173.84895654,20,7.93928540894655,1.032,0.67,1.42
mp-754597,LuTlO3,Lu,Tl,O,Pnma,0.0837613916249991,-129.25713629,20,10.1854055898384,1.032,0.885,1.42
mp-973536,LuUO3,Lu,U,O,Pm-3m,0.704651925270158,-43.75561248,5,10.3906782355855,1.032,1.025,1.42
mp-973486,LuVO3,Lu,V,O,Pm-3m,0.56393285775,-38.49987837,5,7.94783861357735,1.032,0.64,1.42
mp-755583,LuVO3,Lu,V,O,Pnma,0.0057737502499986,-173.16089161,20,8.27351572880383,1.032,0.64,1.42
mp-1210575,MgAgF3,Mg,Ag,F,Pm-3m,1.19587259200001,-16.76589087,5,3.68890110315293,0.89,1.15,1.33
mp-998418,MgAgF3,Mg,Ag,F,R-3c,0.0181428880000052,-45.29235149,10,4.96482078805379,0.89,1.15,1.33
mp-998358,MgAgF3,Mg,Ag,F,Pm-3m,0.033178936000005,-22.56916685,5,4.97046776995336,0.89,1.15,1.33
mp-1185841,MgAlO3,Mg,Al,O,Pm-3m,0.445497235727273,-30.83866075,5,3.32358281140284,0.89,0.535,1.42
mp-1185692,MgBeO3,Mg,Be,O,Pm-3m,0.649674217249999,-27.18127541,5,3.17503479864917,0.89,0.45,1.42
mp-1185847,MgBiO3,Mg,Bi,O,Pm-3m,0.456517275666671,-26.51548895,5,7.6623969291486,0.89,1.03,1.42
mp-1376863,MgBiO3,Mg,Bi,O,Pnma,0.124047268166671,-112.70675195,20,6.98521590062872,0.89,1.03,1.42
mp-1185693,MgBO3,Mg,B,O,Pm-3m,1.013683423875,-29.58104323,5,3.64735462622432,0.89,0.27,1.42
mp-1199652,MgBO3,Mg,B,O,P2_1/c,0.182516128125001,-269.86583731,40,2.65069612287148,0.89,0.27,1.42
mp-546079,MgCO3,Mg,C,O,C222_1,0.378061632999994,-67.8809202,10,3.07791836716469,0.89,0.16,1.42
mp-5348,MgCO3,Mg,C,O,R-3c,0.0,-71.67155231,10,2.90286816224539,0.89,0.16,1.42
mp-2647164,MgCO3,Mg,C,O,C2/m,0.314648656833326,-411.2889498,60,3.07335776476808,0.89,0.16,1.42
mp-1076820,MgCoO3,Mg,Co,O,Pm-3m,0.551288547125001,-26.49566774,5,4.31090015240427,0.89,0.53,1.42
mp-756102,MgCoO3,Mg,Co,O,Pnma,0.0919480421250007,-125.21134204,20,4.85197593783347,0.89,0.53,1.42
mp-761524,MgCoO3,Mg,Co,O,R-3,0.0659707361250002,-57.86158738,10,4.5695566952926,0.89,0.53,1.42
mp-755711,MgCoO3,Mg,Co,O,C2/c,0.103593163625,-124.79968647,20,4.29853576637998,0.89,0.53,1.42
mp-1346485,MgCrO3,Mg,Cr,O,Pnma,0.120496968000002,-133.10486771,20,4.26487075314721,0.89,0.55,1.42
mp-2225290,MgCrO3,Mg,Cr,O,Pm,0.171648616000001,-33.73982861,5,2.72395947342236,0.89,0.55,1.42
mp-1076317,MgCuO3,Mg,Cu,O,Pm-3m,0.498203377625001,-24.16232189,5,4.34277492793186,0.89,0.54,1.42
mp-1076368,MgFeO3,Mg,Fe,O,Pm-3m,0.464023453625001,-28.60031208,5,3.98444179683475,0.89,0.585,1.42
mp-1279364,MgFeO3,Mg,Fe,O,P-1,0.0702209631249993,-122.5363021,20,4.06495629799255,0.89,0.585,1.42
mp-1372708,MgFeO3,Mg,Fe,O,Pnma,0.107165139124999,-121.96523949,20,4.2751571948885,0.89,0.585,1.42
mp-752416,MgFeO3,Mg,Fe,O,C2/c,0.132809754125001,-133.47440166,20,3.81109928552732,0.89,0.585,1.42
mp-754508,MgFeO3,Mg,Fe,O,R-3,0.0715508056250007,-67.78393934,10,4.35185361634766,0.89,0.585,1.42
mp-1303831,MgFeO3,Mg,Fe,O,R3,0.0703978456249992,-122.63316379,20,4.10005682815975,0.89,0.585,1.42
mp-4819,MgGeO3,Mg,Ge,O,C2/c,0.0,-127.20662069,20,4.25306520116286,0.89,0.53,1.42
mp-3759,MgGeO3,Mg,Ge,O,R-3,0.020074143000004,-63.40568848,10,4.76460592342965,0.89,0.53,1.42
mp-4575,MgGeO3,Mg,Ge,O,Pbca,0.001121773250003,-508.74539515,80,4.10448369115418,0.89,0.53,1.42
mp-3047,MgGeO3,Mg,Ge,O,Cmcm,0.156689857000003,-62.03526509,10,5.06728964478322,0.89,0.53,1.42
mp-1016827,MgGeO3,Mg,Ge,O,Pm-3m,0.513226850000003,-29.23695333,5,4.6822883694707,0.89,0.53,1.42
mp-29483,MgInBr3,Mg,In,Br,Pnma,0.0112514614999988,-60.28876493,20,4.15546449905471,0.89,0.92,1.96
mp-1185889,MgInO3,Mg,In,O,Pm-3m,0.799884499125,-24.22962254,5,5.30435919702451,0.89,0.92,1.42
mp-1232299,MgInS3,Mg,In,S,C2/m,0.17458831725,-79.47163189,10,3.41888144128275,0.89,0.92,1.84
mp-1232401,MgInSe3,Mg,In,Se,R-3,0.277398523083334,-103.54251605,30,3.30424457301606,0.89,0.92,1.98
mp-1232193,MgInSe3,Mg,In,Se,C2/m,0.27927762775,-69.2475817,20,4.19821993271577,0.89,0.92,1.98
mp-1237970,MgInSe3,Mg,In,Se,C2/m,0.26636553375,-69.41721515,10,4.33539519747715,0.89,0.92,1.98
mp-1016826,MgIrO3,Mg,Ir,O,Pm-3m,0.783825347000004,-29.116051,5,7.28442212606341,0.89,0.625,1.42
mp-976446,MgMnO3,Mg,Mn,O,Pm-3m,0.490212198,-31.21200048,5,4.05295360792996,0.89,0.53,1.42
mp-770581,MgMnO3,Mg,Mn,O,Pnma,0.0767369350000005,-133.17096407,20,4.41954510121219,0.89,0.53,1.42
mp-770618,MgMnO3,Mg,Mn,O,R-3,0.0,-67.34182721,10,4.18166448911525,0.89,0.53,1.42
mp-1185896,MgMoO3,Mg,Mo,O,Pm-3m,0.640768282999999,-30.99245569,5,4.3571755322669,0.89,0.65,1.42
mp-1342607,MgMoO3,Mg,Mo,O,Pnma,0.0599380910000003,-132.16561676,20,4.99005931066398,0.89,0.65,1.42
mp-1017629,MgNiH3,Mg,Ni,H,Pm-3m,0.0049850632500003,-18.32312541,5,3.87336945329185,0.89,0.69,2.08
mp-1016843,MgOsO3,Mg,Os,O,Pm-3m,0.648656036000004,-32.51672447,5,7.25514538695557,0.89,0.63,1.42
mp-976722,MgPbO3,Mg,Pb,O,Pm-3m,0.500734861000002,-25.32234287,5,7.35902502870176,0.89,0.775,1.42
mp-675651,MgPS3,Mg,P,S,C2/m,0.0,-46.38760415,10,2.25328896284126,0.89,0.44,1.84
mp-30943,MgPSe3,Mg,P,Se,R-3,0.0,-41.02498072,10,3.59276641354474,0.89,0.44,1.98
mp-1185941,MgReO3,Mg,Re,O,Pm-3m,0.649530807,-35.48549691,5,7.11238566127517,0.89,0.63,1.42
mp-1016929,MgRhO3,Mg,Rh,O,Pm-3m,0.716897825000002,-27.88439059,5,4.90387238458101,0.89,0.6,1.42
mp-1016829,MgRuO3,Mg,Ru,O,Pm-3m,0.633980686999999,-30.96290064,5,4.9160103735512,0.89,0.62,1.42
mp-1347225,MgSbO3,Mg,Sb,O,P2_1/c,0.158619402708333,-118.43951044,20,5.26351170837672,0.89,0.76,1.42
mp-1342178,MgSbO3,Mg,Sb,O,P2_1/m,0.198446433708332,-117.64293444,20,5.25198147319179,0.89,0.76,1.42
mp-1232175,MgScS3,Mg,Sc,S,C2/m,0.317098725499999,-104.70594217,10,2.25376151695214,0.89,0.87,1.84
mp-1232226,MgScS3,Mg,Sc,S,R-3,0.214182141499999,-160.5729679,30,2.60636907450331,0.89,0.87,1.84
mp-1232171,MgScSe3,Mg,Sc,Se,R-3,0.181565915249999,-145.68004818,10,4.17000737490134,0.89,0.87,1.98
mp-1232150,MgScSe3,Mg,Sc,Se,C2/m,0.29154052125,-94.70212699,10,3.69659242362008,0.89,0.87,1.98
mp-12271,MgSeO3,Mg,Se,O,Pnma,0.0,-112.04286102,20,4.25130204656974,0.89,0.5,1.42
mp-642228,MgSiO3,Mg,Si,O,Pbca,0.204268391874998,-558.8881484,80,2.98675522253784,0.89,0.4,1.42
mp-1020118,MgSiO3,Mg,Si,O,Pca2_1,0.0167920121249967,-574.37478321,80,3.14007399874381,0.89,0.4,1.42
mp-5924,MgSiO3,Mg,Si,O,R-3,0.115378104999997,-70.81262212,10,3.67601974893268,0.89,0.4,1.42
mp-557803,MgSiO3,Mg,Si,O,Pna2_1,0.010944861999997,-287.4143549,40,3.05226098638581,0.89,0.4,1.42
mp-642209,MgSiO3,Mg,Si,O,Pna2_1,0.447468404999997,-269.30481599,40,3.27057524827835,0.89,0.4,1.42
mp-5026,MgSiO3,Mg,Si,O,Pbcn,0.0066384087499979,-287.59637525,40,2.98755009797825,0.89,0.4,1.42
mp-556940,MgSiO3,Mg,Si,O,Pbca,0.107531239499997,-566.68251906,80,3.01379503474372,0.89,0.4,1.42
mp-657336,MgSiO3,Mg,Si,O,Pna2_1,0.287785683499998,-275.64172032,40,3.2693905508833,0.89,0.4,1.42
mp-1020115,MgSiO3,Mg,Si,O,Pc,0.0110891789999972,-574.81652112,80,3.05132563075533,0.89,0.4,1.42
mp-642210,MgSiO3,Mg,Si,O,Pna2_1,0.144595414999997,-281.99775714,40,2.48795242133274,0.89,0.4,1.42
mp-530986,MgSiO3,Mg,Si,O,C2,0.101497966749998,-1135.29474866,160,3.42369513850419,0.89,0.4,1.42
mp-1199778,MgSiO3,Mg,Si,O,Pna2_1,0.0101824177499967,-287.33831755,40,2.98494346895565,0.89,0.4,1.42
mp-1020361,MgSiO3,Mg,Si,O,P2/c,0.0088199447499981,-575.01922367,80,3.00414754154245,0.89,0.4,1.42
mp-4391,MgSiO3,Mg,Si,O,Cmcm,0.259424540999998,-69.36566419,10,3.96487409055764,0.89,0.4,1.42
mp-554137,MgSiO3,Mg,Si,O,P2_1/c,0.106837850249997,-283.38258499,40,3.05528722481481,0.89,0.4,1.42
mp-1180703,MgSiO3,Mg,Si,O,C2/c,0.400791761999998,-135.90973741,20,3.06583908972665,0.89,0.4,1.42
mp-1020125,MgSiO3,Mg,Si,O,Pca2_1,0.0094673932499977,-574.95463263,80,3.00613862705864,0.89,0.4,1.42
mp-772412,MgSiO3,Mg,Si,O,I4_1/a,0.0870238223749968,-568.74765098,80,3.41245004820564,0.89,0.4,1.42
mp-603930,MgSiO3,Mg,Si,O,C2/c,0.0077166109999975,-143.21823933,20,3.05443235083223,0.89,0.4,1.42
mp-644879,MgSiO3,Mg,Si,O,Pbcn,0.0491323894999969,-285.89675843,40,3.15477330356941,0.89,0.4,1.42
mp-1180468,MgSiO3,Mg,Si,O,C2/c,1.6645903005,-116.90211203,20,2.07364692412556,0.89,0.4,1.42
mp-657338,MgSiO3,Mg,Si,O,Pbca,0.131476958624997,-564.32297832,80,3.02380216255619,0.89,0.4,1.42
mp-1020117,MgSiO3,Mg,Si,O,Pc,0.0094592722499973,-574.95134118,80,3.00674092797292,0.89,0.4,1.42
mp-5834,MgSiO3,Mg,Si,O,Pbca,0.0061718537499979,-575.22650729,80,3.08076426957011,0.89,0.4,1.42
mp-642216,MgSiO3,Mg,Si,O,P2_1/c,0.124022339999997,-282.48865922,40,3.44700706774725,0.89,0.4,1.42
mp-3547,MgSiO3,Mg,Si,O,Pnma,0.215346297999998,-139.62093596,20,3.97064864541044,0.89,0.4,1.42
mp-1256030,MgSiO3,Mg,Si,O,Pnma,0.440156862999998,-269.48932945,40,3.15622964928327,0.89,0.4,1.42
mp-1020123,MgSiO3,Mg,Si,O,P2/c,0.0189632394999979,-574.17858074,80,3.07782748439671,0.89,0.4,1.42
mp-1016928,MgSiO3,Mg,Si,O,Pm-3m,0.465560997999997,-33.65533594,5,3.79871764877852,0.89,0.4,1.42
mp-3470,MgSiO3,Mg,Si,O,P2_1/c,0.0059838027499967,-287.62144962,40,3.08414081022653,0.89,0.4,1.42
mp-4321,MgSiO3,Mg,Si,O,C2/c,0.0175747644999982,-143.57769939,20,3.1735453768514,0.89,0.4,1.42
mp-1195746,MgSiO3,Mg,Si,O,P2/c,0.0199288792499974,-287.06108503,40,3.05497923324381,0.89,0.4,1.42
mp-1196002,MgSiO3,Mg,Si,O,P2/c,0.0151444311249982,-574.50995113,80,3.04343747580901,0.89,0.4,1.42
mp-1182302,MgSiO3,Mg,Si,O,P2_1/c,0.292971164749998,-275.86613544,40,2.67199324786875,0.89,0.4,1.42
mp-603907,MgSiO3,Mg,Si,O,C2/c,0.189594975499999,-139.99297235,20,3.44512634708732,0.89,0.4,1.42
mp-1020124,MgSiO3,Mg,Si,O,P2_1/c,0.0084973739999973,-575.03676415,80,3.06457806848311,0.89,0.4,1.42
mp-1181528,MgSiO3,Mg,Si,O,P2_1/c,0.298776404499997,-275.80482813,40,2.58016026639335,0.89,0.4,1.42
mp-769348,MgSnO3,Mg,Sn,O,Pnma,0.0730104980000013,-122.14582852,20,5.56260384426828,0.89,0.81,1.42
mp-1016820,MgSnO3,Mg,Sn,O,Pm-3m,0.629874776000001,-27.75376395,5,4.86338973280714,0.89,0.81,1.42
mp-1176491,MgSnO3,Mg,Sn,O,R-3,0.003594649,-61.76676641,10,5.40772658324975,0.89,0.81,1.42
mp-769347,MgSO3,Mg,S,O,P2_1/c,0.0734270744285706,-119.27465836,20,2.79201524154867,0.89,0.37,1.42
mp-769322,MgSO3,Mg,S,O,P2_1/c,0.0573955014285703,-239.18753771,40,2.71290144504767,0.89,0.37,1.42
mp-769397,MgSO3,Mg,S,O,R-3,0.0484099834285692,-179.66032772,30,2.83973471044496,0.89,0.37,1.42
mp-1345923,MgTiO3,Mg,Ti,O,Pnma,0.0829077270000003,-154.83595856,20,3.95355487598653,0.89,0.605,1.42
mp-1016830,MgTiO3,Mg,Ti,O,Pm-3m,0.455477978999999,-36.84623246,5,3.51727903099295,0.89,0.605,1.42
mp-3771,MgTiO3,Mg,Ti,O,R-3,0.0,-78.24196883,10,3.78000701706389,0.89,0.605,1.42
mp-1210617,MgTlCl3,Mg,Tl,Cl,Pnma,0.0183001889999987,-68.07656559,20,4.34910602028501,0.89,1.5,1.81
mp-998739,MgTlF3,Mg,Tl,F,Pm-3m,0.0,-23.73651945,5,6.65235292841891,0.89,1.5,1.33
mp-1185613,MgTlO3,Mg,Tl,O,Pm-3m,0.569437487625,-22.75054462,5,7.35044882279066,0.89,0.885,1.42
mp-1185614,MgUO3,Mg,U,O,Pm-3m,0.623524714000014,-39.88837848,5,9.29584818998289,0.89,0.89,1.42
mp-545348,MgVO3,Mg,V,O,Cmmm,0.262183254,-73.87708736,10,2.88742097256401,0.89,0.58,1.42
mp-1016886,MgVO3,Mg,V,O,Pm-3m,0.510588147999999,-32.88797621,5,3.79149437796907,0.89,0.58,1.42
mp-27186,MgVO3,Mg,V,O,Cmcm,0.0,-76.56291051,10,2.85743743616066,0.89,0.58,1.42
mp-1370061,MgVO3,Mg,V,O,Pnma,0.0928165374999992,-140.7095648,20,4.10994864222607,0.89,0.58,1.42
mp-1079330,MgVO3,Mg,V,O,Cmc2_1,0.184720741999999,-71.22955569,10,2.81313642340986,0.89,0.58,1.42
mp-1147661,MgVS3,Mg,V,S,Cm,0.220976500500001,-109.70793084,20,2.63064294744953,0.89,0.58,1.84
mp-1326513,MgWO3,Mg,W,O,Pnma,0.0817830849999961,-137.24288149,20,7.48418225504454,0.89,0.66,1.42
mp-1413707,MgWO3,Mg,W,O,Cm,0.397613723999996,-32.85867807,5,6.20846346399473,0.89,0.66,1.42
mp-1185612,MgZnO3,Mg,Zn,O,Pm-3m,0.703546248249999,-21.81196833,5,4.10138131418459,0.89,0.9,1.42
mp-1017000,MgZrO3,Mg,Zr,O,Pm-3m,0.667561955000002,-37.14060207,5,3.84538764935298,0.89,0.89,1.42
mp-1206344,MnAgF3,Mn,Ag,F,Pm-3m,0.931364924000004,-21.36344851,5,4.25589141674984,0.96,1.15,1.33
mp-754229,MnAgO3,Mn,Ag,O,R-3,0.0710377984999955,-63.97665708,10,5.98077496085001,0.645,0.75,1.42
mp-1368992,MnAlO3,Mn,Al,O,Pnma,0.161166981943182,-139.72645261,20,4.29897324919427,0.645,0.535,1.42
mp-774250,MnAlO3,Mn,Al,O,P-1,0.0596548579431833,-74.6521861,10,4.41430453978552,0.645,0.535,1.42
mp-1258775,MnAlO3,Mn,Al,O,Cmc2_1,0.19009806060985,-220.26495676,30,4.2375358775951,0.645,0.535,1.42
mp-1260288,MnAlO3,Mn,Al,O,P6_3cm,0.283037619943183,-219.48324657,30,4.19739130254122,0.645,0.535,1.42
mp-1399724,MnAlO3,Mn,Al,O,Pm-3m,1.30291297794318,-31.17564661,5,4.06098517730827,0.645,0.535,1.42
mp-1405591,MnAlO3,Mn,Al,O,P-1,4.96497727394318,-25.73065026,10,4.41430463797085,0.645,0.535,1.42
mp-1444809,MnAlO3,Mn,Al,O,P6_3/mmc,0.284369633943183,-66.2529192,10,4.16376367079691,0.645,0.535,1.42
mp-1105271,MnBiO3,Mn,Bi,O,Pnma,0.0256754215999928,-132.74438914,20,8.31013246649592,0.645,1.03,1.42
mp-1202955,MnBiO3,Mn,Bi,O,Pmn2_1,0.0348086697249936,-530.31462201,80,8.08636081603832,0.645,1.03,1.42
mp-1106239,MnBiO3,Mn,Bi,O,Cc,0.0299001160999932,-132.66051078,20,8.04914062966159,0.645,1.03,1.42
mp-23477,MnBiO3,Mn,Bi,O,C2/c,0.028161421099993,-140.24165795,20,8.3101118302588,0.645,1.03,1.42
mp-556711,MnBiO3,Mn,Bi,O,P2_1/c,0.0978672715999931,-277.14515528,40,7.79093650697711,0.645,1.03,1.42
mp-1194603,MnBiO3,Mn,Bi,O,P2_1/c,0.0262128320999926,-265.44930124,40,8.10889577890733,0.645,1.03,1.42
mp-761288,MnBO3,Mn,B,O,R-3c,0.0419155774687496,-77.73226058,10,3.97918747349374,0.645,0.27,1.42
mp-1185996,MnBO3,Mn,B,O,Pm-3m,1.07848962446875,-33.67295914,5,4.81745046588573,0.645,0.27,1.42
mp-1278986,MnBO3,Mn,B,O,P-1,0.0298327669687488,-155.63612536,20,3.96741282287604,0.645,0.27,1.42
mp-25296,MnBO3,Mn,B,O,P-6,0.223279765135416,-119.22231018,15,3.18375767032111,0.645,0.27,1.42
mp-1289597,MnBO3,Mn,B,O,C2/c,0.0178630129687498,-77.9736565,20,3.97360817516022,0.645,0.27,1.42
mp-1016854,MnCdO3,Mn,Cd,O,Pm-3m,0.279906975333334,-28.2059992,5,6.45162809030032,0.53,1.31,1.42
mp-546798,MnClO3,Mn,Cl,O,Cmc2_1,0.356274601562497,-60.97471041,10,2.29243003785783,0.46,1.81,1.42
mp-1180142,MnCO3,Mn,C,O,C2/c,1.04445846,-68.60341145,10,2.03116178328254,0.96,0.16,1.42
mp-695863,MnCO3,Mn,C,O,C2/c,1.339096991,-72.43377797,10,3.28188644126242,0.96,0.16,1.42
mp-18814,MnCO3,Mn,C,O,R-3c,0.0,-79.09712063,10,3.55273386909163,0.96,0.16,1.42
mp-1180143,MnCO3,Mn,C,O,P2_1/c,0.2725020945,-152.69077805,20,3.46654182869306,0.96,0.16,1.42
mp-1078473,MnCO3,Mn,C,O,P-1,0.0302993669999996,-78.52534032,20,3.49747200204996,0.96,0.16,1.42
mp-690525,MnCO3,Mn,C,O,Cc,0.081420198,-78.30234502,10,3.40617670509839,0.96,0.16,1.42
mp-1271783,MnCO3,Mn,C,O,P2/c,0.0299065605000006,-157.68728167,20,3.41986794382827,0.96,0.16,1.42
mp-20641,MnCoO3,Mn,Co,O,R-3,0.0,-75.07078453,10,5.46639358917444,0.645,0.61,1.42
mp-1181286,MnCoO3,Mn,Co,O,C2/m,0.0899413790001118,-66.79835184,10,5.09700922025719,0.645,0.61,1.42
mp-1176440,MnCuO3,Mn,Cu,O,R-3,0.0355585284166677,-62.89601596,10,5.53507058706109,0.645,0.54,1.42
mp-674482,MnFeO3,Mn,Fe,O,Ibca,0.0115608874375006,-314.77579585,40,5.13976241385626,0.645,0.55,1.42
mp-759744,MnFeO3,Mn,Fe,O,P1,0.0665825984375008,-315.40421752,40,4.97550706949032,0.645,0.55,1.42
mp-1176435,MnGaO3,Mn,Ga,O,P6_3/mmc,0.0807459091874989,-67.19810742,10,5.2278778929769,0.645,0.62,1.42
mp-1106201,MnGeO3,Mn,Ge,O,C2/c,0.0,-141.97571842,20,4.68011775715885,0.96,0.53,1.42
mp-643577,MnGeO3,Mn,Ge,O,Pbca,0.0027347542499995,-567.90774355,80,4.59447197878585,0.96,0.53,1.42
mp-20798,MnGeO3,Mn,Ge,O,R-3,0.0167531990000001,-72.62967564,10,5.38072551636333,0.96,0.53,1.42
mp-28912,MnInBr3,Mn,In,Br,Pnma,0.0040964509999996,-82.3401386,20,4.55681885560396,0.96,0.92,1.96
mp-1422819,MnInF3,Mn,In,F,Pm-3m,0.0312227146666677,-27.12249064,5,4.71498499055919,0.96,0.92,1.33
mp-1099572,MnInF3,Mn,In,F,R3m,0.0311785166666665,-27.12231494,5,4.70662362151601,0.96,0.92,1.33
mp-998241,MnInF3,Mn,In,F,P1,0.0312297806666662,-27.12103684,5,4.69931401168826,0.96,0.92,1.33
mp-882825,MnInO3,Mn,In,O,P6_3cm,0.0145566753541662,-208.8374127,30,6.00245015625891,0.645,0.92,1.42
mp-1193780,MnInO3,Mn,In,O,P-3c1,0.0166393080208334,-197.59474586,30,5.91905244457847,0.645,0.92,1.42
mp-550807,MnInO3,Mn,In,O,P6_3/mmc,0.0220858326875,-69.6273852,10,5.98335921180419,0.645,0.92,1.42
mp-19331,MnNiO3,Mn,Ni,O,R-3,0.0,-62.56367094,10,5.38167692642303,0.645,0.56,1.42
mp-1180705,MnNiO3,Mn,Ni,O,C2/m,0.253462698,-60.15965259,10,4.74327427212923,0.645,0.56,1.42
mp-510672,MnPbO3,Mn,Pb,O,C2/c,0.0719064465512904,-208.73441365,30,8.43719418623344,0.96,0.775,1.42
mp-37214,MnPbO3,Mn,Pb,O,Pm-3m,0.113874719884623,-31.90763664,5,8.58476707475401,0.96,0.775,1.42
mp-1188613,MnPbO3,Mn,Pb,O,P2/c,0.060138137884624,-128.89884517,20,6.49232138724183,0.96,0.775,1.42
mp-1106337,MnPbO3,Mn,Pb,O,P2/c,0.0769999478846222,-128.55818501,20,6.67502103861664,0.96,0.775,1.42
mp-1210723,MnPO3,Mn,P,O,P2_1/c,0.30709131496428,-291.30128845,40,3.02790524261251,0.645,0.44,1.42
mp-1232516,MnPS3,Mn,P,S,P-1,0.0066633169999894,-115.92663281,20,2.70439640916926,0.645,0.44,1.84
mp-8613,MnPS3,Mn,P,S,C2/m,0.0,-57.81534556,10,2.61746008507723,0.645,0.44,1.84
mp-8695,MnPSe3,Mn,P,Se,R-3,0.0,-52.68306223,10,4.01494433125019,0.645,0.44,1.98
mp-1199914,MnSeO3,Mn,Se,O,P2_1/c,0.0008552430000117,-255.93599235,40,3.85863686497271,0.96,0.5,1.42
mp-1202364,MnSeO3,Mn,Se,O,P2_1/c,0.0,-256.03641953,40,3.98130424057668,0.96,0.5,1.42
mp-22224,MnSeO3,Mn,Se,O,Pnma,0.0202544245000125,-131.03539709,20,4.74597402946635,0.96,0.5,1.42
mp-17766,MnSiO3,Mn,Si,O,P2_1/c,0.0161973025000091,-324.00972973,40,3.60325214529045,0.96,0.4,1.42
mp-532143,MnSiO3,Mn,Si,O,I4_1/a,0.0823351248750086,-641.87350193,80,4.19668911305797,0.96,0.4,1.42
mp-1180212,MnSiO3,Mn,Si,O,P-1,0.369881986600008,-378.18170142,50,3.19068689937413,0.96,0.4,1.42
mp-647680,MnSiO3,Mn,Si,O,P-1,0.307521472800008,-381.30327132,50,3.47202128670234,0.96,0.4,1.42
mp-1180172,MnSiO3,Mn,Si,O,P-1,0.293809884800009,-381.97873034,50,3.56746640716963,0.96,0.4,1.42
mp-1181218,MnSiO3,Mn,Si,O,P-1,0.115164987800007,-391.00130014,50,3.40871085381885,0.96,0.4,1.42
mp-1289249,MnSiO3,Mn,Si,O,C2/c,0.0127983590000085,-158.42691594,20,3.60349002032594,0.96,0.4,1.42
mp-1172857,MnSiO3,Mn,Si,O,P2_1/c,0.0162319615000097,-316.78474377,40,3.66605088252722,0.96,0.4,1.42
mp-5945,MnSiO3,Mn,Si,O,P-1,0.0070941201428667,-567.24297615,70,3.61420178235176,0.96,0.4,1.42
mp-560199,MnSiO3,Mn,Si,O,P-1,0.0071881462000078,-405.08424117,50,3.62754297763566,0.96,0.4,1.42
mp-1181816,MnSnO3,Mn,Sn,O,P-1,0.154089911999994,-67.85453366,10,4.14272967974011,0.96,0.81,1.42
mp-20569,MnSnO3,Mn,Sn,O,R-3,0.0,-71.19468456,10,5.9132162574143,0.96,0.81,1.42
mp-691106,MnSnO3,Mn,Sn,O,R3c,0.0223195969999939,-69.14337895,10,5.97638027056208,0.96,0.81,1.42
mp-560522,MnSO3,Mn,S,O,R-3,0.0695582598095541,-207.48601831,30,3.38445316943798,0.96,0.37,1.42
mp-27818,MnSO3,Mn,S,O,P2_1/c,0.0693872306428878,-276.80793076,40,3.22445739705351,0.96,0.37,1.42
mp-570290,MnTlCl3,Mn,Tl,Cl,Pm-3m,0.0293077779999997,-22.29047616,5,4.66136981665529,0.96,1.5,1.81
mp-570300,MnTlCl3,Mn,Tl,Cl,Pnma,0.0,-89.74334261,20,4.61865580640659,0.96,1.5,1.81
mp-30528,MnTlCl3,Mn,Tl,Cl,Pnma,0.0243922364999998,-89.25806542,20,4.69396253033244,0.96,1.5,1.81
mp-998762,MnTlF3,Mn,Tl,F,Pm-3m,0.0,-27.1987305,5,6.532573459925,0.96,1.5,1.33
mp-23443,MnTlI3,Mn,Tl,I,Pnma,0.0170265940000003,-74.93270591,20,5.84478550914756,0.96,1.5,2.2
mp-770870,MnTlO3,Mn,Tl,O,Pnma,0.053737198187501,-120.6061924,20,8.50061705125833,0.645,0.885,1.42
mp-768374,MnTlO3,Mn,Tl,O,P6_3cm,0.0307751781875023,-193.04118887,30,7.91149341447671,0.645,0.885,1.42
mp-1311921,MnTlO3,Mn,Tl,O,P-1,0.0640513796875011,-120.28064826,20,8.32854352491347,0.645,0.885,1.42
mp-768432,MnTlO3,Mn,Tl,O,R-3,0.121886347187501,-65.02805798,10,7.68497499021342,0.645,0.885,1.42
mp-753819,MnTlO3,Mn,Tl,O,P2_1/c,0.061953488187501,-128.27358731,20,8.62555991161899,0.645,0.885,1.42
mp-1106224,MnVO3,Mn,V,O,Pnma,0.0340148151071453,-156.20224105,20,4.88188030023558,0.645,0.64,1.42
mp-754318,MnZnO3,Mn,Zn,O,R-3,0.0057942339999987,-66.3283228,10,5.5022941241861,0.53,0.9,1.42
mp-772528,MnZnO3,Mn,Zn,O,Pnma,0.0983824519999992,-120.34612821,20,5.73135597877537,0.53,0.9,1.42
mp-1016932,MnZnO3,Mn,Zn,O,Pm-3m,0.56117291,-27.75132865,5,5.34889470553961,0.53,0.9,1.42
mp-1186106,MoPbO3,Mo,Pb,O,Pm-3m,0.117392296812503,-32.6828942,5,8.41645008784086,0.65,1.19,1.42
