material_id,Name,A_site,B_site,X_site,Spacegroup,Ehull,Energy,nsites,density_MP,s_A,s_B,s_X
mp-1112176,CsTlCl3,Cs,Tl,Cl,Fm-3m,0.0,-30.75817912,10,4.03546748551176,1.88,1.5,1.81
mp-1078203,CsTlF3,Cs,Tl,F,Fm-3m,0.0,-40.37809716,10,5.68806773297705,1.88,1.5,1.33
mp-998240,CsTlF3,Cs,Tl,F,Amm2,0.877708656999999,-31.60486363,10,6.33688329667085,1.88,1.5,1.33
mp-2695837,CsTlF3,Cs,Tl,F,Pm-3m,0.0633824039999995,-19.87406308,5,5.95849275188876,1.88,1.5,1.33
mp-998235,CsTlF3,Cs,Tl,F,Amm2,0.064264036,-19.86032886,5,5.93313210788295,1.88,1.5,1.33
mp-998234,CsTlF3,Cs,Tl,F,R3m,0.0648219439999993,-19.8591774,5,5.98710952477592,1.88,1.5,1.33
mp-1112542,CsTlI3,Cs,Tl,I,Fm-3m,0.0602546797500003,-24.20408561,10,4.73348133181484,1.88,1.5,2.2
mp-1185544,CsTlO3,Cs,Tl,O,Pm-3m,0.354172761166667,-19.82931741,5,6.85962921843169,1.88,0.885,1.42
mp-1206103,CsTmBr3,Cs,Tm,Br,P4/mbm,0.121960370888888,-36.23723348,10,5.10449251277652,1.88,1.03,1.96
mp-579768,CsTmCl3,Cs,Tm,Cl,Pm-3m,0.201543684777778,-20.22683534,5,4.52168647789624,1.88,1.03,1.81
mp-1207081,CsTmH3,Cs,Tm,H,Pm-3m,0.318203782747123,-16.35237207,5,5.73783167288917,1.88,1.03,2.08
mp-1213177,CsTmI3,Cs,Tm,I,Pnma,0.203302871888889,-63.54330958,20,5.15122156566602,1.88,1.03,2.2
mp-2647024,CsUBr3,Cs,U,Br,Pm-3m,0.285750126999998,-21.89524954,5,5.23456207486916,1.88,1.025,1.96
mp-865424,CsUO3,Cs,U,O,Pm-3m,0.0214696040000018,-41.01327203,5,8.08122952205393,1.88,0.76,1.42
mp-23038,CsVBr3,Cs,V,Br,P6_3/mmc,0.0,-42.37648876,10,4.1329241612024,1.88,0.79,1.96
mp-22977,CsVCl3,Cs,V,Cl,P6_3/mmc,0.0,-46.33601455,10,3.26669839407025,1.88,0.79,1.81
mp-22991,CsVI3,Cs,V,I,P6_3/mmc,0.0,-38.20842917,10,4.52394089459161,1.88,0.79,2.2
mp-504651,CsVO3,Cs,V,O,Pbcm,0.0,-146.25112902,20,3.75403219531825,1.88,0.54,1.42
mp-568005,CsYbBr3,Cs,Yb,Br,Pm-3m,0.0,-17.47350228,5,4.79782669528077,1.88,1.02,1.96
mp-1070599,CsYbCl3,Cs,Yb,Cl,Pm-3m,0.0,-19.64308433,5,4.28641020529038,1.88,1.02,1.81
mp-8398,CsYbF3,Cs,Yb,F,Pm-3m,0.0,-26.23601798,5,6.56318692939604,1.88,1.02,1.33
mp-1206323,CsYbH3,Cs,Yb,H,Pm-3m,0.0499967945000006,-14.4359161,5,5.22909253722082,1.88,1.02,2.08
mp-1185576,CsYbI3,Cs,Yb,I,Pnma,0.0,-60.47116869,20,4.88529100679441,1.88,1.02,2.2
mp-1185564,CsYbO3,Cs,Yb,O,Pm-3m,0.431311846,-23.26622381,5,6.03320852779758,1.88,0.868,1.42
mp-1188802,CuAgF3,Cu,Ag,F,P-1,0.0173620945000019,-76.35350081,20,5.90511599141549,0.77,0.94,1.33
mp-998414,CuAgF3,Cu,Ag,F,Pm-3m,0.0349288620000019,-18.99651787,5,5.88909055464991,0.77,0.94,1.33
mp-998422,CuAgF3,Cu,Ag,F,R-3c,0.0127575390000017,-38.17060697,10,5.9344486203441,0.77,0.94,1.33
mp-776320,CuAsO3,Cu,As,O,R-3,0.0916785578750039,-55.67591971,10,5.6746332684858,0.77,0.46,1.42
mp-1178368,CuAsO3,Cu,As,O,Pmma,0.075245013875004,-55.79145959,10,4.35316735218885,0.77,0.46,1.42
mp-1184051,CuBiO3,Cu,Bi,O,Pm-3m,0.167379187562501,-26.22833144,5,9.32628432293125,0.77,0.76,1.42
mp-1184042,CuBO3,Cu,B,O,Pm-3m,1.11873884229167,-26.87975265,5,5.39963424024369,0.54,0.27,1.42
mp-1178374,CuCO3,Cu,C,O,P-1,0.0851143270000039,-65.70797763,10,3.42701802145853,0.73,0.16,1.42
mp-1080068,CuCO3,Cu,C,O,P2_1,0.129320376000004,-65.28696732,10,2.89377922662436,0.73,0.16,1.42
mp-758727,CuCO3,Cu,C,O,P1,0.125428172444449,-293.73041995,45,3.28840113202952,0.73,0.16,1.42
mp-27249,CuCO3,Cu,C,O,Cm,0.140410678000004,-32.4908587,5,3.56024264966773,0.73,0.16,1.42
mp-760595,CuCO3,Cu,C,O,P2_1/c,0.103005435000004,-130.99212093,20,2.93565313582585,0.73,0.16,1.42
mp-760536,CuCO3,Cu,C,O,P-6,0.131750988000004,-97.8238895,15,3.3176373050607,0.73,0.16,1.42
mp-1096939,CuGeI3,Cu,Ge,I,I4/mcm,0.457582302000001,-24.65615532,10,4.75653825543258,0.77,0.73,2.2
mp-1096949,CuGeI3,Cu,Ge,I,Cm,0.254386665000001,-13.34780086,5,5.08679438318477,0.77,0.73,2.2
mp-554874,CuGeO3,Cu,Ge,O,P2_1/c,0.0928725298333388,-116.41576186,20,5.75466931413941,0.73,0.53,1.42
mp-1202570,CuGeO3,Cu,Ge,O,Pbam,0.021574157458339,-471.43366299,80,4.79182896982995,0.73,0.53,1.42
mp-1181636,CuGeO3,Cu,Ge,O,Pmna,0.039667415333339,-117.41741509,20,4.94652645942447,0.73,0.53,1.42
mp-561216,CuGeO3,Cu,Ge,O,Cmce,0.0195386968333393,-471.19535949,80,4.71094692008231,0.73,0.53,1.42
mp-554624,CuGeO3,Cu,Ge,O,Pnnm,0.0247483522083396,-471.125317,80,4.74725731774878,0.73,0.53,1.42
mp-21344,CuGeO3,Cu,Ge,O,Pmma,0.0323943933333393,-58.77750594,10,4.82817306981936,0.73,0.53,1.42
mp-1181557,CuGeO3,Cu,Ge,O,Pmma,0.336104681333339,-55.8623155,10,3.9289601932833,0.73,0.53,1.42
mp-1096790,CuPbBr3,Cu,Pb,Br,I4/mcm,0.465794449500002,-27.41204125,10,4.64468304371153,0.77,1.19,1.96
mp-1184117,CuPbO3,Cu,Pb,O,Pm-3m,0.250703104499999,-25.16596454,5,9.10930587518634,0.73,0.775,1.42
mp-1184073,CuPdO3,Cu,Pd,O,Pm-3m,0.718975018999994,-22.51367091,5,6.63203536234592,0.54,0.76,1.42
mp-772255,CuPO3,Cu,P,O,R-3,0.0279811328333226,-193.12832259,30,2.75122671825034,0.77,0.38,1.42
mp-772192,CuPO3,Cu,P,O,P2_1/c,0.088344154749989,-255.1062182,40,3.59116345178458,0.77,0.38,1.42
mp-766856,CuPO3,Cu,P,O,P2_1/c,0.10602788574999,-254.41625121,40,3.50722657689544,0.77,0.38,1.42
mp-1105187,CuPS3,Cu,P,S,P4_2/mnm,0.0,-92.05074164,20,2.95554676568756,0.77,0.38,1.84
mp-554440,CuSeO3,Cu,Se,O,P2_1/c,0.0149179150000149,-205.46768261,40,4.43259502453357,0.73,0.5,1.42
mp-560049,CuSeO3,Cu,Se,O,P-1,0.0060154337500142,-154.68296131,30,4.48954970916325,0.73,0.5,1.42
mp-22688,CuSeO3,Cu,Se,O,Pbca,0.0163446385000148,-206.03799673,40,4.66885136641555,0.73,0.5,1.42
mp-22414,CuSeO3,Cu,Se,O,Pnma,0.0324154342500149,-102.58988352,20,5.14019180697086,0.73,0.5,1.42
mp-16053,CuSiO3,Cu,Si,O,Pmma,0.0878122940000035,-66.98531404,10,3.67980818769305,0.73,0.4,1.42
mp-556982,CuSiO3,Cu,Si,O,R-3,0.0535852096666707,-202.00811348,30,2.89116443713656,0.73,0.4,1.42
mp-754936,DyAlO3,Dy,Al,O,R-3c,0.040794405000014,-79.47218134,10,7.6076489762867,1.083,0.535,1.42
mp-984723,DyAlO3,Dy,Al,O,Pm-3m,0.141749853000015,-39.23184852,5,7.7146471472437,1.083,0.535,1.42
mp-756630,DyAlO3,Dy,Al,O,Pnma,0.0128234830000142,-159.50453163,20,7.54727574522128,1.083,0.535,1.42
mp-1207000,DyBiO3,Dy,Bi,O,Pm-3m,1.13872127,-29.63903497,5,8.05478868039098,1.083,1.03,1.42
mp-753318,DyBO3,Dy,B,O,Ama2,0.0600060184999922,-82.79052092,10,6.09758521520345,1.083,0.27,1.42
mp-10792,DyBO3,Dy,B,O,P-1,0.0284027228333272,-498.6597498,60,7.04695401805377,1.083,0.27,1.42
mp-12315,DyBO3,Dy,B,O,P-1,0.0,-166.78392116,20,6.4134712453501,1.083,0.27,1.42
mp-22137,DyCoO3,Dy,Co,O,Pnma,0.0068150830000099,-151.93829345,20,8.51643724940164,1.083,0.61,1.42
mp-19381,DyCrO3,Dy,Cr,O,Pnma,0.0,-164.23609024,20,7.64211852496385,1.083,0.615,1.42
mp-1225651,DyCrS3,Dy,Cr,S,Pnnm,0.115568589500019,-263.61855259,40,5.29707369749355,1.083,0.615,1.84
mp-1212890,DyCrSe3,Dy,Cr,Se,Pnma,0.0375198549999984,-121.89694124,20,7.05557231498803,1.083,0.615,1.98
mp-1183771,DyCuO3,Dy,Cu,O,Pm-3m,0.2257026035625,-32.63997065,5,8.45565230800223,1.083,0.54,1.42
mp-772188,DyErO3,Dy,Er,O,P6_3cm,0.0841932066666686,-250.2051971,30,8.32328991852539,1.083,0.89,1.42
mp-22283,DyFeO3,Dy,Fe,O,Pnma,0.006325670999999,-159.84948038,20,7.85826416382276,1.083,0.55,1.42
mp-755612,DyGaO3,Dy,Ga,O,Pnma,0.048170022599999,-144.34051348,20,8.20835470518136,1.083,0.62,1.42
mp-769015,DyGaO3,Dy,Ga,O,P6_3cm,0.0248613147666656,-217.19004797,30,7.3415310575623,1.083,0.62,1.42
mp-1225852,DyGaSe3,Dy,Ga,Se,Pnma,0.216811332499999,-92.56925256,20,6.14828790701011,1.083,0.62,1.98
mp-768145,DyHoO3,Dy,Ho,O,P6_3cm,0.0901036765416681,-249.77730914,30,8.21168561146614,1.083,1.12,1.42
mp-1183823,DyInO3,Dy,In,O,Pm-3m,0.698763193,-31.6639434,5,7.71462100689973,1.083,0.92,1.42
mp-768149,DyInO3,Dy,In,O,P6_3cm,0.0043218029999998,-210.80514451,30,7.46939895641304,1.083,0.92,1.42
mp-1178360,DyInO3,Dy,In,O,Pnma,0.0640329069999996,-139.34559725,20,8.14303411997001,1.083,0.92,1.42
mp-756469,DyLuO3,Dy,Lu,O,Pnma,0.0753125326250004,-167.47126266,20,9.42859744544911,1.083,1.032,1.42
mp-1232195,DyMgS3,Dy,Mg,S,R-3,0.234246009666667,-151.89177038,30,4.02828328072642,1.083,0.89,1.84
mp-1232163,DyMgS3,Dy,Mg,S,C2/m,0.31352235,-99.40827357,10,3.61863540019625,1.083,0.89,1.84
mp-1238023,DyMgSe3,Dy,Mg,Se,C2/m,0.295868827000002,-89.66957305,10,4.88523990397608,1.083,0.89,1.98
mp-1232192,DyMgSe3,Dy,Mg,Se,C2/m,0.343004320500002,-89.07033467,20,4.78874617525705,1.083,0.89,1.98
mp-1232257,DyMgSe3,Dy,Mg,Se,R-3,0.222958180333335,-137.12913398,30,5.28027223594398,1.083,0.89,1.98
mp-1188804,DyMnO3,Dy,Mn,O,Pnma,0.323793291166666,-154.09577761,20,6.64115824053657,1.083,0.645,1.42
mp-22103,DyMnO3,Dy,Mn,O,Pnma,0.0223025711666658,-167.69951784,20,7.7005350607867,1.083,0.645,1.42
mp-542479,DyMnO3,Dy,Mn,O,P6_3cm,0.0,-251.91459803,30,6.90483818307084,1.083,0.645,1.42
mp-19265,DyNiO3,Dy,Ni,O,Pnma,0.0,-131.86870134,20,8.19448487419507,1.083,0.56,1.42
mp-1183790,DyPaO3,Dy,Pa,O,Pm-3m,0.989808113000002,-41.02157879,5,9.17021446724306,1.083,1.04,1.42
mp-1183821,DyRhO3,Dy,Rh,O,Pm-3m,0.569480333,-34.80333205,5,8.50647949252616,1.083,0.665,1.42
mp-1212884,DyRhO3,Dy,Rh,O,Pnma,0.0,-150.62641044,20,8.81578835912541,1.083,0.665,1.42
mp-1207184,DySbO3,Dy,Sb,O,Pm-3m,1.0392703892,-30.9972413,5,7.19720566872304,1.083,0.76,1.42
mp-31120,DyScO3,Dy,Sc,O,Pnma,0.0258335093749977,-174.14995538,20,6.77605326639092,1.083,0.87,1.42
mp-1184176,DyScS3,Dy,Sc,S,Pnma,0.006247523249999,-133.05854786,20,4.73401428708473,1.083,0.87,1.84
mp-769393,DySeO3,Dy,Se,O,P2_1/c,0.0,-268.00416257,40,6.02680799119888,1.19,0.5,1.42
mp-1184153,DySnO3,Dy,Sn,O,Pm-3m,0.848425574249995,-32.15262116,5,7.71247347106767,1.19,0.81,1.42
mp-779599,DyTiO3,Dy,Ti,O,Pnma,0.057282459499989,-173.80156057,20,7.31311838995214,1.083,0.67,1.42
mp-752435,DyTmO3,Dy,Tm,O,Pnma,0.0880620897500002,-166.71737118,20,9.08536566982134,1.083,0.88,1.42
mp-22789,DyVO3,Dy,V,O,Pnma,0.0,-172.9805665,20,7.63690378372664,1.083,0.64,1.42
mp-768333,DyYO3,Dy,Y,O,P6_3cm,0.096604434541673,-259.94669691,30,6.47726185832941,1.083,1.075,1.42
mp-1184150,ErAlO3,Er,Al,O,Pm-3m,0.186070174199971,-39.07107442,5,7.97053000815751,1.062,0.535,1.42
mp-754184,ErAlO3,Er,Al,O,P6_3/mmc,0.0856427571999703,-79.1454224,10,6.83330333864785,1.062,0.535,1.42
mp-756458,ErAlO3,Er,Al,O,Pnma,0.0178320446999702,-159.64570023,20,7.79771318289804,1.062,0.535,1.42
mp-1184148,ErBeO3,Er,Be,O,Pm-3m,0.381895812125,-35.52313329,5,8.3010455931653,1.062,0.45,1.42
mp-754636,ErBiO3,Er,Bi,O,R-3,0.0515171800000021,-70.45367779,10,8.99993770675164,1.062,1.03,1.42
mp-754943,ErBiO3,Er,Bi,O,R3c,0.0308655520000025,-70.6581826,10,8.9257168401802,1.062,1.03,1.42
mp-10791,ErBO3,Er,B,O,P-1,0.0621952066666669,-498.61391999,60,7.36347302523621,1.062,0.27,1.42
mp-760405,ErBO3,Er,B,O,Ama2,0.0931726309999998,-82.7902351,10,6.40548448547745,1.062,0.27,1.42
mp-1194043,ErBO3,Er,B,O,C2/c,0.0,-251.17304177,30,6.91226885170628,1.062,0.27,1.42
mp-562779,ErCoO3,Er,Co,O,Pnma,0.0,-152.18229769,20,8.81586433855081,1.062,0.61,1.42
mp-19063,ErCrO3,Er,Cr,O,Pnma,0.0,-164.34803748,20,7.90899015925403,1.062,0.615,1.42
mp-1184157,ErCuO3,Er,Cu,O,Pm-3m,0.2747095850625,-32.43098319,5,8.66924107900493,1.062,0.54,1.42
mp-19935,ErFeO3,Er,Fe,O,Pnma,0.0179546204999994,-159.89020604,20,8.14939521601233,1.062,0.55,1.42
mp-1184164,ErGaO3,Er,Ga,O,Pm-3m,0.382683968299992,-34.45685048,5,8.50068710370872,1.062,0.62,1.42
mp-1213088,ErGaO3,Er,Ga,O,P6_3cm,0.0135107316333256,-217.78256995,30,7.61426900057417,1.062,0.62,1.42
mp-1213082,ErGaO3,Er,Ga,O,Pnma,0.0506748862999924,-144.45538671,20,8.46425395969035,1.062,0.62,1.42
mp-754208,ErInO3,Er,In,O,Pnma,0.0797644929999999,-139.3409016,20,8.31501518606861,1.062,0.92,1.42
mp-772217,ErInO3,Er,In,O,P6_3cm,0.0153704933333323,-210.94720562,30,7.72981491419803,1.062,0.92,1.42
mp-1184162,ErIrO3,Er,Ir,O,Pm-3m,0.82667653425,-35.00068676,5,10.8728924972293,1.062,0.68,1.42
mp-778151,ErLuO3,Er,Lu,O,Pnma,0.0913835496249984,-167.45969458,20,9.65748996049761,1.062,1.032,1.42
mp-1232164,ErMgS3,Er,Mg,S,C2/m,0.371650319000001,-98.52046519,10,3.64928832086993,1.062,0.89,1.84
mp-1232145,ErMgSe3,Er,Mg,Se,C2/m,0.32935558425,-88.78885386,10,4.87901002547547,1.062,0.89,1.98
mp-1232210,ErMgSe3,Er,Mg,Se,R-3,0.214553871916666,-136.87405355,30,5.43673318941552,1.062,0.89,1.98
mp-19319,ErMnO3,Er,Mn,O,Pnma,0.034405180666667,-160.22705022,20,7.78613746548626,1.062,0.645,1.42
mp-19217,ErMnO3,Er,Mn,O,P6_3cm,0.0,-241.37731171,30,7.07261334434385,1.062,0.645,1.42
mp-18983,ErNiO3,Er,Ni,O,Pnma,0.0,-132.00350502,20,8.45470516534837,1.062,0.56,1.42
mp-1189736,ErNiO3,Er,Ni,O,P2_1/c,0.0015767070000007,-131.97762021,20,8.50710024048122,1.062,0.56,1.42
mp-1213022,ErRhO3,Er,Rh,O,Pnma,0.0,-150.72117816,20,9.07529122381724,1.062,0.665,1.42
mp-1212985,ErScO3,Er,Sc,O,Pnma,0.0408890393749992,-174.16435709,20,7.01621123377791,1.062,0.87,1.42
mp-1184204,ErTaO3,Er,Ta,O,Pm-3m,0.720544205599992,-43.15240648,5,10.1053378017221,1.062,0.72,1.42
mp-756296,ErTiO3,Er,Ti,O,Pnma,0.0580281612499967,-173.82987173,20,7.56135192547964,1.062,0.67,1.42
mp-1184219,ErTlO3,Er,Tl,O,Pm-3m,0.583822038500002,-29.68929015,5,8.14690989920263,1.062,0.885,1.42
mp-19205,ErVO3,Er,V,O,Pnma,0.0,-165.01622754,20,7.67471365267443,1.062,0.64,1.42
mp-1184207,ErZnO3,Er,Zn,O,Pm-3m,0.459743465124999,-30.04154135,5,8.31176188479209,1.062,0.9,1.42
mp-1077622,EuAgO3,Eu,Ag,O,Pm-3m,0.266618123916667,-33.38257222,5,7.47464236858307,1.12,0.75,1.42
mp-973892,EuAlO3,Eu,Al,O,Pm-3m,0.0089144205,-43.37930957,5,7.04337894926657,1.12,0.535,1.42
mp-21455,EuAlO3,Eu,Al,O,Pnma,0.0,-173.67391297,20,7.02394177478515,1.12,0.535,1.42
mp-983564,EuAsO3,Eu,As,O,Pm-3m,0.145804072928561,-39.03099023,5,7.14039981851522,1.12,0.58,1.42
mp-1184383,EuAuO3,Eu,Au,O,Pm-3m,0.370365252666665,-33.69004067,5,9.49695612932212,1.12,0.85,1.42
mp-1184325,EuBeO3,Eu,Be,O,Pm-3m,0.261574081999999,-39.61425929,5,7.17888637687389,1.12,0.45,1.42
mp-22030,EuBO3,Eu,B,O,P-1,0.0,-180.57716935,20,5.560193421201,1.12,0.27,1.42
mp-1225223,EuBO3,Eu,B,O,Ama2,0.0398641519999998,-90.01570883,10,5.43504214554256,1.12,0.27,1.42
mp-1183878,EuCdO3,Eu,Cd,O,Pm-3m,0.448619821,-32.35563744,5,7.18790166060939,1.12,1.31,1.42
mp-554518,EuCO3,Eu,C,O,Pnma,0.0,-181.58209366,20,5.27193692940799,1.35,0.16,1.42
mp-1075975,EuCoO3,Eu,Co,O,Pm-3m,0.0970085490000017,-39.11412424,5,8.02249867670141,1.12,0.61,1.42
mp-1212757,EuCoO3,Eu,Co,O,Pnma,0.0,-157.80591807,20,7.65338723641984,1.12,0.61,1.42
mp-1189762,EuCrO3,Eu,Cr,O,Pnma,0.0,-178.399297,20,7.11012035089927,1.12,0.615,1.42
mp-754941,EuCrO3,Eu,Cr,O,Pm-3m,0.077613537499996,-46.96110997,5,7.32449802250757,1.12,0.615,1.42
mp-1075902,EuCuO3,Eu,Cu,O,Pm-3m,0.0797446950000005,-37.1661074,5,7.81322675694355,1.12,0.54,1.42
mp-1338333,EuCuO3,Eu,Cu,O,C2/c,0.0840364774999998,-148.14841419,20,6.22818623780162,1.12,0.54,1.42
mp-1183905,EuErO3,Eu,Er,O,Pm-3m,0.474163809874998,-43.34456096,5,7.65007106560942,1.12,0.89,1.42
mp-1011260,EuFeO3,Eu,Fe,O,Imma,0.0263252998749639,-82.66878989,10,7.12581175011242,1.12,0.55,1.42
mp-1075904,EuFeO3,Eu,Fe,O,Pm-3m,0.0809061758749632,-41.1948025,5,7.35562526798001,1.12,0.55,1.42
mp-504703,EuFeO3,Eu,Fe,O,Pnma,0.0127520438749631,-174.00456409,20,7.79019368832995,1.12,0.55,1.42
mp-1206706,EuGaO3,Eu,Ga,O,P6_3/mmc,0.0546297471500008,-79.04925575,10,6.60980809945228,1.12,0.62,1.42
mp-1212729,EuGaO3,Eu,Ga,O,Pnma,0.0639373911500023,-157.98765885,20,7.58511776988798,1.12,0.62,1.42
mp-865181,EuGeO3,Eu,Ge,O,Pm-3m,0.0,-40.68855765,5,7.63003185813919,1.35,0.53,1.42
mp-581575,EuGeS3,Eu,Ge,S,P-1,0.0,-195.61502804,30,4.14469638985437,1.35,0.53,1.84
mp-644246,EuPdH3,Eu,Pd,H,Pm-3m,0.0,-28.21039721,5,7.72300967514294,1.35,0.59,2.08
mp-753781,EuHfO3,Eu,Hf,O,Pm-3m,0.0,-51.62601577,5,8.8945465288067,1.35,0.83,1.42
mp-1190059,EuHfS3,Eu,Hf,S,Pnma,0.0,-166.72206782,20,6.14126603298688,1.35,0.83,1.84
mp-1212795,EuInO3,Eu,In,O,Pnma,0.0815836748749987,-153.2958285,20,7.47745230643651,1.12,0.92,1.42
mp-1212980,EuInO3,Eu,In,O,P6_3cm,0.0119424538749993,-231.90417625,30,6.91599800877444,1.12,0.92,1.42
mp-1184304,EuInO3,Eu,In,O,Pm-3m,0.370071597874999,-36.87462946,5,7.09925957990867,1.12,0.92,1.42
mp-1184445,EuIrO3,Eu,Ir,O,Pm-3m,0.329087391843753,-41.35387315,5,10.0958553662638,1.12,0.68,1.42
mp-1184309,EuLuO3,Eu,Lu,O,Pm-3m,0.412847313499999,-43.80009123,5,8.06687844844446,1.12,1.032,1.42
mp-972931,EuMgO3,Eu,Mg,O,Pm-3m,0.271359000999999,-37.3398641,5,6.16968225297249,1.12,0.89,1.42
mp-20614,EuMnO3,Eu,Mn,O,Pnma,0.0,-184.43771239,20,7.35415007382215,1.12,0.645,1.42
mp-1099619,EuMnO3,Eu,Mn,O,Pm-3m,0.0488960985000002,-43.56989984,5,7.26342181290874,1.12,0.645,1.42
mp-1184411,EuMoO3,Eu,Mo,O,Pm-3m,0.105539480384619,-43.11754103,5,7.12812937554117,1.12,0.69,1.42
mp-1078341,EuNbO3,Eu,Nb,O,Imma,0.0,-97.7603595,10,7.25630609095094,1.12,0.72,1.42
mp-755572,EuNbO3,Eu,Nb,O,Pm-3m,0.018850276000002,-48.74876223,5,7.12335261476675,1.12,0.72,1.42
mp-977412,EuNiO3,Eu,Ni,O,Pm-3m,0.0713810850000023,-39.58215991,5,7.85721341925668,1.12,0.56,1.42
mp-20718,EuNiO3,Eu,Ni,O,Pnma,0.0,-159.45706049,20,7.78439933916652,1.12,0.56,1.42
mp-1213363,EuNpO3,Eu,Np,O,Pnma,0.0,-212.28257838,20,9.19689914825077,1.12,1.01,1.42
mp-977370,EuOsO3,Eu,Os,O,Pm-3m,0.22998126266666,-44.49716582,5,10.2098169129971,1.35,0.63,1.42
mp-1184348,EuPbO3,Eu,Pb,O,Pm-3m,0.290577132031251,-36.74494335,5,8.59442528127921,1.35,0.775,1.42
mp-1184369,EuPdO3,Eu,Pd,O,Pm-3m,0.171367586875,-37.21573799,5,7.77721862090936,1.12,0.76,1.42
mp-20217,EuPS3,Eu,P,S,P2_1/c,0.0,-134.11629061,20,3.89986786501187,1.12,0.44,1.84
mp-20742,EuPSe3,Eu,P,Se,P2_1/c,0.0,-123.10241014,20,5.18988725861913,1.12,0.44,1.98
mp-976258,EuPtO3,Eu,Pt,O,Pm-3m,0.37262719459375,-37.82536987,5,9.75383135242225,1.35,0.625,1.42
mp-976320,EuReO3,Eu,Re,O,Pm-3m,0.209718244411766,-47.24745104,5,10.0092474739274,1.35,0.63,1.42
mp-19801,EuRhO3,Eu,Rh,O,Pnma,0.0,-165.77588735,20,8.14448259097972,1.12,0.665,1.42
mp-866036,EuRuO3,Eu,Ru,O,Pm-3m,0.137210171593742,-43.11151608,5,7.90098419394762,1.12,0.68,1.42
mp-976284,EuSbO3,Eu,Sb,O,Pm-3m,0.214647988476193,-38.7236098,5,7.11549546052974,1.12,0.76,1.42
mp-22487,EuScO3,Eu,Sc,O,Pnma,0.0444029627500022,-188.09621256,20,6.22496445520553,1.12,0.87,1.42
mp-755177,EuSeO3,Eu,Se,O,P2_1/m,0.0,-75.59757692,10,5.97399733201629,1.35,0.5,1.42
mp-866030,EuSiO3,Eu,Si,O,Pm-3m,0.254287704500005,-43.84994092,5,7.36952761068328,1.35,0.4,1.42
mp-862606,EuSnO3,Eu,Sn,O,Pm-3m,0.0633872447692312,-39.7902379,5,7.54024554307881,1.35,0.81,1.42
mp-1184447,EuTcO3,Eu,Tc,O,Pm-3m,0.0202690705833355,-45.53981781,5,7.91962091332018,1.35,0.645,1.42
mp-22246,EuTiO3,Eu,Ti,O,Pm-3m,0.0091382115000051,-48.67474799,5,6.790017785336,1.12,0.67,1.42
mp-1079111,EuTiO3,Eu,Ti,O,I4/mcm,0.0,-97.51879803,10,6.7652566088065,1.12,0.67,1.42
mp-1178346,EuTmO3,Eu,Tm,O,Pnma,0.0969085091250008,-180.85103926,20,8.51048788460435,1.12,0.88,1.42
mp-1184353,EuTmO3,Eu,Tm,O,Pm-3m,0.447423555125001,-43.47240967,5,7.87620264170806,1.12,0.88,1.42
mp-1213318,EuUO3,Eu,U,O,Pnma,0.0055631839999961,-206.62779913,20,9.27318211578542,1.12,1.025,1.42
mp-756315,EuVO3,Eu,V,O,Pm-3m,0.0311091045000005,-47.94922835,5,7.02808635150176,1.12,0.64,1.42
mp-1178351,EuVO3,Eu,V,O,Pnma,0.0,-180.94196863,20,7.05932797387588,1.12,0.64,1.42
mp-1184400,EuWO3,Eu,W,O,Pm-3m,0.147461976250007,-43.61930081,5,9.24600473525437,1.35,0.66,1.42
mp-1106293,EuZrO3,Eu,Zr,O,Pnma,0.0,-199.23130997,20,6.81821547247034,1.35,0.89,1.42
mp-1178354,EuZrO3,Eu,Zr,O,P2_13,0.0843929492500006,-395.17951054,40,6.60349347494533,1.35,0.89,1.42
mp-771055,EuZrO3,Eu,Zr,O,Pm-3m,0.0933191865000005,-49.35147984,5,6.5388218922383,1.35,0.89,1.42
mp-1189927,EuZrS3,Eu,Zr,S,Pnma,0.0,-160.53596199,20,4.79476916274759,1.35,0.89,1.84
mp-1106192,EuZrSe3,Eu,Zr,Se,Pnma,0.0247107390000041,-148.96779831,20,6.2252982767748,1.35,0.89,1.98
mp-1184234,FeAgO3,Fe,Ag,O,Pm-3m,0.345822416041667,-25.21006611,5,6.10136007601792,0.78,0.75,1.42
mp-1184215,FeAsO3,Fe,As,O,Pm-3m,0.779932187750045,-27.98897709,5,5.4120851487455,0.78,0.58,1.42
mp-1193035,FeBiO3,Fe,Bi,O,C2/m,0.056411261,-185.81863552,30,8.21675648973073,0.78,1.03,1.42
mp-655631,FeBiO3,Fe,Bi,O,R3,0.440277244999999,-29.03443323,5,4.04441873753934,0.78,1.03,1.42
mp-654759,FeBiO3,Fe,Bi,O,R3,0.588621641,-31.36095036,5,4.3549101155454,0.78,1.03,1.42
mp-1181635,FeBiO3,Fe,Bi,O,P4/mmm,2.103003105,-20.80463812,5,4.71954337248059,0.78,1.03,1.42
mp-1181670,FeBiO3,Fe,Bi,O,Cc,1.698095645,-48.43731206,10,2.00608001371649,0.78,1.03,1.42
mp-1181856,FeBiO3,Fe,Bi,O,Cm,0.415684428999999,-29.15765098,5,4.75718755436056,0.78,1.03,1.42
mp-1069079,FeBiO3,Fe,Bi,O,P4mm,0.0268114939999995,-30.98881497,10,7.58314782748214,0.78,1.03,1.42
