Name Coef_b density E_coh TF OF B_Hf mean_A2B mean_A2X mean_B2X mean_X2X std_A2B std_A2X std_B2X std_X2X A_Rvdw B_Ra X_Ra A_Z B_Z X_Z A_G B_G A_EA B_EA X_EA B_MP A_BP A_Kappa B_Kappa X_Kappa A_CvM B_CvM A_B B_B B_MV X_MV A_Rho B_Rho A_ChiP B_ChiP A_ChiA X_ChiA s_A s_B s_X A_IEI B_IEI X_IEI A_IEII B_IEII X_IEII 0
MgSiO3 0.952274467988329 0.23254708344387 0.740805613931328 0.337329778343745 0.192341274791069 0.412674825174825 0 0.537986276087976 0.805957927817259 0.376069419740142 0.0791357601993408 0.766501118469698 0.760951555164228 0.998415455465082 0 0.307692307692308 0.304347826086956 0.115384615384615 0.1375 0.134615384615385 0.0833333333333333 0.8125 0 0.41158348736907 0.391812865497076 0.402127779978496 0.0850761421319797 0.662162162162162 0.468550706514943 0.0345920563490511 0.258905299739357 0.170520231213873 0 0.5 0.259560067681895 0.424242424242424 0.0587258969978033 0.0876250915303881 0.468468468468468 0.472636815920398 0.635907723169509 0.69202324352879 0.131578947368421 0.203389830508475 0.0710382513661203 0.735763243112875 0.429761163087168 0.503970452687666 0.0766565142359769 0.0822743882903394 0.197725448783027 21
KZnF3 0.366497130597755 0.214816391889766 0.898860827489949 0.458668824421537 0.494823500062369 0.0355594405594405 0.254043572900354 0.419241074925158 0.12727829638456 0.0668461834320977 0 0 0 0 0.6 0.5 0.217391304347826 0.205128205128205 0.3375 0.153846153846154 0 0.6875 0.812080536912752 0 0.93859649122807 0.120785467715466 0.0178680203045685 0.391891891891892 0.374765537076404 0.0367834083349638 0.181870836953374 0.076878612716763 0 1 0.161421319796954 0 0.0156700024408104 0.32243104710764 0.0270270270270269 0.348258706467662 0.0752256770310933 1 0.789473684210526 0.491525423728813 0 0.0876011266854447 0.623237234161326 1 0.329485556515561 0.107325502748031 0.195866880511248 22
YVO3 0.672432131702109 0.388461029363307 0.65404663147285 0.292019211021879 0.384682549582139 0.161713286713287 0.0605727657590893 0.4389230821315 0.626034174103943 0.261590394985881 0.0558997729660509 0.683662159726199 0.63657671674669 0.738709803666596 0.347058823529411 0.5 0.304347826086956 0.461538461538462 0.25 0.134615384615385 0.166666666666667 0.25 0.496644295302013 0.155884165126309 0.391812865497076 0.542470714730349 0.541116751269036 0.018018018018018 0.0965362010754033 0.0345920563490511 0.0489429481610194 0.10606936416185 0.666666666666667 1 0.132994923857868 0.424242424242424 0.192189406883085 0.272150353917501 0.387387387387387 0.338308457711443 0.462387161484454 0.69202324352879 0.293859649122807 0.406779661016949 0.0710382513661203 0.45557523997949 0.210908426723363 0.503970452687666 0.0338254044987695 0.0555317373962814 0.197725448783027 23
RbMgF3 0.46461199698061 0.228200687836246 0.858100035025996 0.498741704773438 0.477984283397782 0.0479020979020979 0.253078110373106 0.418503658623339 0.126568942525806 0.0657685133467076 0 0 0 0 0.764705882352941 0.615384615384615 0.217391304347826 0.435897435897436 0.1125 0.153846153846154 0 0.0625 0.786912751677852 0 0.93859649122807 0.185954388546206 0.00345177664974619 0.202702702702703 0.499812429661123 0.0367834083349638 0.0677671589921807 0.260404624277457 0 0 0.325211505922166 0 0.0486697583597754 0.0587258969978033 0.0270270270270269 0.17910447761194 0.0471414242728184 1 0.859649122807017 0.474576271186441 0 0.0555348471494131 0.351056923760382 1 0.263355860038756 0.0619900355827822 0.195866880511248 24
NaCoF3 0.439661900170328 0.229156349783746 0.859534812212283 0.365172654913454 0.499033304228517 0.115384615384615 0.14579728126697 0.627060409437299 1 0.306947781238285 0.166828986150535 0.787135366536263 0.81489972194 0.724349125390664 0.317647058823529 0.5 0.217391304347826 0.102564102564103 0.3 0.153846153846154 0 0.5 0.885906040268456 0.196241528034504 0.93859649122807 0.425046686661762 0.0430456852791878 0.572072072072072 0.312242090784044 0.0367834083349638 0.318273964668404 0.0864161849710983 0 1 0.0771573604060914 0 0.0211374176226507 0.408347571393703 0.126126126126126 0.462686567164179 0.210631895687061 1 0.570175438596491 0.495762711864407 0 0.244155245724684 0.387614388544772 1 0.568018670193584 0.093699262806474 0.195866880511248 25
RbBiO3 0.354176589271861 0.535097222035329 0.856067436677871 0.401881303609232 0.589045154047651 0.0708566433566433 0.335346768184416 0.481340120616092 0.187014157358817 0.157598562661243 0 0 0 0 0.764705882352941 0.692307692307693 0.304347826086956 0.435897435897436 1 0.134615384615385 0 0.875 0.786912751677852 0.280961182994455 0.391812865497076 0.0788297210118273 0.00345177664974619 0.202702702702703 0.0246342378391897 0.0345920563490511 0.0677671589921807 0 0 0.5 0.57258883248731 0.424242424242424 0.0486697583597754 0.451305833536734 0.0270270270270269 0.532338308457711 0.0471414242728184 0.69202324352879 0.859649122807017 0.622881355932203 0.0710382513661203 0.0555348471494131 0.294885878891904 0.503970452687666 0.263355860038756 0.0878023336980865 0.197725448783027 26
CsSnS3 0 0.184041978810484 0.902912994840875 0.477788052384869 0.277492359985032 0.0362762237762238 0.656725543811417 0.723439600281231 0.497155088760003 0.491942532767984 0.00214965457898928 0.041186063177393 0.300290915986969 0.55341432109182 1 0.576923076923077 0.652173913043478 0.666666666666667 0.5875 0.288461538461538 0 0.8125 0.763422818791946 0.330560690080098 0.564327485380117 0.0677041480391602 0 0.103603603603604 0.209078404401651 0.383682253962043 0.0327251665218651 0.0303468208092486 0 0.5 0.402707275803723 0.298209366391184 0.0656089821820845 0.330729802294362 0 0.502487562189055 0 0.152667723190703 1 0.449152542372881 0.60655737704918 0 0.303982618718138 0.0792161044846367 0.20040185160103 0.0557515179562265 0.052017405992677 27
RbAuBr3 0.077346001068489 0.311235654016932 0.985461015879711 0.277338574648623 0.484492296981162 0.083479020979021 0.749938762450765 0.760419501413236 0.608008756099084 0.880373899442311 0.176148575395909 0.0788361429895864 0.310341878669256 0.508065862132861 0.764705882352941 0.5 0.782608695652174 0.435897435897436 0.95 0.653846153846154 0 0.625 0.786912751677852 0.686383240911892 0.928654970760234 0.303188840473091 0.00345177664974619 0.202702702702703 1 0.217374290745451 0.0677671589921807 0.00202312138728324 0 1 0.196954314720812 0.590909090909091 0.0486697583597754 0.916036123993166 0.0270270270270269 0.791044776119403 0.0471414242728184 0.20338087691495 0.859649122807017 0.805084745762712 0.737704918032787 0.0555348471494131 0.596973317527449 0.26874834591632 0.263355860038756 0.141927165960635 0.0304159705794702 28
CdSnO3 0.633739950719131 0.523042159948643 0.832544394995291 0.354980847844728 0.424753648496945 0.0362762237762238 0.346008008170429 0.575900286960758 0.795399343170963 0.170860965142804 0.396436640134847 0.805524658878642 0.786521666615074 0.250584854547843 0.264705882352941 0.576923076923077 0.304347826086956 0.576923076923077 0.5875 0.134615384615385 0.916666666666667 0.8125 0 0.330560690080098 0.391812865497076 0.0677041480391602 0.019492385786802 0.378378378378378 0.209078404401651 0.0345920563490511 0.0295395308427454 0.0303468208092486 0.666666666666667 0.5 0.402707275803723 0.424242424242424 0.396143519648523 0.330729802294362 0.810810810810811 0.502487562189055 0.863590772316951 0.69202324352879 0.5 0.449152542372881 0.0710382513661203 1 0.303982618718138 0.503970452687666 0.105193218921823 0.0557515179562265 0.197725448783027 29
RbCaH3 0.783352758931758 0.0594476036842599 0.965840994789459 0.361711654817662 0.704018384010902 0.0484265734265734 0.411310357231736 0.539360797055871 0.242826851787148 0.242390758303037 0 0 0 0 0.764705882352941 0.846153846153846 0 0.435897435897436 0.2125 0 0 0.0625 0.786912751677852 0.00730129390018484 0.192397660818713 0.240280685869504 0.00345177664974619 0.202702702702703 0.624859322245842 0.335746429270202 0.0677671589921807 0.151734104046243 0 0 0.738071065989848 0.0151515151515151 0.0486697583597754 0.0495484500854284 0.0270270270270269 0.0248756218905473 0.0471414242728184 0 0.859649122807017 0.711864406779661 0.0163934426229508 0.0555348471494131 0.112337574066724 0.501414265990997 0.263355860038756 0.0130261771028898 1 30
BaLiH3 1 0.2114155806479 0.94725128035372 0.435187442505409 0.504279367881715 0 0.210569032122711 0.386035399739691 0.0953362661268378 0.0183189638353669 0 0 0 0 0.558823529411765 0.576923076923077 0 0.67948717948718 0 0 0.0833333333333333 0 0.234060402684564 0.183610597658657 0.192397660818713 0.0531633750212212 0.243451776649746 0.0225225225225225 0.265349506064774 0.335746429270202 0.0217202432667246 1 0 0 0.292047377326565 0.0151515151515151 0.145228215767635 0 0.0900900900900901 0.0149253731343283 0.222668004012036 0 0.763157894736842 0.508474576271186 0.0163934426229508 0.258388424120794 0 0.501414265990997 0 1 1 31
InBO3 0.903034912409565 0.361614844502436 0.743749282638239 0.42678544144314 0.0881564176125731 0.412587412587413 0.236100909207525 0.533948423222178 0.41717596836573 0.0779950500426683 0.424908913489843 0.829048584253724 0.577207717179624 0.346330809124729 0.117647058823529 0.115384615384615 0.304347826086956 0.58974358974359 0.025 0.134615384615385 1 0.75 0.48489932885906 0.0822550831792976 0.391812865497076 0.589440325957784 0.284467005076142 0.310810810810811 0.0840315118169314 0.0345920563490511 0.0301187373298581 0.261271676300578 0.333333333333333 0.5 0 0.424242424242424 0.330729802294362 0.0939711984378814 0.891891891891892 0.54228855721393 1 0.69202324352879 0.157894736842105 0.0932203389830509 0.0710382513661203 0.371075792439678 0.452548169355073 0.503970452687666 0.135085121511508 0.21861510387727 0.197725448783027 32
CsAuCl3 0.158186821791151 0.276408711828687 0.9687828389534 0.325301444546141 0.535270182078554 0.083479020979021 0.772488452645676 0.82838208279144 0.507813018323257 0.682313181508118 3.97606837597822E-16 0.0244346089074932 0.287002875886324 0.419089872915571 1 0.5 0.652173913043478 0.666666666666667 0.95 0.307692307692308 0 0.625 0.763422818791946 0.686383240911892 1 0.303188840473091 0 0.103603603603604 1 0 0.0327251665218651 0.00202312138728324 0 1 0.196954314720812 0.426308539944904 0.0656089821820845 0.916036123993166 0 0.791044776119403 0 0.300581088219757 1 0.805084745762712 0.573770491803279 0 0.596973317527449 0.419174463946517 0.20040185160103 0.141927165960635 0.0579000280701928 33
NaMnF3 0.406267306398881 0.179033046996871 0.815567222819318 0.326095973617739 0.570599975053015 0.0866258741258741 0.141272858026712 0.498438258587554 0.694467737483724 0.291290241031743 0.0631618623593348 0.745521423024638 0.641796908554565 0.626626753315161 0.317647058823529 0.538461538461538 0.217391304347826 0.102564102564103 0.275 0.153846153846154 0 0.375 0.885906040268456 0 0.93859649122807 0.35459226982061 0.0430456852791878 0.572072072072072 0.0240090033762661 0.0367834083349638 0.318273964668404 0.103179190751445 0 1 0.100169204737733 0 0.0211374176226507 0.338540395411277 0.126126126126126 0.298507462686567 0.210631895687061 1 0.570175438596491 0.567796610169491 0 0.244155245724684 0.318012338991053 1 0.568018670193584 0.0713497467106435 0.195866880511248 34
TiCdO3 0.667836855542931 0.401100651891024 0.755681411286812 0.0633544821763175 0.633123362853938 0.0280594405594406 0.299550876395978 0.524639244683229 0.782728741970153 0.126074340616114 0.338488644579248 1 0.621047136233682 0.316628827950246 0.223529411764706 0.653846153846154 0.304347826086956 0.243589743589744 0.5625 0.134615384615385 0.25 0.6875 0.12751677852349 0 0.391812865497076 0.0929262633693623 0.531167512690355 0.0405405405405405 0.30286357384019 0.0345920563490511 0.11439328120475 0.0315028901734104 0.666666666666667 1 0.291370558375635 0.424242424242424 0.19389797412741 0.396143519648523 0.675675675675676 0.368159203980099 0.723169508525577 0.69202324352879 0 0.669491525423729 0.0710382513661203 0.575345863607531 0.560893112372765 0.503970452687666 0.0544161854660319 0.0909800200898005 0.197725448783027 35
