Name,density,mean_A2B,mean_A2X,mean_B2X,mean_X2X,std_A2B,std_A2X,std_B2X,std_X2X,E_coh,TF,OF,A_Z,B_Z,X_Z,A_G,B_G,X_G,A_IEI,B_IEI,X_IEI,A_IEII,B_IEII,X_IEII,A_EA,B_EA,X_EA,A_ChiP,B_ChiP,X_ChiP,A_ChiA,B_ChiA,A_Rvdw,B_Rvdw,X_Rvdw,B_Rc,B_Ra,A_MP,B_MP,A_Rho,B_Rho,X_Rho,B_MV,X_MV,B_Hf,A_Kappa,B_Kappa,X_Kappa,A_CvM,B_CvM,A_B,B_B,B_MendeleevNo
AlBiO3,1.6955820459480164,-0.9303292421635466,-0.4149756705139152,0.7576484552238875,0.4748268634320361,0.43157544051806046,1.685227819887046,0.38606349872618695,1.738662742311038,-5.699699148339683,-0.18063213073678663,-0.640492302331146,-1.242015554113184,1.4518059747588838,-0.36220405714056436,3.39240949459789,1.0755728788287537,0.1875186870247729,0.8492769934426458,-0.4754053470236032,-0.13972707114795316,-0.46586003575451446,-0.17470242029209476,0.5713558484042306,0.29015973321177085,0.12185541883098232,-0.4490500668675767,2.1891108443651186,0.2500902190218291,0.2842908198026446,2.8320957871252754,,-1.5179158956416772,0.13407615606579815,-0.15893609704876788,0.2990699421589671,0.748870175543916,0.5387772185931886,-0.8763832949270711,-0.018667488669038525,0.2123579609237968,,1.1881006331686277,0.3591888364420176,-0.4267956449833793,3.0627026582967307,-1.0000545798004203,-0.36743055569971245,0.36787983521735285,-0.5890269308599383,0.7257069527487126,-0.34099716973523675,0.8405481268980086
BaHfO3,1.606949496457162,-0.36941974533282274,-0.6060703447521631,-1.3468124740929488,-0.8470350827048564,-0.7205654257996832,-0.9990721113509434,-1.1221536505463567,-1.1928947500599572,-1.2151697631492056,0.31374990954118626,0.06358509297014818,0.9136522088279629,1.035788632594176,-0.36220405714056436,-0.1197320998093373,-1.0514027017764223,0.1875186870247729,0.17785060411310089,-0.8006503814886471,-0.13972707114795316,-1.0479887949393463,-0.3470849590299737,0.5713558484042306,-1.314734030181664,-0.9428964174674724,-0.4490500668675767,-0.35359503656714303,-1.1875541537982628,0.2842908198026446,0.013949732969792905,1.8853606500145472,-0.031411258697335666,1.051816689564322,-0.15893609704876788,1.5225378873547426,0.5356687020794559,0.660890883587452,0.9718766467275072,0.24649105270616853,0.7939644081675696,,-0.10291636454105674,0.3591888364420176,0.3350026010745977,-0.9832997880948108,-0.8316221362947711,-0.36743055569971245,-0.5535232849294756,-0.5522167188634416,-0.45912072520836905,1.0229915092057102,-0.8159248795055232
BaLiF3,-0.05243567130494497,-0.6362155695713592,-0.8771903804860146,-1.5201870282792915,-1.1182576087331668,-0.7205654257996832,-0.9990721113509434,-1.1221536505463567,-1.1928947500599572,0.1282058644004702,0.20874138851933308,0.41942009453098034,0.9136522088279629,-1.5737746955299001,-0.26625596253379236,-0.1197320998093373,-1.6314869510323793,0.4554025256315916,0.17785060411310089,-1.8131610680110402,2.1225636079289667,-1.0479887949393463,5.791069561853751,0.5426881507425069,-1.314734030181664,-0.2470717525180437,1.4123489357201058,-0.35359503656714303,-1.8265072083849705,1.5311297452315076,0.013949732969792905,-1.317975233755177,-0.031411258697335666,-1.2998934275256429,-0.4466032410284384,-0.6072026098379036,0.10926575515053574,0.660890883587452,-0.9618521261401046,0.24649105270616853,-1.3108577911353194,,-0.1718143491710526,-1.653641031634246,-0.8104874917924983,-0.9832997880948108,-0.1354347031380878,-0.3555324224381685,-0.5535232849294756,5.200215501316378,-0.45912072520836905,-1.7049858486761837,-2.5171674266226636
BaLiH3,-0.7486825471219318,-0.676717434897744,-0.9183486977344841,-1.5465067537274648,-1.1594314848762153,-0.7205654257996832,-0.9990721113509434,-1.1221536505463567,-1.1928947500599572,0.9666994870546702,0.19378207407208675,0.3823541994142509,0.9136522088279629,-1.5737746955299001,-1.0338407193879684,-0.1197320998093373,-1.6314869510323793,-3.8307388920775076,0.17785060411310089,-1.8131610680110402,-0.15138532289765091,-1.0479887949393463,5.791069561853751,,-1.314734030181664,-0.2470717525180437,-1.127913232517202,-0.35359503656714303,-1.8265072083849705,-2.5788207867377064,0.013949732969792905,-1.317975233755177,-0.031411258697335666,-1.2998934275256429,-2.5753401064779977,-0.6072026098379036,0.10926575515053574,0.660890883587452,-0.9618521261401046,0.24649105270616853,-1.3108577911353194,,-0.1718143491710526,-1.581754250631522,-0.8104874917924983,-0.9832997880948108,-0.1354347031380878,1.2677129011010397,-0.5535232849294756,5.200215501316378,-0.45912072520836905,-1.7049858486761837,-2.5171674266226636
BaSeO3,-0.21587844107343424,-0.25688388856087796,-0.7622682800387369,-0.025881775422159456,-0.0025960969421910604,-0.44263954321744725,-0.699702008812623,0.7913629763451508,0.7109803400895165,-0.2492460930936852,1.1199337638935496,-0.7813077813914052,0.9136522088279629,-0.40136218579299643,-0.36220405714056436,-0.1197320998093373,1.268934295247406,0.1875186870247729,0.17785060411310089,1.2671911889785528,-0.13972707114795316,-1.0479887949393463,0.2794845740219766,0.5713558484042306,-1.314734030181664,1.3337111272496183,-0.4490500668675767,-0.35359503656714303,1.308356215681063,0.2842908198026446,0.013949732969792905,1.5513635436499311,-0.031411258697335666,-0.8410231607763822,-0.15893609704876788,-0.969711630636652,-1.1699430856362238,0.660890883587452,-0.9238712134932368,0.24649105270616853,-0.6050215248485423,,0.3859312406908191,0.3591888364420176,-0.6358239197809452,-0.9832997880948108,-1.084046224961904,-0.36743055569971245,-0.5535232849294756,-0.2560618314370808,-0.45912072520836905,-0.34099716973523675,1.1091653711796623
BaTiO3,0.3121051714422525,-0.6427051781433981,-0.8176196486047016,0.20545797276844427,-0.3878756888972581,-0.5035264563540335,-0.834523486001273,1.0282227202348933,0.4769995592313337,-0.7975872865209309,0.6951923981733793,-0.3588613442106287,0.9136522088279629,-0.855199286336314,-0.36220405714056436,-0.1197320998093373,-1.0514027017764223,0.1875186870247729,0.17785060411310089,-0.7984958794902578,-0.13972707114795316,-1.0479887949393463,-0.4912769299237545,0.5713558484042306,-1.314734030181664,-0.8541670977759346,-0.4490500668675767,-0.35359503656714303,-0.7083393628582322,0.2842908198026446,0.013949732969792905,-0.4298465645583579,-0.031411258697335666,0.3635112894404291,-0.15893609704876788,0.8428334733570896,-0.10393571831392436,0.660890883587452,0.43952200407108555,0.24649105270616853,-0.6564269672111648,,-0.5622362620743624,0.3591888364420176,-0.2827100316491875,-0.9832997880948108,-0.8428509658618144,-0.36743055569971245,-0.5535232849294756,0.08359603380332162,-0.45912072520836905,1.0229915092057102,-0.7711553387919141
CaCO3,-1.3761867567595139,-0.08766893861560139,0.5308315437243128,0.014037067360095655,-0.5492577999307504,1.8955309578682187,1.5674970445947736,0.8382942173911012,0.3953974768501866,-0.7121023953675566,2.0168164798164576,-2.1492295779767767,-0.8910928950297415,-1.460315420394071,-0.36220405714056436,-0.1197320998093373,0.8822114624101014,0.1875186870247729,0.9597716435019001,2.332369913041244,-0.13972707114795316,-0.9247721390008286,0.6027195481568377,0.5713558484042306,-1.965685686227057,0.85387230628617,-0.4490500668675767,0.034873917464174606,1.308356215681063,0.2842908198026446,0.6029884574039308,1.7790888434439875,-0.6861811583037719,-1.9881988276495357,-0.15893609704876788,-2.9635112450297676,-3.088756346816363,0.8719696672089804,2.191110111501683,-0.3951271461770485,-1.0254916816094797,,-1.4398653520040718,0.3591888364420176,4.604556583579229,2.41012161855616,0.4821509230492926,-0.36743055569971245,0.03548332722787656,0.39313645286477195,-0.45912072520836905,-0.34099716973523675,1.1987044526068802
CaSnO3,-0.10522660933700967,-0.052343547942318304,0.237680423593461,1.1772997835519707,-0.5053382927496057,1.1724990543518627,1.3271812880185707,1.1428420475399559,-0.4022562299938637,-0.2735563067076899,-0.27079924955825574,-0.016880895064285566,-0.8910928950297415,0.2037539482647604,-0.36220405714056436,-0.1197320998093373,0.8822114624101014,0.1875186870247729,0.9597716435019001,-0.4341378038282253,-0.13972707114795316,-0.9247721390008286,-0.38431472869984573,0.5713558484042306,-1.965685686227057,0.3098214776512138,-0.4490500668675767,0.034873917464174606,0.13028652128682133,0.2842908198026446,0.6029884574039308,0.4127370446796504,-0.6861811583037719,0.7076639895023755,-0.15893609704876788,-0.10875270623962474,0.10926575515053574,0.8719696672089804,-0.9134314091735322,-0.3951271461770485,-0.19460179111363068,,0.36460567401962946,0.3591888364420176,-0.6140501411561988,2.41012161855616,-0.3375536353448668,-0.36743055569971245,0.03548332722787656,-0.41334182814938536,-0.45912072520836905,-0.34099716973523675,0.6614699640435727
CaTcN3,-0.476175136229241,0.5423399948163858,-0.17631021722544396,1.190861331974929,0.3654899736611833,3.954205365751095,0.6199460566395295,1.205352304461182,1.4497724125414326,-0.8433022113570441,0.06288647537213483,-0.709659983826498,-0.8910928950297415,-0.060984360385508196,-0.45815215174733637,-0.1197320998093373,-0.4713184525204651,-0.0803651515820458,0.9597716435019001,-0.47929051456168204,0.4049529673745289,-0.9247721390008286,-0.32076701418449605,-0.48147154715918444,-1.965685686227057,-0.32412616172385295,-1.782886785299392,0.034873917464174606,0.010482823551813568,-0.6392935694039202,0.6029884574039308,-0.18314415644813015,-0.6861811583037719,0.6503052061587191,0.01366418933903443,0.25375631455912356,-0.3171371917783835,0.8719696672089804,0.9002678806356699,-0.3951271461770485,0.4957469380510742,,-0.8919623313750569,-0.8890270882416395,0.6232684963456975,2.41012161855616,-0.5172149084175593,-0.3753980556516392,0.03548332722787656,,-0.45912072520836905,1.0229915092057102,-0.41299901308304243
CaWN3,0.43304743049374445,-0.09776162614225656,0.2043854051414731,0.6492608852486362,-0.2949859307202157,0.662083607396017,0.93272411084275,1.0689098107441468,0.8275763709757142,-1.0377487872646376,-0.07014716395993628,-0.5608530196532306,-0.8910928950297415,1.1114281493513956,-0.45815215174733637,-0.1197320998093373,-0.6646798689391175,-0.0803651515820458,0.9597716435019001,-0.06673516960453436,0.4049529673745289,-0.9247721390008286,-0.2357398077606448,-0.48147154715918444,-1.965685686227057,-0.02524845328919903,-1.782886785299392,0.034873917464174606,0.9289778395202055,-0.6392935694039202,0.6029884574039308,-1.359724872050754,-0.6861811583037719,0.7650227728460346,0.01366418933903443,0.9334607285567766,-0.3171371917783835,0.8719696672089804,2.0921769478221712,-0.3951271461770485,1.772644945455958,,-0.7541663621150652,-0.8890270882416395,1.5235669081776053,2.41012161855616,0.819015810060591,-0.3753980556516392,0.03548332722787656,-0.5722950163160762,-0.45912072520836905,1.0229915092057102,-0.5920771759374783
