material_id,Name,mean_A2B,X_IEII,X_Z,mean_X2X,mean_A2X,X_Rvdw,A_Rvdw,X_EA,E_coh,X_Kappa,B_Kappa,A_IEI,A_ChiA,X_IEI,B_EA,X_MV,X_ChiP,std_A2X,A_Z,A_ChiP,A_Kappa,A_MP,B_ChiP,std_B2X,B_Z,B_MP,A_CvM,A_EA,B_Rho,B_IEI,B_Hf,density,A_B,OF,A_G,TF,X_Rho,B_MV,std_A2B,B_CvM
mp-1206044,CrCoBr3,4.350363950686891,21.591,35.0,3.5589110381811104,3.5666955940156417,1.85,2.06,324.6,-40.24487576,0.12,100.0,6.76651,1.65,11.8138,63.7,19.78,2.96,0.0256139178795115,24.0,1.66,94.0,2180.0,1.88,3.8225342303869996e-08,27.0,1768.0,0.449,64.3,8900.0,7.88101,16.2,4.511141003293119,3.0,0.3316326530612245,6.0,0.7287805522573996,3120.0,6.67,4.440892098500626e-16,0.421
mp-1205501,CrCoCl3,4.053566707704943,23.8136,17.0,3.615332725839407,3.34660150379408,1.75,2.06,349.0,-44.02030752,0.0089,100.0,6.76651,1.65,12.96763,63.7,17.39,3.16,0.0593700601208308,24.0,1.66,94.0,2180.0,1.88,9.549851002524413e-09,27.0,1768.0,0.449,64.3,8900.0,7.88101,16.2,3.3874653703589472,3.0,0.3591160220994475,6.0,0.7301021236641587,3214.0,6.67,0.0,0.421
mp-1183696,CrCuO3,3.2032153310776543,35.1211,8.0,2.615414365800179,1.84937723367002,1.52,2.06,141.0,-27.72993607,0.02658,400.0,6.76651,1.65,13.61805,118.4,17.36,3.44,0.0,24.0,1.66,94.0,2180.0,1.9,0.0,29.0,1357.77,0.449,64.3,8920.0,7.72638,13.6,5.366604149394009,3.0,0.3802816901408451,6.0,0.7341644386299104,1429.0,7.11,0.0,0.385
mp-1245144,CrFeO3,4.591839968452423,35.1211,8.0,3.800204839739862,3.818033826496909,1.52,2.06,141.0,-552.5887224200001,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,1.018530748438397,24.0,1.66,94.0,2180.0,1.83,0.9631874387623188,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,3.9713386157928063,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,0.9684534363731032,0.449
mp-1245204,CrFeO3,4.587817665077961,35.1211,8.0,3.792147200530123,3.8090252343997295,1.52,2.06,141.0,-554.7979539300001,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,0.985331547823794,24.0,1.66,94.0,2180.0,1.83,0.9647004861402124,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,4.030635572340913,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,0.9676466873086365,0.449
mp-1245147,CrFeO3,4.491505238706287,35.1211,8.0,3.805908774454919,3.82901520965137,1.52,2.06,141.0,-550.5489985400001,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,1.0002814285748696,24.0,1.66,94.0,2180.0,1.83,0.9723745215343934,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,4.048469000259947,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,1.0005141432255105,0.449
mp-1245260,CrFeO3,4.53854923683699,35.1211,8.0,3.820736482149584,3.825231625943399,1.52,2.06,141.0,-554.6228313800001,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,1.0009825679716644,24.0,1.66,94.0,2180.0,1.83,0.9627834872880404,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,4.036968378438651,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,1.0208215283275297,0.449
mp-1245072,CrFeO3,4.499612502711769,35.1211,8.0,3.780600896357859,3.8157739966608313,1.52,2.06,141.0,-549.55312071,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,0.9949094611442244,24.0,1.66,94.0,2180.0,1.83,0.9716285571812552,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,3.990323005712345,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,0.9948737718946136,0.449
mp-1244905,CrFeO3,4.573750516794681,35.1211,8.0,3.7901952477656793,3.815452471441528,1.52,2.06,141.0,-552.8041363100001,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,0.9928286681945624,24.0,1.66,94.0,2180.0,1.83,0.9385263171692934,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,4.118099469379599,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,0.9673649495978704,0.449
mp-1078458,CrFeO3,3.2402958425865034,35.1211,8.0,2.799495380777187,2.037692436795553,1.52,2.06,141.0,-70.87701788000001,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,0.0101370926860879,24.0,1.66,94.0,2180.0,1.83,0.0746629010747445,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,4.941499327595929,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,0.4355071490919512,0.449
mp-1244876,CrFeO3,4.65278215722622,35.1211,8.0,3.786308647797172,3.836105295092272,1.52,2.06,141.0,-549.7231540900001,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,1.0167053704703883,24.0,1.66,94.0,2180.0,1.83,0.9832482591282684,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,3.619926214868413,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,0.988065711961686,0.449
mp-1245179,CrFeO3,4.507985854950127,35.1211,8.0,3.786214186147829,3.844234459426764,1.52,2.06,141.0,-553.21937613,0.02658,80.0,6.76651,1.65,13.61805,15.7,17.36,3.44,0.998111065975934,24.0,1.66,94.0,2180.0,1.83,0.9660039351779632,26.0,1811.0,0.449,64.3,7874.0,7.9024,13.81,4.17705558936232,3.0,0.3873239436619718,6.0,0.7304377155911799,1429.0,7.09,0.9907703469996249,0.449
mp-8829,CrGaSe3,4.017644928819031,21.19,34.0,3.840761618717961,2.980790215964479,1.9,2.06,195.0,-102.69616134,0.52,29.0,6.76651,1.65,9.75239,28.9,16.42,2.55,0.7963861991606883,24.0,1.66,94.0,2180.0,1.81,0.9121347615591696,31.0,302.91,0.449,64.3,5904.0,5.999301,5.585,4.803450285022629,3.0,0.3131313131313131,6.0,0.7057469604534964,4819.0,11.8,0.4965393665993834,0.373
mp-1183712,CrGeO3,3.241785662674168,35.1211,8.0,2.646906909673981,2.646906909673981,1.52,2.06,141.0,-30.9762599,0.02658,60.0,6.76651,1.65,13.61805,119.0,17.36,3.44,0.0,24.0,1.66,94.0,2180.0,2.01,0.0,32.0,1211.4,0.449,64.3,5323.0,7.89943,36.94,5.465314887159383,3.0,0.3732394366197183,6.0,0.7796305536159369,1429.0,13.63,0.0,0.32
mp-28532,CrInBr3,4.542917417277844,21.591,35.0,3.9913757341411262,2.9792611473770823,1.85,2.06,324.6,-80.92140178,0.12,82.0,6.76651,1.65,11.8138,28.9,19.78,2.96,0.8691493219659598,24.0,1.66,94.0,2180.0,1.78,0.3526825355718374,49.0,429.75,0.449,64.3,7310.0,5.78636,3.291,4.37603289180447,3.0,0.4693877551020408,6.0,0.6604573754832683,3120.0,15.76,0.2449714741216976,0.233
mp-756147,CrInO3,3.1130035051776264,35.1211,8.0,3.222451444121563,2.895680413535576,1.52,2.06,141.0,-141.52594886,0.02658,82.0,6.76651,1.65,13.61805,28.9,17.36,3.44,0.8817373031029048,24.0,1.66,94.0,2180.0,1.78,0.8467056392750625,49.0,429.75,0.449,64.3,7310.0,5.78636,3.291,6.533373253471533,3.0,0.647887323943662,6.0,0.6149411537241984,1429.0,15.76,0.0496515191709956,0.233
mp-1226313,CrMoO3,3.0018776261244247,35.1211,8.0,2.654083077430485,1.9935862338012025,1.52,2.06,141.0,-34.69298383,0.02658,139.0,6.76651,1.65,13.61805,71.9,17.36,3.44,1.884535200829901e-07,24.0,1.66,94.0,2180.0,2.16,1.6665555597980796e-07,42.0,2896.0,0.449,64.3,10280.0,7.09243,37.48,5.393333599333445,3.0,0.4859154929577464,6.0,0.6819726538931868,1429.0,9.38,0.0,0.251
mp-22364,CrPbO3,3.367338336446616,35.1211,8.0,2.749420238535518,1.944133695,1.52,2.06,141.0,-34.36443643,0.02658,35.0,6.76651,1.65,13.61805,35.1,17.36,3.44,0.0,24.0,1.66,94.0,2180.0,2.33,0.0,82.0,600.61,0.449,64.3,11340.0,7.41663,4.774,8.677485196919495,3.0,0.545774647887324,6.0,0.6926102868114247,1429.0,18.26,0.0,0.13
mp-1101069,CrPSe3,3.8252027686627135,21.19,34.0,3.641105230984921,2.538973616091722,1.9,2.06,195.0,-52.22220506,0.52,0.236,6.76651,1.65,9.75239,72.0,16.42,2.55,0.0041688573842434,24.0,1.66,94.0,2180.0,2.19,0.5870454869986783,15.0,317.3,0.449,64.3,1823.0,10.48669,18.54,4.549600184953897,3.0,0.2222222222222222,6.0,0.7582405360244177,4819.0,17.02,0.0,0.769
mp-1183719,CrRhO3,3.392158049591554,35.1211,8.0,2.769685449457968,2.769685449457968,1.52,2.06,141.0,-29.31938666,0.02658,150.0,6.76651,1.65,13.61805,109.7,17.36,3.44,0.0,24.0,1.66,94.0,2180.0,2.28,0.0,45.0,2237.0,0.449,64.3,12450.0,7.4589,26.59,5.6064992550669945,3.0,0.4683098591549296,6.0,0.6901497840357911,1429.0,8.28,0.0,0.243
mp-9130,CrSbS3,4.365863165955943,23.33788,16.0,3.7598424683693135,3.32249067405264,1.8,2.06,200.0,-112.84821083,0.205,24.0,6.76651,1.65,10.36001,103.2,15.53,2.58,1.0444690410699509,24.0,1.66,94.0,2180.0,2.05,0.6067696420410638,51.0,903.78,0.449,64.3,6697.0,8.60839,19.79,4.293897489464508,3.0,0.4130434782608695,6.0,0.6676719799280669,1960.0,18.19,0.5052512464609883,0.207
mp-15236,CrSbSe3,4.600015042218585,21.19,34.0,3.8293445454831616,3.50037648954853,1.9,2.06,195.0,-103.57591054,0.52,24.0,6.76651,1.65,9.75239,103.2,16.42,2.55,1.0925982882179022,24.0,1.66,94.0,2180.0,2.05,0.6347893135087792,51.0,903.78,0.449,64.3,6697.0,8.60839,19.79,5.607828852688529,3.0,0.3838383838383838,6.0,0.6696868967806899,4819.0,18.19,0.5528764119720929,0.207
mp-1183695,CrTcO3,3.371099506221157,35.1211,8.0,2.7524912207967205,2.7524912207967205,1.52,2.06,141.0,-36.17793479,0.02658,51.0,6.76651,1.65,13.61805,53.0,17.36,3.44,0.0,24.0,1.66,94.0,2180.0,1.9,0.0,43.0,2430.0,0.449,64.3,11500.0,7.28,33.29,5.574120571654311,3.0,0.4542253521126761,6.0,0.7362128714533062,1429.0,8.63,0.0,0.21
mp-1226283,CrWO3,2.7203078718384144,35.1211,8.0,3.133585824508422,2.0450889211723187,1.52,2.06,141.0,-32.750121990000004,0.02658,170.0,6.76651,1.65,13.61805,78.6,17.36,3.44,3.4094721611399857e-07,24.0,1.66,94.0,2180.0,2.36,2.953289845771108e-07,74.0,3695.0,0.449,64.3,19250.0,7.86403,52.31,4.161362317310231,3.0,0.4647887323943662,6.0,0.7309036440149409,1429.0,9.47,0.0,0.132
mp-1183923,CsAcO3,4.217774918752989,35.1211,8.0,3.443798800284533,3.443798800284533,1.52,3.43,141.0,-28.188588700000004,0.02658,12.0,3.893905,0.659,13.61805,33.77,17.36,3.44,0.0,55.0,0.79,36.0,301.59,1.1,0.0,89.0,1323.0,0.242,45.5,10070.0,5.17,12.0,5.863349477181923,1.0,0.7887323943661972,1.0,0.9186820385494514,1429.0,22.55,0.0,0.12
mp-998344,CsAgBr3,4.710279484332794,21.591,35.0,3.8592581544473967,3.85589226851275,1.85,3.43,324.6,-12.75420232,0.12,430.0,3.893905,0.659,11.8138,125.6,19.78,2.96,0.0163638997375199,55.0,0.79,36.0,301.59,1.93,0.0007314972810776,47.0,1234.93,0.242,45.5,10490.0,7.57623,11.3,4.806819208849233,1.0,0.4795918367346938,1.0,0.9363069102608076,3120.0,10.27,0.0,0.235
mp-1399321,CsAgBr3,4.712181990757233,21.591,35.0,3.8661944037138536,3.86108211180749,1.85,3.43,324.6,-12.7920099,0.12,430.0,3.893905,0.659,11.8138,125.6,19.78,2.96,0.0201044084008289,55.0,0.79,36.0,301.59,1.93,0.0010687683690638,47.0,1234.93,0.242,45.5,10490.0,7.57623,11.3,4.806817055371613,1.0,0.4795918367346938,1.0,0.9363069102608076,3120.0,10.27,0.0,0.235
mp-1946459,CsAgBr3,4.677085453439529,21.591,35.0,3.8256497022000016,3.818764753164501,1.85,3.43,324.6,-91.23962868,0.12,430.0,3.893905,0.659,11.8138,125.6,19.78,2.96,0.002635465666169,55.0,0.79,36.0,301.59,1.93,0.0011192920201029,47.0,1234.93,0.242,45.5,10490.0,7.57623,11.3,5.02110130115768,1.0,0.4795918367346938,1.0,0.9363069102608076,3120.0,10.27,0.0,0.235
mp-28610,CsAgCl3,4.615269322194129,23.8136,17.0,3.8531148367877135,3.776352908164241,1.75,3.43,349.0,-28.88957624,0.0089,430.0,3.893905,0.659,12.96763,125.6,17.39,3.16,0.0544106119197489,55.0,0.79,36.0,301.59,1.93,0.2654681610601784,47.0,1234.93,0.242,45.5,10490.0,7.57623,11.3,3.819866078351475,1.0,0.5193370165745856,1.0,0.94880873548304,3214.0,10.27,4.440892098500626e-16,0.235
mp-561920,CsAgF3,3.9409161646821382,34.9708,9.0,3.365480194964607,3.2212391135157974,1.47,3.43,328.0,-37.01842266,0.0277,430.0,3.893905,0.659,17.4228,125.6,11.2,3.98,0.0330697047978054,55.0,0.79,36.0,301.59,1.93,0.1618727027205164,47.0,1234.93,0.242,45.5,10490.0,7.57623,11.3,5.25519655152158,1.0,0.706766917293233,1.0,0.999917518770404,1696.0,10.27,3.1401849173675503e-16,0.235
mp-1183911,CsAsO3,3.52956380857026,35.1211,8.0,2.88187678186386,2.88187678186386,1.52,3.43,141.0,-23.39159843,0.02658,50.0,3.893905,0.659,13.61805,78.0,17.36,3.44,0.0,55.0,0.79,36.0,301.59,2.18,0.0,33.0,1090.0,0.242,45.5,5727.0,9.7886,24.44,6.275109233034565,1.0,0.323943661971831,1.0,1.2411980733593653,1429.0,12.95,0.0,0.329
mp-1178465,CsAsO3,4.130503163661755,35.1211,8.0,2.72901891338412,3.608127620544498,1.52,3.43,141.0,-54.01101532999999,0.02658,50.0,3.893905,0.659,13.61805,78.0,17.36,3.44,0.8790440813122894,55.0,0.79,36.0,301.59,2.18,0.0011546811500843,33.0,1090.0,0.242,45.5,5727.0,9.7886,24.44,3.862181954339053,1.0,0.323943661971831,1.0,1.2411980733593653,1429.0,12.95,0.0005445417400959,0.329
mp-776093,CsAsO3,4.020871050294959,35.1211,8.0,3.343436019400329,3.457101148322247,1.52,3.43,141.0,-110.56602898,0.02658,50.0,3.893905,0.659,13.61805,78.0,17.36,3.44,0.4524722278178831,55.0,0.79,36.0,301.59,2.18,1.3233764221358042,33.0,1090.0,0.242,45.5,5727.0,9.7886,24.44,4.161430224219181,1.0,0.323943661971831,1.0,1.2411980733593653,1429.0,12.95,0.0194729017446901,0.329
mp-569548,CsAuBr3,4.931058660254102,21.591,35.0,3.906072626001988,4.041795772008195,1.85,3.43,324.6,-26.701437270000003,0.12,320.0,3.893905,0.659,11.8138,222.8,19.78,2.96,0.0353298521541585,55.0,0.79,36.0,301.59,2.54,0.3617421278838371,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,5.130669534091648,1.0,0.6989795918367347,1.0,0.8154024143412439,3120.0,10.21,4.440892098500626e-16,0.129
mp-1112987,CsAuBr3,4.73935833893942,21.591,35.0,3.868360227451155,3.869670144168937,1.85,3.43,324.6,-26.17989439,0.12,320.0,3.893905,0.659,11.8138,222.8,19.78,2.96,8.014067443176923e-08,55.0,0.79,36.0,301.59,2.54,0.0009261726432107,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,5.770854147771521,1.0,0.6989795918367347,1.0,0.8154024143412439,3120.0,10.21,3.8459253727671276e-16,0.129
mp-23484,CsAuCl3,4.73893468377857,23.8136,17.0,3.857379259028041,3.8895051127106814,1.75,3.43,349.0,-29.4060708,0.0089,320.0,3.893905,0.659,12.96763,222.8,17.39,3.16,0.0390839012306841,55.0,0.79,36.0,301.59,2.54,0.4034326982263349,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,4.429147929125596,1.0,0.7569060773480664,1.0,0.8205106989240125,3214.0,10.21,7.364386412590295e-16,0.129
mp-23026,CsAuCl3,4.511167732987696,23.8136,17.0,3.683353029975935,3.683353029975935,1.75,3.43,349.0,-14.09952766,0.0089,320.0,3.893905,0.659,12.96763,222.8,17.39,3.16,0.0,55.0,0.79,36.0,301.59,2.54,0.0,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,5.124961561696189,1.0,0.7569060773480664,1.0,0.8205106989240125,3214.0,10.21,0.0,0.129
mp-1112985,CsAuF3,3.955724276935076,34.9708,9.0,3.496372137856127,3.229835476407168,1.47,3.43,328.0,-35.97499757,0.0277,320.0,3.893905,0.659,17.4228,222.8,11.2,3.98,3.0770253422953066e-08,55.0,0.79,36.0,301.59,2.54,0.0006736410092508,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,6.74100850782103,1.0,1.0300751879699248,1.0,0.840671395410673,1696.0,10.21,7.928578270080922e-16,0.129
mp-28453,CsAuI3,5.26033965839102,19.1313,53.0,4.074078863870491,4.310674666794942,1.98,3.43,295.2,-24.23499887,0.449,320.0,3.893905,0.659,10.45126,222.8,25.72,2.66,0.0380032070112168,55.0,0.79,36.0,301.59,2.54,0.3746438856335258,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,5.272797573015346,1.0,0.6227272727272727,1.0,0.8081220356417684,4940.0,10.21,6.280369834735102e-16,0.129
mp-1185548,CsAuO3,3.715217415657546,35.1211,8.0,3.033462317287529,3.033462317287529,1.52,3.43,141.0,-18.679153050000004,0.02658,320.0,3.893905,0.659,13.61805,222.8,17.36,3.44,0.0,55.0,0.79,36.0,301.59,2.54,0.0,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,7.947460033988156,1.0,0.4014084507042253,1.0,1.1725891346309585,1429.0,10.21,0.0,0.129
mp-567913,CsAuSe3,4.0493208069432045,21.19,34.0,3.5883019004089127,3.8334162013496793,1.9,3.43,195.0,-33.68576992,0.52,320.0,3.893905,0.659,9.75239,222.8,16.42,2.55,0.1385156680235806,55.0,0.79,36.0,301.59,2.54,0.5068128965976182,79.0,1337.33,0.242,45.5,19300.0,9.22553,12.55,5.50934400218145,1.0,0.2878787878787878,1.0,1.0703655589725778,4819.0,10.21,0.1640911993250554,0.129
mp-1096925,CsBaI3,5.488058515690162,19.1313,53.0,4.655985847437135,4.216421776987414,1.98,3.43,295.2,-62.959271820000005,0.449,18.0,3.893905,0.659,10.45126,13.95,25.72,2.66,0.1290419439396153,55.0,0.79,36.0,301.59,0.89,0.0592684919089317,56.0,1000.0,0.242,45.5,3510.0,5.211664,7.12,4.046034185330244,1.0,0.7318181818181818,1.0,0.7572167105619719,4940.0,38.16,0.1949296291888169,0.204
mp-1183934,CsBaO3,4.356805397726831,35.1211,8.0,3.5573167110114183,3.5573167110114183,1.52,3.43,141.0,-21.516978020000003,0.02658,18.0,3.893905,0.659,13.61805,13.95,17.36,3.44,0.0,55.0,0.79,36.0,301.59,0.89,0.0,56.0,1000.0,0.242,45.5,3510.0,5.211664,7.12,4.150265776063694,1.0,1.1338028169014085,1.0,0.7701162963417844,1429.0,38.16,0.0,0.204
mp-1017555,CsBeF3,3.4947080700802675,34.9708,9.0,2.8534171905610703,2.8534171905610703,1.47,3.43,328.0,-22.250007340000003,0.0277,190.0,3.893905,0.659,17.4228,0.0,11.2,3.98,0.0,55.0,0.79,36.0,301.59,1.57,0.0,4.0,1560.0,0.242,45.5,1848.0,9.3227,7.895,5.026562763695231,1.0,0.3383458646616541,1.0,1.275175712139785,1696.0,4.85,0.0,1.825
mp-12262,CsBeF3,4.405861801528705,34.9708,9.0,3.615349254068444,3.63061133307754,1.47,3.43,328.0,-103.63761214,0.0277,190.0,3.893905,0.659,17.4228,0.0,11.2,3.98,0.5664956956021134,55.0,0.79,36.0,301.59,1.57,1.3722765486945894,4.0,1560.0,0.242,45.5,1848.0,9.3227,7.895,3.397006948778171,1.0,0.3383458646616541,1.0,1.275175712139785,1696.0,4.85,0.8595434753030577,1.825
mp-24341,CsBeH3,3.641941795327279,1000.0,1.0,3.466278928381729,3.182215970289692,1.1,3.43,72.8,-30.287261250000004,0.1805,190.0,3.893905,0.659,13.598443,0.0,11.42,2.2,0.1028841069835502,55.0,0.79,36.0,301.59,1.57,1.4613621404232444,4.0,1560.0,0.242,45.5,1848.0,9.3227,7.895,2.1149162042505965,1.0,0.2163461538461538,1.0,1.106775831422422,89.9,4.85,0.0245963836413247,1.825
mp-983578,CsBiO3,3.8257255133876864,35.1211,8.0,3.123691801249015,3.123691801249015,1.52,3.43,141.0,-23.80957487,0.02658,8.0,3.893905,0.659,13.61805,91.2,17.36,3.44,0.0,55.0,0.79,36.0,301.59,2.02,0.0,83.0,544.4,0.242,45.5,9780.0,7.2855,11.106,7.50991534948162,1.0,0.5352112676056339,1.0,1.0703909990438565,1429.0,21.31,0.0,0.122
mp-28873,CsBrO3,4.00315174211014,35.1211,8.0,2.680011392806282,3.307856303124568,1.52,3.43,141.0,-20.047870860000003,0.02658,0.12,3.893905,0.659,13.61805,324.6,17.36,3.44,1.3299843992595155e-09,55.0,0.79,36.0,301.59,2.96,1.889681035439321e-10,35.0,265.8,0.242,45.5,3120.0,11.8138,5.285,3.9440491158268873,1.0,0.2183098591549296,1.0,1.3488164034194257,1429.0,19.78,0.0,0.474
mp-573358,CsBSe3,4.497559489552457,21.19,34.0,3.556698261755544,3.9019185660839137,1.9,3.43,195.0,-83.1285438,0.52,27.0,3.893905,0.659,9.75239,26.7,16.42,2.55,0.1044047647851925,55.0,0.79,36.0,301.59,2.04,0.5638725222901632,5.0,2349.0,0.242,45.5,2460.0,8.29802,50.2,4.107083558630529,1.0,0.1363636363636363,1.0,1.213080966835588,4819.0,4.39,0.2197583397197101,1.026
mp-30056,CsCaBr3,4.999225416576394,21.591,35.0,4.081850459921613,4.081850459921613,1.85,3.43,324.6,-17.268143390000002,0.12,200.0,3.893905,0.659,11.8138,2.37,19.78,2.96,0.0,55.0,0.79,36.0,301.59,1.0,0.0,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,3.5625626983921306,1.0,0.6836734693877552,1.0,0.822815163562528,3120.0,26.2,0.0,0.647
mp-1206863,CsCaCl3,4.730807414873612,23.8136,17.0,4.005353975893127,3.701647649704324,1.75,3.43,349.0,-39.14695608,0.0089,200.0,3.893905,0.659,12.96763,2.37,17.39,3.16,0.1038163218073729,55.0,0.79,36.0,301.59,1.0,0.0032359370168454,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,2.8458181953747013,1.0,0.7403314917127072,1.0,0.8283250865328127,3214.0,26.2,0.0,0.647
mp-1097916,CsCaCl3,4.735964287687011,23.8136,17.0,3.8668986482922585,3.8668986482922585,1.75,3.43,349.0,-19.33429876,0.0089,200.0,3.893905,0.659,12.96763,2.37,17.39,3.16,0.0,55.0,0.79,36.0,301.59,1.0,0.0,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,2.836286324786635,1.0,0.7403314917127072,1.0,0.8283250865328127,3214.0,26.2,0.0,0.647
mp-1096927,CsCaCl3,4.703168455504079,23.8136,17.0,3.843345120321011,3.828230471688004,1.75,3.43,349.0,-19.33359024,0.0089,200.0,3.893905,0.659,12.96763,2.37,17.39,3.16,0.0100378865411751,55.0,0.79,36.0,301.59,1.0,0.001035617061275,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,2.8453756362490106,1.0,0.7403314917127072,1.0,0.8283250865328127,3214.0,26.2,0.0,0.647
mp-7104,CsCaF3,3.9693967722864265,34.9708,9.0,3.240998892917419,3.240998892917419,1.47,3.43,328.0,-25.39586055,0.0277,200.0,3.893905,0.659,17.4228,2.37,11.2,3.98,0.0,55.0,0.79,36.0,301.59,1.0,0.0,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,3.9660208947067943,1.0,1.0075187969924813,1.0,0.8501171414265234,1696.0,26.2,0.0,0.647
mp-644203,CsCaH3,4.011436274727018,1000.0,1.0,3.2753321569127976,3.275323242139094,1.1,3.43,72.8,-14.60794899,0.1805,200.0,3.893905,0.659,13.598443,2.37,11.42,2.2,2.4885202228767446e-06,55.0,0.79,36.0,301.59,1.0,2.129454841310987e-06,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,2.9407983828962854,1.0,0.6442307692307693,1.0,0.8187552203212655,89.9,26.2,0.0,0.647
mp-1213688,CsCaI3,5.066929324509326,19.1313,53.0,4.482494743993299,4.026279341526987,1.98,3.43,295.2,-61.54631615,0.449,200.0,3.893905,0.659,10.45126,2.37,25.72,2.66,0.1460942125467887,55.0,0.79,36.0,301.59,1.0,0.0136575090479993,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,3.877802670800821,1.0,0.6090909090909091,1.0,0.8149705274692411,4940.0,26.2,0.1020860637654655,0.647
mp-998333,CsCaI3,5.306760409610661,19.1313,53.0,4.360505994197451,4.348952255293155,1.98,3.43,295.2,-14.98267156,0.449,200.0,3.893905,0.659,10.45126,2.37,25.72,2.66,0.0084353623985224,55.0,0.79,36.0,301.59,1.0,0.0033107380584432,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,3.795831879862154,1.0,0.6090909090909091,1.0,0.8149705274692411,4940.0,26.2,0.0,0.647
mp-998428,CsCaI3,5.351429894795971,19.1313,53.0,4.473903246684335,4.145187704101126,1.98,3.43,295.2,-61.73063591,0.449,200.0,3.893905,0.659,10.45126,2.37,25.72,2.66,0.2150886839988736,55.0,0.79,36.0,301.59,1.0,0.0606494375226539,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,3.944387229344742,1.0,0.6090909090909091,1.0,0.8149705274692411,4940.0,26.2,0.1941592997858862,0.647
mp-984240,CsCaO3,4.057231831359283,35.1211,8.0,3.3127159183359907,3.3127159183359907,1.52,3.43,141.0,-22.56013078,0.02658,200.0,3.893905,0.659,13.61805,2.37,17.36,3.44,0.0,55.0,0.79,36.0,301.59,1.0,0.0,20.0,1115.0,0.242,45.5,1550.0,6.11316,8.54,3.568681059746932,1.0,0.943661971830986,1.0,0.8454537601143503,1429.0,26.2,0.0,0.647
mp-541899,CsCdBr3,4.8657575325755,21.591,35.0,3.990891649776875,4.051158814411618,1.85,3.43,324.6,-25.77940942,0.12,97.0,3.893905,0.659,11.8138,0.0,19.78,2.96,0.1123272238524149,55.0,0.79,36.0,301.59,1.69,2.6940617832663443e-08,48.0,594.22,0.242,45.5,8650.0,8.99382,6.21,4.332299590599751,1.0,0.6683673469387755,1.0,0.8303639265309916,3120.0,13.0,0.0,0.231
mp-570231,CsCdBr3,4.869864188244707,21.591,35.0,3.976227459284179,3.976227459284179,1.85,3.43,324.6,-12.51191969,0.12,97.0,3.893905,0.659,11.8138,0.0,19.78,2.96,0.0,55.0,0.79,36.0,301.59,1.69,0.0,48.0,594.22,0.242,45.5,8650.0,8.99382,6.21,4.529577123757749,1.0,0.6683673469387755,1.0,0.8303639265309916,3120.0,13.0,0.0,0.231
