Name,mean_A2B,X_IEII,X_Z,mean_X2X,mean_A2X,X_Rvdw,A_Rvdw,X_EA,E_coh,X_Kappa,B_Kappa,A_IEI,A_ChiA,X_IEI,B_EA,X_MV,X_ChiP,std_A2X,A_Z,A_ChiP,A_Kappa,A_MP,B_ChiP,std_B2X,B_Z,B_MP,A_CvM,A_EA,B_Rho,B_IEI,B_Hf,density,A_B,OF,A_G,TF,X_Rho,B_MV,std_A2B,B_CvM
RbBrO3,3.981858068074092,35.1211,8.0,3.535709355458157,3.358804090786993,1.52,3.03,141.0,-19.84921039,0.02658,0.12,4.177128,0.706,13.61805,324.6,17.36,3.44,0.295209029519129,37.0,0.82,58.0,312.46,2.96,1.251885455279057,35.0,265.8,0.363,46.9,,11.8138,5.285,3.606918264261688,1.0,0.2888888888888888,1.0,1.24759644726592,,19.78,0.1112163104713013,0.474
RbCaH3,3.932833892742981,,1.0,3.211145426781324,3.211145426781324,1.1,3.03,72.8,-14.50427741,0.1805,200.0,4.177128,0.706,13.598443,2.37,11.42,2.2,0.0,37.0,0.82,58.0,312.46,1.0,0.0,20.0,1115.0,0.363,46.9,1550.0,6.11316,8.54,2.279620433182968,1.0,0.7692307692307692,1.0,0.928461947471032,,26.2,0.0,0.647
RbIO3,3.990908433502199,35.1211,8.0,3.52918066910888,3.316452273804241,1.52,3.03,141.0,-21.33813369,0.02658,0.449,4.177128,0.706,13.61805,295.2,17.36,3.44,0.182455220981886,37.0,0.82,58.0,312.46,2.66,1.2455646419786033,53.0,386.85,0.363,46.9,4940.0,10.45126,7.76,4.364069141148208,1.0,0.7037037037037036,1.0,0.9438338340185658,,25.72,0.0269829405296419,0.214
RbMgF3,3.576165460476302,34.9708,9.0,2.919926871310728,2.919926871310728,1.47,3.03,328.0,-23.81685517,0.0277,160.0,4.177128,0.706,17.4228,0.0,11.2,3.98,0.0,37.0,0.82,58.0,312.46,1.31,0.0,12.0,923.0,0.363,46.9,1738.0,7.646235,8.48,3.9327915217401417,1.0,0.5603112840466926,1.0,1.059778492501534,,14.0,0.0,1.023
RbPbBr3,4.958378739060351,21.591,35.0,4.460307835699354,3.876494294212352,1.85,3.03,324.6,-15.24042934,0.12,35.0,4.177128,0.706,11.8138,35.1,19.78,2.96,0.4639227677754504,37.0,0.82,58.0,312.46,2.33,0.0263082285368171,82.0,600.61,0.363,46.9,11340.0,7.41663,4.774,4.622781587950385,1.0,0.6071428571428571,1.0,0.8260803031004745,,18.26,0.2171185128261617,0.13
RbPbCl3,4.739654178685431,23.8136,17.0,4.253639825273736,3.715200682133883,1.75,3.03,349.0,-16.899116335000002,0.0089,35.0,4.177128,0.706,12.96763,35.1,17.39,3.16,0.465620064053928,37.0,0.82,58.0,312.46,2.33,0.0267891877790824,82.0,600.61,0.363,46.9,11340.0,7.41663,4.774,3.973080155230471,1.0,0.6574585635359116,1.0,0.8320289791961709,,18.26,0.20723744304104,0.13
RbReO3,3.4483855991428976,35.1211,8.0,2.815595051420584,2.815595051420584,1.52,3.03,141.0,-34.07811628,0.02658,48.0,4.177128,0.706,13.61805,14.5,17.36,3.44,0.0,37.0,0.82,58.0,312.46,1.9,0.0,75.0,3459.0,0.363,46.9,21020.0,7.83352,34.08,8.40813122383076,1.0,0.4296296296296296,1.0,1.1247760716283424,,8.86,0.0,0.137
RbSbO3,3.5452123947630385,35.1211,8.0,2.894653798986617,2.894653798986617,1.52,3.03,141.0,-25.96438079,0.02658,24.0,4.177128,0.706,13.61805,103.2,17.36,3.44,0.0,37.0,0.82,58.0,312.46,2.05,0.0,51.0,903.78,0.363,46.9,6697.0,8.60839,19.79,6.177875182772809,1.0,0.4444444444444444,1.0,1.1132399067911287,,18.19,0.0,0.207
RbWO3,3.4677685736792405,35.1211,8.0,2.831421183857717,2.831421183857717,1.52,3.03,141.0,-36.32050124,0.02658,170.0,4.177128,0.706,13.61805,78.6,17.36,3.44,0.0,37.0,0.82,58.0,312.46,2.36,0.0,74.0,3695.0,0.363,46.9,19250.0,7.86403,52.31,8.206707547999503,1.0,0.4592592592592592,1.0,1.1019379788034014,,9.47,0.0,0.132
ReTlO3,3.4526049991806262,35.1211,8.0,2.819040177124956,1.9933624256823823,1.52,2.16,141.0,-33.70790334,0.02658,46.0,7.83352,,13.61805,19.2,17.36,3.44,0.0,75.0,1.9,48.0,3459.0,1.62,0.0,81.0,577.0,0.137,14.5,11850.0,6.108194,4.142,11.49363887128121,3.0,0.4296296296296296,7.0,1.1174485402170826,,17.22,0.0,0.129
ScBO3,3.442130178418884,35.1211,8.0,2.8733270112268365,3.108851132143198,1.52,2.15,141.0,-40.5384598633333,0.02658,27.0,6.56149,1.19,13.61805,26.7,17.36,3.44,0.9769072417393776,21.0,1.36,16.0,1814.0,2.04,0.7961015669829504,5.0,2349.0,0.568,18.1,2460.0,8.29802,50.2,3.401755229527726,3.0,0.2,3.0,0.9144374732011216,,4.39,0.400595325007418,1.026
SrWN3,4.247508559111188,29.6013,7.0,3.440956785598301,3.2768140852891734,1.55,2.49,7.0,-40.406952355,0.02583,170.0,5.69485,0.963,14.5341,78.6,13.54,3.04,0.6160190017498502,38.0,0.95,35.0,1050.0,2.36,1.2578828910492943,74.0,3695.0,0.306,5.03,19250.0,7.86403,52.31,6.6690309205944525,1.0,0.410958904109589,2.0,0.995441585165528,,9.47,0.967268419226048,0.132
TiCdO3,3.680918877870942,35.1211,8.0,3.01936041609552,3.1756722286579144,1.52,2.11,141.0,-32.6693974133333,0.02658,97.0,6.82812,1.38,13.61805,0.0,17.36,3.44,1.1906931017743398,22.0,1.54,22.0,1941.0,1.69,0.9075744677292984,48.0,594.22,0.524,7.6,8650.0,8.99382,6.21,5.626587064644095,3.0,0.7037037037037036,4.0,0.6425448576869063,,13.0,0.3274093761681366,0.231
TiPbO3,3.42885512404814,35.1211,8.0,2.881777362798307,1.9114963184767944,1.52,2.11,141.0,-36.17090159,0.02658,35.0,6.82812,1.38,13.61805,35.1,17.36,3.44,0.113330855980372,22.0,1.54,22.0,1941.0,2.33,0.1638702228448392,82.0,600.61,0.524,7.6,11340.0,7.41663,4.774,7.29511216565533,3.0,0.8814814814814814,4.0,0.5818319577479859,,18.26,0.0,0.13
TlCrO3,3.2207041124661764,35.1211,8.0,3.147160982453567,2.9959933051168086,1.52,1.96,141.0,-31.72019175,0.02658,94.0,6.108194,,13.61805,64.3,17.36,3.44,0.7900819849150219,81.0,1.62,46.0,577.0,1.66,0.9877844985933496,24.0,2180.0,0.129,19.2,7140.0,6.76651,21.0,8.776351524750295,2.0,0.3629629629629629,13.0,1.17210634924944,,7.23,0.0501590248748062,0.449
TlIO3,3.842850080645303,35.1211,8.0,2.837151514871232,2.8662770353144778,1.52,1.96,141.0,-20.75735856,0.02658,0.449,6.108194,,13.61805,295.2,17.36,3.44,5.042186672232753e-12,81.0,1.62,46.0,577.0,2.66,4.122421278060612e-12,53.0,386.85,0.129,19.2,4940.0,10.45126,7.76,6.486732823498101,2.0,0.7037037037037036,13.0,0.937685079399552,,25.72,0.0,0.214
YVO3,3.1422426613658123,35.1211,8.0,3.2428022006023096,2.9691297160471923,1.52,2.32,141.0,-41.454188195,0.02658,31.0,6.2173,1.12,13.61805,50.6,17.36,3.44,0.8140318175301319,39.0,1.22,17.0,1799.0,1.63,0.9302688011314708,23.0,2183.0,0.298,29.6,6110.0,6.74619,21.5,5.502764388228431,3.0,0.474074074074074,3.0,0.8616753489333554,,8.32,0.0540700850319669,0.489
YWN3,3.4199706044522897,29.6013,7.0,3.0476778811860843,2.748824037755967,1.55,2.32,7.0,-44.84656275,0.02583,170.0,6.2173,1.12,14.5341,78.6,13.54,3.04,0.5828367652911729,39.0,1.22,17.0,1799.0,2.36,0.820555296675862,74.0,3695.0,0.298,29.6,19250.0,7.86403,52.31,7.879840413344933,3.0,0.4246575342465754,3.0,0.8617863895711048,,9.47,0.1057194087747408,0.132
