Name,X_EA,mean_A2B,X_Z,X_Rvdw,X_IEII,mean_X2X,A_Rvdw,mean_A2X,A_IEI,E_coh,A_ChiA,B_Hf,X_G,A_EA,std_A2X,A_ChiP,B_MP,std_B2X,OF,A_MP,B_Z,X_Kappa,A_Kappa,B_Kappa,B_Ra,A_Z,B_Rho,X_MV,A_CvM,A_G,B_EA,B_CvM,TF,std_X2X,A_B,std_A2B,B_ChiP,X_IEI,B_MV,B_IEI
NaCdF3,328.0,3.725843741655223,9.0,1.47,34.9708,3.155205960779308,2.27,3.3260281900869457,5.139076,-19.1581641333333,0.869,6.21,17.0,52.8,1.0277883948315183,0.93,594.22,1.0547803263134583,0.7392996108949417,370.87,48.0,0.0277,140.0,97.0,1.55,11.0,8650.0,11.2,1.228,1.0,0.0,0.231,0.8463134853127582,0.1228383709017894,1.0,0.4726171910353078,1.69,17.4228,13.0,8.99382
NaCoF3,328.0,3.334345693082476,9.0,1.47,34.9708,3.3175884343952986,2.27,3.422467279708594,5.139076,-23.692840365,0.869,16.2,17.0,52.8,0.9372366510973452,0.93,1768.0,1.190863202232305,0.5797665369649806,370.87,27.0,0.0277,140.0,100.0,1.35,11.0,8900.0,11.2,1.228,1.0,63.7,0.421,0.9317786402335048,0.6660876500105787,1.0,0.1613684097149119,1.88,17.4228,6.67,7.88101
NaMgF3,328.0,3.232982140205683,9.0,1.47,34.9708,3.474343942670854,2.27,3.318361706911754,5.139076,-24.035219825,0.869,8.48,17.0,52.8,0.9067448640114082,0.93,923.0,1.173711946168869,0.5603112840466926,370.87,12.0,0.0277,140.0,160.0,1.5,11.0,1738.0,11.2,1.228,1.0,0.0,1.023,0.9433968277675884,0.856184618749419,1.0,0.1308514161734402,1.31,17.4228,14.0,7.646235
NaMnF3,328.0,3.3241472728738906,9.0,1.47,34.9708,3.2917719454117136,2.27,3.112538073558358,5.139076,-27.4931740175,0.869,12.91,17.0,52.8,0.8876872156204257,0.93,1519.0,0.937897389245102,0.6459143968871596,370.87,25.0,0.0277,140.0,7.8,1.4,11.0,7470.0,11.2,1.228,1.0,0.0,0.479,0.8943312717134821,0.5762253682909384,1.0,0.0610944747596873,1.55,17.4228,7.35,7.43402
NaNbO3,141.0,3.433826515288835,8.0,1.52,35.1211,3.332376084426129,2.27,3.1618334627972104,5.139076,-37.7408969283333,0.869,30.0,16.0,52.8,0.8520579337853992,0.93,2750.0,1.1101369296891566,0.474074074074074,370.87,41.0,0.02658,140.0,54.0,1.45,11.0,8570.0,17.36,1.228,1.0,86.1,0.265,0.9736043117844924,0.7368288645232636,1.0,0.1273979043699307,1.6,13.61805,10.83,6.75885
NaSbO3,141.0,3.803119416433269,8.0,1.52,35.1211,3.141929357245988,2.27,3.363844917551716,5.139076,-27.8220007833333,0.869,19.79,16.0,52.8,0.947640515109058,0.93,903.78,1.3019600318209936,0.4444444444444444,370.87,51.0,0.02658,140.0,24.0,1.45,11.0,6697.0,17.36,1.228,1.0,103.2,0.207,0.993575682282636,0.3701704044216234,1.0,0.3955082371558348,2.05,13.61805,18.19,8.60839
RbAuBr3,324.6,4.696130027432551,35.0,1.85,21.591,4.263065748726646,3.03,3.7438106660223625,4.177128,-12.808423090000002,0.706,12.55,17.0,46.9,0.0938696516281955,0.82,1337.33,0.4535217198737396,0.5663265306122449,312.46,79.0,0.12,58.0,320.0,1.35,37.0,19300.0,19.78,0.363,1.0,222.8,0.129,0.8476068256568385,0.4672006692576012,1.0,0.170382954072121,2.54,11.8138,10.21,9.22553
RbAuI3,295.2,4.984314841598948,53.0,1.98,19.1313,4.355964045301409,3.03,3.9678453245583154,4.177128,-11.55174763,0.706,12.55,17.0,46.9,0.1219658428181563,0.82,1337.33,0.4725487065070124,0.5045454545454545,312.46,79.0,0.449,58.0,320.0,1.35,37.0,19300.0,25.72,0.363,1.0,222.8,0.129,0.8374195112541588,0.3912713490483824,1.0,0.249126774456435,2.54,10.45126,10.21,9.22553
RbBiO3,141.0,3.761605747072622,8.0,1.52,35.1211,3.0713382312828803,3.03,3.0713382312828803,4.177128,-23.99254258,0.706,11.106,16.0,46.9,0.0,0.82,544.4,0.0,0.662962962962963,312.46,83.0,0.02658,58.0,8.0,1.6,37.0,9780.0,17.36,0.363,1.0,91.2,0.122,0.966956711912116,0.0,1.0,0.0,2.02,13.61805,21.31,7.2855
RbBrO3,141.0,3.981858068074092,8.0,1.52,35.1211,3.535709355458157,3.03,3.358804090786993,4.177128,-19.84921039,0.706,5.285,16.0,46.9,0.295209029519129,0.82,265.8,1.251885455279057,0.2888888888888888,312.46,35.0,0.02658,58.0,0.12,1.15,37.0,,17.36,0.363,1.0,324.6,0.474,1.24759644726592,0.698461721696124,1.0,0.1112163104713013,2.96,13.61805,19.78,11.8138
RbCaH3,72.8,3.932833892742981,1.0,1.1,,3.211145426781324,3.03,3.211145426781324,4.177128,-14.50427741,0.706,8.54,1.0,46.9,0.0,0.82,1115.0,0.0,0.7692307692307692,312.46,20.0,0.1805,58.0,200.0,1.8,37.0,1550.0,11.42,0.363,1.0,2.37,0.647,0.928461947471032,0.0,1.0,0.0,1.0,13.598443,26.2,6.11316
RbIO3,141.0,3.990908433502199,8.0,1.52,35.1211,3.52918066910888,3.03,3.316452273804241,4.177128,-21.33813369,0.706,7.76,16.0,46.9,0.182455220981886,0.82,386.85,1.2455646419786033,0.7037037037037036,312.46,53.0,0.02658,58.0,0.449,1.4,37.0,4940.0,17.36,0.363,1.0,295.2,0.214,0.9438338340185658,0.6679564802295554,1.0,0.0269829405296419,2.66,13.61805,25.72,10.45126
RbMgF3,328.0,3.576165460476302,9.0,1.47,34.9708,2.919926871310728,3.03,2.919926871310728,4.177128,-23.81685517,0.706,8.48,17.0,46.9,0.0,0.82,923.0,0.0,0.5603112840466926,312.46,12.0,0.0277,58.0,160.0,1.5,37.0,1738.0,11.2,0.363,1.0,0.0,1.023,1.059778492501534,0.0,1.0,0.0,1.31,17.4228,14.0,7.646235
RbPbBr3,324.6,4.958378739060351,35.0,1.85,21.591,4.460307835699354,3.03,3.876494294212352,4.177128,-15.24042934,0.706,4.774,17.0,46.9,0.4639227677754504,0.82,600.61,0.0263082285368171,0.6071428571428571,312.46,82.0,0.12,58.0,35.0,1.8,37.0,11340.0,19.78,0.363,1.0,35.1,0.13,0.8260803031004745,0.2750200578830894,1.0,0.2171185128261617,2.33,11.8138,18.26,7.41663
RbPbCl3,349.0,4.739654178685431,17.0,1.75,23.8136,4.253639825273736,3.03,3.715200682133883,4.177128,-16.899116335000002,0.706,4.774,17.0,46.9,0.465620064053928,0.82,600.61,0.0267891877790824,0.6574585635359116,312.46,82.0,0.0089,58.0,35.0,1.8,37.0,11340.0,17.39,0.363,1.0,35.1,0.13,0.8320289791961709,0.2676632778988843,1.0,0.20723744304104,2.33,12.96763,18.26,7.41663
RbReO3,141.0,3.4483855991428976,8.0,1.52,35.1211,2.815595051420584,3.03,2.815595051420584,4.177128,-34.07811628,0.706,34.08,16.0,46.9,0.0,0.82,3459.0,0.0,0.4296296296296296,312.46,75.0,0.02658,58.0,48.0,1.35,37.0,21020.0,17.36,0.363,1.0,14.5,0.137,1.1247760716283424,0.0,1.0,0.0,1.9,13.61805,8.86,7.83352
RbSbO3,141.0,3.5452123947630385,8.0,1.52,35.1211,2.894653798986617,3.03,2.894653798986617,4.177128,-25.96438079,0.706,19.79,16.0,46.9,0.0,0.82,903.78,0.0,0.4444444444444444,312.46,51.0,0.02658,58.0,24.0,1.45,37.0,6697.0,17.36,0.363,1.0,103.2,0.207,1.1132399067911287,0.0,1.0,0.0,2.05,13.61805,18.19,8.60839
RbWO3,141.0,3.4677685736792405,8.0,1.52,35.1211,2.831421183857717,3.03,2.831421183857717,4.177128,-36.32050124,0.706,52.31,16.0,46.9,0.0,0.82,3695.0,0.0,0.4592592592592592,312.46,74.0,0.02658,58.0,170.0,1.35,37.0,19250.0,17.36,0.363,1.0,78.6,0.132,1.1019379788034014,0.0,1.0,0.0,2.36,13.61805,9.47,7.86403
ReTlO3,141.0,3.4526049991806262,8.0,1.52,35.1211,2.819040177124956,2.16,1.9933624256823823,7.83352,-33.70790334,,4.142,16.0,14.5,0.0,1.9,577.0,0.0,0.4296296296296296,3459.0,81.0,0.02658,48.0,46.0,1.9,75.0,11850.0,17.36,0.137,7.0,19.2,0.129,1.1174485402170826,0.0,3.0,0.0,1.62,13.61805,17.22,6.108194
ScBO3,141.0,3.442130178418884,8.0,1.52,35.1211,2.8733270112268365,2.15,3.108851132143198,6.56149,-40.5384598633333,1.19,50.2,16.0,18.1,0.9769072417393776,1.36,2349.0,0.7961015669829504,0.2,1814.0,5.0,0.02658,16.0,27.0,0.85,21.0,2460.0,17.36,0.568,3.0,26.7,1.026,0.9144374732011216,0.2769055980233368,3.0,0.400595325007418,2.04,13.61805,4.39,8.29802
SrWN3,7.0,4.247508559111188,7.0,1.55,29.6013,3.440956785598301,2.49,3.2768140852891734,5.69485,-40.406952355,0.963,52.31,15.0,5.03,0.6160190017498502,0.95,3695.0,1.2578828910492943,0.410958904109589,1050.0,74.0,0.02583,35.0,170.0,1.35,38.0,19250.0,13.54,0.306,2.0,78.6,0.132,0.995441585165528,0.7393785546889398,1.0,0.967268419226048,2.36,14.5341,9.47,7.86403
TiCdO3,141.0,3.680918877870942,8.0,1.52,35.1211,3.01936041609552,2.11,3.1756722286579144,6.82812,-32.6693974133333,1.38,6.21,16.0,7.6,1.1906931017743398,1.54,594.22,0.9075744677292984,0.7037037037037036,1941.0,48.0,0.02658,22.0,97.0,1.55,22.0,8650.0,17.36,0.524,4.0,0.0,0.231,0.6425448576869063,0.2911614641920585,3.0,0.3274093761681366,1.69,13.61805,13.0,8.99382
TiPbO3,141.0,3.42885512404814,8.0,1.52,35.1211,2.881777362798307,2.11,1.9114963184767944,6.82812,-36.17090159,1.38,4.774,16.0,7.6,0.113330855980372,1.54,600.61,0.1638702228448392,0.8814814814814814,1941.0,82.0,0.02658,22.0,35.0,1.8,22.0,11340.0,17.36,0.524,4.0,35.1,0.13,0.5818319577479859,0.1071168151045684,3.0,0.0,2.33,13.61805,18.26,7.41663
TlCrO3,141.0,3.2207041124661764,8.0,1.52,35.1211,3.147160982453567,1.96,2.9959933051168086,6.108194,-31.72019175,,21.0,16.0,19.2,0.7900819849150219,1.62,2180.0,0.9877844985933496,0.3629629629629629,577.0,24.0,0.02658,46.0,94.0,1.4,81.0,7140.0,17.36,0.129,13.0,64.3,0.449,1.17210634924944,0.5824943636606538,2.0,0.0501590248748062,1.66,13.61805,7.23,6.76651
TlIO3,141.0,3.842850080645303,8.0,1.52,35.1211,2.837151514871232,1.96,2.8662770353144778,6.108194,-20.75735856,,7.76,16.0,19.2,5.042186672232753e-12,1.62,386.85,4.122421278060612e-12,0.7037037037037036,577.0,53.0,0.02658,46.0,0.449,1.4,81.0,4940.0,17.36,0.129,13.0,295.2,0.214,0.937685079399552,2.0386466580538264e-12,2.0,0.0,2.66,13.61805,25.72,10.45126
YVO3,141.0,3.1422426613658123,8.0,1.52,35.1211,3.2428022006023096,2.32,2.9691297160471923,6.2173,-41.454188195,1.12,21.5,16.0,29.6,0.8140318175301319,1.22,2183.0,0.9302688011314708,0.474074074074074,1799.0,23.0,0.02658,17.0,31.0,1.35,39.0,6110.0,17.36,0.298,3.0,50.6,0.489,0.8616753489333554,0.6792932577901354,3.0,0.0540700850319669,1.63,13.61805,8.32,6.74619
YWN3,7.0,3.4199706044522897,7.0,1.55,29.6013,3.0476778811860843,2.32,2.748824037755967,6.2173,-44.84656275,1.12,52.31,15.0,29.6,0.5828367652911729,1.22,3695.0,0.820555296675862,0.4246575342465754,1799.0,74.0,0.02583,17.0,170.0,1.35,39.0,19250.0,13.54,0.298,3.0,78.6,0.132,0.8617863895711048,0.3319272716556247,3.0,0.1057194087747408,2.36,14.5341,9.47,7.86403
