material_id,Name,X_EA,X_Rvdw,X_Z,mean_A2B,X_G,X_IEII,mean_X2X,A_Rvdw,A_ChiA,A_IEI,B_Z,B_Hf,B_Ra,mean_A2X,std_B2X,OF,A_EA,std_A2X,B_Rho,E_coh,A_ChiP,B_CvM,B_MP,B_Rc,TF,B_Rvdw,A_MP,std_X2X,A_Kappa,X_MV
mp-1184468,GdBeO3,141.0,1.52,8.0,3.1171684878968584,16.0,35.1211,2.545157412543434,2.34,1.72,6.1498,4.0,7.895,1.05,2.545157412543434,0.0,0.3169014084507042,50.0,0.0,1848.0,-44.55914868,1.2,1.825,1560.0,96.0,0.9555394845232116,1.53,1585.0,0.0,11.0,17.36
mp-29762,GdBO3,141.0,1.52,8.0,3.286747789526832,16.0,35.1211,3.5914739249054413,2.34,1.72,6.1498,5.0,50.2,0.85,3.4032961452463137,1.236405179937638,0.1901408450704225,50.0,0.8488497401742893,2460.0,-49.513819491666695,1.2,1.026,2349.0,84.0,1.0573129207446188,1.92,1585.0,0.9187046006171904,11.0,17.36
mp-1224628,GdBO3,141.0,1.52,8.0,3.003861826432645,16.0,35.1211,3.2722547385877103,2.34,1.72,6.1498,5.0,50.2,0.85,2.926404252618074,1.3661450559174986,0.1901408450704225,50.0,0.8213751909314313,2460.0,-50.24172197,1.2,1.026,2349.0,84.0,1.0573129207446188,1.92,1585.0,0.8946614838127601,11.0,17.36
mp-561949,GdBO3,141.0,1.52,8.0,3.457166447811822,16.0,35.1211,3.2998871122121054,2.34,1.72,6.1498,5.0,50.2,0.85,2.327404618743062,1.4047659293844852,0.1901408450704225,50.0,9.966183779765206e-09,2460.0,-49.88556283,1.2,1.026,2349.0,84.0,1.0573129207446188,1.92,1585.0,0.7779728282212236,11.0,17.36
mp-1194303,GdBO3,141.0,1.52,8.0,3.214499874687115,16.0,35.1211,3.478895604332414,2.34,1.72,6.1498,5.0,50.2,0.85,3.336530486035295,1.1080680658391815,0.1901408450704225,50.0,0.8203338771056873,2460.0,-50.6101196666665,1.2,1.026,2349.0,84.0,1.0573129207446188,1.92,1585.0,0.8298779339681359,11.0,17.36
mp-1184471,GdCdO3,141.0,1.52,8.0,3.583982974329201,16.0,35.1211,2.926309844642975,2.34,1.72,6.1498,48.0,6.21,1.55,2.926309844642975,0.0,0.9225352112676056,50.0,0.0,8650.0,-36.51590509,1.2,0.231,594.22,144.0,0.6545270461752402,2.18,1585.0,0.0,11.0,17.36
mp-20951,GdCoO3,141.0,1.52,8.0,3.2727565343824936,16.0,35.1211,2.672180719350646,2.34,1.72,6.1498,27.0,16.2,1.35,2.672180719350646,0.0121765167348776,0.4295774647887324,50.0,0.0085882881222851,8900.0,-45.51288107,1.2,0.421,1768.0,126.0,0.8802260276149781,2.0,1585.0,0.0085882881222851,11.0,17.36
mp-18331,GdCrO3,141.0,1.52,8.0,3.173055164097035,16.0,35.1211,3.2529391632409026,2.34,1.72,6.1498,24.0,21.0,1.4,2.9841931328608893,0.9617122980911728,0.4330985915492958,50.0,0.7981702056624614,7140.0,-50.90342528,1.2,0.449,2180.0,139.0,0.8780633101024106,2.06,1585.0,0.6955457842817631,11.0,17.36
mp-1147577,GdCrO3,141.0,1.52,8.0,3.353015070004465,16.0,35.1211,2.7377253404577857,2.34,1.72,6.1498,24.0,21.0,1.4,2.7377253404577857,0.0,0.4330985915492958,50.0,0.0,7140.0,-47.688964860000006,1.2,0.449,2180.0,139.0,0.8780633101024106,2.06,1585.0,0.0,11.0,17.36
mp-1184481,GdCuO3,141.0,1.52,8.0,3.289844289625837,16.0,35.1211,2.6861466142640995,2.34,1.72,6.1498,29.0,13.6,1.35,2.6861466142640995,0.0,0.3802816901408451,50.0,0.0,8920.0,-41.76380407,1.2,0.385,1357.77,132.0,0.9116626714583704,1.96,1585.0,0.0,11.0,17.36
mp-1184486,GdErO3,141.0,1.52,8.0,3.6729399000306273,16.0,35.1211,2.9989428703280314,2.34,1.72,6.1498,68.0,19.9,1.75,2.9989428703280314,0.0,0.6267605633802817,50.0,0.0,9066.0,-47.18328210000001,1.2,0.168,1802.0,189.0,0.7735319636616474,2.29,1585.0,0.0,11.0,17.36
mp-766236,GdErO3,141.0,1.52,8.0,3.9996433408674967,16.0,35.1211,3.8003357582748976,2.34,1.72,6.1498,68.0,19.9,1.75,3.909641675377261,0.9848449690831677,0.6267605633802817,50.0,0.9509267847756118,9066.0,-50.834230161250005,1.2,0.168,1802.0,189.0,0.7735319636616474,2.29,1585.0,0.6803994435136262,11.0,17.36
mp-600576,GdFeO3,141.0,1.52,8.0,3.15737616715197,16.0,35.1211,3.25048116666741,2.34,1.72,6.1498,26.0,13.81,1.4,2.983979542597396,0.9706572620640812,0.3873239436619718,50.0,0.7867712908772981,7874.0,-47.9705924175,1.2,0.449,1811.0,132.0,0.9070349421616272,2.04,1585.0,0.6939086057231237,11.0,17.36
mp-18656,GdGaO3,141.0,1.52,8.0,3.1866594466016083,16.0,35.1211,3.2663084167399763,2.34,1.72,6.1498,31.0,5.585,1.3,2.9964331243675577,0.964667794059304,0.4366197183098592,50.0,0.8016525079141427,5904.0,-44.8583811825,1.2,0.373,302.91,122.0,0.8759111941462772,1.87,1585.0,0.6985628188754286,11.0,17.36
mp-1212640,GdInO3,141.0,1.52,8.0,3.779965012862668,16.0,35.1211,3.5965336875218603,2.34,1.72,6.1498,49.0,3.291,1.55,3.2136528880974864,1.0995077750868558,0.647887323943662,50.0,1.074064274195798,7310.0,-43.93079457,1.2,0.233,429.75,142.0,0.7636148872044468,1.93,1585.0,0.706618253180361,11.0,17.36
mp-1212778,GdInO3,141.0,1.52,8.0,3.355889726224592,16.0,35.1211,3.2446153106395728,2.34,1.72,6.1498,49.0,3.291,1.55,2.987435754249064,0.9182904901788496,0.647887323943662,50.0,0.7500360520847822,7310.0,-43.6744144125,1.2,0.233,429.75,142.0,0.7636148872044468,1.93,1585.0,0.3859066467664581,11.0,17.36
mp-756424,GdLuO3,141.0,1.52,8.0,3.408810122173674,16.0,35.1211,3.259386625735446,2.34,1.72,6.1498,71.0,18.65,1.75,3.006817415717505,0.9312509581654024,0.7267605633802817,50.0,0.75284368451156,9841.0,-50.6687966475,1.2,0.154,1925.0,187.0,0.7287352512473105,2.24,1585.0,0.3866516408009,11.0,17.36
mp-510575,GdMnO3,141.0,1.52,8.0,3.17699982890559,16.0,35.1211,3.266048192915489,2.34,1.72,6.1498,25.0,12.91,1.4,2.997345938151737,0.9685031328961562,0.4542253521126761,50.0,0.7995211677631318,7470.0,-49.9756893775,1.2,0.479,1519.0,139.0,0.865306942401165,2.05,1585.0,0.6959460752592094,11.0,17.36
mp-505604,GdNiO3,141.0,1.52,8.0,3.120723079110694,16.0,35.1211,3.199323375620681,2.34,1.72,6.1498,28.0,17.48,1.35,2.937213365691104,0.9741427025260042,0.3943661971830986,50.0,0.7620167484741257,8908.0,-44.877887665,1.2,0.444,1728.0,124.0,0.9024539576052554,1.97,1585.0,0.6968269291872962,11.0,17.36
mp-1184503,GdRhO3,141.0,1.52,8.0,3.432748042151033,16.0,35.1211,2.8028270396026644,2.34,1.72,6.1498,45.0,26.59,1.35,2.8028270396026644,0.0,0.4683098591549296,50.0,0.0,12450.0,-43.21865524,1.2,0.243,2237.0,142.0,0.8570066359992353,2.1,1585.0,0.0,11.0,17.36
mp-5690,GdScO3,141.0,1.52,8.0,3.2957963711351006,16.0,35.1211,3.275488717255909,2.34,1.72,6.1498,21.0,14.1,1.6,3.097275008962112,0.9362437311102636,0.6126760563380282,50.0,0.876446375379062,2985.0,-50.62999054,1.2,0.568,1814.0,170.0,0.7802877013355483,2.15,1585.0,0.5716975457933079,11.0,17.36
mp-510490,GdScS3,200.0,1.8,16.0,3.7799849298507393,16.0,23.33788,3.627202582475207,2.34,1.72,6.1498,21.0,14.1,1.6,3.346396755771391,1.0919187651962423,0.4728260869565217,50.0,0.7798380463562484,2985.0,-40.6303239125,1.2,0.568,1814.0,170.0,0.7689460089139319,2.15,1585.0,0.0706001910741467,11.0,15.53
mp-1184484,GdSiO3,141.0,1.52,8.0,3.230544790365284,16.0,35.1211,2.637728775867132,2.34,1.72,6.1498,14.0,50.21,1.1,2.637728775867132,0.0,0.2816901408450704,50.0,0.0,2330.0,-46.24396506,1.2,0.712,1687.0,111.0,0.9817905692628602,2.1,1585.0,0.0,11.0,17.36
mp-1184491,GdThO3,141.0,1.52,8.0,3.9741302159961456,16.0,35.1211,3.2448637335224184,2.34,1.72,6.1498,90.0,13.81,1.8,3.2448637335224184,0.0,0.852112676056338,50.0,0.0,11724.0,-48.99440753,1.2,0.118,2115.0,206.0,0.6794140061058577,2.45,1585.0,0.0,11.0,17.36
mp-510278,GdTiO3,141.0,1.52,8.0,3.201315050215222,16.0,35.1211,3.295950479960887,2.34,1.72,6.1498,22.0,14.15,1.4,3.020724899028056,0.9692930767138682,0.471830985915493,50.0,0.8069310382120375,4507.0,-51.208850065,1.2,0.524,1941.0,160.0,0.8549563808891893,2.11,1585.0,0.699672542497568,11.0,17.36
mp-756030,GdTmO3,141.0,1.52,8.0,3.4295972441413864,16.0,35.1211,3.282365818152225,2.34,1.72,6.1498,69.0,16.84,1.75,3.022534649801232,0.9250508318352958,0.619718309859155,50.0,0.7691913591338785,9321.0,-50.519039865,1.2,0.16,1818.0,190.0,0.7768951461123503,2.27,1585.0,0.3879869523492636,11.0,17.36
mp-541177,GdVO3,141.0,1.52,8.0,3.194670883212145,16.0,35.1211,3.2917916740452653,2.34,1.72,6.1498,23.0,21.5,1.35,3.0161883937612863,0.9493276694853144,0.4507042253521127,50.0,0.8134804899123201,6110.0,-49.220687665,1.2,0.489,2183.0,153.0,0.8674072019700998,2.07,1585.0,0.6902654145381439,11.0,17.36
mp-1184599,GdZrO3,141.0,1.52,8.0,3.604682484315824,16.0,35.1211,2.943210923773932,2.34,1.72,6.1498,40.0,21.0,1.55,2.943210923773932,0.0,0.6267605633802817,50.0,0.0,6511.0,-50.0593116,1.2,0.278,2128.0,175.0,0.7735319636616474,2.23,1585.0,0.0,11.0,17.36
mp-1184562,GeBiO3,141.0,1.52,8.0,3.4189834099510787,16.0,35.1211,2.7915882644736736,2.11,1.994,7.89943,83.0,11.106,1.6,1.97395099209012,0.0,0.7253521126760564,119.0,0.0,9780.0,-28.07392648,2.01,0.122,544.4,148.0,0.6205222773677865,2.07,1211.4,0.0,60.0,17.36
mp-973738,GeBO3,141.0,1.52,8.0,2.9508165269743105,16.0,35.1211,2.4093439605787825,2.11,1.994,7.89943,5.0,50.2,0.85,2.4093372653428187,8.55951692762471e-06,0.1901408450704225,119.0,6.678486894829178e-06,2460.0,-28.71993633,2.01,1.026,2349.0,84.0,0.8995737157106964,1.92,1211.4,5.476077511590042e-06,60.0,17.36
mp-28369,GeClH3,72.8,1.1,1.0,2.819328997643235,1.0,1000.0,3.40468535449212,2.11,1.994,7.89943,17.0,3.2,1.0,2.667894985220702,0.1593668542629012,0.8701923076923077,119.0,1.143696841254688,3214.0,-17.286176925,2.01,0.479,171.6,102.0,0.4744341128269638,1.75,1211.4,0.9053517657135512,60.0,11.42
mp-553898,GePbO3,141.0,1.52,8.0,4.325597519806764,16.0,35.1211,3.6171892247031057,2.11,1.994,7.89943,82.0,4.774,1.8,3.660802458395682,0.893361036955788,0.545774647887324,119.0,1.0696074350847045,11340.0,-30.259163115,2.01,0.13,600.61,146.0,0.6926102868114247,2.02,1211.4,0.7343772351096678,60.0,17.36
mp-554699,GePbO3,141.0,1.52,8.0,4.065238156575116,16.0,35.1211,3.615539432242988,2.11,1.994,7.89943,82.0,4.774,1.8,3.5632805121236597,0.8706774184974494,0.545774647887324,119.0,1.037203150875506,11340.0,-30.3248486966666,2.01,0.13,600.61,146.0,0.6926102868114247,2.02,1211.4,0.7206234422156879,60.0,17.36
mp-1017566,GePbO3,141.0,1.52,8.0,3.367485318278145,16.0,35.1211,2.749540248698421,2.11,1.994,7.89943,82.0,4.774,1.8,1.944218555,0.0,0.545774647887324,119.0,0.0,11340.0,-29.23494825,2.01,0.13,600.61,146.0,0.6926102868114247,2.02,1211.4,0.0,60.0,17.36
mp-624190,GePbS3,200.0,1.8,16.0,4.121330195831211,16.0,23.33788,3.765259236092403,2.11,1.994,7.89943,82.0,4.774,1.8,3.0325860731337184,0.7223870281195648,0.421195652173913,119.0,0.9142246318070948,11340.0,-22.4442376375,2.01,0.13,600.61,146.0,0.6949385956594367,2.02,1211.4,0.2628245363227104,60.0,15.53
mp-1184557,GePdO3,141.0,1.52,8.0,3.262888631359784,16.0,35.1211,2.6641374114532104,2.11,1.994,7.89943,46.0,16.74,1.4,1.8838296296513404,0.0,0.4330985915492958,119.0,0.0,12023.0,-25.43013047,2.01,0.244,1828.05,139.0,0.7470661324575317,2.1,1211.4,0.0,60.0,17.36
mp-541785,GePdS3,200.0,1.8,16.0,3.674892461540112,16.0,23.33788,3.872777222339964,2.11,1.994,7.89943,46.0,16.74,1.4,3.4078284473007177,0.940455275832388,0.3342391304347826,119.0,1.1562776742816832,12023.0,-22.114216535,2.01,0.244,1828.05,139.0,0.7402299094295018,2.1,1211.4,0.4392487199953236,60.0,15.53
mp-1078197,CBrH3,72.8,1.1,1.0,2.8276922717836284,1.0,1000.0,2.9493968900972924,1.7,2.544,11.2603,35.0,5.285,1.15,2.375747885812274,0.3874981811373907,0.2836538461538461,153.9,1.2876214808979076,3120.0,-21.643564425,2.55,0.474,265.8,120.0,0.5932281609954556,1.85,3800.0,1.0483169715281944,140.0,11.42
mp-1078233,CClH3,72.8,1.1,1.0,2.66518487552492,1.0,1000.0,2.8362118803587264,1.7,2.544,11.2603,17.0,3.2,1.0,2.294342684033413,0.3755477808750488,0.8701923076923077,153.9,1.2034194976017991,3214.0,-22.253597155,2.55,0.479,171.6,102.0,0.4071771696292716,1.75,3800.0,0.9621060781801976,140.0,11.42
mp-1096983,CIH3,72.8,1.1,1.0,2.1515117337520526,1.0,1000.0,1.806174308525749,1.7,2.544,11.2603,53.0,7.76,1.4,1.0925089874372813,8.455469462328984e-05,1.0576923076923077,153.9,0.0002002098549878,4940.0,-21.056956900000003,2.55,0.214,386.85,139.0,0.3700745770695949,1.98,3800.0,8.536249129842261e-05,140.0,11.42
mp-1181198,CIH3,72.8,1.1,1.0,4.111511850553068,1.0,1000.0,3.0726169540150576,1.7,2.544,11.2603,53.0,7.76,1.4,2.8713671197140647,0.7849965342401344,1.0576923076923077,153.9,1.294609682100849,4940.0,-21.17618326,2.55,0.214,386.85,139.0,0.3700745770695949,1.98,3800.0,0.8616721618250338,140.0,11.42
mp-554676,CSH3,72.8,1.1,1.0,3.917797847250796,1.0,1000.0,3.722560852073492,1.7,2.544,11.2603,16.0,1.721,1.0,3.598607861302564,0.8067452618704762,0.1778846153846153,153.9,1.1530684564943643,1960.0,-23.91846351,2.55,0.708,388.36,105.0,0.6464976285134149,1.8,3800.0,0.9357868479668052,140.0,11.42
mp-559204,CSH3,72.8,1.1,1.0,3.891861837632833,1.0,1000.0,3.590265312011334,1.7,2.544,11.2603,16.0,1.721,1.0,3.4173582590036085,0.8055630969367396,0.1778846153846153,153.9,1.27302118286182,1960.0,-23.92242415625,2.55,0.708,388.36,105.0,0.6464976285134149,1.8,3800.0,0.9962641323426492,140.0,11.42
mp-1200055,CSeH3,72.8,1.1,1.0,4.062535620026305,1.0,1000.0,3.759713206611893,1.7,2.544,11.2603,34.0,6.69,1.15,3.4109508298998583,0.7470568728787319,0.2403846153846153,153.9,1.2672044344329896,4819.0,-23.078019925,2.55,0.321,494.0,120.0,0.6139221666115762,1.9,3800.0,0.9933985547005042,140.0,11.42
mp-1184563,HfBeO3,141.0,1.52,8.0,2.9776791462805487,16.0,35.1211,2.431264842037858,2.23,2.6,6.82507,4.0,7.895,1.05,2.431264842037858,0.0,0.3169014084507042,0.0,0.0,1848.0,-37.89771341,1.3,1.825,1560.0,96.0,0.8507969292351508,1.53,2506.0,0.0,23.0,17.36
mp-1184625,HfBO3,141.0,1.52,8.0,2.966210334332641,16.0,35.1211,2.4219005962950884,2.23,2.6,6.82507,5.0,50.2,0.85,2.4219005962950884,0.0,0.1901408450704225,0.0,0.0,2460.0,-36.48689386,1.3,1.026,2349.0,84.0,0.9414143536507288,1.92,2506.0,0.0,23.0,17.36
mp-1017446,HfCdO3,141.0,1.52,8.0,3.5490665014776424,16.0,35.1211,2.897800663941621,2.23,2.6,6.82507,48.0,6.21,1.55,2.0490545,0.0,0.9225352112676056,0.0,0.0,8650.0,-34.05962323,1.3,0.231,594.22,144.0,0.582780314164737,2.18,2506.0,0.0,23.0,17.36
mp-1212404,HfCdO3,141.0,1.52,8.0,3.3395078148417388,16.0,35.1211,3.2658997725157706,2.23,2.6,6.82507,48.0,6.21,1.55,3.0775889985739404,0.8613146801472076,0.9225352112676056,0.0,0.979117430156878,8650.0,-35.3873990225,1.3,0.231,594.22,144.0,0.582780314164737,2.18,2506.0,0.5862210267515422,23.0,17.36
mp-753534,HfCoO3,141.0,1.52,8.0,3.2473929554880416,16.0,35.1211,3.279237219169665,2.23,2.6,6.82507,27.0,16.2,1.35,2.963977358143894,0.8789773533910805,0.4577464788732395,0.0,0.8716568766752011,8900.0,-39.81551166,1.3,0.421,1768.0,126.0,0.7685943273766821,2.0,2506.0,0.6602962380449658,23.0,17.36
mp-756322,HfCrO3,141.0,1.52,8.0,3.293514233181488,16.0,35.1211,3.250845507938586,2.23,2.6,6.82507,24.0,21.0,1.4,2.994387988317272,0.8790700024895438,0.5140845070422535,0.0,1.0101822639724627,7140.0,-43.2680261625,1.3,0.449,2180.0,139.0,0.7399954686835962,2.06,2506.0,0.4294844836114009,23.0,17.36
mp-753790,HfFeO3,141.0,1.52,8.0,3.158864342928606,16.0,35.1211,3.1823676969497727,2.23,2.6,6.82507,26.0,13.81,1.4,2.91378122511672,0.8370257229912285,0.4295774647887324,0.0,0.9185011811330724,7874.0,-41.099167515,1.3,0.449,1811.0,132.0,0.7837390431870601,2.04,2506.0,0.4449376579961606,23.0,17.36
mp-753856,HfFeO3,141.0,1.52,8.0,3.253754585822964,16.0,35.1211,3.289677037634927,2.23,2.6,6.82507,26.0,13.81,1.4,2.9738882718615818,0.8830080803956365,0.4295774647887324,0.0,0.8817132989082759,7874.0,-41.2480445575,1.3,0.449,1811.0,132.0,0.7837390431870601,2.04,2506.0,0.6641326873247277,23.0,17.36
mp-1016825,HfMgO3,141.0,1.52,8.0,3.526850386435376,16.0,35.1211,2.8796612819681133,2.23,2.6,6.82507,12.0,8.48,1.5,2.03622802,0.0,0.6267605633802817,0.0,0.0,1738.0,-36.57723494,1.3,1.023,923.0,141.0,0.6887403712855982,1.73,2506.0,0.0,23.0,17.36
mp-754657,HfMnO3,141.0,1.52,8.0,3.271113931877656,16.0,35.1211,3.315099576090353,2.23,2.6,6.82507,25.0,12.91,1.4,2.990200650732172,0.8769931340384376,0.471830985915493,0.0,0.8955284967934541,7470.0,-43.2181596025,1.3,0.479,1519.0,139.0,0.7612393577367139,2.05,2506.0,0.6749367892814662,23.0,17.36
mp-1178219,HfNiO3,141.0,1.52,8.0,3.067791783579704,16.0,35.1211,3.281078237144955,2.23,2.6,6.82507,28.0,17.48,1.35,2.979131760399088,0.8258434633024432,0.4859154929577464,0.0,0.9624277052929944,8908.0,-36.39334942,1.3,0.444,1728.0,124.0,0.7540238188008208,1.97,2506.0,0.6848981663218082,23.0,17.36
mp-1184669,HfNpO3,141.0,1.52,8.0,3.568912201066701,16.0,35.1211,2.9140046098022068,2.23,2.6,6.82507,93.0,3.2,1.75,2.06051242,0.0,0.7746478873239437,0.0,0.0,20450.0,-42.70107805,1.3,0.12,910.0,190.0,0.6313453403451317,2.39,2506.0,0.0,23.0,17.36
mp-755790,HfPbO3,141.0,1.52,8.0,3.526813971412318,16.0,35.1211,3.2476795021954525,2.23,2.6,6.82507,82.0,4.774,1.8,3.247499943829497,0.6272656275403148,0.8380281690140845,0.0,1.1507915838683536,11340.0,-38.3255820675,1.3,0.13,600.61,146.0,0.6095748113677134,2.02,2506.0,0.5117023773545786,23.0,17.36
mp-22734,HfPbO3,141.0,1.52,8.0,3.54620629971861,16.0,35.1211,3.6797652035047994,2.23,2.6,6.82507,82.0,4.774,1.8,3.728018924193601,0.9149681072745508,0.8380281690140845,0.0,1.1586412456946713,11340.0,-38.3521395675,1.3,0.13,600.61,146.0,0.6095748113677134,2.02,2506.0,0.7946125229932197,23.0,17.36
mp-669414,HfPbO3,141.0,1.52,8.0,3.5564405708316507,16.0,35.1211,3.6668512412406575,2.23,2.6,6.82507,82.0,4.774,1.8,3.7647856066834975,0.918287711988614,0.8380281690140845,0.0,1.1803796576650696,11340.0,-38.33436276875,1.3,0.13,600.61,146.0,0.6095748113677134,2.02,2506.0,0.8184879175992108,23.0,17.36
mp-1181854,HfPbO3,141.0,1.52,8.0,3.694168447884004,16.0,35.1211,3.769790807562498,2.23,2.6,6.82507,82.0,4.774,1.8,3.662828634391484,0.888616821772758,0.8380281690140845,0.0,1.1122702237491149,11340.0,-36.9989512825,1.3,0.13,600.61,146.0,0.6095748113677134,2.02,2506.0,0.7642911376887802,23.0,17.36
mp-22535,HfPbO3,141.0,1.52,8.0,3.598752119603817,16.0,35.1211,2.938368801262923,2.23,2.6,6.82507,82.0,4.774,1.8,2.077740505,0.0,0.8380281690140845,0.0,0.0,11340.0,-38.19332141,1.3,0.13,600.61,146.0,0.6095748113677134,2.02,2506.0,0.0,23.0,17.36
mp-22147,HfPbS3,200.0,1.8,16.0,4.674387447234261,16.0,23.33788,3.8946308870074753,2.23,2.6,6.82507,82.0,4.774,1.8,2.95703749175967,0.601769768638197,0.6467391304347826,0.0,0.7998717680500658,11340.0,-28.789344027500004,1.3,0.13,600.61,146.0,0.6230940943128983,2.02,2506.0,0.4311040442890891,23.0,15.53
mp-776083,HfSnO3,141.0,1.52,8.0,3.844842070219548,16.0,35.1211,2.951881846532395,2.23,2.6,6.82507,50.0,7.15,1.45,2.0951368403058788,0.8158240596843245,0.5704225352112676,0.0,0.0004978962993977,7310.0,-38.658830425,1.3,0.227,505.08,139.0,0.7134485460402384,2.17,2506.0,0.1127460755379693,23.0,17.36
mp-8725,HfSnS3,200.0,1.8,16.0,4.759873248597745,16.0,23.33788,3.945160678803143,2.23,2.6,6.82507,50.0,7.15,1.45,2.958657625248573,0.6515338872213603,0.4402173913043478,0.0,0.8014517453839585,7310.0,-28.9560116775,1.3,0.227,505.08,139.0,0.7124434361388987,2.17,2506.0,0.4846159989149607,23.0,15.53
mp-1184597,HfThO3,141.0,1.52,8.0,3.5683326915075058,16.0,35.1211,2.9135314422285084,2.23,2.6,6.82507,90.0,13.81,1.8,2.06017784,0.0,0.852112676056338,0.0,0.0,11724.0,-42.37364134,1.3,0.118,2115.0,206.0,0.604939261471381,2.45,2506.0,0.0,23.0,17.36
mp-1016819,HfZnO3,141.0,1.52,8.0,3.5304876584902543,16.0,35.1211,2.882631102164826,2.23,2.6,6.82507,30.0,7.068,1.35,2.038328,0.0,0.6338028169014085,0.0,0.0,7140.0,-33.21720619,1.3,0.388,692.68,122.0,0.6857716627886776,2.01,2506.0,0.0,23.0,17.36
mp-4891,HoAlO3,141.0,1.52,8.0,3.0830184568726198,16.0,35.1211,3.144628958060019,2.3,1.789,6.0215,13.0,10.71,1.25,2.887535778147572,0.95754879299613,0.3767605633802817,50.0,0.7547763881948387,2700.0,-39.48385303,1.23,0.897,933.47,121.0,0.9186962783702458,1.84,1734.0,0.690175148268123,16.0,17.36
mp-1184610,HoBeO3,141.0,1.52,8.0,3.085442200452011,16.0,35.1211,2.5192530073191866,2.3,1.789,6.0215,4.0,7.895,1.05,2.5192530073191866,0.0,0.3169014084507042,50.0,0.0,1848.0,-35.15567593,1.23,1.825,1560.0,96.0,0.960455200114348,1.53,1734.0,0.0,16.0,17.36
mp-754300,HoBiO3,141.0,1.52,8.0,3.764395294173645,16.0,35.1211,3.044346984657736,2.3,1.789,6.0215,83.0,11.106,1.6,2.291917638701332,0.0794885919123604,0.7253521126760564,50.0,0.0542485663950417,9780.0,-34.74224739,1.23,0.122,544.4,148.0,0.7330821323321758,2.07,1734.0,0.1708958628921205,16.0,17.36
mp-1178162,HoBiO3,141.0,1.52,8.0,3.390915568166328,16.0,35.1211,3.118272897170996,2.3,1.789,6.0215,83.0,11.106,1.6,2.2831530190237967,0.1015067089282303,0.7253521126760564,50.0,0.0583184054188021,9780.0,-34.831296265,1.23,0.122,544.4,148.0,0.7330821323321758,2.07,1734.0,0.2253319933881259,16.0,17.36
mp-770830,HoBiO3,141.0,1.52,8.0,3.552875200973314,16.0,35.1211,3.36033433221082,2.3,1.789,6.0215,83.0,11.106,1.6,3.2442761696254765,0.7686344088385664,0.7253521126760564,50.0,0.9608880162421428,9780.0,-34.811377665,1.23,0.122,544.4,148.0,0.7330821323321758,2.07,1734.0,0.4033550235422358,16.0,17.36
mp-753056,HoBO3,141.0,1.52,8.0,2.900484207802422,16.0,35.1211,3.2566812936725507,2.3,1.789,6.0215,5.0,50.2,0.85,2.8753758806512257,1.332833311348216,0.1901408450704225,50.0,0.8334620294249947,2460.0,-40.98136394,1.23,1.026,2349.0,84.0,1.0627522036768229,1.92,1734.0,0.8827563022447035,16.0,17.36
mp-780393,HoBO3,141.0,1.52,8.0,3.949548954673035,16.0,35.1211,3.77114006955182,2.3,1.789,6.0215,5.0,50.2,0.85,3.617884328970757,1.0097131970037905,0.1901408450704225,50.0,0.8905590437280657,2460.0,-41.1328420575,1.23,1.026,2349.0,84.0,1.0627522036768229,1.92,1734.0,0.8393000904161695,16.0,17.36
mp-754409,HoBO3,141.0,1.52,8.0,3.197748732416692,16.0,35.1211,2.921377692523267,2.3,1.789,6.0215,5.0,50.2,0.85,2.287628694062702,0.9687791935054332,0.1901408450704225,50.0,2.8870184362236567e-08,2460.0,-41.29517982,1.23,1.026,2349.0,84.0,1.0627522036768229,1.92,1734.0,0.4276195765338132,16.0,17.36
mp-752713,HoBO3,141.0,1.52,8.0,3.1615246814249187,16.0,35.1211,3.5031944564116237,2.3,1.789,6.0215,5.0,50.2,0.85,3.2908853018467035,1.0917229930763337,0.1901408450704225,50.0,0.8229297773291729,2460.0,-41.4294000466667,1.23,1.026,2349.0,84.0,1.0627522036768229,1.92,1734.0,0.8620719199285465,16.0,17.36
mp-850193,HoBO3,141.0,1.52,8.0,3.1727679526141648,16.0,35.1211,3.002723301890126,2.3,1.789,6.0215,5.0,50.2,0.85,2.8686352378251123,0.9321488908496148,0.1901408450704225,50.0,0.6931446486886449,2460.0,-41.2626786375,1.23,1.026,2349.0,84.0,1.0627522036768229,1.92,1734.0,0.395630405421487,16.0,17.36
mp-1184546,HoBO3,141.0,1.52,8.0,3.0075504368764587,16.0,35.1211,2.455654648677317,2.3,1.789,6.0215,5.0,50.2,0.85,2.455654648677317,0.0,0.1901408450704225,50.0,0.0,2460.0,-37.0731978,1.23,1.026,2349.0,84.0,1.0627522036768229,1.92,1734.0,0.0,16.0,17.36
mp-1188609,HoCoO3,141.0,1.52,8.0,3.5831889473153145,16.0,35.1211,3.510154611767698,2.3,1.789,6.0215,27.0,16.2,1.35,3.321188307364062,0.972848437346973,0.4295774647887324,50.0,1.0482670574007222,8900.0,-32.9894482525,1.23,0.421,1768.0,126.0,0.8847542976422812,2.0,1734.0,0.6668475677616301,16.0,17.36
